"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-908.050001","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-5.619999","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-77.089999","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-3.810000","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"DC","Flow Categories","-21.619999","0.000000","1.000000","Volumetric","-1.000000"
"CC","Flow Categories","-1.739999","0.000000","1.000000","Volumetric","-1.000000"
