"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"94120409505354","Nodes","","21.000000","62.245689","DDS demands","Known Flow","567851.345000","125366.240000","","0.000000","","","","-7.210000","","","","-6.447311","-7.210000","","","","","","D1 PROFILE","","",""
"94120409505322","Nodes","9505322","21.000000","66.432447","Default Known Flow Node","Known Flow","567789.595000","124912.122812","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"94120409505338","Nodes","-264638","21.000000","66.432447","Default Known Flow Node","Known Flow","567789.845000","124911.990000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"94120409505311","Nodes","9505311","21.000000","64.792796","Default Known Flow Node","Known Flow","567907.720000","124914.240000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"94120409505342","Nodes","-264648","21.000000","64.455637","DDS demands","Known Flow","567946.970000","124934.740000","","0.000000","","","","-4.019999","","","","-3.594755","-4.019999","","","","","","D1 PROFILE","","",""
"94120409505310","Nodes","9505310","21.000000","66.432467","DDS demands","Known Flow","567789.345000","124912.240000","","0.000000","","","","-6.020000","","","","-5.383191","-6.020000","","","","","","D1 PROFILE","","",""
"94120409505308","Nodes","9505308","21.000000","66.607873","DDS demands","Known Flow","567738.345000","124833.990000","","0.000000","","","-1.029999","-7.129999","","","","-7.296817","-8.160000","","","","","C4 PROFILE","D1 PROFILE","","",""
"94120409505341","Nodes","-264645","21.000000","64.381520","DDS demands","Known Flow","567877.970000","124861.372812","","0.000000","","","","-12.239999","","","","-10.945226","-12.239999","","","","","","D1 PROFILE","","",""
"94120409505305","Nodes","9505305","21.000000","66.768640","DDS demands","Known Flow","567667.470000","124761.490000","","0.000000","","","","-27.629999","","","","-24.707240","-27.629999","","","","","","D1 PROFILE","","",""
"94120409505302","Nodes","SEP01600, THE CORNSTORES HIGH STREET, 6.18 SCMH","22.999998","67.119168","CSEP DDS Matched","Known Flow","567520.345000","124728.872812","","0.000000","","","","","-6.179999","","","-5.526266","-6.179999","","","","","","","DC PROFILE","",""
"94120409505306","Nodes","9505306","21.000000","65.801500","DDS demands","Known Flow","567718.345000","124679.872812","","0.000000","","-14.380000","0.000000","-12.420000","","","","-23.965039","-26.799999","","","","C2 PROFILE","C4 PROFILE","D1 PROFILE","","",""
"94120409505309","Nodes","9505309","21.000000","66.536974","DDS demands","Known Flow","567695.970000","124846.240000","","0.000000","","","","-1.019999","","","","-0.912102","-1.019999","","","","","","D1 PROFILE","","",""
"94120409505331","Nodes","-264624","21.000000","66.443999","DDS demands","Known Flow","567704.970000","124888.990000","","0.000000","","","","-4.210000","","","","-3.764657","-4.210000","","","","","","D1 PROFILE","","",""
"94120409505347","Nodes","-268895","21.000000","66.534348","DDS demands","Known Flow","567675.595000","124841.122812","","0.000000","","","","-1.360000","","","","-1.216136","-1.360000","","","","","","D1 PROFILE","","",""
"94120409505349","Nodes","-268899","21.000000","65.507372","Default Known Flow Node","Known Flow","567735.220000","124662.622812","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"94120409505348","Nodes","-268898","21.000000","65.677855","Default Known Flow Node","Known Flow","567726.595000","124678.622812","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"94120409505307","Nodes","9505307","21.000000","64.592038","DDS demands","Known Flow","567771.220000","124488.740000","","0.000000","","","","-4.210000","","","","-3.764657","-4.210000","","","","","","D1 PROFILE","","",""
"94120409505303","Nodes","9505303","21.000000","66.582965","DDS demands","Known Flow","567509.970000","124810.990000","","0.000000","","","","-2.730000","","","","-2.441214","-2.730000","","","","","","D1 PROFILE","","",""
