"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"94117608302023","Nodes",,21.000000,42.393494,"DDS demands","Known Flow",508349.373224,114370.893063,,0.000000,,,,-0.779999,-33.779997,,,,,,,,-30.904168,-34.559997,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,,,
"94117608302122","Nodes",,21.000000,34.771633,"DDS demands","Known Flow",509237.880384,115013.382309,,0.000000,,,,,-30.309999,,,,,,,,-27.103743,-30.309999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302115","Nodes",,21.000000,34.598204,"DDS demands","Known Flow",509227.193304,115004.089195,,0.000000,,,,,-4.360000,,,,,,,,-3.898790,-4.360000,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302106","Nodes",,21.000000,34.834806,"DDS demands","Known Flow",509271.636283,115102.674596,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94117600007920","Nodes","Logger 7920",21.000000,34.769948,"Val Log Post","Known Flow",509239.757978,115020.019946,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94117608302027","Nodes",,21.000000,42.533451,"DDS demands","Known Flow",508302.094541,114635.619605,,0.000000,,,,,-1.609999,,,,,,,,-1.439690,-1.609999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302026","Nodes",,21.000000,43.189100,"DDS demands","Known Flow",508308.544027,114556.733238,,0.000000,,,,,-22.009999,,,,,,,,-19.681736,-22.009999,,"",,,,,"D1 PROFILE",,,,,,,
"94117600007292","Nodes","Logger 7292",21.000000,41.030116,"Val Log Post","Known Flow",509785.807180,113092.654255,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94117608302176","Nodes",,21.000000,41.030116,"DDS demands","Known Flow",509795.640086,113090.987102,,0.000000,-2.140000,,,,-8.420000,,,,,,,,-9.442941,-10.560000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,,
"94117608302175","Nodes",,21.000000,39.999413,"Default Known Flow Node","Known Flow",509162.533826,113143.351509,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94117608302055","Nodes",,21.000000,38.081403,"DDS demands","Known Flow",508949.495389,114099.879272,,0.000000,,,,,-17.830000,,,,,,,,-15.943905,-17.830000,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302056","Nodes",,21.000000,37.400928,"DDS demands","Known Flow",508989.737442,114034.961105,,0.000000,,,,,-33.169999,,,,,,,,-29.661206,-33.169999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302066","Nodes",,21.000000,39.284799,"DDS demands","Known Flow",508337.672793,114137.096086,,0.000000,,,,,-6.989999,,,,,,,,-6.250582,-6.989999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302064","Nodes",,21.000000,39.359092,"DDS demands","Known Flow",508227.880257,114208.400318,,0.000000,,,,,-26.929999,,,,,,,,-24.081287,-26.929999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302020","Nodes",,21.000000,39.975934,"DDS demands","Known Flow",508102.973528,114295.672309,,0.000000,,,,,-46.839999,,,,,,,,-41.885164,-46.839999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302061","Nodes",,21.000000,39.013438,"DDS demands","Known Flow",508341.541035,114109.649994,,0.000000,,,,,-22.100000,,,,,,,,-19.762216,-22.100000,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302062","Nodes","P00074855 , ""BIRKLANDS KITHURST LANE"", 11.75scmh",24.000000,38.232373,"CSEP DDS Matched","Known Flow",508194.617247,114072.380612,,0.000000,,,,,-10.499999,-11.750000,,,,,,,-19.896348,-22.250000,,"",,,,,"D1 PROFILE","DC PROFILE",,,,,,
"94117601462654","Nodes",,21.000000,37.628439,"DDS demands","Known Flow",508393.707443,114342.756422,,0.000000,,,,,-3.160000,,,,,,,,-2.825728,-3.160000,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302065","Nodes",,21.000000,37.687745,"DDS demands","Known Flow",508323.920337,114230.878674,,0.000000,-29.399999,,,,-7.179999,,,,,,,,-32.710491,-36.579999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,,
"94117608302116","Nodes",,21.000000,35.840428,"DDS demands","Known Flow",509149.648304,114623.021582,,0.000000,-28.059998,,,,-8.779999,,,,,,,,-32.942985,-36.839996,,"","C1 PROFILE",,,,"D1 PROFILE",,,,,,,
"94117608302183","Nodes",,21.000000,40.856070,"DDS demands","Known Flow",511327.638599,112846.644293,,0.000000,,,,,-15.350000,,,,,,,,-13.726245,-15.350000,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302179","Nodes",,21.000000,40.779007,"DDS demands","Known Flow",510494.232007,112896.997031,,0.000000,,,,,-0.540000,,,,,,,,-0.482877,-0.540000,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302052","Nodes",,21.000000,40.200359,"DDS demands","Known Flow",508920.106506,114273.634810,,0.000000,,,,-3.510000,-14.149999,,,,,,,,-15.791887,-17.659999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,,,
"94117608302181","Nodes",,21.000000,36.577628,"DDS demands","Known Flow",509029.007639,114218.652409,,0.000000,,,,,,,-11.819999,,,,,,-10.569655,-11.819999,,"",,,,,,,"D1 PROFILE",,,,,
"94117608302079","Nodes",,21.000000,35.189106,"DDS demands","Known Flow",509087.585671,114203.124643,,0.000000,,,,,-12.140000,,,,,,,,-10.855805,-12.140000,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302164","Nodes",,21.000000,41.223201,"DDS demands","Known Flow",508199.978268,114223.701409,,0.000000,,,,,-1.360000,,,,,,,,-1.216136,-1.360000,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302053","Nodes",,21.000000,39.955604,"DDS demands","Known Flow",508816.834262,114194.526818,,0.000000,,,,,-12.210000,,,,,,,,-10.918401,-12.210000,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302178","Nodes",,21.000000,40.874210,"DDS demands","Known Flow",510199.137148,113004.023689,,0.000000,,,,,-6.550000,,,,,,,,-5.857127,-6.550000,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302047","Nodes",,21.000000,37.159620,"DDS demands","Known Flow",508949.139305,114644.987250,,0.000000,,,,,-20.729999,,,,,,,,-18.537136,-20.729999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302048","Nodes","P00083121 , ""5 MILL LANE PULBOROUGH"", 5.09scmh",22.999998,38.550328,"CSEP DDS Matched","Known Flow",508936.899678,114555.046174,,0.000000,,,,,,-5.090000,,,,,,,-4.551569,-5.090000,,"",,,,,,"DC PROFILE",,,,,,
"94117608302049","Nodes",,21.000000,38.896615,"DDS demands","Known Flow",508943.772496,114536.364774,,0.000000,,,,,-11.629999,,,,,,,,-10.399753,-11.629999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302001","Nodes","HURSTON LANE ,Site ID 1589",21.000000,44.000001,"Default Known Pressure Node","Known Pressure",507808.220798,114593.400932,,3625.000115,,,,,,,,,,,,,425.130706,475.421811,,"",,,,,,,,,,,,
"94117608302166","Nodes",,21.000000,40.983426,"DDS demands","Known Flow",508566.295933,113970.721345,,0.000000,,,-4.090000,,-6.000000,,,,,,,,-9.022658,-10.090000,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,,,,
"94117608302167","Nodes",,21.000000,40.937999,"DDS demands","Known Flow",508545.702349,113879.291803,,0.000000,,,,-17.739999,-13.149999,,,,,,,,-27.622390,-30.890000,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,,,
"94117608302113","Nodes",,21.000000,35.972662,"DDS demands","Known Flow",508974.996558,113863.885240,,0.000000,,,,,-6.919999,,,,,,,,-6.187987,-6.919999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302111","Nodes",,21.000000,35.927539,"DDS demands","Known Flow",508878.409939,113900.477596,,0.000000,,,,,-17.979999,,-9.779999,,,,,,-24.823488,-27.759999,,"",,,,,"D1 PROFILE",,"",,,,,
"94117608302110","Nodes",,21.000000,35.904714,"DDS demands","Known Flow",508878.728707,113956.458855,,0.000000,,,,,-10.869999,,,,,,,,-9.720147,-10.869999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302112","Nodes",,21.000000,35.974499,"DDS demands","Known Flow",508972.956338,113872.376966,,0.000000,,,,,-7.430000,,,,,,,,-6.644039,-7.430000,,"",,,,,"D1 PROFILE",,,,,,,
"94117600000012","Nodes",,21.000000,35.522625,"DDS demands","Known Flow",509085.487361,113837.339466,,0.000000,,,,,-9.039999,,,,,,,,-8.083729,-9.039999,,"",,,,,"D1 PROFILE",,,,,,,
"94117600000023","Nodes",,21.000000,35.050099,"DDS demands","Known Flow",509119.137137,113902.290879,,0.000000,,,,,-12.099999,,,,,,,,-10.820037,-12.099999,,"",,,,,"D1 PROFILE",,,,,,,
"94117608302067","Nodes",,21.000000,35.952143,"DDS demands","Known Flow",509021.236890,113931.291841,,0.000000,,,,,-21.309999,,,,,,,,-19.055783,-21.309999,,"",,,,,"D1 PROFILE",,,,,,,
