"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-34470.279971,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-5348.959991,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-1910.610013,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-4606.539980,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-861.739999,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-671.960006,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-3081.001980,0.000000,1.000000,"Volumetric",-1.000000
"CC","Flow Categories",-38.020000,0.000000,1.000000,"Volumetric",-1.000000
"CT","Flow Categories",-65.189999,0.000000,1.000000,"Volumetric",-1.000000
"DL","Flow Categories",,,1.000000,"Volumetric",0.000000
"IL","Flow Categories",,,1.000000,"Volumetric",0.000000
"PL-DC","Flow Categories",-255.522005,0.000000,1.000000,"Volumetric",-1.000000
"PL-AF","Flow Categories",-180.160001,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"DH","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"PL PL","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"DM","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
