"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"94116800198293","Nodes","-198293",21.000000,26.438639,"Default Known Flow Node","Known Flow",506909.654091,103804.680456,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102321","Nodes","8102321",21.000000,26.500599,"DDS demands","Known Flow",506931.481052,103789.475238,,0.000000,,,,-31.860000,,,,,-28.489782,-31.860000,,"",,,,"D1 PROFILE",,,,
"94116800215173","Nodes","-215173",21.000000,26.641647,"Default Known Flow Node","Known Flow",506928.029096,103724.805435,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102265","Nodes","8102265",21.000000,19.449181,"DDS demands","Known Flow",506555.524651,104987.887154,,0.000000,,,,-11.019999,,,,,-9.854281,-11.019999,,"",,,,"D1 PROFILE",,,,
"94116808102267","Nodes","8102267",21.000000,19.409402,"DDS demands","Known Flow",506631.404015,104855.356875,,0.000000,,,,-8.739999,,,,,-7.815464,-8.739999,,"",,,,"D1 PROFILE",,,,
"94116808102266","Nodes","8102266",21.000000,19.724283,"DDS demands","Known Flow",506633.654016,104964.680772,,0.000000,,,,-11.230000,,,,,-10.042066,-11.230000,,"",,,,"D1 PROFILE",,,,
"94116808102264","Nodes","8102264",21.000000,19.706556,"DDS demands","Known Flow",506545.839327,104995.079950,,0.000000,,,,-19.080000,,,,,-17.061678,-19.080000,,"",,,,"D1 PROFILE",,,,
"94116808102268","Nodes","8102268",21.000000,19.369510,"DDS demands","Known Flow",506633.652178,104831.744584,,0.000000,,,,-37.989999,,,,,-33.971339,-37.989999,,"",,,,"D1 PROFILE",,,,
"94116800035834","Nodes","-35834",21.000000,19.891163,"Default Known Flow Node","Known Flow",506642.404018,104968.555773,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800035826","Nodes","-35826",21.000000,20.024795,"Default Known Flow Node","Known Flow",506601.510378,105004.525479,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800035832","Nodes","-35832",21.000000,19.758015,"Default Known Flow Node","Known Flow",506634.029016,104968.930773,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800214830","Nodes","-214830",21.000000,30.894505,"Default Known Flow Node","Known Flow",505855.533831,103119.350967,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800080835","Nodes","-80835",21.000000,30.943087,"Default Known Flow Node","Known Flow",505886.278812,103116.430269,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800080838","Nodes","-80838",21.000000,30.948764,"Default Known Flow Node","Known Flow",505913.403820,103099.555264,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800080840","Nodes","-80840",21.000000,30.955512,"Default Known Flow Node","Known Flow",505943.903828,103116.055269,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800080842","Nodes","-80842",21.000000,30.957768,"Default Known Flow Node","Known Flow",505955.528831,103110.930267,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800080844","Nodes","-80844",21.000000,30.969343,"Default Known Flow Node","Known Flow",505980.153838,103161.680281,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800208691","Nodes","-208691",21.000000,30.754670,"Default Known Flow Node","Known Flow",505979.153838,103244.680304,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800216929","Nodes","-216929",21.000000,30.754670,"Default Known Flow Node","Known Flow",505990.295141,103305.552337,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800214829","Nodes","-214829",21.000000,30.894505,"Default Known Flow Node","Known Flow",505852.528803,103097.805264,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800208696","Nodes","-208696",21.000000,30.754670,"Default Known Flow Node","Known Flow",505996.155494,103329.309818,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102195","Nodes","8102195",21.000000,30.782025,"Default Known Flow Node","Known Flow",505985.276190,103199.191946,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800322921","Nodes","-322921",21.000000,30.876569,"Default Known Flow Node","Known Flow",505993.778842,103193.555290,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800216936","Nodes","-216936",21.000000,30.754670,"Default Known Flow Node","Known Flow",506009.028846,103364.305336,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102196","Nodes","8102196",21.000000,30.353781,"Default Known Flow Node","Known Flow",506006.530326,103307.059894,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800208695","Nodes","-208695",21.000000,30.527259,"Default Known Flow Node","Known Flow",505993.153841,103226.805299,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800216937","Nodes","-216937",21.000000,30.787088,"DDS demands","Known Flow",506344.153937,103140.305275,,0.000000,-2.850000,,,,,,,,-2.548521,-2.850000,,"","C1 PROFILE",,,,,,,
"94116800216933","Nodes","-216933",21.000000,30.949855,"Default Known Flow Node","Known Flow",506001.403844,103160.680281,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800370392","Nodes","-370392",21.000000,30.325811,"Default Known Flow Node","Known Flow",506010.572709,103319.541118,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800322922","Nodes","-322922",21.000000,30.946456,"Default Known Flow Node","Known Flow",506004.403844,103160.555281,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368572","Nodes","-368572",21.000000,30.163813,"Default Known Flow Node","Known Flow",506265.528916,103474.305366,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800370393","Nodes","-370393",21.000000,30.325811,"Default Known Flow Node","Known Flow",506023.403850,103316.180323,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800080822","Nodes","-80822",21.000000,29.237814,"Default Known Flow Node","Known Flow",505741.153773,103596.180400,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800080828","Nodes","-80828",21.000000,29.246900,"Default Known Flow Node","Known Flow",505806.653791,103604.680402,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102202","Nodes","8102202",21.000000,28.150230,"DDS demands","Known Flow",505813.903793,103682.805423,,0.000000,-2.219999,,-19.080000,-30.350000,,,,,-46.186353,-51.650001,,"","C1 PROFILE",,"C4 PROFILE","D1 PROFILE",,,,
"94116800080819","Nodes","-80819",21.000000,29.259424,"Default Known Flow Node","Known Flow",505740.653773,103612.805404,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800080824","Nodes","-80824",21.000000,29.259424,"Default Known Flow Node","Known Flow",505743.278773,103675.555421,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800080825","Nodes","-80825",21.000000,29.259424,"Default Known Flow Node","Known Flow",505774.153782,103677.180422,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368568","Nodes","-368568",21.000000,30.096553,"Default Known Flow Node","Known Flow",506182.655690,103501.695789,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800080847","Nodes","-80847",21.000000,29.678926,"Default Known Flow Node","Known Flow",505995.781686,103561.308412,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368559","Nodes","-368559",21.000000,29.602968,"DDS demands","Known Flow",506024.403850,103636.930411,,0.000000,,,,-16.850000,,,,,-15.067571,-16.850000,,"",,,,"D1 PROFILE",,,,
"94116800368561","Nodes","-368561",21.000000,29.890237,"Default Known Flow Node","Known Flow",506062.278860,103520.680379,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102198","Nodes","8102198",21.000000,29.925388,"DDS demands","Known Flow",506068.007915,103527.822184,,0.000000,,,,-21.320000,,,,,-19.064726,-21.320000,,"",,,,"D1 PROFILE",,,,
"94116800368564","Nodes","-368564",21.000000,29.993530,"Default Known Flow Node","Known Flow",506109.153873,103510.805376,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368563","Nodes","-368563",21.000000,29.993530,"Default Known Flow Node","Known Flow",506084.403866,103481.805368,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102200","Nodes","8102200",21.000000,29.774609,"DDS demands","Known Flow",506159.874634,103643.578923,,0.000000,,,,-40.789998,,,,,-36.475149,-40.789998,,"",,,,"D1 PROFILE",,,,
"94116800368569","Nodes","-368569",21.000000,29.799255,"Default Known Flow Node","Known Flow",506228.903906,103728.180435,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368565","Nodes","-368565",21.000000,29.768361,"DDS demands","Known Flow",506109.528873,103674.430421,,0.000000,,,,-5.879999,,,,,-5.258001,-5.879999,,"",,,,"D1 PROFILE",,,,
"94116800368567","Nodes","-368567",21.000000,30.096553,"Default Known Flow Node","Known Flow",506175.653891,103467.430364,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368571","Nodes","-368571",21.000000,29.797214,"Default Known Flow Node","Known Flow",506240.903909,103728.430436,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368577","Nodes","-368577",21.000000,29.414490,"DDS demands","Known Flow",506437.028962,103970.930502,,0.000000,,,,-25.360001,,,,,-22.677367,-25.360001,,"",,,,"D1 PROFILE",,,,
"94116800368573","Nodes","-368573",21.000000,30.671434,"Default Known Flow Node","Known Flow",506347.653938,103458.930362,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368575","Nodes","-368575",21.000000,30.974307,"Default Known Flow Node","Known Flow",506411.778369,103512.977245,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368576","Nodes","-368576",21.000000,30.931191,"Default Known Flow Node","Known Flow",506413.778956,103462.805363,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368579","Nodes","-368579",21.000000,31.295521,"Default Known Flow Node","Known Flow",506480.653286,103514.953084,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368578","Nodes","-368578",21.000000,31.295521,"Default Known Flow Node","Known Flow",506477.278973,103470.680365,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215131","Nodes","-215131",21.000000,31.595935,"DDS demands","Known Flow",506547.278992,103294.805318,,0.000000,,,,-2.619999,,,,,-2.342850,-2.619999,,"",,,,"D1 PROFILE",,,,
"94116808102335","Nodes","8102335",21.000000,31.639429,"DDS demands","Known Flow",506586.078189,103511.425112,,0.000000,,,-6.000000,-16.200001,,,,,-19.851637,-22.200000,,"",,,"C4 PROFILE","D1 PROFILE",,,,
"94116808102331","Nodes","8102331",21.000000,26.426029,"DDS demands","Known Flow",506758.904050,103864.305472,,0.000000,,,,-21.080000,,,,,-18.850112,-21.080000,,"",,,,"D1 PROFILE",,,,
"94116800198285","Nodes","-198285",21.000000,26.293786,"Default Known Flow Node","Known Flow",506790.529613,103864.194535,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800198289","Nodes","-198289",21.000000,26.250456,"Default Known Flow Node","Known Flow",506828.279069,103848.430468,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102314","Nodes","8102314",21.000000,26.249595,"DDS demands","Known Flow",506828.154069,103852.680469,,0.000000,,,,-24.780000,,,,,-22.158719,-24.780000,,"",,,,"D1 PROFILE",,,,
"94116800198290","Nodes","-198290",21.000000,26.588843,"Default Known Flow Node","Known Flow",506875.279081,103791.555453,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800198291","Nodes","-198291",21.000000,26.588843,"Default Known Flow Node","Known Flow",506887.904085,103791.805453,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215142","Nodes","-215142",21.000000,31.362060,"Default Known Flow Node","Known Flow",506727.409612,103559.183011,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215141","Nodes","-215141",21.000000,31.337791,"Default Known Flow Node","Known Flow",506719.654039,103562.555390,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215155","Nodes","-215155",21.000000,31.185473,"Default Known Flow Node","Known Flow",506801.779061,103522.055379,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215156","Nodes","-215156",21.000000,31.185473,"Default Known Flow Node","Known Flow",506810.029064,103521.680379,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215157","Nodes","-215157",21.000000,27.768927,"Default Known Flow Node","Known Flow",506815.654065,103725.430435,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102320","Nodes","8102320",21.000000,27.911565,"DDS demands","Known Flow",506760.279050,103730.305436,,0.000000,,,,-29.879998,,,,,-26.719229,-29.879998,,"",,,,"D1 PROFILE",,,,
"94116800215159","Nodes","-215159",21.000000,26.549561,"Default Known Flow Node","Known Flow",506821.154067,103793.430453,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215162","Nodes","-215162",21.000000,26.267585,"Default Known Flow Node","Known Flow",506829.257422,103830.681875,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215178","Nodes","-215178",21.000000,26.856104,"Default Known Flow Node","Known Flow",506967.029106,103661.180417,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215179","Nodes","-215179",21.000000,26.856104,"DDS demands","Known Flow",506978.154109,103643.680412,,0.000000,,,,-7.679999,,,,,-6.867593,-7.679999,,"",,,,"D1 PROFILE",,,,
"94116800368583","Nodes","-368583",21.000000,31.534490,"Default Known Flow Node","Known Flow",506541.778991,103516.805378,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368582","Nodes","-368582",21.000000,31.534490,"Default Known Flow Node","Known Flow",506531.905479,103516.506181,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102192","Nodes","8102192",21.000000,31.647405,"DDS demands","Known Flow",506563.903997,103513.680377,,0.000000,,,,-15.729999,,,,,-14.066047,-15.729999,,"",,,,"D1 PROFILE",,,,
"94116800322925","Nodes","-322925",21.000000,31.646004,"Default Known Flow Node","Known Flow",506555.153994,103514.055377,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800158790","Nodes","-158790",21.000000,22.737919,"DDS demands","Known Flow",506801.529170,103968.942819,,0.000000,,,,-32.549999,,,,,-29.106791,-32.549999,,"",,,,"D1 PROFILE",,,,
"94116800001463","Nodes","Logger 1463",21.000000,22.781666,"Log Low Point","Known Flow",506916.904093,103949.305496,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800198283","Nodes","-198283",21.000000,26.167597,"Default Known Flow Node","Known Flow",506752.654048,103878.680476,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800198286","Nodes","-198286",21.000000,26.269500,"Default Known Flow Node","Known Flow",506790.654058,103874.180475,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800198287","Nodes","-198287",21.000000,26.269500,"Default Known Flow Node","Known Flow",506797.279060,103873.930475,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102325","Nodes","8102325",21.000000,26.245424,"DDS demands","Known Flow",506917.779093,103870.305474,,0.000000,,,,-20.869999,,,,,-18.662327,-20.869999,,"",,,,"D1 PROFILE",,,,
"94116800198292","Nodes","-198292",21.000000,26.444442,"Default Known Flow Node","Known Flow",506903.529089,103804.555456,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800198296","Nodes","-198296",21.000000,26.288910,"Default Known Flow Node","Known Flow",506939.904099,103880.680477,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215134","Nodes","-215134",21.000000,31.788997,"Default Known Flow Node","Known Flow",506600.404007,103515.305378,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215138","Nodes","-215138",21.000000,31.502191,"Default Known Flow Node","Known Flow",506668.029025,103514.930377,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102334","Nodes","8102334",21.000000,31.754372,"DDS demands","Known Flow",506608.543416,103513.624983,,0.000000,,,,-11.750000,,,,,-10.507060,-11.750000,,"",,,,"D1 PROFILE",,,,
"94116800215140","Nodes","-215140",21.000000,31.342276,"Default Known Flow Node","Known Flow",506718.670363,103560.796262,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215139","Nodes","-215139",21.000000,31.385371,"Default Known Flow Node","Known Flow",506703.029035,103581.805396,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215144","Nodes","-215144",21.000000,31.321422,"Default Known Flow Node","Known Flow",506740.140897,103567.293444,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215148","Nodes","-215148",21.000000,31.247737,"Default Known Flow Node","Known Flow",506753.029048,103618.060000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215147","Nodes","-215147",0.000000,28.188137,"Default Known Flow Node","Known Flow",506747.290392,103725.444450,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215152","Nodes","-215152",21.000000,30.309031,"Default Known Flow Node","Known Flow",506765.530818,103653.680533,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215158","Nodes","-215158",21.000000,30.260493,"Default Known Flow Node","Known Flow",506820.279066,103661.180417,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215160","Nodes","-215160",21.000000,28.266782,"Default Known Flow Node","Known Flow",506825.404068,103669.430419,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215151","Nodes","-215151",21.000000,28.425883,"Default Known Flow Node","Known Flow",506765.155000,103660.805417,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215161","Nodes","-215161",21.000000,26.267585,"Default Known Flow Node","Known Flow",506828.654069,103821.430461,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215165","Nodes","-215165",21.000000,27.182523,"Default Known Flow Node","Known Flow",506895.154087,103670.430420,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102322","Nodes","8102322",21.000000,27.487995,"DDS demands","Known Flow",506868.529080,103678.305422,,0.000000,,,,-23.909999,,,,,-21.380749,-23.909999,,"",,,,"D1 PROFILE",,,,
"94116800215164","Nodes","-215164",21.000000,27.182523,"Default Known Flow Node","Known Flow",506852.529075,103664.930418,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215167","Nodes","-215167",21.000000,26.884666,"Default Known Flow Node","Known Flow",506910.904091,103642.930412,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102323","Nodes","8102323",21.000000,26.912286,"DDS demands","Known Flow",506920.904094,103667.930419,,0.000000,,,,-19.160000,,,,,-17.133215,-19.160000,,"",,,,"D1 PROFILE",,,,
"94116800215171","Nodes","-215171",21.000000,26.899590,"Default Known Flow Node","Known Flow",506921.653123,103660.323135,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215169","Nodes","-215169",21.000000,26.896649,"Default Known Flow Node","Known Flow",506911.279091,103654.055415,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800198295","Nodes","-198295",21.000000,26.868679,"Default Known Flow Node","Known Flow",506930.029096,103670.805420,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215176","Nodes","-215176",21.000000,26.549641,"Default Known Flow Node","Known Flow",506952.404102,103720.430433,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215181","Nodes","-215181",21.000000,26.593106,"Default Known Flow Node","Known Flow",506987.279112,103729.180436,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800215180","Nodes","-215180",21.000000,26.255014,"DDS demands","Known Flow",506987.279112,103714.305432,,0.000000,,,,-12.839999,,,,,-11.481757,-12.839999,,"",,,,"D1 PROFILE",,,,
"94116800215177","Nodes","-215177",21.000000,26.891599,"Default Known Flow Node","Known Flow",506955.029103,103655.930416,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102327","Nodes","8102327",21.000000,31.177907,"DDS demands","Known Flow",506827.679247,103530.533913,,0.000000,,-3.749999,,-0.620000,,,,,-3.907732,-4.370000,,"",,"C2 PROFILE",,"D1 PROFILE",,,,
"94116800215172","Nodes","-215172",21.000000,30.864593,"Daily Metered Site","Known Flow",506926.279095,103560.555390,,0.000000,,-135.470003,,,,,,,-121.139702,-135.470003,,"",,"C2 PROFILE",,,,,,
"94116800322939","Nodes","-322939",21.000000,27.473299,"Default Known Flow Node","Known Flow",506862.654078,103725.930435,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368580","Nodes","-368580",21.000000,31.519336,"Default Known Flow Node","Known Flow",506528.654675,103516.407671,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800368581","Nodes","-368581",21.000000,31.519336,"Default Known Flow Node","Known Flow",506528.903987,103469.680365,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116808102028","Nodes","8102028",21.000000,22.546279,"DDS demands","Known Flow",506475.278973,104335.680601,,0.000000,,,,-9.670000,,,,,-8.647087,-9.670000,,"",,,,"D1 PROFILE",,,,
"94116808102029","Nodes","8102029",21.000000,21.881488,"DDS demands","Known Flow",506239.028908,104087.805533,,0.000000,,,,-22.410000,,,,,-20.039423,-22.410000,,"",,,,"D1 PROFILE",,,,
"94116808102027","Nodes","8102027",21.000000,22.549453,"DDS demands","Known Flow",506487.020727,104332.668845,,0.000000,,,,-41.290001,,,,,-36.922259,-41.290001,,"",,,,"D1 PROFILE",,,,
"94116808102036","Nodes","8102036,""P07112629"",""Water Lane"",10.71scm",22.999998,23.950792,"CSEP Unmatched","Known Flow",506883.195241,104437.078381,,0.000000,,,,,-10.710000,,,,-9.577073,-10.710000,,"",,,,,"DC PROFILE",,,
"94116800035829","Nodes","-35829",21.000000,24.978919,"Default Known Flow Node","Known Flow",506620.154012,104005.805511,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800035850","Nodes","-35850",21.000000,24.978919,"Default Known Flow Node","Known Flow",506671.279026,104002.930510,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800035881","Nodes","-35881",21.000000,23.728511,"Default Known Flow Node","Known Flow",506759.279050,104258.680580,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800035878","Nodes","-35878",21.000000,23.728511,"Default Known Flow Node","Known Flow",506752.509117,104252.452242,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800036385","Nodes","-36385",21.000000,22.451339,"Default Known Flow Node","Known Flow",506812.529064,104202.555565,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800036389","Nodes","-36389",21.000000,22.495089,"Default Known Flow Node","Known Flow",506878.029082,104227.305571,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800036391","Nodes","-36391",21.000000,22.627924,"Default Known Flow Node","Known Flow",506896.779087,104184.305560,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800036390","Nodes","-36390",21.000000,22.746940,"Default Known Flow Node","Known Flow",506894.279087,104044.930522,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94116800036396","Nodes","-36396",21.000000,24.504782,"Default Known Flow Node","Known Flow",506938.529099,104258.180580,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
