"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"94116200000548","Nodes","548","21.000000","32.464925","DDS demands","Known Flow","508442.142468","132443.246471","","0.000000","","","","","-10.300000","","-9.210445","-10.300000","","","","","","","D1 PROFILE",""
"94116200000547","Nodes","547","21.000000","32.588934","DDS demands","Known Flow","508434.430770","132287.132530","","0.000000","","","","","-2.119999","","-1.895741","-2.119999","","","","","","","D1 PROFILE",""
"94116200000534","Nodes","534","21.000000","48.007683","Default Known Flow Node","Known Flow","509025.000000","134269.125000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116207709012","Nodes","7709012","21.000000","47.286634","DDS demands","Known Flow","509015.406250","134205.000000","","0.000000","","","-1.820000","-4.179999","-32.930000","","-34.811901","-38.929999","","","","","C3 PROFILE","C4 PROFILE","D1 PROFILE",""
"94116200000533","Nodes","533","21.000000","46.464793","Default Known Flow Node","Known Flow","509023.875573","134126.062250","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116200000552","Nodes","552","21.000000","32.577859","DDS demands","Known Flow","508516.196544","132318.723973","","0.000000","","","","","-7.519999","","-6.724518","-7.519999","","","","","","","D1 PROFILE",""
"94116200000529","Nodes","529","21.000000","32.629732","DDS demands","Known Flow","507558.250000","132783.875000","","0.000000","","","","","-1.580000","","-1.412864","-1.580000","","","","","","","D1 PROFILE",""
"94116200000528","Nodes","528","21.000000","31.925948","DDS demands","Known Flow","507490.125000","132712.375000","","0.000000","","","","","-26.979999","","-24.125998","-26.979999","","","","","","","D1 PROFILE",""
"94116200000530","Nodes","530","21.000000","32.750976","Default Known Flow Node","Known Flow","507737.625000","132969.375000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116207709027","Nodes","7709027","21.000000","32.742302","DDS demands","Known Flow","508002.000000","132952.296875","","0.000000","","","","0.000000","-6.409999","","-5.731936","-6.409999","","","","","","C4 PROFILE","D1 PROFILE",""
"94116200000531","Nodes","531","21.000000","32.625010","DDS demands","Known Flow","507919.000000","132973.125000","","0.000000","","","","","-6.880000","","-6.152219","-6.880000","","","","","","","D1 PROFILE",""
"94116200000544","Nodes","544","21.000000","32.895958","DDS demands","Known Flow","508224.913918","132926.718389","","0.000000","","","","","-6.540000","","-5.848185","-6.540000","","","","","","","D1 PROFILE",""
"94116200000543","Nodes","543","21.000000","32.851940","DDS demands","Known Flow","508224.440548","132918.714139","","0.000000","","","","","-3.559999","","-3.183415","-3.559999","","","","","","","D1 PROFILE",""
"94116200000577","Nodes","577","21.000000","27.752140","DDS demands","Known Flow","508734.578179","132989.966906","","0.000000","","-15.729999","","","-17.620001","","-29.822167","-33.350001","","","","C2 PROFILE","","","D1 PROFILE",""
