"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"94115707709955","Nodes","-305",21.000000,29.635273,"Default Known Flow Node","Known Flow",515979.813559,131255.452926,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707709961","Nodes","-305808",21.000000,29.352895,"Default Known Flow Node","Known Flow",516002.406565,131386.562962,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707702287","Nodes","7702287",21.000000,28.719442,"DDS demands","Known Flow",516079.281586,131504.312994,,0.000000,,,,,-51.659998,,,,,,,,-46.195288,-51.659998,,"",,,,,"D1 PROFILE",,,,,,,
"94115707702291","Nodes","7702291",21.000000,26.326344,"DDS demands","Known Flow",515819.656515,130020.187590,,0.000000,,,,,-12.090000,,,,,,,,-10.811093,-12.090000,,"",,,,,"D1 PROFILE",,,,,,,
"94115707702290","Nodes","P00077516, CSEP, GRANARY WAY AREA 2 HILLS FARM LANE, -29.59 scmh",24.000000,26.435053,"CSEP DDS Matched","Known Flow",515898.909537,130016.268589,,0.000000,,,,,-20.189999,-29.590000,,,,,,,-44.514163,-49.780002,,"",,,,,"D1 PROFILE","DC PROFILE",,,,,,
"94115707703433","Nodes","7703433",21.000000,30.752046,"DDS demands","Known Flow",518801.157327,131941.063112,,0.000000,,,,,-12.149999,,,,,,,,-10.864745,-12.149999,,"",,,,,"D1 PROFILE",,,,,,,
"94115707703432","Nodes","7703432",21.000000,30.765881,"DDS demands","Known Flow",518807.888859,132003.526542,,0.000000,,,,,-18.669999,,,,,,,,-16.695046,-18.669999,,"",,,,,"D1 PROFILE",,,,,,,
"94115707708854","Nodes","-1462759",21.000000,31.157554,"Default Known Flow Node","Known Flow",518772.407319,132005.813130,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707703112","Nodes","7703112",21.000000,30.551689,"DDS demands","Known Flow",518920.657359,131996.563127,,0.000000,,,,,-10.729999,,,,,,,,-9.594956,-10.729999,,"",,,,,"D1 PROFILE",,,,,,,
"94115707708590","Nodes","-1327",21.000000,28.308647,"Default Known Flow Node","Known Flow",517771.157046,130476.562714,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707702191","Nodes","7702191",21.000000,28.298305,"DDS demands","Known Flow",517842.657066,130584.562743,,0.000000,,,,,-43.089999,,,,,,,,-38.531844,-43.089999,,"",,,,,"D1 PROFILE",,,,,,,
"94115707702192","Nodes","7702192",21.000000,28.341324,"DDS demands","Known Flow",517877.407075,130639.562758,,0.000000,,,,,-29.299999,,,,,,,,-26.200582,-29.299999,,"",,,,,"D1 PROFILE",,,,,,,
"94115707701152","Nodes","7701152",21.000000,27.759348,"DDS demands","Known Flow",517709.702030,131926.587108,,0.000000,,,,,-6.320000,,,,,,,,-5.651456,-6.320000,,"",,,,,"D1 PROFILE",,,,,,,
"94115707701151","Nodes","7701151",21.000000,30.768511,"DDS demands","Known Flow",518073.661574,131787.950531,,0.000000,,,,,-6.229999,,,,-22.700000,,,,-25.869722,-28.930001,,"",,,,,"D1 PROFILE",,,,"I2 PROFILE",,,
"94115707701150","Nodes","7701150",21.000000,31.330667,"DDS demands","Known Flow",518090.140133,131783.009069,,0.000000,,,,,-6.090000,,,,,,,,-5.445786,-6.090000,,"",,,,,"D1 PROFILE",,,,,,,
"94115707703359","Nodes","7703359",21.000000,28.614775,"DDS demands","Known Flow",519696.023836,131993.603401,,0.000000,,,,,-17.030000,,,,,,,,-15.228529,-17.030000,,"",,,,,"D1 PROFILE",,,,,,,
"94115707703307","Nodes","P00072447, CSEP, FOREST RD, -14.92 scmh",24.000000,28.029013,"CSEP DDS Matched","Known Flow",519763.486709,132007.253954,,0.000000,,,,,-9.760000,-14.919999,,,,,,,-22.069294,-24.680000,,"",,,,,"D1 PROFILE","DC PROFILE",,,,,,
"94115707703018","Nodes","7703018",21.000000,27.055101,"DDS demands","Known Flow",519901.281102,132032.445831,,0.000000,,,,,-5.889999,,,,,,,,-5.266942,-5.889999,,"",,,,,"D1 PROFILE",,,,,,,
"94115707703308","Nodes","7703308",21.000000,27.666976,"DDS demands","Known Flow",519809.224742,132014.336823,,0.000000,,,,,-13.009999,,,,,,,,-11.633772,-13.009999,,"",,,,,"D1 PROFILE",,,,,,,
"94115707710196","Nodes","-3444",21.000000,26.975272,"Default Known Flow Node","Known Flow",519926.532633,132040.063139,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707703016","Nodes","7703016",21.000000,26.440137,"DDS demands","Known Flow",519939.923118,132043.110076,,0.000000,,,,,-15.880000,,,,,,,,-14.200179,-15.880000,,"",,,,,"D1 PROFILE",,,,,,,
"94115707703011","Nodes","7703011",21.000000,21.823843,"DDS demands","Known Flow",520208.782710,132089.563153,,0.000000,,,,,-26.050000,,,,,,,,-23.294374,-26.050000,,"",,,,,"D1 PROFILE",,,,,,,
"94115707702088","Nodes","7702088",21.000000,39.380890,"DDS demands","Known Flow",516540.031711,130868.062820,,0.000000,-9.770000,-6.000000,,,-6.820000,,,,,,,,-20.200381,-22.590000,,"","C1 PROFILE","C2 PROFILE",,,"D1 PROFILE",,,,,,,
"94115707702248","Nodes","7702248",21.000000,37.180789,"DDS demands","Known Flow",516501.395936,130704.211230,,0.000000,,,,,-19.279999,,,,,,,,-17.240518,-19.279999,,"",,,,,"D1 PROFILE",,,,,,,
"94115707710677","Nodes","-713",21.000000,36.876810,"Default Known Flow Node","Known Flow",516493.656699,130680.562769,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707703389","Nodes","P10124376, CSEP, NORTH HEATH LANE, -9.05 scmh",22.999998,36.516251,"CSEP DDS Matched","Known Flow",518039.731452,132675.941036,,0.000000,,,,,,-9.050000,,,,,,,-8.092671,-9.050000,,"",,,,,,"DC PROFILE",,,,,,
"94115707702055","Nodes","7702055",21.000000,39.341532,"DDS demands","Known Flow",516541.055808,130870.318008,,0.000000,,,,,-14.909999,,,,,,,,-13.332787,-14.909999,,"",,,,,"D1 PROFILE",,,,,,,
"94115707710737","Nodes","-794",21.000000,37.660950,"Default Known Flow Node","Known Flow",516647.726888,130818.140227,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707710746","Nodes","-809",21.000000,40.068220,"Default Known Flow Node","Known Flow",516449.781687,130890.312826,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707702097","Nodes","7702097",21.000000,37.252538,"DDS demands","Known Flow",516657.747310,130811.113011,,0.000000,,,,,-16.090000,,,,,,,,-14.387964,-16.090000,,"",,,,,"D1 PROFILE",,,,,,,
"94115707701042","Nodes","7701042",21.000000,31.843583,"DDS demands","Known Flow",516818.017772,131020.727325,,0.000000,,,,,-32.330000,,,,,,,,-28.910061,-32.330000,,"",,,,,"D1 PROFILE",,,,,,,
"94115707710771","Nodes","-851",21.000000,30.810104,"Default Known Flow Node","Known Flow",516843.338794,131143.224895,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707710749","Nodes","-811",21.000000,33.014469,"Default Known Flow Node","Known Flow",516697.273754,130891.658827,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707701041","Nodes","7701041",21.000000,31.357987,"DDS demands","Known Flow",516806.738342,131019.099480,,0.000000,,,,,-19.940000,,,,,,,,-17.830703,-19.940000,,"",,,,,"D1 PROFILE",,,,,,,
"94115707710762","Nodes","-836",21.000000,31.211829,"Default Known Flow Node","Known Flow",516812.819786,131044.508868,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707702098","Nodes","7702098",21.000000,37.213374,"DDS demands","Known Flow",516813.612928,130753.935119,,0.000000,,,,-30.660000,-61.689996,,,,,,,,-82.581008,-92.350001,,"",,,,"C4 PROFILE","D1 PROFILE",,,,,,,
"94115700007239","Nodes","Logger 7239, opp 32-43 Bishopric",21.000000,37.212901,"Val Log Post","Known Flow",516814.577330,130753.480581,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707710708","Nodes","-760",21.000000,37.311712,"Default Known Flow Node","Known Flow",516777.936166,130770.750151,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"94115707702295","Nodes",,0.000000,42.703917,"Default Known Flow Node","Known Flow",515813.280514,131025.673863,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
