"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"941154-469962","Nodes","-469962",21.000000,29.262691,"Default Known Flow Node","Known Flow",525042.784025,135366.814045,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469959","Nodes","-469959",21.000000,29.071359,"Default Known Flow Node","Known Flow",525035.284023,135217.814004,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469964","Nodes","-469964",21.000000,20.972513,"Default Known Flow Node","Known Flow",525063.659031,135049.938958,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469965","Nodes","-469965",21.000000,20.972513,"Default Known Flow Node","Known Flow",525064.659031,135050.313958,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469967","Nodes","-469967",21.000000,21.016983,"Default Known Flow Node","Known Flow",525076.784034,135052.313959,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469972","Nodes","-469972",21.000000,29.824882,"Default Known Flow Node","Known Flow",525092.784039,135450.814067,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605047","Nodes","7605047",21.000000,29.454492,"DDS demands","Known Flow",525144.034053,135426.314061,,0.000000,,,,-17.580000,,,,,-15.720351,-17.580000,,"",,,,"D1 PROFILE",,,,
"94115407605039","Nodes","5039",21.000000,29.885075,"DDS demands","Known Flow",525096.576146,135461.176743,,0.000000,,,,-13.720000,,,,,-12.268670,-13.720000,,"",,,,"D1 PROFILE",,,,
"941154-469988","Nodes","-469988",21.000000,28.693253,"Default Known Flow Node","Known Flow",525143.659052,135396.064053,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605046","Nodes","7605046",21.000000,28.480352,"DDS demands","Known Flow",525144.659053,135371.564046,,0.000000,,,,-31.700000,,,,,-28.346707,-31.700000,,"",,,,"D1 PROFILE",,,,
"941154-469977","Nodes","-469977",21.000000,26.790946,"Default Known Flow Node","Known Flow",525107.659043,135195.813998,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469986","Nodes","-469986",21.000000,22.568298,"Default Known Flow Node","Known Flow",525143.534052,135079.688966,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605123","Nodes","7605123",21.000000,29.040410,"DDS demands","Known Flow",525222.909074,135397.814053,,0.000000,,,,-16.770000,,,,,-14.996035,-16.770000,,"",,,,"D1 PROFILE",,,,
"941154-469994","Nodes","-469994",21.000000,27.391669,"Default Known Flow Node","Known Flow",525148.659054,135249.939013,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470000","Nodes","-470000",21.000000,28.571916,"Default Known Flow Node","Known Flow",525162.284058,135249.814013,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605056","Nodes","7605056",21.000000,28.601496,"DDS demands","Known Flow",525170.409060,135250.314013,,0.000000,,,,-9.560000,,,,,-8.548724,-9.560000,,"",,,,"D1 PROFILE",,,,
"941154-470015","Nodes","-470015",21.000000,28.970302,"Default Known Flow Node","Known Flow",525239.409079,135396.939053,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470019","Nodes","-470019",21.000000,29.128075,"Default Known Flow Node","Known Flow",525266.909086,135283.314022,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470012","Nodes","-470012",21.000000,28.166619,"Default Known Flow Node","Known Flow",525234.659077,135249.689013,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470016","Nodes","-470016",21.000000,28.970302,"Default Known Flow Node","Known Flow",525245.284080,135397.189053,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605048","Nodes","7605048",21.000000,28.418137,"DDS demands","Known Flow",525302.159096,135282.939022,,0.000000,,,,-34.040000,,,,,-30.439176,-34.040000,,"",,,,"D1 PROFILE",,,,
"941154-470025","Nodes","-470025",21.000000,26.453668,"Default Known Flow Node","Known Flow",525296.284094,135243.439011,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605054","Nodes","7605054",21.000000,25.115372,"DDS demands","Known Flow",525300.284095,135187.813996,,0.000000,,,,-5.789999,,,,,-5.177521,-5.789999,,"",,,,"D1 PROFILE",,,,
"941154-470031","Nodes","-470031",21.000000,28.416624,"Default Known Flow Node","Known Flow",525305.159096,135282.814022,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605052","Nodes","7605052",21.000000,25.296812,"DDS demands","Known Flow",525342.211536,135140.045510,,0.000000,,,,-23.029999,,,,,-20.593838,-23.029999,,"",,,,"D1 PROFILE",,,,
"941154-470036","Nodes","-470036",21.000000,28.179353,"Default Known Flow Node","Known Flow",525337.909105,135283.814022,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470035","Nodes","-470035",21.000000,28.179353,"Default Known Flow Node","Known Flow",525327.409102,135344.314038,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605121","Nodes","7605121",21.000000,25.330624,"Default Known Flow Node","Known Flow",525398.909122,135162.313989,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470041","Nodes","-470041",21.000000,25.242362,"Default Known Flow Node","Known Flow",525387.409119,135232.814008,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605050","Nodes","7605050",21.000000,25.189131,"DDS demands","Known Flow",525446.409135,135355.064041,,0.000000,,,,-22.059999,,,,,-19.726446,-22.059999,,"",,,,"D1 PROFILE",,,,
"941154-470020","Nodes","-470020",21.000000,27.286995,"Default Known Flow Node","Known Flow",525271.034087,135368.314045,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470047","Nodes","-470047",21.000000,25.230864,"Default Known Flow Node","Known Flow",525414.784126,135281.814021,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-470062","Nodes","-470062",21.000000,25.189131,"Default Known Flow Node","Known Flow",525463.284139,135359.689043,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468928","Nodes","-468928",21.000000,24.618022,"Default Known Flow Node","Known Flow",523988.033738,135789.564160,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407601249","Nodes","7601249",21.000000,24.490103,"DDS demands","Known Flow",523978.783735,135781.939158,,0.000000,,,,-15.079999,,,,,-13.484805,-15.079999,,"",,,,"D1 PROFILE",,,,
"941154-468925","Nodes","-468925",21.000000,24.534277,"Default Known Flow Node","Known Flow",523970.158733,135774.564156,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468921","Nodes","-468921",21.000000,24.578457,"Default Known Flow Node","Known Flow",523955.533729,135806.689164,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469181","Nodes","-469181",21.000000,26.122381,"Default Known Flow Node","Known Flow",524394.138804,135503.496775,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407601248","Nodes","7601248",21.000000,24.886241,"DDS demands","Known Flow",524026.658749,135838.564173,,0.000000,,,,-9.720000,,,,,-8.691797,-9.720000,,"",,,,"D1 PROFILE",,,,
"941154-468929","Nodes","-468929",21.000000,24.974538,"Default Known Flow Node","Known Flow",524003.658742,135844.189174,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468939","Nodes","-468939",21.000000,24.850418,"Default Known Flow Node","Known Flow",524031.283750,135832.939171,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468943","Nodes","-468943",21.000000,24.850418,"Default Known Flow Node","Known Flow",524042.283753,135841.814174,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468946","Nodes","-468946",21.000000,24.854825,"Default Known Flow Node","Known Flow",524046.158754,135606.064110,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468937","Nodes","-468937",21.000000,24.854825,"Default Known Flow Node","Known Flow",524030.033749,135590.314105,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468970","Nodes","-468970",21.000000,24.673527,"Default Known Flow Node","Known Flow",524084.408764,135624.314115,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605103","Nodes","7605103",21.000000,24.673527,"Default Known Flow Node","Known Flow",524085.226598,135623.733580,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468979","Nodes","-468979",21.000000,25.065161,"Default Known Flow Node","Known Flow",524096.533768,135891.564187,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407601246","Nodes","7601246",21.000000,25.093174,"DDS demands","Known Flow",524109.658771,135903.814191,,0.000000,,,,-13.669999,,,,,-12.223958,-13.669999,,"",,,,"D1 PROFILE",,,,
"941154-468984","Nodes","-468984",21.000000,24.580189,"Default Known Flow Node","Known Flow",524104.658770,135515.314085,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468987","Nodes","-468987",21.000000,24.580189,"Default Known Flow Node","Known Flow",524108.408771,135502.814082,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469012","Nodes","-469012",21.000000,24.647289,"Default Known Flow Node","Known Flow",524132.283777,135561.814098,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605070","Nodes","7605070",21.000000,24.597709,"DDS demands","Known Flow",524146.908781,135523.814087,,0.000000,,,,-7.739999,,,,,-6.921246,-7.739999,,"",,,,"D1 PROFILE",,,,
"941154-469022","Nodes","-469022",21.000000,24.553574,"Default Known Flow Node","Known Flow",524149.658782,135529.314089,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469030","Nodes","-469030",21.000000,24.553574,"Default Known Flow Node","Known Flow",524170.533788,135552.564095,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469026","Nodes","-469026",21.000000,25.098759,"Default Known Flow Node","Known Flow",524161.283785,135913.189193,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407601247","Nodes","7601247",21.000000,25.119442,"DDS demands","Known Flow",524170.033788,135902.189190,,0.000000,,,,-13.820000,,,,,-12.358091,-13.820000,,"",,,,"D1 PROFILE",,,,
"941154-469046","Nodes","-469046",21.000000,25.031240,"Default Known Flow Node","Known Flow",524195.033794,135921.064195,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469035","Nodes","-469035",21.000000,24.636955,"Default Known Flow Node","Known Flow",524179.783790,135616.189112,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469027","Nodes","-469027",21.000000,24.636955,"Default Known Flow Node","Known Flow",524167.533787,135614.939112,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469045","Nodes","-469045",21.000000,24.181437,"Default Known Flow Node","Known Flow",524194.033794,135538.439091,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469050","Nodes","-469050",21.000000,24.181437,"Default Known Flow Node","Known Flow",524209.283798,135538.064091,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605068","Nodes","7605068",21.000000,24.181437,"DDS demands","Known Flow",524220.408801,135541.064092,,0.000000,,,,-14.990000,,,,,-13.404326,-14.990000,,"",,,,"D1 PROFILE",,,,
"941154-469053","Nodes","-469053",21.000000,24.181437,"Default Known Flow Node","Known Flow",524215.158800,135558.564097,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469054","Nodes","-469054",21.000000,25.143835,"Default Known Flow Node","Known Flow",524215.408800,135912.939193,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407601244","Nodes","7601244",21.000000,25.152245,"DDS demands","Known Flow",524218.283801,135909.314192,,0.000000,,,,-8.390000,,,,,-7.502488,-8.390000,,"",,,,"D1 PROFILE",,,,
"941154-469098","Nodes","-469098",21.000000,25.118855,"Default Known Flow Node","Known Flow",524292.783821,135997.939216,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469077","Nodes","-469077",21.000000,24.584778,"Default Known Flow Node","Known Flow",524251.408810,135582.814103,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469083","Nodes","-469083",21.000000,24.582224,"Default Known Flow Node","Known Flow",524258.283812,135584.814104,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469081","Nodes","-469081",21.000000,25.629026,"Default Known Flow Node","Known Flow",524257.408811,135676.064129,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469084","Nodes","-469084",21.000000,25.629026,"Default Known Flow Node","Known Flow",524259.658812,135675.189128,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605067","Nodes","7605067",21.000000,24.393213,"DDS demands","Known Flow",524260.783812,135529.814089,,0.000000,,,,-7.210000,,,,,-6.447311,-7.210000,,"",,,,"D1 PROFILE",,,,
"941154-469067","Nodes","-469067",21.000000,24.318860,"Default Known Flow Node","Known Flow",524228.408803,135528.439089,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469086","Nodes","-469086",21.000000,24.586549,"Default Known Flow Node","Known Flow",524261.158812,135622.814114,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605066","Nodes","7605066",21.000000,24.542630,"DDS demands","Known Flow",524291.158820,135605.814110,,0.000000,,,,-9.920000,,,,,-8.870642,-9.920000,,"",,,,"D1 PROFILE",,,,
"941154-469088","Nodes","-469088",21.000000,24.576314,"Default Known Flow Node","Known Flow",524263.033813,135568.939100,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469090","Nodes","-469090",21.000000,25.682003,"Default Known Flow Node","Known Flow",524269.408815,135671.064127,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605247","Nodes","7605247",21.000000,25.657234,"DDS demands","Known Flow",524315.783827,135660.814125,,0.000000,,0.000000,,-24.129998,,,,,-21.577475,-24.129998,,"",,"C2 PROFILE",,"D1 PROFILE",,,,
"941154-469102","Nodes","-469102",21.000000,24.542630,"Default Known Flow Node","Known Flow",524295.908822,135576.439102,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469144","Nodes","-469144",21.000000,25.690947,"Default Known Flow Node","Known Flow",524351.658837,135603.189109,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469120","Nodes","-469120",21.000000,25.656139,"Default Known Flow Node","Known Flow",524316.908827,135688.064132,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469129","Nodes","-469129",21.000000,25.656234,"Default Known Flow Node","Known Flow",524332.283832,135682.439130,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469124","Nodes","-469124",21.000000,25.656975,"Default Known Flow Node","Known Flow",524322.533829,135665.064126,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469142","Nodes","-469142",21.000000,25.714719,"Default Known Flow Node","Known Flow",524350.283837,135575.564101,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469153","Nodes","-469153",21.000000,25.714719,"Default Known Flow Node","Known Flow",524366.783841,135576.814102,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469163","Nodes","-469163",21.000000,26.122381,"Default Known Flow Node","Known Flow",524376.283844,135508.814083,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469171","Nodes","-469171",21.000000,25.689129,"Default Known Flow Node","Known Flow",524378.533844,135600.064108,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469192","Nodes","-469192",21.000000,25.659928,"Default Known Flow Node","Known Flow",524404.908851,135600.439108,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469174","Nodes","-469174",21.000000,25.577843,"Default Known Flow Node","Known Flow",524382.283845,135565.314099,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605061","Nodes","7605061",21.000000,25.577843,"DDS demands","Known Flow",524393.149233,135563.766021,,0.000000,,,,-10.739999,,,,,-9.603899,-10.739999,,"",,,,"D1 PROFILE",,,,
"941154-469178","Nodes","-469178",21.000000,25.655940,"Default Known Flow Node","Known Flow",524388.033847,135747.939148,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469187","Nodes","-469187",21.000000,25.655940,"Default Known Flow Node","Known Flow",524399.908850,135711.439138,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469188","Nodes","-469188",21.000000,25.664276,"Default Known Flow Node","Known Flow",524400.658850,135643.939120,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469199","Nodes","-469199",21.000000,25.620240,"Default Known Flow Node","Known Flow",524426.283857,135654.314123,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469202","Nodes","-469202",21.000000,25.659928,"Default Known Flow Node","Known Flow",524437.658860,135609.814111,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468930","Nodes","-468930",21.000000,24.647400,"Default Known Flow Node","Known Flow",524005.283743,135803.314163,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468938","Nodes","-468938",21.000000,24.362124,"Default Known Flow Node","Known Flow",524030.283749,135773.939155,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468931","Nodes","-468931",21.000000,24.918066,"Default Known Flow Node","Known Flow",524014.658745,135557.439096,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468935","Nodes","-468935",21.000000,24.906376,"Default Known Flow Node","Known Flow",524019.908747,135561.314097,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468932","Nodes","-468932",21.000000,24.898956,"Default Known Flow Node","Known Flow",524016.783746,135571.564100,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468927","Nodes","-468927",21.000000,24.854825,"Default Known Flow Node","Known Flow",523982.658737,135584.564104,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605102","Nodes","7605102",21.000000,24.898956,"DDS demands","Known Flow",524017.783746,135572.939101,,0.000000,,,,-9.350000,,,,,-8.360937,-9.350000,,"",,,,"D1 PROFILE",,,,
"94115407605101","Nodes","7605101",21.000000,24.848850,"DDS demands","Known Flow",524044.158753,135546.814094,,0.000000,,,,-8.100000,,,,,-7.243165,-8.100000,,"",,,,"D1 PROFILE",,,,
"941154-468934","Nodes","-468934",21.000000,24.854825,"Default Known Flow Node","Known Flow",524019.033746,135605.189109,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407601250","Nodes","7601250",21.000000,24.040006,"DDS demands","Known Flow",524045.658754,135755.564150,,0.000000,,,,-17.249999,,,,,-15.425258,-17.249999,,"",,,,"D1 PROFILE",,,,
"941154-468940","Nodes","-468940",21.000000,24.896663,"Default Known Flow Node","Known Flow",524038.783752,135508.564083,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468941","Nodes","-468941",21.000000,24.896930,"Default Known Flow Node","Known Flow",524039.533752,135504.564082,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468991","Nodes","-468991",21.000000,24.737406,"Default Known Flow Node","Known Flow",524112.658772,135565.564099,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468956","Nodes","-468956",21.000000,24.848850,"Default Known Flow Node","Known Flow",524070.658760,135588.689105,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468982","Nodes","-468982",21.000000,24.084167,"Default Known Flow Node","Known Flow",524100.283769,135797.314162,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407601245","Nodes","7601245",21.000000,24.865704,"DDS demands","Known Flow",524079.908763,135872.189182,,0.000000,,-28.660000,,-23.079999,,,,,-46.266836,-51.740000,,"",,"",,"D1 PROFILE",,,,
"941154-468976","Nodes","-468976",21.000000,24.865704,"Default Known Flow Node","Known Flow",524089.283766,135851.314176,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468949","Nodes","-468949",21.000000,24.717653,"Default Known Flow Node","Known Flow",524053.158756,135643.814120,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468995","Nodes","-468995",21.000000,24.673527,"Default Known Flow Node","Known Flow",524116.908773,135592.314106,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468972","Nodes","-468972",21.000000,24.629408,"Default Known Flow Node","Known Flow",524085.783765,135632.189117,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468983","Nodes","-468983",21.000000,24.629408,"Default Known Flow Node","Known Flow",524100.783769,135660.314124,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469002","Nodes","-469002",21.000000,24.777462,"Default Known Flow Node","Known Flow",524122.283775,135815.689167,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468981","Nodes","-468981",21.000000,25.065161,"Default Known Flow Node","Known Flow",524100.033768,135915.314194,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-468989","Nodes","-468989",21.000000,24.580189,"Default Known Flow Node","Known Flow",524109.908771,135497.314080,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469039","Nodes","-469039",21.000000,25.004930,"Default Known Flow Node","Known Flow",524184.158791,135973.689210,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605258","Nodes","7605258",21.000000,24.730130,"DDS demands","Known Flow",524116.283773,135573.689101,,0.000000,,,,-10.130000,,,,,-9.058427,-10.130000,,"",,,,"D1 PROFILE",,,,
"941154-469028","Nodes","-469028",21.000000,24.676278,"Default Known Flow Node","Known Flow",524168.033787,135583.189103,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605259","Nodes","7605259",21.000000,24.597713,"DDS demands","Known Flow",524148.283782,135632.564117,,0.000000,,,,-27.590000,,,,,-24.671472,-27.590000,,"",,,,"D1 PROFILE",,,,
"941154-469031","Nodes","-469031",21.000000,24.777462,"Default Known Flow Node","Known Flow",524170.533788,135852.939177,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469004","Nodes","-469004",21.000000,24.580189,"Default Known Flow Node","Known Flow",524122.908775,135513.939085,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605071","Nodes","7605071",21.000000,24.580189,"DDS demands","Known Flow",524125.796758,135516.017720,,0.000000,,,,-8.669999,,,,,-7.752868,-8.669999,,"",,,,"D1 PROFILE",,,,
"941154-468996","Nodes","-468996",21.000000,24.580189,"Default Known Flow Node","Known Flow",524117.533773,135541.314092,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469048","Nodes","-469048",21.000000,24.634773,"Default Known Flow Node","Known Flow",524206.408797,135668.564127,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469034","Nodes","-469034",21.000000,24.636955,"Default Known Flow Node","Known Flow",524178.283790,135622.689114,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469049","Nodes","-469049",21.000000,24.630735,"Default Known Flow Node","Known Flow",524208.158798,135596.939107,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407605260","Nodes","7605260",21.000000,24.631270,"Default Known Flow Node","Known Flow",524216.033800,135633.689117,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469047","Nodes","-469047",21.000000,25.568023,"Default Known Flow Node","Known Flow",524198.658795,135706.814137,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469036","Nodes","-469036",21.000000,25.568023,"Default Known Flow Node","Known Flow",524180.908790,135696.189134,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469051","Nodes","-469051",21.000000,24.634773,"Default Known Flow Node","Known Flow",524212.658799,135669.189127,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469063","Nodes","-469063",21.000000,24.612452,"Default Known Flow Node","Known Flow",524224.783802,135601.564108,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469052","Nodes","-469052",21.000000,24.674864,"Default Known Flow Node","Known Flow",524214.408800,135575.064101,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469061","Nodes","-469061",21.000000,24.628492,"Default Known Flow Node","Known Flow",524220.408801,135621.439114,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469057","Nodes","-469057",21.000000,25.568023,"Default Known Flow Node","Known Flow",524216.029908,135715.071825,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469075","Nodes","-469075",21.000000,25.568023,"Default Known Flow Node","Known Flow",524246.783808,135719.314140,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407601243","Nodes","7601243",21.000000,25.548472,"DDS demands","Known Flow",524297.408822,135767.064153,,0.000000,,-18.000000,,-12.430000,,,,,-27.211052,-30.430000,,"",,"C2 PROFILE",,"D1 PROFILE",,,,
"94115407605069","Nodes","7605069",21.000000,24.604255,"DDS demands","Known Flow",524227.158803,135593.189106,,0.000000,,,,-6.829999,,,,,-6.107508,-6.829999,,"",,,,"D1 PROFILE",,,,
"941154-469066","Nodes","-469066",21.000000,24.604255,"Default Known Flow Node","Known Flow",524227.533803,135591.939106,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469074","Nodes","-469074",21.000000,24.590798,"Default Known Flow Node","Known Flow",524246.447777,135598.951088,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469072","Nodes","-469072",21.000000,25.568023,"Default Known Flow Node","Known Flow",524243.658808,135729.064143,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94115407601252","Nodes","7601252",21.000000,25.573900,"Default Known Flow Node","Known Flow",524286.408819,135734.689145,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469091","Nodes","-469091",21.000000,24.393213,"Default Known Flow Node","Known Flow",524273.783816,135525.814088,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"941154-469113","Nodes","-469113",21.000000,25.637958,"Default Known Flow Node","Known Flow",524308.283825,135768.814154,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
