"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"94118900000107","Nodes","107",21.000000,61.193349,"Default Known Flow Node","Known Flow",518924.527884,119398.814421,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94118909303021","Nodes","9303021",21.000000,65.291347,"DDS demands","Known Flow",518951.226456,119093.252988,,0.000000,,,-20.549999,,,,,-18.376177,-20.549999,,"",,,"D1 PROFILE",,,,
"94118909303045","Nodes","9303045",21.000000,65.250745,"Default Known Flow Node","Known Flow",518971.621474,119050.303072,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94118900000110","Nodes","110",21.000000,61.121661,"DDS demands","Known Flow",518951.753832,119362.178283,,0.000000,,,-1.630000,,,,,-1.457575,-1.630000,,"",,,"D1 PROFILE",,,,
"94118909303059","Nodes","9303059",21.000000,61.509825,"DDS demands","Known Flow",518969.421130,119316.963110,,0.000000,,,-16.149999,,,,,-14.441618,-16.149999,,"",,,"D1 PROFILE",,,,
"94118900000112","Nodes","112",21.000000,65.210146,"Default Known Flow Node","Known Flow",518988.068825,119009.321621,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94118900000116","Nodes","116",21.000000,61.774960,"DDS demands","Known Flow",519076.295749,119363.262358,,0.000000,,,-2.920000,,,,,-2.611116,-2.920000,,"",,,"D1 PROFILE",,,,
"94118900000114","Nodes","114",21.000000,65.250745,"Default Known Flow Node","Known Flow",519003.837065,119072.535572,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"94118909303024","Nodes","9303024",21.000000,62.840294,"DDS demands","Known Flow",519004.739911,119244.994372,,0.000000,,,-2.730000,,,,,-2.441214,-2.730000,,"",,,"D1 PROFILE",,,,
"94118909303047","Nodes","9303047",21.000000,64.169416,"DDS demands","Known Flow",519109.310503,119163.556598,,0.000000,,,-13.510000,,,,,-12.080884,-13.510000,,"",,,"D1 PROFILE",,,,
"94118909303048","Nodes","9303048",21.000000,62.625305,"DDS demands","Known Flow",519143.675220,119111.771441,,0.000000,,,-0.910000,,,,,-0.813738,-0.910000,,"",,,"D1 PROFILE",,,,
"94118909303049","Nodes","9303049",21.000000,63.829157,"DDS demands","Known Flow",519215.295263,119212.307037,,0.000000,,,-4.839999,,,,,-4.328014,-4.839999,,"",,,"D1 PROFILE",,,,
"94118909303050","Nodes","9303050",21.000000,63.268551,"DDS demands","Known Flow",519231.604829,119164.059800,,0.000000,,,-8.619999,,,,,-7.708158,-8.619999,,"",,,"D1 PROFILE",,,,
"94118909303035","Nodes","9303035",21.000000,63.063827,"DDS demands","Known Flow",519293.125000,119246.672812,,0.000000,,,-25.449999,,,,,-22.757845,-25.449999,,"",,,"D1 PROFILE",,,,
"94118909303051","Nodes","9303051",21.000000,59.734134,"DDS demands","Known Flow",519347.248769,119073.138950,,0.000000,,,-23.370000,,,,,-20.897871,-23.370000,,"",,,"D1 PROFILE",,,,
"94118909303023","Nodes","9303023",21.000000,63.137521,"DDS demands","Known Flow",519088.351626,119258.903669,,0.000000,,,-21.909999,,,,,-19.592315,-21.909999,,"",,,"D1 PROFILE",,,,
