"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"94116709118311","Nodes","9118311","21.000000","22.547232","DDS demands","Known Flow","501021.365000","118483.450000","","0.000000","","-13.899999","-10.069999","-21.434402","-23.969997","","","","C4 PROFILE","D1 PROFILE"
"94116709118387","Nodes","9118387","21.000000","22.499986","Default Known Flow Node","Known Flow","501010.865000","118484.700000","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118349","Nodes","9118349","21.000000","31.244332","Default Known Flow Node","Known Flow","501029.115000","119265.082812","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118332","Nodes","9118332","21.000000","31.244332","Default Known Flow Node","Known Flow","501044.865000","119247.450000","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118386","Nodes","9118386","21.000000","22.120403","Default Known Flow Node","Known Flow","501007.365000","118412.582812","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118384","Nodes","9118384","21.000000","21.933597","DDS demands","Known Flow","500989.615000","118332.950000","","0.000000","","-4.179999","","-3.737830","-4.179999","","","","C4 PROFILE",""
"94116709118383","Nodes","9118383","21.000000","22.096662","DDS demands","Known Flow","500968.240000","118419.700000","","0.000000","","","-5.119999","-4.578395","-5.119999","","","","","D1 PROFILE"
"94116709118385","Nodes","9118385","21.000000","22.479722","Default Known Flow Node","Known Flow","501000.615000","118485.700000","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118375","Nodes","9118375","21.000000","28.123696","Default Known Flow Node","Known Flow","502800.240000","118352.582812","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118377","Nodes","9118377","21.000000","28.123696","Default Known Flow Node","Known Flow","502821.490000","118352.582812","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118376","Nodes","9118376","21.000000","27.164661","DDS demands","Known Flow","502809.865000","118307.950000","","0.000000","","","-12.740000","-11.392336","-12.740000","","","","","D1 PROFILE"
"94116709118312","Nodes","9118312","21.000000","28.338982","Default Known Flow Node","Known Flow","502862.490000","118439.332812","","0.000000","","","0.000000","0.000000","0.000000","","","","","D1 PROFILE"
"94116709118378","Nodes","9118378","21.000000","28.203073","Default Known Flow Node","Known Flow","502902.115000","118410.700000","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118379","Nodes","9118379","21.000000","28.203073","Default Known Flow Node","Known Flow","502904.115000","118415.582812","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118380","Nodes","9118380","21.000000","28.144388","DDS demands","Known Flow","503012.365000","118380.450000","","0.000000","","-5.550000","-2.039999","-6.787113","-7.589999","","","","C4 PROFILE","D1 PROFILE"
"94116709118382","Nodes","9118382","21.000000","21.196451","DDS demands","Known Flow","500858.240000","118568.200000","","0.000000","","-5.769999","","-5.159637","-5.769999","","","","C4 PROFILE",""
"94116709118309","Nodes","9118309","21.000000","30.709627","DDS demands","Known Flow","501090.490000","118884.700000","","0.000000","","","-14.310000","-12.796258","-14.310000","","","","","D1 PROFILE"
"94116709118310","Nodes","9118310","21.000000","26.025464","DDS demands","Known Flow","501089.990000","118676.082812","","0.000000","","","-8.229999","-7.359412","-8.229999","","","","","D1 PROFILE"
"94116709118348","Nodes","9118348","21.000000","22.795267","Default Known Flow Node","Known Flow","501023.990000","118500.200000","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118354","Nodes","9118354","21.000000","26.626316","Default Known Flow Node","Known Flow","501242.865000","118733.200000","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118355","Nodes","9118355","21.000000","26.473967","Default Known Flow Node","Known Flow","501395.490000","118748.082812","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118388","Nodes","9118388","21.000000","26.620657","DDS demands","Known Flow","501400.740000","118811.582812","","0.000000","","","-5.300000","-4.739355","-5.300000","","","","","D1 PROFILE"
"94116709118381","Nodes","9118381","21.000000","30.902356","Default Known Flow Node","Known Flow","501063.865000","118984.200000","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118361","Nodes","9118361","21.000000","31.395249","Default Known Flow Node","Known Flow","501114.615000","118978.200000","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118362","Nodes","9118362","21.000000","31.395249","Default Known Flow Node","Known Flow","501148.490000","118979.832812","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118333","Nodes","9118333","21.000000","34.592619","Default Known Flow Node","Known Flow","501001.240000","119379.950000","","0.000000","","","","0.000000","0.000000","","","","",""
"94116709118304","Nodes","9118304","21.000000","34.434747","DDS demands","Known Flow","501099.740000","119336.200000","","0.000000","","","-13.009999","-11.633774","-13.009999","","","","","D1 PROFILE"
