"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(D1)"
"94104080000980","Nodes","80000980","21.000000","51.111706","Default Known Flow Node","Known Flow","530159.655000","136423.435000","","0.000000","","0.000000","0.000000","","",""
"94104080000979","Nodes","80000979","21.000000","51.202630","Default Known Flow Node","Known Flow","530155.655000","136416.685000","","0.000000","","0.000000","0.000000","","",""
"94104080000983","Nodes","80000983","21.000000","49.384410","Default Known Flow Node","Known Flow","530272.405000","136441.435000","","0.000000","","0.000000","0.000000","","",""
"94104080001011","Nodes","80001011","21.000000","49.401954","DDS demands","Known Flow","530272.155000","136439.310000","","0.000000","-3.980000","-3.558987","-3.980000","","","D1 PROFILE"
"94104000007104","Nodes","Logger 7104","21.000000","47.664310","Val Log Post","Known Flow","530291.155000","136479.685000","","0.000000","-2.319999","-2.074585","-2.319999","","","D1 PROFILE"
"94104080001017","Nodes","80001017","21.000000","47.579590","DDS demands","Known Flow","530308.155000","136480.060000","","0.000000","-3.329999","-2.977745","-3.329999","","","D1 PROFILE"
"94104080000987","Nodes","80000987","21.000000","47.203887","DDS demands","Known Flow","530382.905000","136455.185000","","0.000000","-7.080000","-6.331062","-7.080000","","","D1 PROFILE"
"94104080001013","Nodes","80001013","21.000000","47.346815","Default Known Flow Node","Known Flow","530341.780000","136450.435000","","0.000000","","0.000000","0.000000","","",""
"94104080000992","Nodes","80000992","21.000000","47.430264","Default Known Flow Node","Known Flow","530290.530000","136490.810000","","0.000000","","0.000000","0.000000","","",""
"94104080001015","Nodes","80001015","21.000000","49.947042","DDS demands","Known Flow","530247.780000","136406.060000","","0.000000","-7.570000","-6.769229","-7.570000","","","D1 PROFILE"
"94104080000982","Nodes","80000982","21.000000","49.872778","Default Known Flow Node","Known Flow","530251.780000","136400.185000","","0.000000","","0.000000","0.000000","","",""
"94104080000981","Nodes","80000981","21.000000","48.889820","DDS demands","Known Flow","530229.405000","136467.685000","","0.000000","-10.699999","-9.568131","-10.699999","","","D1 PROFILE"
"94104080000984","Nodes","80000984","21.000000","47.440168","DDS demands","Known Flow","530341.155000","136491.810000","","0.000000","-6.329999","-5.660399","-6.329999","","","D1 PROFILE"
"94104080000985","Nodes","80000985","21.000000","47.345274","Default Known Flow Node","Known Flow","530341.905000","136449.060000","","0.000000","","0.000000","0.000000","","",""
"94104080001018","Nodes","80001018","21.000000","46.738323","DDS demands","Known Flow","530327.280000","136398.310000","","0.000000","-2.910000","-2.602174","-2.910000","","","D1 PROFILE"
"94104080000986","Nodes","80000986","21.000000","46.594434","DDS demands","Known Flow","530350.030000","136419.560000","","0.000000","-5.850000","-5.231174","-5.850000","","","D1 PROFILE"
"94104080000995","Nodes","80000995","21.000000","46.782000","DDS demands","Known Flow","530314.530000","136417.185000","","0.000000","-4.999999","-4.471089","-4.999999","","","D1 PROFILE"
"94104080000993","Nodes","80000993","21.000000","45.661293","Default Known Flow Node","Known Flow","530305.905000","136550.810000","","0.000000","","0.000000","0.000000","","",""
"94104080001019","Nodes","80001019","21.000000","45.674550","DDS demands","Known Flow","530309.655000","136551.435000","","0.000000","-2.720000","-2.432272","-2.720000","","","D1 PROFILE"
"94104080000988","Nodes","80000988","21.000000","45.345347","Default Known Flow Node","Known Flow","530236.155000","136558.060000","","0.000000","","0.000000","0.000000","","",""
"94104080000990","Nodes","80000990","21.000000","45.273955","DDS demands","Known Flow","530260.905000","136562.810000","","0.000000","-6.760000","-6.044912","-6.760000","","","D1 PROFILE"
"94104080001020","Nodes","80001020","21.000000","45.366844","DDS demands","Known Flow","530241.530000","136568.810000","","0.000000","-13.260000","-11.857329","-13.260000","","","D1 PROFILE"
"94104080000989","Nodes","80000989","21.000000","45.298925","DDS demands","Known Flow","530243.530000","136595.060000","","0.000000","-6.610000","-5.910780","-6.610000","","","D1 PROFILE"
"94104080001016","Nodes","80001016","21.000000","47.075216","DDS demands","Known Flow","530289.655000","136507.685000","","0.000000","-1.320000","-1.180367","-1.320000","","","D1 PROFILE"
"94104080000991","Nodes","80000991","21.000000","47.033848","DDS demands","Known Flow","530267.155000","136505.060000","","0.000000","-5.389999","-4.819834","-5.389999","","","D1 PROFILE"
"94104080001014","Nodes","80001014","21.000000","45.770814","DDS demands","Known Flow","530331.655000","136555.560000","","0.000000","-4.750000","-4.247535","-4.750000","","","D1 PROFILE"
"94104080001024","Nodes","80001024","21.000000","45.551119","Default Known Flow Node","Known Flow","530317.280000","136584.935000","","0.000000","","0.000000","0.000000","","",""
"94104080000996","Nodes","80000996","21.000000","45.533164","DDS demands","Known Flow","530322.405000","136591.560000","","0.000000","-5.870000","-5.249059","-5.870000","","","D1 PROFILE"
"94104080000994","Nodes","80000994","21.000000","45.545538","DDS demands","Known Flow","530310.155000","136600.185000","","0.000000","-2.089999","-1.868915","-2.089999","","","D1 PROFILE"
"94104080001021","Nodes","80001021","21.000000","45.666874","DDS demands","Known Flow","530361.905000","136553.310000","","0.000000","-1.350000","-1.207194","-1.350000","","","D1 PROFILE"
"94104080000998","Nodes","80000998","21.000000","45.650546","Default Known Flow Node","Known Flow","530372.155000","136550.560000","","0.000000","","0.000000","0.000000","","",""
"94104080001000","Nodes","80001000","21.000000","45.650135","Default Known Flow Node","Known Flow","530377.905000","136532.435000","","0.000000","","0.000000","0.000000","","",""
"94104080001001","Nodes","80001001","21.000000","45.652942","Default Known Flow Node","Known Flow","530383.530000","136575.560000","","0.000000","","0.000000","0.000000","","",""
"94104080001022","Nodes","80001022","21.000000","45.410846","DDS demands","Known Flow","530391.280000","136501.060000","","0.000000","-3.880000","-3.469565","-3.880000","","","D1 PROFILE"
"94104008001023","Nodes","8001023","21.000000","45.506780","Default Known Flow Node","Known Flow","530392.780000","136583.060000","","0.000000","","0.000000","0.000000","","",""
"94104080001002","Nodes","80001002","21.000000","45.377061","DDS demands","Known Flow","530391.030000","136522.935000","","0.000000","-3.370000","-3.013514","-3.370000","","","D1 PROFILE"
"94104080000999","Nodes","80000999","21.000000","45.448777","DDS demands","Known Flow","530373.530000","136485.810000","","0.000000","-1.580000","-1.412864","-1.580000","","","D1 PROFILE"
"94104080001003","Nodes","80001003","21.000000","45.386694","Default Known Flow Node","Known Flow","530393.280000","136592.810000","","0.000000","","0.000000","0.000000","","",""
"94104080001004","Nodes","80001004","21.000000","45.400153","DDS demands","Known Flow","530406.405000","136570.935000","","0.000000","-7.840000","-7.010668","-7.840000","","","D1 PROFILE"
"94104080000997","Nodes","80000997","21.000000","45.255906","DDS demands","Known Flow","530367.405000","136606.685000","","0.000000","-8.290000","-7.413066","-8.290000","","","D1 PROFILE"
"94104080001005","Nodes","SAXON ROAD DG,","21.000000","51.999999","Default Known Pressure Node","Known Pressure","530096.780000","136438.310000","","329.999984","","117.535984","131.439997","","",""
"94104080000978","Nodes","80000978","21.000000","51.838323","Default Known Flow Node","Known Flow","530098.780000","136426.435000","","0.000000","","0.000000","0.000000","","",""
"94104080000977","Nodes","80000977","21.000000","51.838323","Default Known Flow Node","Known Flow","530096.780000","136426.435000","","0.000000","","0.000000","0.000000","","",""
"94104000000001","Nodes","1","21.000000","49.859175","Default Known Flow Node","Known Flow","530252.863607","136400.907405","","0.000000","","0.000000","0.000000","","",""
"94104000000002","Nodes","2","21.000000","49.857913","DDS demands","Known Flow","530253.381986","136390.517011","","0.000000","-1.290000","-1.153541","-1.290000","","","D1 PROFILE"
