"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)"
"94117408201071","Nodes","8201071","21.000000","29.669241","DDS demands","Known Flow","497397.142502","121206.403191","","0.000000","","","","","-4.060000","","","","","","","-3.630524","-4.060000","","","","","","","D1 PROFILE","","","","","",""
"94117400345035","Nodes",".","21.000000","29.588046","DDS demands","Known Flow","497393.410501","121282.953212","","0.000000","","","","","-0.569999","","","","","","","-0.509704","-0.569999","","","","","","","D1 PROFILE","","","","","",""
"94117408201083","Nodes","8201083","21.000000","29.588504","Default Known Flow Node","Known Flow","497412.732507","121277.470211","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345044","Nodes",".","21.000000","29.217344","Default Known Flow Node","Known Flow","497435.745513","121150.736176","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201074","Nodes","8201074","21.000000","29.217344","Default Known Flow Node","Known Flow","497446.676516","121150.202176","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201077","Nodes","8201077","21.000000","29.616704","Default Known Flow Node","Known Flow","497493.956529","121131.583171","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201068","Nodes","8201068","21.000000","29.498829","DDS demands","Known Flow","497379.986980","121087.786678","","0.000000","","","","","-4.060000","","","","","","","-3.630524","-4.060000","","","","","","","D1 PROFILE","","","","","",""
"94117400345040","Nodes",".","21.000000","29.482425","Default Known Flow Node","Known Flow","497419.554508","121212.950193","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345042","Nodes",".","21.000000","29.544940","Default Known Flow Node","Known Flow","497421.608509","121270.602209","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201069","Nodes","8201069","21.000000","29.411724","DDS demands","Known Flow","497443.907064","121069.050691","","0.000000","","","","","-8.140000","","","","","","","-7.278933","-8.140000","","","","","","","D1 PROFILE","","","","","",""
"94117408201072","Nodes","8201072","21.000000","29.347910","DDS demands","Known Flow","497438.384514","121218.325195","","0.000000","0.000000","","","","-2.850000","","","","","","","-2.548521","-2.850000","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"94117408201079","Nodes","","21.000000","29.468373","DDS demands","Known Flow","497484.815526","121280.458212","","0.000000","","","","","-17.589999","","","","","","","-15.729293","-17.589999","","","","","","","D1 PROFILE","","","","","",""
"94117408201073","Nodes","8201073","21.000000","29.347910","Default Known Flow Node","Known Flow","497447.279516","121205.726191","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345046","Nodes",".","21.000000","29.632771","Default Known Flow Node","Known Flow","497439.468514","121326.379224","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201082","Nodes","8201082","21.000000","29.649429","DDS demands","Known Flow","497416.314508","121335.402227","","0.000000","","","","","-3.910000","","","","","","","-3.496392","-3.910000","","","","","","","D1 PROFILE","","","","","",""
"94117408201081","Nodes","8201081","21.000000","29.546223","Default Known Flow Node","Known Flow","497443.114515","121322.979223","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201070","Nodes","8201070","21.000000","29.412159","Default Known Flow Node","Known Flow","497453.288518","121117.230167","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345054","Nodes",".","21.000000","29.217344","Default Known Flow Node","Known Flow","497452.145517","121149.280176","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345053","Nodes",".","21.000000","29.347910","Default Known Flow Node","Known Flow","497451.432601","121204.207597","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201075","Nodes","8201075","21.000000","29.260861","Default Known Flow Node","Known Flow","497492.877528","121194.391188","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345058","Nodes",".","21.000000","29.412159","Default Known Flow Node","Known Flow","497455.655518","121134.863172","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345067","Nodes",".","21.000000","29.412159","Default Known Flow Node","Known Flow","497482.476526","121131.137171","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201080","Nodes","8201080","21.000000","29.549171","Default Known Flow Node","Known Flow","497457.303519","121310.019220","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345047","Nodes",".","21.000000","29.636303","Default Known Flow Node","Known Flow","497442.200515","121331.092225","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201099","Nodes","8201099","21.000000","29.287581","Default Known Flow Node","Known Flow","497463.561520","121382.019239","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345055","Nodes",".","21.000000","29.287581","Default Known Flow Node","Known Flow","497451.815517","121392.079242","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201098","Nodes","8201098","21.000000","29.243978","DDS demands","Known Flow","497488.195527","121455.291259","","0.000000","","","","","-13.279999","","","","","","","-11.875213","-13.279999","","","","","","","D1 PROFILE","","","","","",""
"94117400345068","Nodes",".","21.000000","29.243978","Default Known Flow Node","Known Flow","497482.738526","121455.783259","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345083","Nodes",".","21.000000","29.765461","Default Known Flow Node","Known Flow","497534.960695","121121.864145","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345079","Nodes",".","21.000000","29.660192","Default Known Flow Node","Known Flow","497516.005535","121178.569184","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345086","Nodes",".","21.000000","29.861085","Default Known Flow Node","Known Flow","497536.525157","121131.861816","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201058","Nodes","8201058","21.000000","29.862598","DDS demands","Known Flow","497539.088897","121148.022873","","0.000000","","","","","-6.579999","","","","","","","-5.883953","-6.579999","","","","","","","D1 PROFILE","","","","","",""
"94117400345112","Nodes",".","21.000000","28.199527","Default Known Flow Node","Known Flow","497731.911593","121299.666217","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201085","Nodes","8201085/01, Pound Close, 1.16","22.999998","29.534011","CSEP DDS Matched","Known Flow","497512.702534","121332.818226","","0.000000","","","","","","-3.140000","","","","","","-2.807844","-3.140000","","","","","","","","DC PROFILE","","","","",""
"94117400345082","Nodes",".","21.000000","29.534011","Default Known Flow Node","Known Flow","497520.110367","121332.805010","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201086","Nodes","8201086","21.000000","29.536935","DDS demands","Known Flow","497568.896549","121293.272215","","0.000000","","","","","-0.910000","","","","","","","-0.813738","-0.910000","","","","","","","D1 PROFILE","","","","","",""
"94117400345085","Nodes",".","21.000000","29.534011","Default Known Flow Node","Known Flow","497527.449538","121375.213237","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201042","Nodes","8201042","21.000000","29.801089","DDS demands","Known Flow","497535.282540","121123.883169","","0.000000","","","","","-16.559999","","","","","","","-14.808248","-16.559999","","","","","","","D1 PROFILE","","","","","",""
"94117408201076","Nodes","8201076","21.000000","29.649515","Default Known Flow Node","Known Flow","497559.334376","121234.142228","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201041","Nodes","8201041","21.000000","29.587863","DDS demands","Known Flow","497561.892547","121246.545202","","0.000000","","","","","-6.900000","","","","","","","-6.170103","-6.900000","","","","","","","D1 PROFILE","","","","","",""
"94117400345081","Nodes",".","21.000000","29.475455","Default Known Flow Node","Known Flow","497519.263536","121211.318193","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201087","Nodes","8201087","21.000000","29.588529","DDS demands","Known Flow","497566.269610","121275.746659","","0.000000","","","","","-2.150000","","","","","","","-1.922568","-2.150000","","","","","","","D1 PROFILE","","","","","",""
"94117408201044","Nodes","8201044","21.000000","29.305789","DDS demands","Known Flow","497617.577562","121240.062201","","0.000000","","","","","-9.109999","","","","","","","-8.146324","-9.109999","","","","","","","D1 PROFILE","","","","","",""
"94117400345084","Nodes",".","21.000000","29.501444","Default Known Flow Node","Known Flow","497526.568538","121251.601204","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201039","Nodes","8201039","21.000000","29.154367","DDS demands","Known Flow","497580.196552","121445.422256","","0.000000","-9.319999","","","","-17.169999","","","","","","","-23.687831","-26.489999","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"94117400345092","Nodes",".","21.000000","29.149238","Default Known Flow Node","Known Flow","497580.260550","121447.455567","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201045","Nodes","8201045","21.000000","29.242308","DDS demands","Known Flow","497632.379566","121238.242200","","0.000000","","","","","-7.040000","","","","","","","-6.295294","-7.040000","","","","","","","D1 PROFILE","","","","","",""
"94117408201043","Nodes","8201043","21.000000","28.143805","DDS demands","Known Flow","497664.687575","121342.018228","","0.000000","-8.979999","","","","-36.810001","","","","","","","-40.946237","-45.789999","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"94117408201088","Nodes","8201088","21.000000","28.228935","Default Known Flow Node","Known Flow","497688.421093","121365.856180","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345102","Nodes",".","21.000000","28.222512","DDS demands","Known Flow","497695.359583","121335.693227","","0.000000","","","","","-1.980000","","","","","","","-1.770551","-1.980000","","","","","","","D1 PROFILE","","","","","",""
"94117408201089","Nodes","8201089","21.000000","28.531989","DDS demands","Known Flow","497730.407493","121383.802793","","0.000000","","","","","-0.790000","","","","","","","-0.706432","-0.790000","","","","","","","D1 PROFILE","","","","","",""
"94117408201046","Nodes","8201046","21.000000","29.168442","DDS demands","Known Flow","497701.352585","121230.991198","","0.000000","","","","","-25.379998","","","","","","","-22.695248","-25.379998","","","","","","","D1 PROFILE","","","","","",""
"94117408201115","Nodes","8201115","21.000000","29.083427","Default Known Flow Node","Known Flow","497768.763809","121223.176645","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201092","Nodes","8201092","21.000000","28.523196","DDS demands","Known Flow","497709.630241","121491.273652","","0.000000","","","","","-1.049999","","","","","","","-0.938928","-1.049999","","","","","","","D1 PROFILE","","","","","",""
"94117400345114","Nodes",".","21.000000","28.703345","Default Known Flow Node","Known Flow","497734.817594","121429.711252","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345116","Nodes",".","21.000000","28.618812","Default Known Flow Node","Known Flow","497779.848606","121383.826240","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201118","Nodes","8201118","21.000000","28.330584","Default Known Flow Node","Known Flow","497782.498044","121294.537720","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201001","Nodes","Station Road, Site ID 2118","21.000000","30.000000","Default Known Pressure Node","Known Pressure","497521.028536","121144.866175","","9360.000000","","","","","","","","","","","","958.950341","1072.389975","","","","","","","","","","","","",""
"94117400348000","Nodes",".","21.000000","27.007806","Default Known Flow Node","Known Flow","497997.093666","121433.114253","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201036","Nodes","8201036","21.000000","26.778745","DDS demands","Known Flow","498124.689894","121467.507748","","0.000000","0.000000","","","0.000000","-24.059999","","","","","","","-21.514881","-24.059999","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","","","",""
"94117408201107","Nodes","8201107","21.000000","27.007806","DDS demands","Known Flow","498000.170150","121458.979606","","0.000000","","","","","-8.729999","","","","","","","-7.806521","-8.729999","","","","","","","D1 PROFILE","","","","","",""
"94117400348016","Nodes",".","21.000000","27.026574","DDS demands","Known Flow","498205.593213","121163.952843","","0.000000","","","","","-1.649999","","","","","","","-1.475459","-1.649999","","","","","","","D1 PROFILE","","","","","",""
"94117400348009","Nodes",".","21.000000","26.684904","Default Known Flow Node","Known Flow","498141.711705","121469.108263","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201109","Nodes","8201109","21.000000","26.384446","Default Known Flow Node","Known Flow","498183.719716","121468.449263","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400348010","Nodes",".","21.000000","26.381789","Default Known Flow Node","Known Flow","498183.745716","121462.206261","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400348018","Nodes",".","21.000000","26.361475","DDS demands","Known Flow","498220.168726","121435.829254","","0.000000","","","","","-1.479999","","","","","","","-1.323442","-1.479999","","","","","","","D1 PROFILE","","","","","",""
"94117400348012","Nodes",".","21.000000","26.383973","DDS demands","Known Flow","498188.864718","121471.387264","","0.000000","","","","","-4.179999","","","","","","","-3.737830","-4.179999","","","","","","","D1 PROFILE","","","","","",""
"94117408201111","Nodes","8201111","21.000000","26.402729","Default Known Flow Node","Known Flow","498218.061464","121316.611893","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400348020","Nodes",".","21.000000","26.402729","Default Known Flow Node","Known Flow","498224.391727","121301.366217","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400348019","Nodes",".","21.000000","26.361475","Default Known Flow Node","Known Flow","498221.262250","121431.111106","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201110","Nodes","","21.000000","26.002284","DDS demands","Known Flow","498228.196392","121436.920560","","0.000000","","","","","-9.379999","","","","","","","-8.387763","-9.379999","","","","","","","D1 PROFILE","","","","","",""
"94117400348023","Nodes",".","21.000000","26.002284","Default Known Flow Node","Known Flow","498229.896729","121460.043260","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345146","Nodes",".","21.000000","28.649351","Default Known Flow Node","Known Flow","497630.250566","121659.417315","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201029","Nodes","8201029","21.000000","28.650532","DDS demands","Known Flow","497630.272566","121655.375314","","0.000000","-5.330000","","","-1.179999","-33.229999","","","","","","","-35.536218","-39.739997","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","","","",""
"94117400345155","Nodes",".","21.000000","28.380813","Default Known Flow Node","Known Flow","497672.203577","121703.978327","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201055","Nodes","8201055","21.000000","28.380524","DDS demands","Known Flow","497672.365688","121699.983330","","0.000000","","","","-5.050000","-18.280001","","","","","","","-20.862103","-23.330001","","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"94117400345172","Nodes",".","21.000000","28.573570","Default Known Flow Node","Known Flow","497735.881595","121859.939369","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345174","Nodes",".","21.000000","28.573570","Default Known Flow Node","Known Flow","497739.009595","121860.168369","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345168","Nodes",".","21.000000","28.622907","DDS demands","Known Flow","497720.353496","121811.680649","","0.000000","","","","","-3.180000","","","","","","","-2.843613","-3.180000","","","","","","","D1 PROFILE","","","","","",""
"94117408201093","Nodes","8201093","21.000000","28.987864","DDS demands","Known Flow","497581.251552","121745.270338","","0.000000","-5.330000","","","","-4.790000","","","","","","","-9.049485","-10.119999","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"94117400345137","Nodes",".","21.000000","28.938866","Default Known Flow Node","Known Flow","497581.756553","121652.343313","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201038","Nodes","8201038","21.000000","28.945359","DDS demands","Known Flow","497581.835553","121649.617312","","0.000000","","","","-4.439999","-12.749999","","","","","","","-15.371606","-17.190000","","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"94117400345138","Nodes",".","21.000000","29.052225","Default Known Flow Node","Known Flow","497582.071430","121503.353881","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345134","Nodes",".","21.000000","28.915928","DDS demands","Known Flow","497555.125545","121625.349305","","0.000000","","","","","-3.250000","","","","","","","-2.906208","-3.250000","","","","","","","D1 PROFILE","","","","","",""
"94117408201037","Nodes","8201037","21.000000","28.953122","DDS demands","Known Flow","497622.359564","121746.493338","","0.000000","","","","","-8.649999","","","","","","","-7.734984","-8.649999","","","","","","","D1 PROFILE","","","","","",""
"94117400345159","Nodes",".","21.000000","28.396830","DDS demands","Known Flow","497674.377578","121633.102308","","0.000000","-6.000000","","","","","","","","","","","-5.365307","-6.000000","","","C1 PROFILE","","","","","","","","","",""
"94117408201054","Nodes","8201054","21.000000","28.617493","DDS demands","Known Flow","497638.210620","121671.416947","","0.000000","","","","","-8.819999","","","","","","","-7.887001","-8.819999","","","","","","","D1 PROFILE","","","","","",""
"94117400345147","Nodes",".","21.000000","28.974855","DDS demands","Known Flow","497630.691566","121750.044339","","0.000000","","","","","-1.059999","","","","","","","-0.947870","-1.059999","","","","","","","D1 PROFILE","","","","","",""
"94117400345148","Nodes",".","21.000000","28.974855","Default Known Flow Node","Known Flow","497633.186567","121731.676334","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345150","Nodes",".","21.000000","28.611707","Default Known Flow Node","Known Flow","497646.193927","121671.010439","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345152","Nodes",".","21.000000","28.801599","Default Known Flow Node","Known Flow","497651.488799","121825.874975","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345163","Nodes",".","21.000000","28.743522","Default Known Flow Node","Known Flow","497677.182579","121817.644358","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201062","Nodes","8201062","21.000000","28.415276","DDS demands","Known Flow","497675.713127","121627.879774","","0.000000","","","","","-1.200000","","","","","","","-1.073061","-1.200000","","","","","","","D1 PROFILE","","","","","",""
"94117400347973","Nodes",".","21.000000","28.380133","Default Known Flow Node","Known Flow","497679.411134","121621.134245","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201024","Nodes","8201024","21.000000","28.762447","DDS demands","Known Flow","497677.298579","121833.091362","","0.000000","-2.400000","","","","-16.799999","","","-6.000000","","","","-22.534290","-25.199998","","","C1 PROFILE","","","","D1 PROFILE","","","I2 PROFILE","","",""
"94117408201101","Nodes","8201101","21.000000","28.625556","DDS demands","Known Flow","497727.835212","121863.892164","","0.000000","","","","","-2.400000","","","","","","","-2.146123","-2.400000","","","","","","","D1 PROFILE","","","","","",""
"94117400345153","Nodes",".","21.000000","28.324580","DDS demands","Known Flow","497662.089574","121989.380404","","0.000000","","","","","-2.570000","","","","","","","-2.298140","-2.570000","","","","","","","D1 PROFILE","","","","","",""
"94117408201025","Nodes","8201025","21.000000","28.640215","DDS demands","Known Flow","497718.513571","121828.781375","","0.000000","","","","","-27.250000","","","","","","","-24.367437","-27.250000","","","","","","","D1 PROFILE","","","","","",""
"94117408201100","Nodes","8201100","21.000000","28.642058","DDS demands","Known Flow","497727.997592","121853.115367","","0.000000","","","","","-6.329999","","","","","","","-5.660399","-6.329999","","","","","","","D1 PROFILE","","","","","",""
"94117400345181","Nodes",".","21.000000","28.506894","Default Known Flow Node","Known Flow","497792.252610","121805.997355","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201102","Nodes","8201102","21.000000","28.135485","DDS demands","Known Flow","497785.277608","121868.504372","","0.000000","","","","-4.539999","-3.270000","","","","","","","-6.983841","-7.810000","","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"94117400345176","Nodes",".","21.000000","28.033836","Default Known Flow Node","Known Flow","497766.520913","121671.825087","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201104","Nodes","8201104","21.000000","27.251145","DDS demands","Known Flow","497886.698835","121645.420421","","0.000000","-6.280000","","","","-2.409999","","","","","","","-7.770753","-8.689999","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"94117408201063","Nodes","P11126110, Middle Street, -9.05","22.999998","28.050379","CSEP DDS Matched","Known Flow","497769.588429","121625.718308","","0.000000","","","","","","0.000000","","","","-5.899999","","-5.275885","-5.899999","","","","","","","","DC PROFILE","","","","PL-CC PROFILE",""
"94117408201033","Nodes","8201033","21.000000","27.741775","DDS demands","Known Flow","497847.871480","121580.537508","","0.000000","","","","","-25.469999","","","","","","","-22.775729","-25.469999","","","","","","","D1 PROFILE","","","","","",""
"94117400345182","Nodes",".","21.000000","28.135485","Default Known Flow Node","Known Flow","497805.005613","121845.388365","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345178","Nodes",".","21.000000","27.829357","Default Known Flow Node","Known Flow","497777.521606","121925.429387","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400345184","Nodes",".","21.000000","27.771319","Default Known Flow Node","Known Flow","497854.049627","121573.066291","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117408201095","Nodes","8201095","21.000000","27.146615","DDS demands","Known Flow","497880.531116","121512.955329","","0.000000","-3.690000","","","","","","","","","","","-3.299664","-3.690000","","","C1 PROFILE","","","","","","","","","",""
"94117408201094","Nodes","8201094","21.000000","28.178416","Default Known Flow Node","Known Flow","497731.326265","121614.038438","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400347981","Nodes",".","21.000000","28.168175","DDS demands","Known Flow","497733.579743","121613.848064","","0.000000","","","","","-4.679999","","","","","","","-4.184939","-4.679999","","","","","","","D1 PROFILE","","","","","",""
"94117400347976","Nodes",".","21.000000","28.177351","DDS demands","Known Flow","497714.755589","121560.159288","","0.000000","","","","","-0.519999","","","","","","","-0.464993","-0.519999","","","","","","","D1 PROFILE","","","","","",""
"94117400347980","Nodes",".","21.000000","28.211936","Default Known Flow Node","Known Flow","497732.703594","121564.991289","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400347982","Nodes",".","21.000000","25.083859","Default Known Flow Node","Known Flow","497736.971595","121536.441281","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94117400347974","Nodes",".","21.000000","25.003258","DDS demands","Known Flow","497707.649587","121526.943279","","0.000000","","","","","-3.520000","","","","","","","-3.147647","-3.520000","","","","","","","D1 PROFILE","","","","","",""
"94117400347984","Nodes",".","21.000000","25.093846","Default Known Flow Node","Known Flow","497748.265598","121534.308281","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
