"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"94117508304114","Nodes","8304114,","21.000000","43.035216","DDS demands","Known Flow","509036.903883","118486.634964","","0.000000","","","","-10.390000","","-7.020000","","","","","-15.568334","-17.410001","","","","","","C4 PROFILE","","D1 PROFILE","","","",""
"94117508304113","Nodes","8304113,","21.000000","43.080409","DDS demands","Known Flow","509040.159596","118337.063031","","0.000000","","","","","","-10.430000","","","","","-9.326693","-10.430000","","","","","","","","D1 PROFILE","","","",""
"94117508301048","Nodes","8301048,","21.000000","25.760019","DDS demands","Known Flow","506760.538946","118378.355367","","0.000000","","","","","","-11.079999","","","","","-9.907934","-11.079999","","","","","","","","D1 PROFILE","","","",""
"94117500007269","Nodes","Logger 7269, Grey Marsh","21.000000","25.757120","Val Log Post","Known Flow","506769.147484","118376.501221","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008280","Nodes","8280,","21.000000","25.673794","Default Known Flow Node","Known Flow","506886.404084","118352.059415","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008205","Nodes","8205,","21.000000","42.657606","Default Known Flow Node","Known Flow","507609.916224","117253.343078","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008017","Nodes","8017,","21.000000","42.455180","Default Known Flow Node","Known Flow","507533.595916","117309.109541","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304039","Nodes","8304039,","21.000000","42.445111","DDS demands","Known Flow","507529.404259","117312.184132","","0.000000","","","","","","-9.540000","","","","","-8.530839","-9.540000","","","","","","","","D1 PROFILE","","","",""
"94117508304076","Nodes","8304076,","21.000000","51.484117","DDS demands","Known Flow","508902.401429","117135.337791","","0.000000","","","","","","-20.679999","","","","","-18.492425","-20.679999","","","","","","","","D1 PROFILE","","","",""
"94117500008109","Nodes","8109,","21.000000","50.941157","Default Known Flow Node","Known Flow","508991.154657","117018.559052","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008030","Nodes","8030,","21.000000","43.161857","Default Known Flow Node","Known Flow","509079.529681","118249.934387","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304084","Nodes","8304084,","21.000000","39.294983","Default Known Flow Node","Known Flow","507195.279169","117603.434211","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304078","Nodes","8304078,","21.000000","41.053347","DDS demands","Known Flow","507387.225783","117423.584624","","0.000000","","","","","","-7.040000","","","","","-6.295294","-7.040000","","","","","","","","D1 PROFILE","","","",""
"94117500008338","Nodes","8338,","21.000000","43.675154","Default Known Flow Node","Known Flow","507847.154346","116996.184046","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008329","Nodes","8329,","21.000000","43.014002","Default Known Flow Node","Known Flow","507720.529311","117171.434093","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304080","Nodes","8304080,","21.000000","48.617526","DDS demands","Known Flow","509119.727842","116896.234789","","0.000000","","","","","","-16.059999","","","","","-14.361139","-16.059999","","","","","","","","D1 PROFILE","","","",""
"94117508304082","Nodes","8304082,","21.000000","48.497571","DDS demands","Known Flow","509158.722684","116796.964205","","0.000000","","","","","","-15.439999","","","","","-13.806723","-15.439999","","","","","","","","D1 PROFILE","","","",""
"94117500008178","Nodes","8178,","21.000000","48.811343","Default Known Flow Node","Known Flow","509245.279726","116548.558924","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508301010","Nodes","8301010,","21.000000","24.271146","DDS demands","Known Flow","504597.403462","118561.059472","","0.000000","","","","","","-1.809999","","","","","-1.618534","-1.809999","","","","","","","","D1 PROFILE","","","",""
"94117508301017","Nodes","8301017,","21.000000","27.622856","DDS demands","Known Flow","504850.021552","118622.035139","","0.000000","","","","","","-16.670000","","","","","-14.906612","-16.670000","","","","","","","","D1 PROFILE","","","",""
"94117508304105","Nodes","8304105,","21.000000","53.808188","DDS demands","Known Flow","508660.282122","116289.063418","","0.000000","","","","","","-4.750000","","","","","-4.247535","-4.750000","","","","","","","","D1 PROFILE","","","",""
"94117508304104","Nodes","8304104,","21.000000","53.672563","DDS demands","Known Flow","508444.833389","116229.583404","","0.000000","","","","","","-2.499999","","","","","-2.235544","-2.499999","","","","","","","","D1 PROFILE","","","",""
"94117508304102","Nodes","8304102,","21.000000","54.261698","DDS demands","Known Flow","508388.894094","116434.127312","","0.000000","","","","","","-7.900000","","","","","-7.064321","-7.900000","","","","","","","","D1 PROFILE","","","",""
"94117508304097","Nodes","8304097,","21.000000","53.961229","DDS demands","Known Flow","508697.904577","116446.183896","","0.000000","","","","","","-1.269999","","","","","-1.135656","-1.269999","","","","","","","","D1 PROFILE","","","",""
"94117508304163","Nodes","8304163,","21.000000","54.869890","DDS demands","Known Flow","508043.779399","116662.558955","","0.000000","","","","","","-0.810000","","","","","-0.724316","-0.810000","","","","","","","","D1 PROFILE","","","",""
"94117508304101","Nodes","8304101,","21.000000","54.553159","DDS demands","Known Flow","508258.824909","116516.545724","","0.000000","","","-14.330000","","","-17.430000","","","","","-28.400360","-31.760001","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"94117500008184","Nodes","8184,","21.000000","54.280586","Default Known Flow Node","Known Flow","508385.154492","116433.558893","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008173","Nodes","8173,","21.000000","54.214598","DDS demands","Known Flow","508326.404476","116604.558939","","0.000000","","","","","","-15.310000","","","","","-13.690476","-15.310000","","","","","","","","D1 PROFILE","","","",""
"94117508304099","Nodes","8304099,","21.000000","54.091972","DDS demands","Known Flow","508412.120814","116578.380372","","0.000000","","","","","","-8.100000","","","","","-7.243165","-8.100000","","","","","","","","D1 PROFILE","","","",""
"94117508304098","Nodes","8304098,","21.000000","54.007524","DDS demands","Known Flow","508676.654572","116460.683900","","0.000000","","","","","","-18.819999","","","","","-16.829180","-18.819999","","","","","","","","D1 PROFILE","","","",""
"94117508304071","Nodes","8304071,","21.000000","51.017748","DDS demands","Known Flow","508763.339231","117010.905506","","0.000000","","","","","","-14.900000","","","","","-13.323847","-14.900000","","","","","","","","D1 PROFILE","","","",""
"94117500008112","Nodes","8112,","21.000000","51.024134","DDS demands","Known Flow","508587.154942","117009.803827","","0.000000","","","","","","-12.210000","","","","","-10.918401","-12.210000","","","","","","","","D1 PROFILE","","","",""
"94117500008458","Nodes","8458,","21.000000","46.720369","Default Known Flow Node","Known Flow","508449.279510","117887.309288","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304060","Nodes","8304060,","21.000000","45.831599","Default Known Flow Node","Known Flow","508625.022805","117968.067272","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304061","Nodes","8304061,","21.000000","44.725069","Default Known Flow Node","Known Flow","508818.863780","118056.683881","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008392","Nodes","8392,","21.000000","47.531907","Default Known Flow Node","Known Flow","507822.654339","117448.184169","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304042","Nodes","8304042,","21.000000","46.243212","DDS demands","Known Flow","507762.838884","117378.158347","","0.000000","","","","","","-7.979999","","","","","-7.135858","-7.979999","","","","","","","","D1 PROFILE","","","",""
"94117500008156","Nodes","8156,","21.000000","50.288213","DDS demands","Known Flow","508605.154552","116784.808988","","0.000000","","","","","","-6.110000","","","","","-5.463671","-6.110000","","","","","","","","D1 PROFILE","","","",""
"94117508304092","Nodes","8304092,","21.000000","49.431366","DDS demands","Known Flow","508735.432008","116779.906785","","0.000000","","","","","","-12.619999","","","","","-11.285030","-12.619999","","","","","","","","D1 PROFILE","","","",""
"94117500008160","Nodes","8160,","21.000000","49.043280","Default Known Flow Node","Known Flow","508859.150850","116764.773988","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008035","Nodes","8035,","21.000000","44.158685","Default Known Flow Node","Known Flow","508851.279619","118178.434367","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008349","Nodes","8349,","21.000000","53.497622","Default Known Flow Node","Known Flow","507988.279384","116425.558890","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008186","Nodes","8186,","21.000000","53.876095","Default Known Flow Node","Known Flow","508759.529594","116400.183884","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008187","Nodes","8187,","21.000000","53.962101","DDS demands","Known Flow","508550.876917","116534.715295","","0.000000","","-12.369999","","","","","","","","","-11.061474","-12.369999","","","","C2 PROFILE","","","","","","","",""
"94117508304156","Nodes","8304156,","21.000000","48.773181","DDS demands","Known Flow","508845.529618","116473.058903","","0.000000","","","","","","-9.980000","","","","","-8.924294","-9.980000","","","","","","","","D1 PROFILE","","","",""
"94117500008428","Nodes","8428,","21.000000","48.911334","Default Known Flow Node","Known Flow","508968.529651","116421.683889","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008183","Nodes","8183,","21.000000","48.773181","Default Known Flow Node","Known Flow","508840.904616","116454.808898","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304095","Nodes","8304095,","21.000000","53.759991","DDS demands","Known Flow","508752.279592","116447.308896","","0.000000","","","","","","-1.960000","","","","","-1.752667","-1.960000","","","","","","","","D1 PROFILE","","","",""
"94117508304096","Nodes","8304096,","21.000000","53.952669","DDS demands","Known Flow","508782.904601","116382.558879","","0.000000","","","","","","-13.560000","","","","","-12.125594","-13.560000","","","","","","","","D1 PROFILE","","","",""
"94117500008188","Nodes","8188,","21.000000","53.952669","Default Known Flow Node","Known Flow","508832.404614","116322.808863","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008131","Nodes","8131,","21.000000","48.911334","Default Known Flow Node","Known Flow","508994.895270","116412.061132","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008268","Nodes","8268,","21.000000","48.911334","Default Known Flow Node","Known Flow","509051.904674","116423.058890","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304140","Nodes","8304140,","21.000000","48.890687","DDS demands","Known Flow","509257.779730","116480.558905","","0.000000","","","","","","-1.929999","","","","","-1.725840","-1.929999","","","","","","","","D1 PROFILE","","","",""
"94117500008422","Nodes","8422,","21.000000","48.890687","Default Known Flow Node","Known Flow","509126.779694","116431.308892","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008340","Nodes","8340,","21.000000","43.729006","Default Known Flow Node","Known Flow","507866.529351","116993.434045","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008345","Nodes","8345,","21.000000","43.729006","Default Known Flow Node","Known Flow","507882.404355","116899.809020","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304041","Nodes","8304041,","21.000000","43.729006","DDS demands","Known Flow","507865.529351","116997.434046","","0.000000","","","","","","-11.170000","","","","","-9.988414","-11.170000","","","","","","","","D1 PROFILE","","","",""
"94117500008343","Nodes","8343,","21.000000","43.564322","DDS demands","Known Flow","507960.654377","116933.934029","","0.000000","","","","","","-7.940000","","","","","-7.100090","-7.940000","","","","","","","","D1 PROFILE","","","",""
"94117500008125","Nodes","8125,","21.000000","44.032541","Default Known Flow Node","Known Flow","508010.465555","116996.793066","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008341","Nodes","8341,","21.000000","44.103070","Default Known Flow Node","Known Flow","508089.279412","116961.934036","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304149","Nodes","8304149,","21.000000","44.103070","DDS demands","Known Flow","508105.654416","116951.934034","","0.000000","","","","","","-7.080000","","","","","-6.331062","-7.080000","","","","","","","","D1 PROFILE","","","",""
"94117500008139","Nodes","8139,","21.000000","44.396713","Default Known Flow Node","Known Flow","508135.396585","116998.063081","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008339","Nodes","8339,","21.000000","44.393622","Default Known Flow Node","Known Flow","508140.309709","116995.364168","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008133","Nodes","8133,","21.000000","43.030145","DDS demands","Known Flow","508159.274238","116995.564238","","0.000000","","","","","","-5.810000","","","","","-5.195405","-5.810000","","","","","","","","D1 PROFILE","","","",""
"94117508304152","Nodes","8304152,","21.000000","41.616678","Default Known Flow Node","Known Flow","508313.404473","116886.434016","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008121","Nodes","8121,","21.000000","44.435832","Default Known Flow Node","Known Flow","508243.529454","116931.559028","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008147","Nodes","8147,","21.000000","44.393622","Default Known Flow Node","Known Flow","508241.654453","116882.809015","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008165","Nodes","8165,","21.000000","54.090139","Default Known Flow Node","Known Flow","508320.279475","116724.683972","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008137","Nodes","8137,","21.000000","51.350403","Default Known Flow Node","Known Flow","508486.491292","116994.934699","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008116","Nodes","8116,","21.000000","51.342443","Default Known Flow Node","Known Flow","508489.529521","116984.184043","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008342","Nodes","8342,","21.000000","44.187489","Default Known Flow Node","Known Flow","508130.404423","116940.184031","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008149","Nodes","8149,","21.000000","41.408790","DDS demands","Known Flow","508395.279495","116875.434013","","0.000000","","","","","","-9.359999","","","","","-8.369879","-9.359999","","","","","","","","D1 PROFILE","","","",""
"94117500008346","Nodes","8346,","21.000000","41.489466","Default Known Flow Node","Known Flow","508190.404439","116838.184003","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008424","Nodes","8424,","21.000000","41.408790","Default Known Flow Node","Known Flow","508400.279496","116876.184013","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008119","Nodes","8119,","21.000000","40.902998","DDS demands","Known Flow","508372.404489","116948.809033","","0.000000","","","","","","-12.590000","","","","","-11.258204","-12.590000","","","","","","","","D1 PROFILE","","","",""
"94117500008155","Nodes","8155,","21.000000","41.323943","Default Known Flow Node","Known Flow","508375.279490","116806.933994","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008117","Nodes","8117,","21.000000","51.338132","Default Known Flow Node","Known Flow","508491.404521","116978.434041","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008118","Nodes","8118,","21.000000","51.148121","DDS demands","Known Flow","508458.029512","116974.809040","","0.000000","","","","","","-3.170000","","","","","-2.834670","-3.170000","","","","","","","","D1 PROFILE","","","",""
"94117508304081","Nodes","8304081,","21.000000","48.682935","DDS demands","Known Flow","508896.779632","116629.808946","","0.000000","","","","","","-9.460000","","","","","-8.459301","-9.460000","","","","","","","","D1 PROFILE","","","",""
"94117508304153","Nodes","8304153,","21.000000","51.007075","DDS demands","Known Flow","508509.982566","116922.543444","","0.000000","","","","","","-14.670000","","","","","-13.118176","-14.670000","","","","","","","","D1 PROFILE","","","",""
"94117500008169","Nodes","8169,","21.000000","48.401419","Default Known Flow Node","Known Flow","508810.904608","116642.683950","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008161","Nodes","8161,","21.000000","48.714065","Default Known Flow Node","Known Flow","508929.529640","116739.183976","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008166","Nodes","8166,","21.000000","48.749029","DDS demands","Known Flow","508969.427982","116715.318919","","0.000000","","","","","","-3.410000","","","","","-3.049283","-3.410000","","","","","","","","D1 PROFILE","","","",""
"94117500008176","Nodes","8176,","21.000000","48.880360","Default Known Flow Node","Known Flow","508933.404641","116549.933924","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008177","Nodes","8177,","21.000000","48.880360","DDS demands","Known Flow","508939.904643","116549.683924","","0.000000","","","","","","-2.689999","","","","","-2.405446","-2.689999","","","","","","","","D1 PROFILE","","","",""
"94117508304072","Nodes","8304072,","21.000000","50.904640","DDS demands","Known Flow","508527.154531","116785.558988","","0.000000","","","","","","-9.960000","","","","","-8.906410","-9.960000","","","","","","","","D1 PROFILE","","","",""
"94117500008401","Nodes","8401,","21.000000","51.007075","Default Known Flow Node","Known Flow","508648.904564","116873.309012","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008452","Nodes","8452,","21.000000","50.848108","DDS demands","Known Flow","508518.029528","116711.433968","","0.000000","","","","","","-6.690000","","","","","-5.982318","-6.690000","","","","","","","","D1 PROFILE","","","",""
"94117500008167","Nodes","8167,","21.000000","50.474809","Default Known Flow Node","Known Flow","508505.654525","116704.058966","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008157","Nodes","8157,","21.000000","50.467942","Default Known Flow Node","Known Flow","508582.654546","116784.433988","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008163","Nodes","8163,","21.000000","50.988767","Default Known Flow Node","Known Flow","508563.904541","116730.058973","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008461","Nodes","8461,","21.000000","50.990505","DDS demands","Known Flow","508564.904541","116728.558973","","0.000000","","","","","","-4.610000","","","","","-4.122344","-4.610000","","","","","","","","D1 PROFILE","","","",""
"94117500008162","Nodes","8162,","21.000000","50.453036","DDS demands","Known Flow","508605.654552","116733.058974","","0.000000","","","","","","-4.739999","","","","","-4.238592","-4.739999","","","","","","","","D1 PROFILE","","","",""
"94117500008146","Nodes","8146,","21.000000","51.132291","Default Known Flow Node","Known Flow","508716.154582","116883.559015","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304094","Nodes","8304094,","21.000000","52.770154","DDS demands","Known Flow","508691.279576","116549.683924","","0.000000","","","","","","-2.119999","","","","","-1.895741","-2.119999","","","","","","","","D1 PROFILE","","","",""
"94117500008175","Nodes","8175,","21.000000","52.811817","Default Known Flow Node","Known Flow","508733.654587","116595.808937","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304093","Nodes","8304093,","21.000000","48.720854","DDS demands","Known Flow","508923.154639","116731.683974","","0.000000","","","","","","-13.250000","","","","","-11.848388","-13.250000","","","","","","","","D1 PROFILE","","","",""
"94117500008150","Nodes","8150,","21.000000","48.917469","Default Known Flow Node","Known Flow","508869.404624","116857.309008","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008142","Nodes","8142,","21.000000","48.693476","Default Known Flow Node","Known Flow","508996.398989","116803.804714","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008180","Nodes","8180,","21.000000","48.910356","Default Known Flow Node","Known Flow","508978.214941","116537.282915","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008390","Nodes","8390,","21.000000","48.922446","Default Known Flow Node","Known Flow","508979.029654","116652.558952","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304077","Nodes","8304077,","21.000000","48.922721","DDS demands","Known Flow","508979.154654","116654.183953","","0.000000","","","","","","-4.579999","","","","","-4.095518","-4.579999","","","","","","","","D1 PROFILE","","","",""
"94117500008153","Nodes","8153,","21.000000","48.687028","Default Known Flow Node","Known Flow","509019.654665","116821.183998","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008405","Nodes","8405,","21.000000","48.623070","Default Known Flow Node","Known Flow","509046.154672","116792.058990","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008168","Nodes","8168,","21.000000","49.006783","Default Known Flow Node","Known Flow","509070.154679","116666.058956","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008123","Nodes","8123,","21.000000","49.515518","DDS demands","Known Flow","509013.146682","116997.194142","","0.000000","","","","","","-8.449999","","","","","-7.556141","-8.449999","","","","","","","","D1 PROFILE","","","",""
"94117508304074","Nodes","8304074,","21.000000","48.660455","DDS demands","Known Flow","509124.948134","116929.179220","","0.000000","","","","","","-5.810000","","","","","-5.195405","-5.810000","","","","","","","","D1 PROFILE","","","",""
"94117500008120","Nodes","8120,","21.000000","48.693562","Default Known Flow Node","Known Flow","509125.529694","116934.434029","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117500008151","Nodes","8151,","21.000000","48.634610","Default Known Flow Node","Known Flow","509058.279675","116848.809006","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304117","Nodes","8304117,","21.000000","48.636126","Default Known Flow Node","Known Flow","509052.665584","116844.793750","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"94117508304083","Nodes","8304083,","21.000000","48.808240","DDS demands","Known Flow","509247.029727","116541.058922","","0.000000","","","","","","-17.049999","","","","","-15.246414","-17.049999","","","","","","","","D1 PROFILE","","","",""
"94117508304119","Nodes","8304119,","21.000000","48.769298","Default Known Flow Node","Known Flow","509351.904755","116611.683941","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
