"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C3)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)"
"94104102901365","Nodes","2901365",21.000000,48.946812,"Default Known Flow Node","Known Flow",517714.415000,147634.370000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901364","Nodes","2901364",21.000000,49.795123,"Default Known Flow Node","Known Flow",517713.540000,147532.620000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901369","Nodes","2901369",21.000000,49.646840,"Default Known Flow Node","Known Flow",517741.540000,147554.620000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901357","Nodes","2901357",21.000000,48.790499,"Default Known Flow Node","Known Flow",517750.165000,147669.995000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901367","Nodes","2901367",21.000000,48.927090,"DDS demands","Known Flow",517717.665000,147628.495000,,0.000000,,-7.179999,,,-6.420484,-7.179999,,"",,"D1 PROFILE",,
"94104102901409","Nodes","2901409",21.000000,48.616133,"Default Known Flow Node","Known Flow",517752.540000,147730.620000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901368","Nodes","2901368",21.000000,49.631339,"Default Known Flow Node","Known Flow",517740.165000,147558.620000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901373","Nodes","2901373",21.000000,49.344193,"DDS demands","Known Flow",517776.540000,147543.245000,,0.000000,,-7.570000,,,-6.769229,-7.570000,,"",,"D1 PROFILE",,
"94104102901371","Nodes","2901371",21.000000,48.427416,"DDS demands","Known Flow",517745.415000,147804.245000,,0.000000,,-5.749999,,,-5.141752,-5.749999,,"",,"D1 PROFILE",,
"94104102901410","Nodes","2901410",21.000000,48.788502,"DDS demands","Known Flow",517756.040000,147666.370000,,0.000000,,-2.920000,,,-2.611116,-2.920000,,"",,"D1 PROFILE",,
"94104102901379","Nodes","2901379",21.000000,48.525936,"DDS demands","Known Flow",517508.540000,147537.370000,,0.000000,,-3.549999,,,-3.174473,-3.549999,,"",,"D1 PROFILE",,
"94104102901375","Nodes","2901375",21.000000,48.304544,"DDS demands","Known Flow",517484.415000,147574.245000,,0.000000,,-6.679999,,,-5.973375,-6.679999,,"",,"D1 PROFILE",,
"94104102901381","Nodes","2901381",21.000000,48.407214,"DDS demands","Known Flow",517512.665000,147530.620000,,0.000000,,-3.540000,,,-3.165531,-3.540000,,"",,"D1 PROFILE",,
"94104102901385","Nodes","2901385",21.000000,48.715988,"Default Known Flow Node","Known Flow",517568.915000,147714.120000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901376","Nodes","2901376",21.000000,48.489175,"DDS demands","Known Flow",517492.290000,147519.245000,,0.000000,,-1.209999,,,-1.082003,-1.209999,,"",,"D1 PROFILE",,
"94104102901425","Nodes","2901425",21.000000,47.946577,"DDS demands","Known Flow",517554.915000,147516.245000,,0.000000,,-4.489999,,,-4.015038,-4.489999,,"",,"D1 PROFILE",,
"94104102901389","Nodes","2901389",21.000000,48.945965,"Default Known Flow Node","Known Flow",517587.665000,147583.995000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901350","Nodes","2901350",21.000000,48.675126,"DDS demands","Known Flow",517578.665000,147715.745000,,0.000000,,-14.470000,,,-12.939333,-14.470000,,"",,"D1 PROFILE",,
"94104102901386","Nodes","2901386",21.000000,48.704452,"DDS demands","Known Flow",517569.665000,147706.995000,,0.000000,,-2.819999,,,-2.521694,-2.819999,,"",,"D1 PROFILE",,
"94104102901382","Nodes","2901382",21.000000,48.683374,"DDS demands","Known Flow",517532.665000,147686.120000,,0.000000,,-2.200000,,,-1.967279,-2.200000,,"",,"D1 PROFILE",,
"94104102901397","Nodes","2901397",21.000000,48.961216,"DDS demands","Known Flow",517601.915000,147552.245000,,0.000000,,-5.850000,,,-5.231174,-5.850000,,"",,"D1 PROFILE",,
"94104102901390","Nodes","2901390",21.000000,48.754668,"Default Known Flow Node","Known Flow",517588.790000,147693.245000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901392","Nodes","2901392",21.000000,48.938720,"Default Known Flow Node","Known Flow",517594.165000,147550.745000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901400","Nodes","2901400",21.000000,48.835701,"DDS demands","Known Flow",517636.415000,147691.245000,,0.000000,,-2.329999,,,-2.083527,-2.329999,,"",,"D1 PROFILE",,
"94104102901405","Nodes","2901405",21.000000,48.606451,"DDS demands","Known Flow",517686.915000,147769.245000,,0.000000,,-7.369999,,,-6.590385,-7.369999,,"",,"D1 PROFILE",,
"94104102901403","Nodes","2901403",21.000000,48.828127,"DDS demands","Known Flow",517649.915000,147698.370000,,0.000000,,-2.689999,,,-2.405446,-2.689999,,"",,"D1 PROFILE",,
"94104102901402","Nodes","2901402",21.000000,48.574458,"Default Known Flow Node","Known Flow",517647.915000,147801.245000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901404","Nodes","2901404",21.000000,48.616733,"Default Known Flow Node","Known Flow",517661.165000,147764.120000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901407","Nodes","2901407",21.000000,48.675184,"Default Known Flow Node","Known Flow",517733.915000,147700.745000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901406","Nodes","2901406",21.000000,48.624809,"DDS demands","Known Flow",517710.165000,147717.245000,,0.000000,,-5.260000,,,-4.703586,-5.260000,,"",,"D1 PROFILE",,
"94104102901408","Nodes","2901408",21.000000,48.616930,"Default Known Flow Node","Known Flow",517751.790000,147729.120000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901411","Nodes","2901411",21.000000,48.520560,"DDS demands","Known Flow",517766.290000,147725.620000,,0.000000,,-11.490000,,,-10.274563,-11.490000,,"",,"D1 PROFILE",,
"94104102901412","Nodes","2901412",21.000000,48.711402,"Default Known Flow Node","Known Flow",517789.165000,147668.245000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901413","Nodes","2901413",21.000000,48.711233,"Default Known Flow Node","Known Flow",517789.665000,147668.620000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901415","Nodes","2901415",21.000000,48.646199,"DDS demands","Known Flow",517804.915000,147649.245000,,0.000000,,-6.740000,,,-6.027028,-6.740000,,"",,"D1 PROFILE",,
"94104102901414","Nodes","2901414",21.000000,48.594804,"DDS demands","Known Flow",517803.665000,147699.745000,,0.000000,,-5.919999,,,-5.293770,-5.919999,,"",,"D1 PROFILE",,
"94104102901388","Nodes","2901388",21.000000,47.980157,"DDS demands","Known Flow",517575.665000,147537.620000,,0.000000,,-4.469999,,,-3.997153,-4.469999,,"",,"D1 PROFILE",,
"94104102901424","Nodes","2901424",21.000000,47.838668,"DDS demands","Known Flow",517536.665000,147531.620000,,0.000000,,-3.510000,,,-3.138704,-3.510000,,"",,"D1 PROFILE",,
"94104100007030","Nodes","Logger 7030, Holmesdale Road",21.000000,48.970742,"Val Log Post","Known Flow",517441.508750,147568.620000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901426","Nodes","2901426",21.000000,48.637520,"DDS demands","Known Flow",517552.540000,147438.495000,,0.000000,,-5.189999,,,-4.640990,-5.189999,,"",,"D1 PROFILE",,
"94104102901417","Nodes","2901417",21.000000,48.719929,"Default Known Flow Node","Known Flow",517496.915000,147674.995000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901416","Nodes","2901416",21.000000,48.721988,"DDS demands","Known Flow",517471.790000,147688.620000,,0.000000,,-4.630000,,,-4.140228,-4.630000,,"",,"D1 PROFILE",,
"94104102901419","Nodes","2901419",21.000000,48.592351,"Default Known Flow Node","Known Flow",517582.790000,147742.620000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104102901418","Nodes","2901418",21.000000,48.592351,"Default Known Flow Node","Known Flow",517574.415000,147741.995000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104100007034","Nodes","7034",21.000000,48.837821,"Default Known Flow Node","Known Flow",517532.449467,147645.917407,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104100007032","Nodes","7032",21.000000,48.123208,"DDS demands","Known Flow",517565.297760,147769.493844,,0.000000,,-1.799999,,,-1.609592,-1.799999,,"",,"D1 PROFILE",,
"94104100007033","Nodes","7033",21.000000,48.837821,"Default Known Flow Node","Known Flow",517540.642776,147628.165623,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94104100007031","Nodes","7031",21.000000,48.123208,"Default Known Flow Node","Known Flow",517552.049583,147762.729529,,0.000000,,,,,0.000000,0.000000,,"",,,,
