"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"94103700000118","Nodes","118",21.000000,26.858066,"Default Known Flow Node","Known Flow",508416.375000,141340.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000119","Nodes","119",21.000000,26.769375,"Default Known Flow Node","Known Flow",508428.667887,141316.328921,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000114","Nodes","114",21.000000,26.526874,"Default Known Flow Node","Known Flow",508417.190740,142155.967718,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103702608123","Nodes","2608123",21.000000,28.172823,"DDS demands","Known Flow",508484.093750,142286.500000,,0.000000,,-6.579999,,-11.109999,-15.818714,-17.689999,,"",,"C3  PROFILE",,"D1 PROFILE"
"94103702608124","Nodes","2608124",21.000000,32.050639,"DDS demands","Known Flow",508711.882825,142271.792874,,0.000000,,,,-5.810000,-5.195405,-5.810000,,"",,,,"D1 PROFILE"
"94103702608130","Nodes","2608130",21.000000,27.079890,"DDS demands","Known Flow",508537.500000,141467.625000,,0.000000,,,,-31.689999,-28.337764,-31.689999,,"",,,,"D1 PROFILE"
"94103700000120","Nodes","120",21.000000,27.215607,"Default Known Flow Node","Known Flow",508552.875000,141470.625000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000115","Nodes","115",21.000000,31.635792,"Default Known Flow Node","Known Flow",508662.048487,141977.388622,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103702608127","Nodes","2608127",21.000000,31.130920,"Default Known Flow Node","Known Flow",508635.476874,141864.729007,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000121","Nodes","121",21.000000,27.669779,"Default Known Flow Node","Known Flow",508593.625000,141502.750000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000122","Nodes","122",21.000000,31.196472,"Default Known Flow Node","Known Flow",508620.513129,141827.778654,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000125","Nodes","125",21.000000,29.634390,"Default Known Flow Node","Known Flow",508663.555831,141664.715030,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000123","Nodes","123",21.000000,31.204720,"Default Known Flow Node","Known Flow",508621.018040,141840.837506,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000124","Nodes","124",21.000000,31.130920,"Default Known Flow Node","Known Flow",508633.090019,141866.381445,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000126","Nodes","126",21.000000,29.185988,"Default Known Flow Node","Known Flow",508701.456385,141602.772728,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103702608129","Nodes","2608129",21.000000,29.134246,"DDS demands","Known Flow",508708.020953,141592.649931,,0.000000,,-2.099999,-2.180000,-22.200000,-23.678890,-26.480001,,"",,"C3  PROFILE","C4 PROFILE","D1 PROFILE"
"94103700000128","Nodes","128",21.000000,29.141732,"Default Known Flow Node","Known Flow",508811.875000,141639.375000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000127","Nodes","127",21.000000,29.134246,"Default Known Flow Node","Known Flow",508711.884173,141583.848762,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000109","Nodes","109",21.000000,23.461444,"Default Known Flow Node","Known Flow",507991.064850,142425.881644,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103700000108","Nodes","108",21.000000,22.986127,"Default Known Flow Node","Known Flow",507983.597335,142413.759055,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103702608114","Nodes","2608114",21.000000,22.066171,"DDS demands","Known Flow",507530.818749,142202.376320,,0.000000,,-2.920000,,-6.999999,-8.870642,-9.920000,,"",,"C3  PROFILE",,"D1 PROFILE"
"94103700000103","Nodes","103",21.000000,22.066171,"Default Known Flow Node","Known Flow",507477.787509,142230.988298,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94103702608115","Nodes","2608115",21.000000,22.443683,"DDS demands","Known Flow",507769.750000,142255.250000,,0.000000,,,,-21.799999,-19.493948,-21.799999,,"",,,,"D1 PROFILE"
