"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"94122109902195","Nodes","9902195",21.000000,22.923268,"DDS demands","Known Flow",545721.250000,102664.500000,,0.000000,,,,,-21.110000,,,,-18.876939,-21.110000,,"",,,,,"D1 PROFILE",,,
"94122109902193","Nodes","9902193",21.000000,22.489005,"DDS demands","Known Flow",545542.000000,102623.382812,,0.000000,,,,,-11.350000,,,,-10.149373,-11.350000,,"",,,,,"D1 PROFILE",,,
"94122109902196","Nodes","9902196",21.000000,22.741643,"DDS demands","Known Flow",545670.000000,102739.132812,,0.000000,,,,,-41.540000,,,,-37.145812,-41.540000,,"",,,,,"D1 PROFILE",,,
"94122109902192","Nodes","9902192",21.000000,23.240603,"DDS demands","Known Flow",545681.375000,102622.750000,,0.000000,,,,,-34.970001,,,,-31.270802,-34.970001,,"",,,,,"D1 PROFILE",,,
"94122109902217","Nodes","9902217",21.000000,23.638521,"DDS demands","Known Flow",545702.125000,102584.000000,,0.000000,,,,,-5.879999,,,,-5.258001,-5.879999,,"",,,,,"D1 PROFILE",,,
"94122109902225","Nodes","9902225",21.000000,23.896575,"DDS demands","Known Flow",545724.750000,102572.132812,,0.000000,,,,,-20.389998,,,,-18.233103,-20.389998,,"",,,,,"D1 PROFILE",,,
"94122109902227","Nodes","9902227",21.000000,24.212048,"DDS demands","Known Flow",545826.625000,102595.632812,,0.000000,,,,,-13.000000,,,,-11.624833,-13.000000,,"",,,,,"D1 PROFILE",,,
"94122109902198","Nodes","9902198",21.000000,23.301448,"DDS demands","Known Flow",545800.875000,102905.750000,,0.000000,,,,,-22.609999,,,,-20.218265,-22.609999,,"",,,,,"D1 PROFILE",,,
"94122109902199","Nodes","9902199",21.000000,23.313680,"DDS demands","Known Flow",545811.000000,102912.382812,,0.000000,,,,,-3.980000,,,,-3.558987,-3.980000,,"",,,,,"D1 PROFILE",,,
"94122109902226","Nodes","9902226",21.000000,23.768739,"DDS demands","Known Flow",545807.750000,102613.882812,,0.000000,,,,,-13.060000,,,,-11.678486,-13.060000,,"",,,,,"D1 PROFILE",,,
"94122109902200","Nodes","9902200",21.000000,23.540026,"DDS demands","Known Flow",545867.750000,102821.882812,,0.000000,,,,,-21.340000,,,,-19.082610,-21.340000,,"",,,,,"D1 PROFILE",,,
"94122109902013","Nodes","9902013",21.000000,23.752994,"DDS demands","Known Flow",545845.500000,102649.250000,,0.000000,,,,,-25.790000,,,,-23.061880,-25.790000,,"",,,,,"D1 PROFILE",,,
"94122109902012","Nodes","9902012",21.000000,23.977476,"DDS demands","Known Flow",545905.625000,102779.500000,,0.000000,,,,,-33.290000,,,,-29.768513,-33.290000,,"",,,,,"D1 PROFILE",,,
"94122109902210","Nodes","9902210",21.000000,21.315631,"Default Known Flow Node","Known Flow",544943.500000,103114.632812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902141","Nodes","9902141",21.000000,25.456889,"DDS demands","Known Flow",544999.250000,101099.382812,,0.000000,-93.859997,,,,-49.319998,-79.489996,,,-199.115498,-222.669983,,"","C1 PROFILE",,,,"D1 PROFILE","I2 PROFILE",,
"94122100001458","Nodes","Logger 1458",21.000000,21.869490,"Log Low Point","Known Flow",544878.000000,102580.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902140","Nodes","9902140",21.000000,33.402075,"DDS demands","Known Flow",544992.125000,101267.250000,,0.000000,-54.060003,,,,-5.489999,,,,-53.250677,-59.550005,,"","C1 PROFILE",,,,"D1 PROFILE",,,
"94122109902001","Nodes","9902001, ""RAILWAY ROAD""",21.000000,33.999999,"Default Known Pressure Node","Known Pressure",545031.375000,101273.632812,,3394.999885,,,,,,,,,1088.455502,1217.215171,,"",,,,,,,,
"94122109902148","Nodes","9902148",21.000000,28.432631,"Default Known Flow Node","Known Flow",545488.750000,101976.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902133","Nodes","9902133",21.000000,29.944923,"DDS demands","Known Flow",544885.875000,101907.750000,,0.000000,-8.079999,,,,,-6.860000,,,-13.359615,-14.940000,,"","C1 PROFILE",,,,,"I2 PROFILE",,
"94122109902137","Nodes","9902137",21.000000,30.254265,"Default Known Flow Node","Known Flow",544991.250000,101595.882812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902134","Nodes","9902134",21.000000,30.983593,"DDS demands","Known Flow",544967.250000,101936.000000,,0.000000,,,,0.000000,0.000000,-11.750000,,,-10.507060,-11.750000,,"",,,,"C4 PROFILE","D1 PROFILE","I2 PROFILE",,
"94122109902002","Nodes","9902002, ""AVIS WAY""",21.000000,33.999999,"Default Known Pressure Node","Known Pressure",545078.500000,101998.750000,,4847.999837,,,,,,,,,764.703416,855.164567,,"",,,,,,,,
"94122109902147","Nodes","9902147",21.000000,32.212039,"Default Known Flow Node","Known Flow",545063.375000,101983.882812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902135","Nodes","9902135",21.000000,31.583742,"Default Known Flow Node","Known Flow",545082.000000,101992.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122100007247","Nodes","Logger 7247",21.000000,27.515030,"Val Log Post","Known Flow",545502.437500,102029.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122100007246","Nodes","Logger 7246",21.000000,23.272756,"Val Log Post","Known Flow",545682.875000,102620.312500,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122100007245","Nodes","Logger 7245",21.000000,21.487643,"Val Log Post","Known Flow",544771.625000,102490.882812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902144","Nodes","9902144",21.000000,29.815148,"DDS demands","Known Flow",545092.125000,101665.000000,,0.000000,,,,-28.090000,,,,,-25.118582,-28.090000,,"",,,,"C4 PROFILE",,,,
"94122109902003","Nodes","9902003",21.000000,30.444311,"DDS demands","Known Flow",545122.000000,102016.882812,,0.000000,,,,,,-36.830002,,,-32.934048,-36.830002,,"",,,,,,"I2 PROFILE",,
"94122109902212","Nodes","9902212",21.000000,29.309892,"Default Known Flow Node","Known Flow",545213.875000,101761.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902138","Nodes","9902138",21.000000,31.572136,"DDS demands","Known Flow",544952.125000,101550.632812,,0.000000,-309.869998,-14.300000,,-32.990001,-4.070000,,,,-323.018331,-361.230011,,"","C1 PROFILE","C2 PROFILE",,"C4 PROFILE","D1 PROFILE",,,
"94122109902208","Nodes","9902208",21.000000,23.856687,"Default Known Flow Node","Known Flow",544739.375000,102252.843750,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122100000278","Nodes",,21.000000,30.221405,"Default Known Flow Node","Known Flow",545143.630977,102013.997076,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122100000277","Nodes",,21.000000,30.195450,"Default Known Flow Node","Known Flow",545134.148595,102022.950675,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122100000247","Nodes",,21.000000,21.391684,"Default Known Flow Node","Known Flow",544971.337024,102972.263094,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902241","Nodes","-109",21.000000,29.819426,"Default Known Flow Node","Known Flow",545141.875000,102039.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902506","Nodes","-45699",21.000000,25.884191,"Default Known Flow Node","Known Flow",544800.000000,102095.187500,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902248","Nodes","-120",21.000000,25.944731,"Default Known Flow Node","Known Flow",544801.750000,102091.179687,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902521","Nodes","-57",21.000000,30.113895,"Default Known Flow Node","Known Flow",544943.500000,101777.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902267","Nodes","-1462470",21.000000,31.455066,"Default Known Flow Node","Known Flow",544786.750000,101466.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902450","Nodes","-31",21.000000,31.455066,"Default Known Flow Node","Known Flow",544797.625000,101388.750000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902459","Nodes","-32",21.000000,31.455066,"Default Known Flow Node","Known Flow",544813.000000,101391.882812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902515","Nodes","-4904557",21.000000,33.325380,"Default Known Flow Node","Known Flow",544985.625000,101275.132812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902410","Nodes","-26",21.000000,33.382801,"Default Known Flow Node","Known Flow",544989.250000,101267.382812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902268","Nodes","-1462471",21.000000,25.456889,"Default Known Flow Node","Known Flow",545006.500000,100994.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902325","Nodes","-1462573",21.000000,25.456889,"Default Known Flow Node","Known Flow",545000.500000,101038.632812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902339","Nodes","-16",21.000000,25.450912,"Default Known Flow Node","Known Flow",545004.500000,101099.382812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902277","Nodes","-1462488",21.000000,25.118174,"Default Known Flow Node","Known Flow",545038.625000,101201.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902309","Nodes","-1462548",21.000000,25.118174,"Default Known Flow Node","Known Flow",545061.500000,101253.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902353","Nodes","-18",21.000000,25.118174,"Default Known Flow Node","Known Flow",545073.875000,101103.132812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902359","Nodes","-19",21.000000,25.161648,"Default Known Flow Node","Known Flow",545101.250000,101104.632812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902497","Nodes","-38",21.000000,31.978600,"Default Known Flow Node","Known Flow",545084.250000,101485.882812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902498","Nodes","-39",21.000000,31.978600,"Default Known Flow Node","Known Flow",545088.375000,101486.132812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902477","Nodes","-34",21.000000,32.021576,"Default Known Flow Node","Known Flow",545147.250000,101478.132812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902304","Nodes","-1462538",21.000000,25.161648,"Default Known Flow Node","Known Flow",545100.750000,101121.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902260","Nodes","-14",21.000000,25.456889,"Default Known Flow Node","Known Flow",544996.250000,101099.250000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902508","Nodes","-4904539",21.000000,25.455180,"Default Known Flow Node","Known Flow",545000.750000,101099.382812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902493","Nodes","-36",21.000000,31.978600,"Default Known Flow Node","Known Flow",545002.125000,101480.500000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902290","Nodes","-1462517",21.000000,25.797322,"Default Known Flow Node","Known Flow",544822.000000,101940.132812,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"94122109902316","Nodes","-1462555",21.000000,25.840754,"Default Known Flow Node","Known Flow",544827.000000,101941.000000,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
