"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"94116908102090","Nodes","8102090","21.000000","25.754141","DDS demands","Known Flow","506417.655000","102999.070000","","0.000000","","","","-15.550000","","","-13.905088","-15.550000","","","","","","D1 PROFILE","",""
"94116908102089","Nodes","8102089","21.000000","25.987615","DDS demands","Known Flow","506491.280000","102997.202812","","0.000000","","","","-3.049999","","","-2.727364","-3.049999","","","","","","D1 PROFILE","",""
"94116908102309","Nodes","8102309","21.000000","25.596073","DDS demands","Known Flow","506211.405000","103030.702812","","0.000000","","","","-5.379999","","","-4.810892","-5.379999","","","","","","D1 PROFILE","",""
"94116908102091","Nodes","8102091","21.000000","25.646642","DDS demands","Known Flow","506284.655000","103029.202812","","0.000000","","","","-8.390000","","","-7.502488","-8.390000","","","","","","D1 PROFILE","",""
"94116908102092","Nodes","8102092","21.000000","25.566677","DDS demands","Known Flow","506139.280000","103018.702812","","0.000000","","","","-1.840000","","","-1.645360","-1.840000","","","","","","D1 PROFILE","",""
"94116908102085","Nodes","8102085","21.000000","26.170605","Default Known Flow Node","Known Flow","506494.530000","103058.070000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102284","Nodes","8102284","21.000000","25.036669","Default Known Flow Node","Known Flow","506444.030000","103072.320000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102088","Nodes","8102088","21.000000","25.036669","DDS demands","Known Flow","506469.030000","103051.702812","","0.000000","","0.000000","","","","","0.000000","0.000000","","","","C2 PROFILE","","","",""
"94116908102301","Nodes","8102301","21.000000","26.815836","Default Known Flow Node","Known Flow","506575.655000","103119.952812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102082","Nodes","8102082","21.000000","26.815836","Default Known Flow Node","Known Flow","506575.655000","103100.820000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102297","Nodes","8102297","21.000000","26.848822","Default Known Flow Node","Known Flow","506835.030000","103105.570000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102080","Nodes","8102080","21.000000","26.816685","Default Known Flow Node","Known Flow","506693.280000","103138.202812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102246","Nodes","8102246","21.000000","26.889104","DDS demands","Known Flow","506955.030000","103141.468437","","0.000000","","","","-3.999999","","","-3.576871","-3.999999","","","","","","D1 PROFILE","",""
"94116908102247","Nodes","8102247","21.000000","26.946139","DDS demands","Known Flow","506963.936250","103091.171562","","0.000000","","","","-8.680000","","","-7.761811","-8.680000","","","","","","D1 PROFILE","",""
"94116908102313","Nodes","8102313","21.000000","27.133025","Default Known Flow Node","Known Flow","506962.780000","103033.570000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102315","Nodes","8102315","21.000000","27.123589","Default Known Flow Node","Known Flow","506962.280000","103039.820000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102084","Nodes","P09121520, DEV@STATION ROAD EAST PRESTON, -14.58SCMH","22.999998","26.246581","CSEP DDS Matched","Known Flow","506505.155000","103082.952812","","0.000000","","","","","-14.579999","","-13.037696","-14.579999","","","","","","","DC PROFILE",""
"94116908102300","Nodes","8102300","21.000000","26.508864","Default Known Flow Node","Known Flow","506510.905000","103058.570000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102295","Nodes","8102295","21.000000","26.759870","Default Known Flow Node","Known Flow","506524.280000","103058.452812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102241","Nodes","8102241","21.000000","26.785242","DDS demands","Known Flow","506532.936250","103049.866875","","0.000000","","","","-18.110000","","","-16.194286","-18.110000","","","","","","D1 PROFILE","",""
"94116908102086","Nodes","8102086","21.000000","26.785242","Default Known Flow Node","Known Flow","506517.655000","103049.702812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102083","Nodes","8102083","21.000000","26.772813","Default Known Flow Node","Known Flow","506532.905000","103058.952812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102243","Nodes","8102243","21.000000","26.814252","DDS demands","Known Flow","506634.530000","103138.366875","","0.000000","","","","-3.110000","","","-2.781017","-3.110000","","","","","","D1 PROFILE","",""
"94116908102329","Nodes","8102329","21.000000","26.813855","DDS demands","Known Flow","506638.780000","103128.570000","","0.000000","","","","-0.759999","","","-0.679605","-0.759999","","","","","","D1 PROFILE","",""
"94116908102308","Nodes","8102308","21.000000","26.813750","DDS demands","Known Flow","506633.780000","103092.820000","","0.000000","","","","-1.100000","","","-0.983639","-1.100000","","","","","","D1 PROFILE","",""
"94116908102286","Nodes","8102286","21.000000","26.813360","DDS demands","Known Flow","506650.155000","103092.452812","","0.000000","","","","-2.209999","","","-1.976221","-2.209999","","","","","","D1 PROFILE","",""
"94116908102081","Nodes","8102081","21.000000","26.815339","Default Known Flow Node","Known Flow","506697.030000","103108.820000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102294","Nodes","8102294","21.000000","26.815014","DDS demands","Known Flow","506693.280000","103092.202812","","0.000000","","","","-2.840000","","","-2.539578","-2.840000","","","","","","D1 PROFILE","",""
"94116908102079","Nodes","8102079","21.000000","26.909851","Default Known Flow Node","Known Flow","506702.905000","103055.820000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102311","Nodes","8102311","21.000000","26.934359","Default Known Flow Node","Known Flow","506747.780000","103032.202812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102320","Nodes","8102320","21.000000","26.851470","Default Known Flow Node","Known Flow","506741.655000","103063.570000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102310","Nodes","8102310","21.000000","26.986925","Default Known Flow Node","Known Flow","506801.530000","103031.070000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102078","Nodes","8102078","21.000000","26.981751","DDS demands","Known Flow","506809.780000","103071.952812","","0.000000","","","","-6.919999","","","-6.187987","-6.919999","","","","","","D1 PROFILE","",""
"94116908102077","Nodes","8102077","21.000000","26.943659","Default Known Flow Node","Known Flow","506801.655000","103021.202812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102326","Nodes","8102326","21.000000","26.849477","Default Known Flow Node","Known Flow","506831.905000","103094.452812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102245","Nodes","8102245","21.000000","26.856081","DDS demands","Known Flow","506940.436250","103142.570000","","0.000000","","","","-2.089999","","","-1.868915","-2.089999","","","","","","D1 PROFILE","",""
"94116908102076","Nodes","8102076","21.000000","27.065204","DDS demands","Known Flow","506879.405000","103026.702812","","0.000000","","","","-7.600000","","","-6.796056","-7.600000","","","","","","D1 PROFILE","",""
"94116908102305","Nodes","8102305","21.000000","27.062418","DDS demands","Known Flow","506878.405000","103045.320000","","0.000000","","","","-8.260000","","","-7.386240","-8.260000","","","","","","D1 PROFILE","",""
"94116908102325","Nodes","8102325","21.000000","26.932586","Default Known Flow Node","Known Flow","506955.030000","103093.702812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102321","Nodes","8102321","21.000000","27.005434","Default Known Flow Node","Known Flow","506956.405000","103066.952812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102316","Nodes","8102316","21.000000","27.113054","Default Known Flow Node","Known Flow","506955.280000","103039.952812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102291","Nodes","8102291","21.000000","27.123589","Default Known Flow Node","Known Flow","506976.280000","103039.570000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102322","Nodes","8102322","21.000000","27.561728","DDS demands","Known Flow","507003.780000","103153.202812","","0.000000","","","","-4.960000","","","-4.435321","-4.960000","","","","","","D1 PROFILE","",""
"94116908102072","Nodes","8102072","21.000000","27.561728","Default Known Flow Node","Known Flow","506980.655000","103150.820000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102071","Nodes","8102071","21.000000","27.687251","DDS demands","Known Flow","507082.030000","103156.952812","","0.000000","","","","-6.740000","","","-6.027028","-6.740000","","","","","","D1 PROFILE","",""
"94116908102043","Nodes","8102043","21.000000","27.795971","DDS demands","Known Flow","507083.623750","103029.866875","","0.000000","","","","-17.260000","","","-15.434201","-17.260000","","","","","","D1 PROFILE","",""
"94116908102073","Nodes","8102073","21.000000","27.341994","DDS demands","Known Flow","507004.905000","103032.070000","","0.000000","","","","-4.409999","","","-3.943500","-4.409999","","","","","","D1 PROFILE","",""
"94116908102069","Nodes","8102069","21.000000","28.249528","DDS demands","Known Flow","507153.780000","103032.702812","","0.000000","","","","-5.179999","","","-4.632048","-5.179999","","","","","","D1 PROFILE","",""
"94116908102070","Nodes","8102070","21.000000","28.144234","DDS demands","Known Flow","507151.655000","103133.202812","","0.000000","","","","-6.340000","","","-5.669341","-6.340000","","","","","","D1 PROFILE","",""
"94116908102067","Nodes","8102067","21.000000","28.729938","Default Known Flow Node","Known Flow","507224.655000","103099.952812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102068","Nodes","8102068","21.000000","28.676871","DDS demands","Known Flow","507229.905000","103157.320000","","0.000000","","","","-3.609999","","","-3.228126","-3.609999","","","","","","D1 PROFILE","",""
"94116908102066","Nodes","8102066","21.000000","28.753256","Default Known Flow Node","Known Flow","507225.530000","103037.070000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102317","Nodes","8102317","21.000000","28.750475","Default Known Flow Node","Known Flow","507225.780000","103044.570000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102044","Nodes","8102044","21.000000","29.290483","DDS demands","Known Flow","507291.123750","103052.570000","","0.000000","","","","-20.719998","","","-18.528193","-20.719998","","","","","","D1 PROFILE","",""
"94116908102064","Nodes","8102064","21.000000","29.380384","DDS demands","Known Flow","507408.655000","103044.452812","","0.000000","-10.180000","","","","","","-9.103139","-10.180000","","","C1 PROFILE","","","","",""
"94116908102318","Nodes","8102318","21.000000","29.339448","Default Known Flow Node","Known Flow","507300.780000","103050.320000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102063","Nodes","8102063","21.000000","29.393566","DDS demands","Known Flow","507301.780000","103061.202812","","0.000000","","","","-5.489999","","","-4.909256","-5.489999","","","","","","D1 PROFILE","",""
"94116908102065","Nodes","8102065","21.000000","29.293207","DDS demands","Known Flow","507301.155000","103145.452812","","0.000000","","","","-6.849999","","","-6.125392","-6.849999","","","","","","D1 PROFILE","",""
"94116908102062","Nodes","8102062","21.000000","29.475747","DDS demands","Known Flow","507369.780000","103054.452812","","0.000000","-13.650000","","","","","","-12.206074","-13.650000","","","C1 PROFILE","","","","",""
"94116908102298","Nodes","8102298","21.000000","27.843323","Default Known Flow Node","Known Flow","507555.405000","103027.070000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102050","Nodes","8102050","21.000000","27.843323","DDS demands","Known Flow","507564.280000","103032.452812","","0.000000","","","","-6.320000","","","-5.651457","-6.320000","","","","","","D1 PROFILE","",""
"94116908102049","Nodes","8102049","21.000000","27.903365","DDS demands","Known Flow","507556.780000","103045.952812","","0.000000","","","","-6.780000","","","-6.062797","-6.780000","","","","","","D1 PROFILE","",""
"94116908102336","Nodes","8102336","21.000000","28.824958","Default Known Flow Node","Known Flow","507564.905000","103165.702812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102252","Nodes","8102252","21.000000","28.530150","DDS demands","Known Flow","507567.623750","103147.570000","","0.000000","","","","-4.469999","","","-3.997153","-4.469999","","","","","","D1 PROFILE","",""
"94116908102257","Nodes","8102257","21.000000","28.049302","DDS demands","Known Flow","507888.530000","103096.171562","","0.000000","","","","-2.850000","","","-2.548521","-2.850000","","","","","","D1 PROFILE","",""
"94116908102278","Nodes","8102278","21.000000","27.762625","DDS demands","Known Flow","507843.623750","103027.366875","","0.000000","","","","-9.699999","","","-8.673912","-9.699999","","","","","","D1 PROFILE","",""
"94116908102288","Nodes","8102288","21.000000","27.843323","Default Known Flow Node","Known Flow","507588.155000","103046.702812","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"94116908102334","Nodes","8102334","21.000000","29.292406","Default Known Flow Node","Known Flow","507515.655000","103163.570000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
