"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"94119800000757","Nodes","-757",21.000000,30.587037,"Default Known Flow Node","Known Flow",558648.668169,102886.430206,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119809502325","Nodes","9502325",21.000000,30.524703,"DDS demands","Known Flow",558721.722746,102781.125461,,0.000000,,,,,,,-10.239999,,,,,,,-9.156791,-10.239999,,"",,,,,,,"D1 PROFILE",,,,,,
"94119809402342","Nodes","9402342",21.000000,33.297316,"DDS demands","Known Flow",561600.683973,100215.987480,,0.000000,-6.840000,,,,,,-37.979998,,,,,,,-40.078846,-44.820000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,
"94119800001056","Nodes","P08118134, ELM CHURCH HARTFIELD ROAD, -32.22",24.000000,26.509710,"CSEP DDS Matched","Known Flow",560668.168719,99328.679238,,0.000000,,,,,-21.690001,,,-11.539999,,,,,,-29.714862,-33.230002,,"",,,,,"CC PROFILE",,,"DC PROFILE",,,,,
"94119809406057","Nodes","P07111676, Chatsworth  Harbour North, 10.71scmh",22.999998,63.380554,"CSEP DDS Matched","Known Flow",564668.169807,102388.555071,,0.000000,,,,,,,,-10.710000,,,,,,-9.577073,-10.710000,,"",,,,,,,,"DC PROFILE",,,,,
"94119801542236","Nodes","-1542236",21.000000,33.911141,"Default Known Flow Node","Known Flow",562937.794336,101458.554818,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119800005737","Nodes","-5737",21.000000,33.981555,"Default Known Flow Node","Known Flow",562972.044346,101507.679831,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119801462980","Nodes","-1462980",21.000000,40.588704,"Default Known Flow Node","Known Flow",563285.919431,100864.429656,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119800006467","Nodes","-6467",21.000000,40.768893,"Default Known Flow Node","Known Flow",563280.669430,100859.179655,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119800006459","Nodes","P10123067, CAREW ROAD, -14.49SCMH",22.999998,29.488074,"CSEP DDS Matched","Known Flow",561036.920910,99781.296745,,0.000000,,,,,,,,-14.489999,,,,,,-12.957217,-14.489999,,"",,,,,,,,"DC PROFILE",,,,,
"94119800444272","Nodes","-444272",21.000000,37.529961,"Default Known Flow Node","Known Flow",563167.436915,100552.814126,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119800003048","Nodes","-3048",21.000000,25.753773,"Default Known Flow Node","Known Flow",561011.043812,99131.804185,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119809401113","Nodes","9401113",21.000000,25.755519,"Default Known Flow Node","Known Flow",561006.793811,99128.429184,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119800004206","Nodes","-4206",21.000000,25.660351,"Default Known Flow Node","Known Flow",561155.043851,99181.304198,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119809406288","Nodes","9406288",21.000000,36.472780,"DDS demands","Known Flow",562217.079370,100896.940857,,0.000000,,,,,,,-0.610000,,,,,,,-0.545472,-0.610000,,"",,,,,,,"D1 PROFILE",,,,,,
"94119800005577","Nodes","-5577",21.000000,36.491018,"Default Known Flow Node","Known Flow",562222.544142,100909.179668,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119809503037","Nodes","P08118599,''DEV@ 51 PARK AVENUE'',9.97",22.999998,30.922904,"CSEP DDS Matched","Known Flow",559495.168400,101275.804768,,0.000000,,,,,,,,-9.970000,,,,,,-8.915352,-9.970000,,"",,,,,,,,"DC PROFILE",,,,,
