"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"94118108901256","Nodes","8901256",21.000000,24.158058,"Default Known Flow Node","Known Flow",538888.280000,108306.810000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901024","Nodes","8901024",21.000000,24.158058,"DDS demands","Known Flow",538892.905000,108299.692812,,0.000000,,,-3.790000,-3.389085,-3.790000,,"",,,"D1 PROFILE"
"94118108901271","Nodes","8901271",21.000000,23.942988,"Default Known Flow Node","Known Flow",539145.905000,108365.810000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901014","Nodes","8901014",21.000000,23.967621,"DDS demands","Known Flow",539149.092500,108368.310000,,0.000000,,,-3.829999,-3.424854,-3.829999,,"",,,"D1 PROFILE"
"94118108901273","Nodes","8901273",21.000000,24.005631,"Default Known Flow Node","Known Flow",539151.905000,108370.692812,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901269","Nodes","8901269",21.000000,24.275153,"Default Known Flow Node","Known Flow",539112.280000,108421.692812,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901015","Nodes","8901015",21.000000,24.086177,"DDS demands","Known Flow",539133.780000,108394.013125,,0.000000,,,-1.980000,-1.770551,-1.980000,,"",,,"D1 PROFILE"
"94118108901018","Nodes","8901018",21.000000,24.261990,"DDS demands","Known Flow",539109.155000,108418.911562,,0.000000,,,-5.989999,-5.356365,-5.989999,,"",,,"D1 PROFILE"
"94118108901268","Nodes","8901268",21.000000,24.250269,"Default Known Flow Node","Known Flow",539105.780000,108416.060000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901266","Nodes","8901266",21.000000,24.379869,"Default Known Flow Node","Known Flow",539096.530000,108427.442812,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901019","Nodes","8901019",21.000000,24.235000,"DDS demands","Known Flow",539102.114685,108420.519266,,0.000000,,,-9.890000,-8.843815,-9.890000,,"",,,"D1 PROFILE"
"94118108901265","Nodes","8901265",21.000000,24.113709,"Default Known Flow Node","Known Flow",539024.280000,108297.310000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901020","Nodes","8901020",21.000000,24.108061,"DDS demands","Known Flow",539020.780000,108297.310000,,0.000000,,,-9.850000,-8.808046,-9.850000,,"",,,"D1 PROFILE"
"94118108901263","Nodes","8901263",21.000000,24.103982,"Default Known Flow Node","Known Flow",539016.780000,108297.310000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901058","Nodes","8901058",21.000000,24.039903,"DDS demands","Known Flow",538916.530000,108491.560000,,0.000000,,,-6.119999,-5.472613,-6.119999,,"",,,"D1 PROFILE"
"94118108901057","Nodes","8901057",21.000000,24.366842,"DDS demands","Known Flow",538812.280000,108405.192812,,0.000000,,,-2.219999,-1.985163,-2.219999,,"",,,"D1 PROFILE"
"94118108901257","Nodes","8901257",21.000000,24.216667,"DDS demands","Known Flow",538935.280000,108178.060000,,0.000000,,,-2.219999,-1.985163,-2.219999,,"",,,"D1 PROFILE"
"94118108901055","Nodes","8901055",21.000000,24.261180,"Default Known Flow Node","Known Flow",538941.405000,108171.560000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901025","Nodes","8901025",21.000000,24.151480,"DDS demands","Known Flow",538861.155000,108335.560000,,0.000000,,,-10.770000,-9.630727,-10.770000,,"",,,"D1 PROFILE"
"94118108901056","Nodes","8901056",21.000000,24.187655,"DDS demands","Known Flow",538805.155000,108326.810000,,0.000000,,,-5.119999,-4.578395,-5.119999,,"",,,"D1 PROFILE"
"94118108901012","Nodes","8901012",21.000000,24.210784,"DDS demands","Known Flow",538945.405000,108234.060000,,0.000000,,,-4.369999,-3.907732,-4.369999,,"",,,"D1 PROFILE"
"94118108901258","Nodes","8901258",21.000000,24.254237,"DDS demands","Known Flow",538950.780000,108160.310000,,0.000000,,,-5.760000,-5.150695,-5.760000,,"",,,"D1 PROFILE"
"94118108901054","Nodes","8901054",21.000000,24.234174,"Default Known Flow Node","Known Flow",538970.030000,108196.060000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901259","Nodes","8901259",21.000000,24.231283,"Default Known Flow Node","Known Flow",538954.155000,108182.942812,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901026","Nodes","8901026",21.000000,25.414743,"DDS demands","Known Flow",538988.655000,108425.810000,,0.000000,,,-4.460000,-3.988211,-4.460000,,"",,,"D1 PROFILE"
"94118108901261","Nodes","8901261",21.000000,25.414743,"Default Known Flow Node","Known Flow",538987.655000,108425.060000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901011","Nodes","8901011",21.000000,23.347473,"DDS demands","Known Flow",538937.280000,108313.942812,,0.000000,,,-14.340000,-12.823084,-14.340000,,"",,,"D1 PROFILE"
"94118108901050","Nodes","8901050",21.000000,24.012323,"DDS demands","Known Flow",539013.655000,108346.192812,,0.000000,,,-5.980000,-5.347423,-5.980000,,"",,,"D1 PROFILE"
"94118108901053","Nodes","8901053",21.000000,24.098177,"Default Known Flow Node","Known Flow",539012.655000,108290.442812,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901262","Nodes","8901262",21.000000,25.441135,"DDS demands","Known Flow",539007.905000,108440.192812,,0.000000,,,-5.949999,-5.320596,-5.949999,,"",,,"D1 PROFILE"
"94118108901051","Nodes","8901051",21.000000,24.019279,"Default Known Flow Node","Known Flow",539013.155000,108339.942812,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901264","Nodes","8901264",21.000000,24.103809,"Default Known Flow Node","Known Flow",539017.030000,108300.560000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118100007226","Nodes","7226",21.000000,24.113662,"Val Log Post","Known Flow",539024.155000,108295.310000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901052","Nodes","8901052",21.000000,23.908190,"DDS demands","Known Flow",539082.530000,108269.560000,,0.000000,,,-4.010000,-3.585814,-4.010000,,"",,,"D1 PROFILE"
"94118108901016","Nodes","8901016",21.000000,25.418378,"DDS demands","Known Flow",539083.530000,108499.192812,,0.000000,,-7.010000,-8.649999,-14.003452,-15.660000,,"",,"C4 PROFILE","D1 PROFILE"
"94118108901017","Nodes","8901017",21.000000,24.424062,"DDS demands","Known Flow",539104.655000,108434.192812,,0.000000,,,-1.669999,-1.493343,-1.669999,,"",,,"D1 PROFILE"
"94118108901048","Nodes","8901048",21.000000,23.869390,"DDS demands","Known Flow",539153.405000,108356.442812,,0.000000,,,-5.830000,-5.213290,-5.830000,,"",,,"D1 PROFILE"
"94118108901047","Nodes","8901047",21.000000,23.884881,"Default Known Flow Node","Known Flow",539180.905000,108333.060000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901049","Nodes","8901049",21.000000,23.750357,"DDS demands","Known Flow",539122.280000,108343.192812,,0.000000,,,-5.110000,-4.569453,-5.110000,,"",,,"D1 PROFILE"
"94118108901043","Nodes","8901043",21.000000,23.712835,"Default Known Flow Node","Known Flow",539169.530000,108263.560000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901044","Nodes","8901044",21.000000,23.600821,"DDS demands","Known Flow",539117.155000,108265.060000,,0.000000,,,-5.559999,-4.971851,-5.559999,,"",,,"D1 PROFILE"
"94118108901277","Nodes","8901277",21.000000,23.816290,"DDS demands","Known Flow",539187.203419,108324.909126,,0.000000,,,-6.489999,-5.803474,-6.489999,,"",,,"D1 PROFILE"
"94118108901013","Nodes","8901013",21.000000,23.837090,"DDS demands","Known Flow",539184.655000,108328.192812,,0.000000,,,-9.450000,-8.450359,-9.450000,,"",,,"D1 PROFILE"
"94118108901059","Nodes","8901059",21.000000,23.841083,"Default Known Flow Node","Known Flow",539253.780000,108320.692812,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901040","Nodes","8901040",21.000000,23.626827,"DDS demands","Known Flow",539181.405000,108152.310000,,0.000000,,,-17.780000,-15.899194,-17.780000,,"",,,"D1 PROFILE"
"94118108901041","Nodes","8901041",21.000000,21.752911,"DDS demands","Known Flow",539026.280000,108023.810000,,0.000000,,,-3.209999,-2.870439,-3.209999,,"",,,"D1 PROFILE"
"94118108901278","Nodes","8901278",21.000000,23.705259,"DDS demands","Known Flow",539194.280000,108296.060000,,0.000000,,,-7.780000,-6.957015,-7.780000,,"",,,"D1 PROFILE"
"94118108901279","Nodes","8901279",21.000000,23.463988,"DDS demands","Known Flow",539214.030000,108267.060000,,0.000000,,,-3.099999,-2.772075,-3.099999,,"",,,"D1 PROFILE"
"94118108901045","Nodes","8901045",21.000000,23.263609,"Default Known Flow Node","Known Flow",539229.905000,108240.810000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901280","Nodes","8901280",21.000000,23.185333,"Default Known Flow Node","Known Flow",539242.905000,108249.060000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901033","Nodes","8901033",21.000000,25.741158,"DDS demands","Known Flow",539241.655000,108430.810000,,0.000000,,,-4.849999,-4.336956,-4.849999,,"",,,"D1 PROFILE"
"94118108901281","Nodes","8901281",21.000000,25.630047,"Default Known Flow Node","Known Flow",539264.655000,108404.560000,,0.000000,,,,0.000000,0.000000,,"",,,
"94118108901034","Nodes","8901034",21.000000,25.772028,"DDS demands","Known Flow",539182.530000,108425.060000,,0.000000,,,-1.409999,-1.260847,-1.409999,,"",,,"D1 PROFILE"
"94118108901046","Nodes","8901046",21.000000,23.156767,"DDS demands","Known Flow",539247.655000,108252.060000,,0.000000,,,-9.800000,-8.763336,-9.800000,,"",,,"D1 PROFILE"
"94118108901021","Nodes","8901021",21.000000,25.538422,"DDS demands","Known Flow",539279.280000,108408.192812,,0.000000,,,-13.510000,-12.080884,-13.510000,,"",,,"D1 PROFILE"
