"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"C4","Flow Categories","-15.209999","0.000000","1.000000","Volumetric","-1.000000"
"D1","Flow Categories","-655.300000","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-129.429997","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-144.409997","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-6.000000","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","","","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-88.719999","0.000000","1.000000","Volumetric","-1.000000"
"DM","Flow Categories","","","1.000000","Volumetric","0.000000"
"IM","Flow Categories","","","1.000000","Volumetric","0.000000"
"PL-DC","Flow Categories","-27.419999","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"PL-AF","Flow Categories","","","1.000000","Volumetric","-1.000000"
"PL-CC","Flow Categories","-5.899999","0.000000","1.000000","Volumetric","-1.000000"
