"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"94120000224551","Nodes","","21.000000","39.249958","Default Known Flow Node","Known Flow","558115.664335","112237.776287","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120000007223","Nodes","Logger 7223, The Vicarage, Station Rd","21.000000","39.251154","Val Log Cath","Known Flow","558124.916048","112237.418099","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504218","Nodes","9504218","21.000000","28.286693","DDS demands","Known Flow","559218.839129","109138.256812","","0.000000","","","","","-6.719999","","","","","","","-6.009144","-6.719999","","","","","","","D1 PROFILE","","","","","",""
"94120009504001","Nodes","9504001, P09122215, DEV LUNDY WALK,FY1 LOAD(-58.708) & FY5 LOAD(106.25)","25.000000","33.170087","CSEP DDS Matched","Known Flow","557993.292991","110989.432411","","0.000000","","","","","","-106.249997","","","","","","-95.010653","-106.249997","","","","","","","","DC PROFILE","","","","",""
"94120000422391","Nodes","","21.000000","28.286693","Default Known Flow Node","Known Flow","559225.543326","109124.056904","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504107","Nodes","9504107","21.000000","33.263888","DDS demands","Known Flow","558022.667999","110922.932393","","0.000000","","","","","-15.479999","","","","","","","-13.842492","-15.479999","","","","","","","D1 PROFILE","","","","","",""
"94120000269760","Nodes","","21.000000","32.982999","Default Known Flow Node","Known Flow","558122.668026","110911.432390","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504197","Nodes","9504197","21.000000","36.866791","DDS demands","Known Flow","558739.839974","109701.556338","","0.000000","","","","","-35.450000","","","","","","","-31.700024","-35.450000","","","","","","","D1 PROFILE","","","","","",""
"94120000007219","Nodes","Logger 7219, OS Summerheath Road","21.000000","36.997139","Val Log Post","Known Flow","558718.726535","109829.560067","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504179","Nodes","9504179","21.000000","37.026963","DDS demands","Known Flow","558724.418190","109852.057102","","0.000000","0.000000","","-5.359999","","-3.440000","","","","","","","-7.869117","-8.799999","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","","","",""
"94120000446106","Nodes","","21.000000","36.049335","Default Known Flow Node","Known Flow","559910.418513","109072.181890","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120000007218","Nodes","Logger 7218, 13 Observatory View","21.000000","36.065987","Val Log Cath","Known Flow","559902.476503","109072.749176","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504365","Nodes","9504365","21.000000","36.075587","DDS demands","Known Flow","559897.907078","109073.135075","","0.000000","","","","","-17.799998","","","","","","","-15.917077","-17.799998","","","","","","","D1 PROFILE","","","","","",""
"94120009504172","Nodes","9504172","21.000000","34.684197","DDS demands","Known Flow","559128.043300","110448.932264","","0.000000","","","","","-23.280001","","","","","","","-20.817393","-23.280001","","","","","","","D1 PROFILE","","","","","",""
"94120095043340","Nodes","95043340, P07113797, THE GEORGE MEWS, PLOTS 1-9, GEORGE STREET, -10.25scmh","22.999998","28.319151","CSEP DDS Matched","Known Flow","559069.891593","109370.113910","","0.000000","","","","","","-10.249999","","","","","","-9.165733","-10.249999","","","","","","","","DC PROFILE","","","","",""
"94120000446362","Nodes","","21.000000","29.697501","Default Known Flow Node","Known Flow","558985.168261","109348.556965","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504207","Nodes","9504207","21.000000","32.413253","DDS demands","Known Flow","558977.101768","109284.063045","","0.000000","","","","","-13.109999","","","","","","","-11.723196","-13.109999","","","","","","","D1 PROFILE","","","","","",""
"94120009504206","Nodes","9504206","21.000000","33.566930","DDS demands","Known Flow","558981.365958","109201.678864","","0.000000","-5.440000","","","","-4.130000","","","0.000000","","","","-8.557665","-9.570000","","","C1 PROFILE","","","","D1 PROFILE","","","I2 PROFILE","","",""
"94120009504021","Nodes","9504021","21.000000","41.858779","Default Known Flow Node","Known Flow","557634.678694","112131.797659","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120000353684","Nodes","","21.000000","33.688600","Default Known Flow Node","Known Flow","558896.793237","107691.056514","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504382","Nodes","9504382","21.000000","33.731492","DDS demands","Known Flow","558915.516195","107771.328730","","0.000000","","","","","-2.109999","","","","","","","-1.886799","-2.109999","","","","","","","D1 PROFILE","","","","","",""
"94120000353685","Nodes","","21.000000","33.688837","Default Known Flow Node","Known Flow","558959.668254","107934.806580","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120000348536","Nodes","","21.000000","34.268132","Default Known Flow Node","Known Flow","560115.418568","108812.931819","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504372","Nodes","9504372","21.000000","34.363020","DDS demands","Known Flow","560126.536074","108840.358282","","0.000000","","","","","-0.829999","","","","","","","-0.742200","-0.829999","","","","","","","D1 PROFILE","","","","","",""
"94120009504303","Nodes","9504303","21.000000","35.157565","DDS demands","Known Flow","559847.793496","108973.931863","","0.000000","","","","","-8.380000","","","","","","","-7.493546","-8.380000","","","","","","","D1 PROFILE","","","","","",""
"94120009504100","Nodes","9504100","21.000000","37.907859","Default Known Flow Node","Known Flow","558990.036312","111808.937209","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504099","Nodes","9504099","21.000000","36.552111","Default Known Flow Node","Known Flow","559147.658784","111701.651809","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504098","Nodes","9504098","21.000000","35.087895","DDS demands","Known Flow","559312.262514","111600.124785","","0.000000","","0.000000","0.000000","","-31.610001","","","","","","","-28.266229","-31.610001","","","","C2 PROFILE","C3 PROFILE","","D1 PROFILE","","","","","",""
"94120009504097","Nodes","9504097","21.000000","33.125257","Default Known Flow Node","Known Flow","559488.589894","111389.052268","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120000269889","Nodes","","21.000000","32.267597","Default Known Flow Node","Known Flow","559512.918405","111233.932478","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504353","Nodes","9504353","21.000000","39.204251","DDS demands","Known Flow","558047.686388","112262.834909","","0.000000","","","","","-1.469999","","","","","","","-1.314500","-1.469999","","","","","","","D1 PROFILE","","","","","",""
"94120009504039","Nodes","9504039","21.000000","42.867701","Default Known Flow Node","Known Flow","557830.873225","112246.538447","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"94120009504038","Nodes","9504038","21.000000","35.292676","DDS demands","Known Flow","557677.542905","112076.807707","","0.000000","","-18.490000","","","-5.899999","","","","","","","-21.809975","-24.390000","","","","C2 PROFILE","","","D1 PROFILE","","","","","",""
