"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"94117208105071","Nodes","8105071",21.000000,29.096653,"DDS demands","Known Flow",496464.750000,107975.250000,,0.000000,,,-5.889999,-5.266943,-5.889999,,"",,,"D1 PROFILE"
"94117208105072","Nodes","8105072",21.000000,28.607677,"Default Known Flow Node","Known Flow",496321.834886,107886.837843,,0.000000,,,-4.380000,-3.916674,-4.380000,,"",,,""
"94117208105051","Nodes","8105051",21.000000,29.017747,"DDS demands","Known Flow",496451.062500,107986.093750,,0.000000,,,-9.500000,-8.495070,-9.500000,,"",,,"D1 PROFILE"
"94117200007169","Nodes","Logger 7169",21.000000,29.003994,"Val Log Post","Known Flow",496448.218750,107989.812500,,0.000000,,-5.500000,,-4.918198,-5.500000,,"",,"",
"94117208105094","Nodes","8105094",21.000000,29.074073,"DDS demands","Known Flow",496409.750000,108150.132812,,0.000000,,,-24.399999,-21.818916,-24.399999,,"",,,"D1 PROFILE"
"941172-2994347","Nodes","-2994347",21.000000,22.106870,"Default Known Flow Node","Known Flow",496005.625000,108533.250000,,0.000000,,,,0.000000,0.000000,,"",,,
"94117200001646","Nodes","Logger 1646",21.000000,22.062552,"Log Low Point","Known Flow",495985.250000,108592.421875,,0.000000,,,,0.000000,0.000000,,"",,,
"94117208105096","Nodes","8105096",21.000000,27.939936,"DDS demands","Known Flow",496174.125000,108293.000000,,0.000000,,,-27.900000,-24.948679,-27.900000,,"",,,"D1 PROFILE"
"94117208105095","Nodes","8105095",21.000000,28.168355,"DDS demands","Known Flow",496264.312500,108171.703125,,0.000000,,,-7.989999,-7.144800,-7.989999,,"",,,"D1 PROFILE"
"94117208105073","Nodes","8105073",21.000000,28.761339,"DDS demands","Known Flow",496359.375000,108151.250000,,0.000000,,,-4.130000,-3.693120,-4.130000,,"",,,"D1 PROFILE"
"94117208105092","Nodes","8105092",21.000000,26.117301,"DDS demands","Known Flow",496119.250000,108435.882812,,0.000000,,,-5.870000,-5.249059,-5.870000,,"",,,"D1 PROFILE"
"94117208105091","Nodes","8105091",21.000000,22.151194,"DDS demands","Known Flow",496039.593750,108483.703125,,0.000000,-71.879995,-5.019999,-2.859999,-71.322814,-79.759993,,"","C2 PROFILE","","D1 PROFILE"
"94117208105078","Nodes","8105078",21.000000,22.151194,"Default Known Flow Node","Known Flow",496027.000000,108495.632812,,0.000000,,,,0.000000,0.000000,,"",,,
"94117208105058","Nodes","8105058",21.000000,29.453518,"DDS demands","Known Flow",496888.250000,107499.132812,,0.000000,,,-11.870000,-10.614366,-11.870000,,"",,,"D1 PROFILE"
"94117208105056","Nodes","8105056",21.000000,29.768657,"DDS demands","Known Flow",496826.375000,107608.250000,,0.000000,,,-18.860000,-16.864950,-18.860000,,"",,,"D1 PROFILE"
"94117208105055","Nodes","8105055",21.000000,30.771681,"DDS demands","Known Flow",496772.375000,107706.000000,,0.000000,,,-21.489999,-19.216742,-21.489999,,"",,,"D1 PROFILE"
"94117208105060","Nodes","8105060",21.000000,30.684983,"Default Known Flow Node","Known Flow",496673.125000,107640.250000,,0.000000,,,,0.000000,0.000000,,"",,,
"94117208105099","Nodes","8105099",21.000000,30.954429,"Default Known Flow Node","Known Flow",496786.625000,107715.250000,,0.000000,,,,0.000000,0.000000,,"",,,
"94117208105063","Nodes","8105063",21.000000,31.231938,"Default Known Flow Node","Known Flow",496936.125000,107877.500000,,0.000000,,,,0.000000,0.000000,,"",,,
"94117208105052","Nodes","8105052",21.000000,29.654858,"DDS demands","Known Flow",496568.500000,107906.382812,,0.000000,,,-12.819999,-11.463872,-12.819999,,"",,,"D1 PROFILE"
"941172-36553","Nodes","-36553",21.000000,29.287478,"Default Known Flow Node","Known Flow",496509.250000,107953.750000,,0.000000,,,,0.000000,0.000000,,"",,,
"941172-36097","Nodes","-36097",21.000000,30.957277,"Default Known Flow Node","Known Flow",496789.625000,107713.132812,,0.000000,,,,0.000000,0.000000,,"",,,
"94117208105061","Nodes","8105061",21.000000,31.047674,"Default Known Flow Node","Known Flow",496789.000000,107710.500000,,0.000000,,,,0.000000,0.000000,,"",,,
"941172-36555","Nodes","-36555",21.000000,29.762513,"Default Known Flow Node","Known Flow",496575.250000,107898.000000,,0.000000,,,,0.000000,0.000000,,"",,,
"94117208105069","Nodes","8105069",21.000000,29.762513,"Default Known Flow Node","Known Flow",496590.500000,107910.000000,,0.000000,,,,0.000000,0.000000,,"",,,
