"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-11596.580005,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-461.759995,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-1957.199985,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-257.209997,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-2442.579977,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-155.349999,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-255.870000,0.000000,1.000000,"Volumetric",-1.000000
"CT","Flow Categories",-61.019999,0.000000,1.000000,"Volumetric",-1.000000
"CH","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"DL","Flow Categories",,,1.000000,"Volumetric",0.000000
"CM","Flow Categories",,,1.000000,"Volumetric",0.000000
"IM","Flow Categories",,,1.000000,"Volumetric",0.000000
"PL-DC","Flow Categories",-167.079998,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"PL-AF","Flow Categories",-17.719999,0.000000,1.000000,"Volumetric",-1.000000
"CC","Flow Categories",,,1.000000,"Volumetric",-1.000000
"DH","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"PL-PL","Flow Categories",,,1.000000,"Volumetric",0.000000
