"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)"
"94119909404213","Nodes","9404213",21.000000,30.030707,"DDS demands","Known Flow",560896.918369,101907.929822,,0.000000,,,,,,,,-41.939999,,,,-37.503497,-41.939999,,"",,,,,,,,"I2 PROFILE",,,
"94119904904569","Nodes","4904569",21.000000,28.560421,"DDS demands","Known Flow",560872.667344,101992.810595,,0.000000,,,,,,,,-48.890001,,,,-43.718315,-48.890001,,"",,,,,,,,"I2 PROFILE",,,
"94119909404212","Nodes","9404212",21.000000,30.799725,"Default Known Flow Node","Known Flow",560900.698533,101858.188564,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119900000033","Nodes","33",21.000000,30.799725,"Default Known Flow Node","Known Flow",560887.418779,101854.554926,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404211","Nodes","9404211",21.000000,31.023293,"Default Known Flow Node","Known Flow",560905.418783,101841.929922,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119901462516","Nodes","1462516",21.000000,30.862791,"Default Known Flow Node","Known Flow",560916.043786,101806.054912,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404289","Nodes","9404289",21.000000,31.529793,"Default Known Flow Node","Known Flow",560925.668789,101822.429917,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119900000048","Nodes","48",21.000000,30.200466,"Default Known Flow Node","Known Flow",560898.784518,101901.427280,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119900000024","Nodes","24",21.000000,30.972435,"Default Known Flow Node","Known Flow",560927.043789,101803.554912,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404208","Nodes","9404208",21.000000,30.477782,"DDS demands","Known Flow",560944.417794,101744.713896,,0.000000,,,,,,,,-13.699999,,,,-12.250785,-13.699999,,"",,,,,,,,"I2 PROFILE",,,
"94119909404209","Nodes","9404209",21.000000,30.454519,"Default Known Flow Node","Known Flow",560949.653713,101726.925484,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119901462554","Nodes","1462554",21.000000,30.478318,"Default Known Flow Node","Known Flow",560938.168792,101719.929889,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404210","Nodes","9404210",21.000000,30.170267,"Default Known Flow Node","Known Flow",560962.168799,101684.054879,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119901462493","Nodes","1462493",21.000000,35.354941,"Default Known Flow Node","Known Flow",561112.543840,101955.554953,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404341","Nodes","9404341",21.000000,35.354941,"Default Known Flow Node","Known Flow",561114.793840,101959.304954,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404220","Nodes","9404220",21.000000,35.125420,"Default Known Flow Node","Known Flow",561112.418840,101973.929958,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404221","Nodes","9404221",21.000000,36.439451,"Default Known Flow Node","Known Flow",561122.539996,101962.585724,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404223","Nodes","9404223",21.000000,36.163989,"DDS demands","Known Flow",561147.535285,101947.168499,,0.000000,,,,,,,,-65.290002,,,,-58.383486,-65.290002,,"",,,,,,,,"I2 PROFILE",,,
"94119900000057","Nodes","57",21.000000,36.163989,"Default Known Flow Node","Known Flow",561155.668852,101933.679947,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404225","Nodes","9404225",21.000000,35.731561,"DDS demands","Known Flow",561238.668874,101892.804936,,0.000000,-48.900002,,,,,,,,,,,-43.727258,-48.900002,,"","C1 PROFILE",,,,,,,,,,
"94119909404224","Nodes","9404224",21.000000,36.163989,"Default Known Flow Node","Known Flow",561191.668861,101902.554939,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404226","Nodes","9404226",21.000000,35.731561,"Default Known Flow Node","Known Flow",561262.918881,101878.179932,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909904228","Nodes","9904228",21.000000,28.483074,"DDS demands","Known Flow",560870.419271,102001.311686,,0.000000,,,,,,,,-12.529999,,,,-11.204550,-12.529999,,"",,,,,,,,"I2 PROFILE",,,
"94119909404240","Nodes","9404240",21.000000,27.487603,"Default Known Flow Node","Known Flow",560757.043743,102341.555058,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404126","Nodes","9404126",21.000000,27.487603,"DDS demands","Known Flow",560709.543730,102382.305069,,0.000000,,,,,,-2.980000,,,,,,-2.664769,-2.980000,,"",,,,,,"D1 PROFILE",,,,,
"94119909404236","Nodes","9404236, P13133088, MOUNTFIELD ROAD, SCH 14.49",22.999998,27.562903,"CSEP Unmatched","Known Flow",560836.019143,102252.417798,,0.000000,,,,,,,,,,,-14.489999,-12.957217,-14.489999,,"",,,,,,,,,,,"DC PROFILE"
"94119909404120","Nodes","9404120",21.000000,27.524193,"DDS demands","Known Flow",560822.793761,102252.555034,,0.000000,,,,,,-12.369999,,,,,,-11.061474,-12.369999,,"",,,,,,"D1 PROFILE",,,,,
"94119909404243","Nodes","9404243",21.000000,30.118085,"Default Known Flow Node","Known Flow",560826.793762,102452.555088,,0.000000,,,,,,-3.729999,,,,,,-3.335432,-3.729999,,"",,,,,,"D1 PROFILE",,,,,
"94119901462513","Nodes","1462513",21.000000,30.118085,"Default Known Flow Node","Known Flow",560834.793764,102428.805082,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119901462549","Nodes","1462549",21.000000,30.118085,"Default Known Flow Node","Known Flow",560843.793767,102438.055084,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119900000187","Nodes","187",21.000000,38.854052,"Default Known Flow Node","Known Flow",560892.168780,102353.555061,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404246","Nodes","9404246",21.000000,38.852297,"Default Known Flow Node","Known Flow",560861.168771,102381.430069,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119904904557","Nodes","4904557",21.000000,38.832974,"Default Known Flow Node","Known Flow",560899.296584,102343.931723,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404123","Nodes","9404123",21.000000,38.739217,"DDS demands","Known Flow",560884.825968,102297.170086,,0.000000,,,,,,-8.680000,,,,,,-7.761811,-8.680000,,"",,,,,,"D1 PROFILE",,,,,
"94119900000186","Nodes","186",21.000000,38.854463,"Default Known Flow Node","Known Flow",560905.304091,102352.552333,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404145","Nodes","9404145",21.000000,35.221395,"DDS demands","Known Flow",560943.043794,102482.180096,,0.000000,,,,,,-17.020000,,,,,,-15.219588,-17.020000,,"",,,,,,"D1 PROFILE",,,,,
"94119909404141","Nodes","9404141",21.000000,38.791730,"DDS demands","Known Flow",560905.043783,102360.305063,,0.000000,,-47.590001,,,,-3.420000,,,,,,-45.614058,-51.010000,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,
"94119909404144","Nodes","9404144",21.000000,35.144973,"DDS demands","Known Flow",560946.543795,102489.805098,,0.000000,,,,,,-4.810000,,,,,,-4.301188,-4.810000,,"",,,,,,"D1 PROFILE",,,,,
"94119909404241","Nodes","9404241",21.000000,27.390824,"DDS demands","Known Flow",560690.043725,102429.430082,,0.000000,,,,,,-6.139999,,,,,,-5.490497,-6.139999,,"",,,,,,"D1 PROFILE",,,,,
"94119909404321","Nodes","9404321",21.000000,27.470203,"DDS demands","Known Flow",560776.043748,102314.680051,,0.000000,,,,,,-7.979999,,,,,,-7.135858,-7.979999,,"",,,,,,"D1 PROFILE",,,,,
"94119900000162","Nodes","162",21.000000,27.496646,"Default Known Flow Node","Known Flow",560724.793734,102280.930042,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404238","Nodes","9404238",21.000000,27.462656,"Default Known Flow Node","Known Flow",560719.543733,102298.180046,,0.000000,,,,,,-5.469999,,,,,,-4.891371,-5.469999,,"",,,,,,"D1 PROFILE",,,,,
"94119900000156","Nodes","156",21.000000,27.512780,"Default Known Flow Node","Known Flow",560730.168736,102257.930035,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119901462507","Nodes","1462507",21.000000,27.495613,"Default Known Flow Node","Known Flow",560718.793733,102255.305035,,0.000000,,,,,,-4.500000,,,,,,-4.023980,-4.500000,,"",,,,,,"D1 PROFILE",,,,,
"94119901462624","Nodes","1462624",21.000000,27.521480,"Default Known Flow Node","Known Flow",560732.043736,102269.930039,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404235","Nodes","9404235",21.000000,27.524170,"DDS demands","Known Flow",560738.297207,102259.931894,,0.000000,,,,,,-3.150000,,,,,,-2.816786,-3.150000,,"",,,,,,"D1 PROFILE",,,,,
"94119900000140","Nodes","140",21.000000,27.575376,"Default Known Flow Node","Known Flow",560751.168741,102209.805022,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909904239","Nodes","9904239",21.000000,27.575376,"Default Known Flow Node","Known Flow",560739.418738,102201.430020,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909904234","Nodes","9904234",21.000000,27.575376,"Default Known Flow Node","Known Flow",560757.918743,102214.930024,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404237","Nodes","9404237",21.000000,25.552255,"DDS demands","Known Flow",560746.043740,102166.555011,,0.000000,,-24.999999,,,,,,,,,,-22.355447,-24.999999,,"",,"C2 PROFILE",,,,,,,,,
"94119909404114","Nodes","9404114",21.000000,27.607022,"DDS demands","Known Flow",560771.043747,102202.930020,,0.000000,,,,,,-19.160000,,,,,,-17.133215,-19.160000,,"",,,,,,"D1 PROFILE",,,,,
"94119900000137","Nodes","137",21.000000,27.563713,"Default Known Flow Node","Known Flow",560777.668749,102206.055021,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119900000098","Nodes","98",21.000000,27.813253,"Default Known Flow Node","Known Flow",560846.043767,102059.429981,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404121","Nodes","9404121",21.000000,27.562445,"DDS demands","Known Flow",560830.795075,102260.428191,,0.000000,,,,-6.429999,,-2.180000,,,,,,-7.699215,-8.609999,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,
"94119909404124","Nodes","9404124",21.000000,27.590885,"DDS demands","Known Flow",560847.043768,102283.930042,,0.000000,,,,,,-10.719999,,,,,,-9.586015,-10.719999,,"",,,,,,"D1 PROFILE",,,,,
"94119909404117","Nodes","9404117",21.000000,27.563213,"DDS demands","Known Flow",560836.418765,102251.805034,,0.000000,,,,,,-3.640000,,,,,,-3.254953,-3.640000,,"",,,,,,"D1 PROFILE",,,,,
"94119909404115","Nodes","9404115",21.000000,28.375629,"DDS demands","Known Flow",560844.418767,102031.179974,,0.000000,,,,,,-15.060000,,,,,,-13.466921,-15.060000,,"",,,,,,"D1 PROFILE",,,,,
"94119900000079","Nodes","79",21.000000,29.080560,"Default Known Flow Node","Known Flow",560852.793769,102012.179969,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404229","Nodes","9404229",21.000000,27.821806,"DDS demands","Known Flow",560849.293768,102049.804979,,0.000000,,,,,,,,-13.959999,,,,-12.483281,-13.959999,,"",,,,,,,,"I2 PROFILE",,,
"94119909904230","Nodes","9904230",21.000000,24.958453,"DDS demands","Known Flow",560940.297073,102077.044779,,0.000000,,,,,,,,-11.850000,,,,-10.596483,-11.850000,,"",,,,,,,,"I2 PROFILE",,,
"94119909904227","Nodes","9904227",21.000000,29.108460,"Daily Metered Site","Known Flow",560856.129346,102004.662474,,0.000000,,-147.320011,,,,,,,,,,-131.736192,-147.320011,,"",,"C2 PROFILE",,,,,,,,,
"94119900000115","Nodes","115",21.000000,24.637278,"Default Known Flow Node","Known Flow",560929.168790,102115.929997,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119900000118","Nodes","118",21.000000,24.633924,"Default Known Flow Node","Known Flow",560921.543788,102120.304998,,0.000000,-12.359999,,,,,,,-5.780000,,,,-16.221112,-18.140000,,"","C1 PROFILE",,,,,,,"I2 PROFILE",,,
"94119909404232","Nodes","9404232",21.000000,24.641131,"DDS demands","Known Flow",560939.043793,102118.054997,,0.000000,-61.260000,,,,,,,-14.749999,,,,-67.969498,-76.010001,,"","C1 PROFILE",,,,,,,"I2 PROFILE",,,
"94119901462524","Nodes","1462524",21.000000,24.641131,"Default Known Flow Node","Known Flow",560938.918793,102135.055002,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909904231","Nodes","9904231",21.000000,24.678542,"DDS demands","Known Flow",560950.421092,102080.297842,,0.000000,-52.970003,,,,,,,,,,,-47.366723,-52.970003,,"","C1 PROFILE",,,,,,,,,,
"94119901462607","Nodes","1462607",21.000000,24.958453,"Default Known Flow Node","Known Flow",560937.918792,102085.179988,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119901462477","Nodes","1462477",21.000000,24.678542,"Default Known Flow Node","Known Flow",560960.168798,102083.429988,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404125","Nodes","9404125",21.000000,38.363378,"DDS demands","Known Flow",560854.418770,102318.930052,,0.000000,-6.429999,,,,,-6.639999,,,,,,-11.687427,-13.069999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"94119909404007","Nodes","LOTTBRIDGE DROVE (EDISON RD) DG,",21.000000,21.999970,"Default Known Pressure Node","Known Pressure",561253.698878,102020.681971,,0.000000,,,,,,,,,,,,162.747652,182.000004,,"",,,,,,,,,,,
"94119909404295","Nodes","9404295",21.000000,21.927273,"DDS demands","Known Flow",561286.418887,102082.929988,,0.000000,-20.999999,,,,,,,,,,,-18.778575,-20.999999,,"","C1 PROFILE",,,,,,,,,,
"94119901462514","Nodes","1462514",21.000000,21.927273,"Default Known Flow Node","Known Flow",561284.918887,102084.554988,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404181","Nodes","9404181",21.000000,40.489104,"DDS demands","Known Flow",561125.668843,102346.430059,,0.000000,,,,,,-10.390000,,,,,,-9.290924,-10.390000,,"",,,,,,"D1 PROFILE",,,,,
"94119909404253","Nodes","9404253",21.000000,39.531141,"DDS demands","Known Flow",561157.169503,102341.935041,,0.000000,,,,,,-1.460000,,,,,,-1.305558,-1.460000,,"",,,,,,"D1 PROFILE",,,,,
"94119901462528","Nodes","1462528",21.000000,39.530475,"Default Known Flow Node","Known Flow",561185.918860,102406.680076,,0.000000,,,,,,-1.100000,,,,,,-0.983639,-1.100000,,"",,,,,,"D1 PROFILE",,,,,
"94119909404254","Nodes","9404254",21.000000,39.530639,"Default Known Flow Node","Known Flow",561173.043856,102390.805072,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119901462587","Nodes","1462587",21.000000,36.683150,"Default Known Flow Node","Known Flow",561143.918848,102023.929972,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404362","Nodes","9404362",21.000000,36.757036,"DDS demands","Known Flow",561151.793850,102004.179966,,0.000000,,,,,,,,-99.999997,,,,-89.421791,-99.999997,,"",,,,,,,,"I2 PROFILE",,,
"94119909404006","Nodes","MARSHALL ROAD DG, Tel, Site ID 3263",21.000000,37.000000,"Default Known Pressure Node","Known Pressure",561157.668852,102001.554966,,3500.000071,,,,,,,,,,,,1022.636017,1143.609383,,"",,,,,,,,,,,
"94119909404297","Nodes","9404297",21.000000,21.833839,"Default Known Flow Node","Known Flow",561312.668894,102068.054984,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404299","Nodes","9404299",21.000000,21.784627,"DDS demands","Known Flow",561329.168899,102056.804981,,0.000000,,,,,,0.000000,,-50.020000,,,,-44.728781,-50.020000,,"",,,,,,"D1 PROFILE",,"I2 PROFILE",,,
"94119909404300","Nodes","9404300",21.000000,21.773093,"DDS demands","Known Flow",561363.265363,102034.756720,,0.000000,,,,,,,,-25.579999,,,,-22.874093,-25.579999,,"",,,,,,,,"I2 PROFILE",,,
"94119909404301","Nodes","9404301",21.000000,21.398746,"DDS demands","Known Flow",561421.043924,102165.805010,,0.000000,-25.229998,,,,,,,-25.419999,,,,-45.292133,-50.649996,,"","C1 PROFILE",,,,,,,"I2 PROFILE",,,
"94119901462609","Nodes","1462609",21.000000,21.772847,"Default Known Flow Node","Known Flow",561368.043909,102031.929974,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119900000093","Nodes","93",21.000000,21.773050,"Default Known Flow Node","Known Flow",561368.793910,102043.429977,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404304","Nodes","9404304",21.000000,21.707331,"DDS demands","Known Flow",561364.543908,102003.054966,,0.000000,-9.920000,,,,,-3.650000,,,,,,-12.134537,-13.569999,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"94119900000071","Nodes","71",21.000000,21.707331,"Default Known Flow Node","Known Flow",561338.043901,101994.429964,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404302","Nodes","9404302",21.000000,21.772333,"DDS demands","Known Flow",561483.168941,102127.930000,,0.000000,,,,,,-1.029999,,,,,,-0.921044,-1.029999,,"",,,,,,"D1 PROFILE",,,,,
"94119901462484","Nodes","1462484",21.000000,39.530553,"Default Known Flow Node","Known Flow",561197.418863,102383.055069,,0.000000,,,,,,-1.510000,,,,,,-1.350269,-1.510000,,"",,,,,,"D1 PROFILE",,,,,
"94119909404261","Nodes","9404261",21.000000,34.392455,"DDS demands","Known Flow",561304.668892,102415.305078,,0.000000,-49.060002,,,,,-0.649999,,,,,,-44.451575,-49.710005,,"","C1 PROFILE",,,,,"D1 PROFILE",,,,,
"94119900000214","Nodes","214",21.000000,34.295216,"DDS demands","Known Flow",561331.043899,102472.930094,,0.000000,,,,,,-1.749999,,,,,,-1.564881,-1.749999,,"",,,,,,"D1 PROFILE",,,,,
"94119901462608","Nodes","1462608",21.000000,34.675460,"Default Known Flow Node","Known Flow",561327.293898,102392.430072,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119901462617","Nodes","1462617",21.000000,34.666949,"Default Known Flow Node","Known Flow",561278.543885,102412.055077,,0.000000,,,,,,-3.650000,,,,,,-3.263895,-3.650000,,"",,,,,,"D1 PROFILE",,,,,
"94119909404260","Nodes","9404260",21.000000,34.675538,"DDS demands","Known Flow",561328.207835,102388.562024,,0.000000,,,,,,-2.359999,,,,,,-2.110354,-2.359999,,"",,,,,,"D1 PROFILE",,,,,
"94119900000201","Nodes","201",21.000000,34.545137,"DDS demands","Known Flow",561336.293901,102390.180071,,0.000000,,,,,,-2.509999,,,,,,-2.244486,-2.509999,,"",,,,,,"D1 PROFILE",,,,,
"94119909404263","Nodes","9404263",21.000000,34.273795,"DDS demands","Known Flow",561325.043898,102476.930095,,0.000000,,,,,,-10.830000,,,,,,-9.684380,-10.830000,,"",,,,,,"D1 PROFILE",,,,,
"94119909404259","Nodes","9404259",21.000000,35.364475,"DDS demands","Known Flow",561332.282432,102351.933501,,0.000000,,,,,,-1.230000,,,,,,-1.099888,-1.230000,,"",,,,,,"D1 PROFILE",,,,,
"94119900000184","Nodes","184",21.000000,35.363764,"Default Known Flow Node","Known Flow",561339.168901,102351.180061,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119900000199","Nodes","199",21.000000,34.368323,"Default Known Flow Node","Known Flow",561363.168908,102384.555070,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119901462556","Nodes","1462556",21.000000,35.361935,"Default Known Flow Node","Known Flow",561339.418902,102368.930066,,0.000000,,,,,,-1.220000,,,,,,-1.090945,-1.220000,,"",,,,,,"D1 PROFILE",,,,,
"94119919404262","Nodes","9404262",21.000000,33.955860,"Default Known Flow Node","Known Flow",561363.793908,102377.055068,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119900000194","Nodes","194",21.000000,32.224660,"Default Known Flow Node","Known Flow",561395.168917,102380.430069,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119900000208","Nodes","208",21.000000,39.448156,"Default Known Flow Node","Known Flow",561115.043840,102429.430082,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"94119909404179","Nodes","9404179",21.000000,39.622974,"DDS demands","Known Flow",561124.408491,102426.932266,,0.000000,,,,,,-14.239999,,,,,,-12.733662,-14.239999,,"",,,,,,"D1 PROFILE",,,,,
"94119900000191","Nodes","191",21.000000,40.321716,"Default Known Flow Node","Known Flow",561116.793841,102366.805065,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
