"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"94115307603361","Nodes","7603361",21.000000,60.985946,"Default Known Flow Node","Known Flow",529154.000000,135790.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94115307603238","Nodes","7603238",21.000000,60.949888,"Default Known Flow Node","Known Flow",529153.000000,135796.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94115307603235","Nodes","7603235",21.000000,58.719697,"DDS demands","Known Flow",529006.000000,136157.000000,,0.000000,,-3.150000,,,-2.816786,-3.150000,,"",,"D1 PROFILE",,
"94115300007373","Nodes","Logger 7373, os 20 Billinton Rd",21.000000,58.750038,"Val Log Post","Known Flow",529018.000000,136147.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94115300000405","Nodes","405",21.000000,58.880115,"Default Known Flow Node","Known Flow",529061.000000,136099.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94115307603360","Nodes","7603360",21.000000,60.910153,"Default Known Flow Node","Known Flow",529151.000000,135802.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94115300000152","Nodes","152",21.000000,58.754218,"DDS demands","Known Flow",528948.000000,135156.000000,,0.000000,,-3.319999,,,-2.968803,-3.319999,,"",,"D1 PROFILE",,
"94115307603389","Nodes","7603389",21.000000,58.754896,"Default Known Flow Node","Known Flow",528950.000000,135148.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94115300000126","Nodes","126",21.000000,59.339617,"Default Known Flow Node","Known Flow",528961.000000,135080.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94115307603394","Nodes","7603394",21.000000,59.348050,"Default Known Flow Node","Known Flow",528974.000000,135082.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94115307603390","Nodes","7603390",21.000000,58.783770,"DDS demands","Known Flow",528902.000000,135119.000000,,0.000000,,-6.289999,,,-5.624630,-6.289999,,"",,"D1 PROFILE",,
"94115300000131","Nodes","131",21.000000,58.713294,"DDS demands","Known Flow",528916.000000,135090.000000,,0.000000,,-5.670000,,,-5.070216,-5.670000,,"",,"D1 PROFILE",,
"94115307603395","Nodes","7603395",21.000000,59.324732,"DDS demands","Known Flow",528940.000000,135068.000000,,0.000000,,-3.000000,,,-2.682653,-3.000000,,"",,"D1 PROFILE",,
"94115300000113","Nodes","113",21.000000,59.322020,"DDS demands","Known Flow",528915.000000,135047.000000,,0.000000,,-2.910000,,,-2.602174,-2.910000,,"",,"D1 PROFILE",,
"94115300000110","Nodes","110",21.000000,59.293956,"DDS demands","Known Flow",528932.000000,135043.000000,,0.000000,,-3.710000,,,-3.317548,-3.710000,,"",,"D1 PROFILE",,
"94115307603388","Nodes","7603388",21.000000,58.764558,"Default Known Flow Node","Known Flow",528957.000000,135149.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94115301462623","Nodes","1462623",21.000000,58.762671,"DDS demands","Known Flow",528958.000000,135146.000000,,0.000000,,-3.250000,,,-2.906208,-3.250000,,"",,"D1 PROFILE",,
"94115300000140","Nodes","140",21.000000,58.777651,"DDS demands","Known Flow",528958.000000,135122.000000,,0.000000,,-6.170000,,,-5.517324,-6.170000,,"",,"D1 PROFILE",,
"94115300000155","Nodes","155",21.000000,58.857463,"DDS demands","Known Flow",528967.000000,135169.000000,,0.000000,,-4.419999,,,-3.952443,-4.419999,,"",,"D1 PROFILE",,
"94115300000160","Nodes","160",21.000000,58.847867,"DDS demands","Known Flow",528944.000000,135176.000000,,0.000000,,-2.109999,,,-1.886799,-2.109999,,"",,"D1 PROFILE",,
"94115307603387","Nodes","7603387",21.000000,58.858186,"Default Known Flow Node","Known Flow",528969.000000,135170.000000,,0.000000,,,,,0.000000,0.000000,,"",,,,
"94115307603392","Nodes","7603392",21.000000,59.323335,"DDS demands","Known Flow",528983.000000,135070.000000,,0.000000,,-2.509999,,,-2.244486,-2.509999,,"",,"D1 PROFILE",,
"94115300000129","Nodes","129",21.000000,59.262517,"DDS demands","Known Flow",528978.000000,135083.000000,,0.000000,,-2.859999,,,-2.557463,-2.859999,,"",,"D1 PROFILE",,
"94115301462530","Nodes","1462530",21.000000,59.319653,"DDS demands","Known Flow",528984.000000,135068.000000,,0.000000,,-3.940000,,,-3.523218,-3.940000,,"",,"D1 PROFILE",,
"94115307603393","Nodes","7603393",21.000000,58.968340,"DDS demands","Known Flow",528997.000000,135041.000000,,0.000000,,-2.990000,,,-2.673711,-2.990000,,"",,"D1 PROFILE",,
"94115307603384","Nodes","7603384",21.000000,59.029898,"DDS demands","Known Flow",528997.000000,135195.000000,,0.000000,,-2.409999,,,-2.155065,-2.409999,,"",,"D1 PROFILE",,
"94115307603391","Nodes","7603391",21.000000,59.292423,"DDS demands","Known Flow",529030.000000,135101.000000,,0.000000,,-3.599999,,,-3.219184,-3.599999,,"",,"D1 PROFILE",,
