"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"94119409306949","Nodes","9306949",21.000000,43.703153,"DDS demands","Known Flow",529998.535374,119864.934826,,0.000000,,-4.800000,,-4.292246,-4.800000,,"",,"D1 PROFILE",
"94119409306905","Nodes","9306905",21.000000,48.701185,"DDS demands","Known Flow",529751.660306,119816.559813,,0.000000,,-2.480000,,-2.217660,-2.480000,,"",,"D1 PROFILE",
"94119409306903","Nodes","9306903, ""SEP00172"", ""AREA 3&4 WEST END FARM"", 354.00",38.000000,48.307309,"CSEP DDS Matched","Known Flow",529719.785298,119815.934813,,0.000000,,,-787.700011,-704.375451,-787.700011,,"",,,"DC PROFILE"
"94119409306904","Nodes","9306904",21.000000,48.588200,"DDS demands","Known Flow",529754.660307,119848.684822,,0.000000,,-4.639999,,-4.149170,-4.639999,,"",,"D1 PROFILE",
"94119409306934","Nodes","9306934",21.000000,49.331585,"DDS demands","Known Flow",529792.160317,119671.559774,,0.000000,,-3.010000,,-2.691595,-3.010000,,"",,"D1 PROFILE",
"94119409306936","Nodes","9306936",21.000000,49.322700,"DDS demands","Known Flow",529766.160310,119684.934777,,0.000000,,-1.879999,,-1.681129,-1.879999,,"",,"D1 PROFILE",
"94119409306935","Nodes","9306935",21.000000,49.311386,"DDS demands","Known Flow",529810.160322,119660.059771,,0.000000,,-3.670000,,-3.281779,-3.670000,,"",,"D1 PROFILE",
"94119409306933","Nodes","9306933",21.000000,49.482140,"DDS demands","Known Flow",529799.160319,119706.684783,,0.000000,,-5.960000,,-5.329538,-5.960000,,"",,"D1 PROFILE",
"94119409306932","Nodes","9306932",21.000000,49.472976,"DDS demands","Known Flow",529767.910311,119730.434790,,0.000000,,-4.110000,,-3.675235,-4.110000,,"",,"D1 PROFILE",
"94119409306907","Nodes","9306907",21.000000,49.143842,"DDS demands","Known Flow",529819.535325,119846.184821,,0.000000,,-5.780000,,-5.168579,-5.780000,,"",,"D1 PROFILE",
"94119409306909","Nodes","9306909",21.000000,47.924517,"DDS demands","Known Flow",529861.785336,119837.309819,,0.000000,,-5.059999,,-4.524742,-5.059999,,"",,"D1 PROFILE",
"94119409306952","Nodes","9306952",21.000000,43.400555,"DDS demands","Known Flow",530024.285381,119930.434844,,0.000000,,-4.239999,,-3.791483,-4.239999,,"",,"D1 PROFILE",
"94119409306394","Nodes","9306394",21.000000,40.624145,"DDS demands","Known Flow",530098.410401,119693.434780,,0.000000,,-4.119999,,-3.684177,-4.119999,,"",,"D1 PROFILE",
"94119409306393","Nodes","9306393",21.000000,40.704077,"DDS demands","Known Flow",530148.535414,119692.309779,,0.000000,,-3.950000,,-3.532160,-3.950000,,"",,"D1 PROFILE",
"94119409306392","Nodes","9306392",21.000000,40.684762,"DDS demands","Known Flow",530109.910404,119726.809789,,0.000000,,-2.829999,,-2.530636,-2.829999,,"",,"D1 PROFILE",
"94119409306391","Nodes","9306391",21.000000,40.746944,"DDS demands","Known Flow",530144.785413,119722.934788,,0.000000,,-4.050000,,-3.621582,-4.050000,,"",,"D1 PROFILE",
"94119400000037","Nodes","37",21.000000,40.843445,"Default Known Flow Node","Known Flow",530147.535414,119773.184801,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306395","Nodes","9306395",21.000000,40.620282,"DDS demands","Known Flow",530181.533371,119692.335019,,0.000000,,-3.199999,,-2.861497,-3.199999,,"",,"D1 PROFILE",
"94119409306396","Nodes","9306396",21.000000,40.667834,"DDS demands","Known Flow",530180.410423,119662.184771,,0.000000,,-4.300000,,-3.845137,-4.300000,,"",,"D1 PROFILE",
"94119400000061","Nodes","61",21.000000,40.716262,"Default Known Flow Node","Known Flow",530155.410416,119821.309815,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306387","Nodes","9306387",21.000000,39.597157,"DDS demands","Known Flow",530076.535395,119855.309824,,0.000000,,-14.439999,,-12.912506,-14.439999,,"",,"D1 PROFILE",
"94119409306384","Nodes","9306384",21.000000,40.688288,"DDS demands","Known Flow",530164.785419,119820.184814,,0.000000,,-2.609999,,-2.333908,-2.609999,,"",,"D1 PROFILE",
"94119409306385","Nodes","9306385",21.000000,40.485611,"DDS demands","Known Flow",530163.785418,119836.684819,,0.000000,,-4.990000,,-4.462147,-4.990000,,"",,"D1 PROFILE",
"94119401462496","Nodes","1462496",21.000000,41.555725,"DDS demands","Known Flow",530175.285422,119994.309862,,0.000000,,-5.539999,,-4.953967,-5.539999,,"",,"D1 PROFILE",
"94119409306367","Nodes","9306367",21.000000,41.566060,"Default Known Flow Node","Known Flow",530180.535423,119998.434863,,0.000000,,,,0.000000,0.000000,,"",,,
"94119400000052","Nodes","52",21.000000,39.761689,"Default Known Flow Node","Known Flow",530214.910432,119810.809812,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306378","Nodes","9306378",21.000000,39.762137,"DDS demands","Known Flow",530214.160432,119805.059810,,0.000000,,-3.910000,,-3.496392,-3.910000,,"",,"D1 PROFILE",
"94119400000091","Nodes","91",21.000000,41.289497,"Default Known Flow Node","Known Flow",530228.035436,119940.809847,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306370","Nodes","9306370",21.000000,41.224183,"DDS demands","Known Flow",530234.035438,119938.309846,,0.000000,,-2.329999,,-2.083527,-2.329999,,"",,"D1 PROFILE",
"94119400000085","Nodes","85",21.000000,40.784403,"DDS demands","Known Flow",530292.910454,119924.309843,,0.000000,,-0.829999,,-0.742200,-0.829999,,"",,"D1 PROFILE",
"94119409306373","Nodes","9306373",21.000000,40.788899,"DDS demands","Known Flow",530294.535454,119918.184841,,0.000000,,-3.749999,,-3.353317,-3.749999,,"",,"D1 PROFILE",
"94119409306375","Nodes","9306375",21.000000,40.785862,"DDS demands","Known Flow",530336.160465,119897.184835,,0.000000,,-3.209999,,-2.870439,-3.209999,,"",,"D1 PROFILE",
"94119409306399","Nodes","9306399",21.000000,43.574962,"Default Known Flow Node","Known Flow",530024.910381,119704.059783,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306397","Nodes","9306397",21.000000,43.574962,"Default Known Flow Node","Known Flow",530023.660380,119734.434791,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306389","Nodes","9306389",21.000000,41.210482,"DDS demands","Known Flow",530129.535409,119781.184804,,0.000000,,-5.010000,,-4.480031,-5.010000,,"",,"D1 PROFILE",
"94119409306390","Nodes","9306390",21.000000,41.202776,"DDS demands","Known Flow",530131.658869,119772.601411,,0.000000,,-4.790000,,-4.283303,-4.790000,,"",,"D1 PROFILE",
"94119400000013","Nodes","13",21.000000,40.620282,"Default Known Flow Node","Known Flow",530196.660427,119693.309780,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306386","Nodes","9306386",21.000000,40.722956,"DDS demands","Known Flow",530158.035417,119816.434813,,0.000000,,-6.010000,,-5.374249,-6.010000,,"",,"D1 PROFILE",
"94119409306369","Nodes","9306369",21.000000,41.267441,"DDS demands","Known Flow",530128.910409,119988.309860,,0.000000,,-6.300000,,-5.633573,-6.300000,,"",,"D1 PROFILE",
"94119400000063","Nodes","63",21.000000,39.761151,"DDS demands","Known Flow",530234.160438,119825.684816,,0.000000,,-3.170000,,-2.834670,-3.170000,,"",,"D1 PROFILE",
"94119409306380","Nodes","9306380",21.000000,39.691690,"DDS demands","Known Flow",530223.910435,119732.309790,,0.000000,,-0.759999,,-0.679605,-0.759999,,"",,"D1 PROFILE",
"94119409306381","Nodes","9306381",21.000000,39.626911,"DDS demands","Known Flow",530189.160425,119725.809789,,0.000000,,-3.989999,,-3.567929,-3.989999,,"",,"D1 PROFILE",
"94119409306382","Nodes","9306382",21.000000,39.703793,"DDS demands","Known Flow",530224.035435,119699.059781,,0.000000,,-6.679999,,-5.973375,-6.679999,,"",,"D1 PROFILE",
"94119409306383","Nodes","9306383",21.000000,39.633671,"DDS demands","Known Flow",530247.410441,119677.684775,,0.000000,,-5.579999,,-4.989735,-5.579999,,"",,"D1 PROFILE",
"94119409306366","Nodes","9306366",21.000000,41.653266,"DDS demands","Known Flow",530206.285430,119990.684861,,0.000000,,-3.819999,,-3.415912,-3.819999,,"",,"D1 PROFILE",
"94119409306379","Nodes","9306379",21.000000,39.746192,"DDS demands","Known Flow",530231.285437,119732.809790,,0.000000,,-1.529999,,-1.368153,-1.529999,,"",,"D1 PROFILE",
"94119400000026","Nodes","26",21.000000,39.746192,"Default Known Flow Node","Known Flow",530252.535443,119731.309790,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306371","Nodes","9306371",21.000000,41.159198,"DDS demands","Known Flow",530261.035445,119945.059848,,0.000000,,-2.409999,,-2.155065,-2.409999,,"",,"D1 PROFILE",
"94119401462509","Nodes","1462509",21.000000,41.080031,"Default Known Flow Node","Known Flow",530235.535438,119929.309844,,0.000000,,,,0.000000,0.000000,,"",,,
"94119400000073","Nodes","73",21.000000,40.964194,"Default Known Flow Node","Known Flow",530243.785440,119862.809826,,0.000000,,,,0.000000,0.000000,,"",,,
"94119400000095","Nodes","95",21.000000,41.158051,"DDS demands","Known Flow",530272.785448,119955.809851,,0.000000,,-0.950000,,-0.849507,-0.950000,,"",,"D1 PROFILE",
"94119409306372","Nodes","9306372",21.000000,41.092902,"DDS demands","Known Flow",530261.660445,119937.059846,,0.000000,,-2.990000,,-2.673711,-2.990000,,"",,"D1 PROFILE",
"94119409306374","Nodes","9306374",21.000000,40.762832,"DDS demands","Known Flow",530330.535464,119954.309851,,0.000000,,-2.380000,,-2.128238,-2.380000,,"",,"D1 PROFILE",
"94119409306331","Nodes","9306331",21.000000,40.830414,"DDS demands","Known Flow",530235.535438,119860.934825,,0.000000,,-4.010000,,-3.585814,-4.010000,,"",,"D1 PROFILE",
"94119409306376","Nodes","9306376",21.000000,40.139837,"DDS demands","Known Flow",530197.301565,119814.529783,,0.000000,,-3.549999,,-3.174473,-3.549999,,"",,"D1 PROFILE",
"94119409306330","Nodes","9306330",21.000000,43.537121,"DDS demands","Known Flow",530029.035382,119793.684807,,0.000000,,-3.260000,,-2.915150,-3.260000,,"",,"D1 PROFILE",
"94119409306398","Nodes","9306398",21.000000,43.058094,"DDS demands","Known Flow",530065.410392,119730.434790,,0.000000,-13.839999,,,-12.375975,-13.839999,,"","C4 PROFILE",,
"94119404904543","Nodes","4904543",21.000000,41.202690,"Default Known Flow Node","Known Flow",530130.530911,119772.557873,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306400","Nodes","9306400",21.000000,41.200138,"DDS demands","Known Flow",530096.785400,119768.559800,,0.000000,,-1.039999,,-0.929986,-1.039999,,"",,"D1 PROFILE",
"94119409306377","Nodes","9306377",21.000000,39.776377,"Default Known Flow Node","Known Flow",530201.660429,119804.059810,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306388","Nodes","9306388",21.000000,39.775501,"DDS demands","Known Flow",530163.660418,119788.809806,,0.000000,,-3.130000,,-2.798902,-3.130000,,"",,"D1 PROFILE",
"94119400000049","Nodes","49",21.000000,40.842965,"Default Known Flow Node","Known Flow",530163.910419,119803.809810,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306953","Nodes","9306953",21.000000,43.400555,"Default Known Flow Node","Known Flow",530030.035382,119929.059844,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306954","Nodes","9306954",21.000000,43.391493,"DDS demands","Known Flow",530035.660384,119969.559855,,0.000000,,-1.789999,,-1.600649,-1.789999,,"",,"D1 PROFILE",
"94119409306950","Nodes","9306950",21.000000,43.641895,"Default Known Flow Node","Known Flow",530043.035386,119863.184826,,0.000000,,,,0.000000,0.000000,,"",,,
"94119404904540","Nodes","4904540",21.000000,43.543922,"Default Known Flow Node","Known Flow",530029.411711,119796.941473,,0.000000,,,,0.000000,0.000000,,"",,,
"94119400000103","Nodes","103",21.000000,41.541222,"DDS demands","Known Flow",530179.910423,120005.684865,,0.000000,,-3.759999,,-3.362259,-3.759999,,"",,"D1 PROFILE",
"94119409306359","Nodes","9306359",21.000000,42.792318,"DDS demands","Known Flow",530194.285427,120129.434898,,0.000000,,-4.849999,,-4.336956,-4.849999,,"",,"D1 PROFILE",
"94119400000152","Nodes","152",21.000000,42.908123,"Default Known Flow Node","Known Flow",530195.535427,120122.559896,,0.000000,,,,0.000000,0.000000,,"",,,
"94119400000139","Nodes","139",21.000000,42.205008,"DDS demands","Known Flow",530242.160440,120097.309890,,0.000000,,-1.820000,,-1.627476,-1.820000,,"",,"D1 PROFILE",
"94119409306363","Nodes","9306363",21.000000,42.209763,"DDS demands","Known Flow",530245.535441,120076.684884,,0.000000,,-3.339999,,-2.986687,-3.339999,,"",,"D1 PROFILE",
"94119400000124","Nodes","124",21.000000,42.340407,"DDS demands","Known Flow",530246.910441,120069.434882,,0.000000,,-1.900000,,-1.699014,-1.900000,,"",,"D1 PROFILE",
"94119409306362","Nodes","9306362",21.000000,42.415074,"Default Known Flow Node","Known Flow",530238.037468,120067.052324,,0.000000,,,,0.000000,0.000000,,"",,,
"94119400000111","Nodes","111",21.000000,42.155878,"DDS demands","Known Flow",530314.660460,120036.809873,,0.000000,,-0.769999,,-0.688547,-0.769999,,"",,"D1 PROFILE",
"94119409306365","Nodes","9306365",21.000000,42.156445,"Default Known Flow Node","Known Flow",530317.910460,120049.809877,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306352","Nodes","9306352",21.000000,43.720717,"DDS demands","Known Flow",530336.660466,120141.059902,,0.000000,,-4.550000,,-4.068691,-4.550000,,"",,"D1 PROFILE",
"94119400000167","Nodes","167",21.000000,43.818521,"DDS demands","Known Flow",530340.285467,120150.184904,,0.000000,,-1.789999,,-1.600649,-1.789999,,"",,"D1 PROFILE",
"94119400000188","Nodes","188",21.000000,45.528512,"DDS demands","Known Flow",530400.285483,120244.059930,,0.000000,,-5.010000,,-4.480031,-5.010000,,"",,"D1 PROFILE",
"94119409306355","Nodes","9306355",21.000000,45.656324,"Default Known Flow Node","Known Flow",530399.160483,120216.934922,,0.000000,,,,0.000000,0.000000,,"",,,
"94119400000178","Nodes","178",21.000000,45.639537,"DDS demands","Known Flow",530417.160487,120208.434920,,0.000000,,-3.089999,,-2.763133,-3.089999,,"",,"D1 PROFILE",
"94119409306356","Nodes","9306356",21.000000,45.652141,"DDS demands","Known Flow",530397.910482,120209.559920,,0.000000,,-2.650000,,-2.369677,-2.650000,,"",,"D1 PROFILE",
"94119401462486","Nodes","1462486",21.000000,43.623098,"Default Known Flow Node","Known Flow",530433.160492,120135.059900,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306351","Nodes","9306351",21.000000,43.633955,"DDS demands","Known Flow",530394.410481,120142.559902,,0.000000,,-0.939999,,-0.840564,-0.939999,,"",,"D1 PROFILE",
"94119409306323","Nodes","9306323",21.000000,43.622757,"Default Known Flow Node","Known Flow",530443.160494,120129.684898,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306358","Nodes","9306358",21.000000,43.428739,"DDS demands","Known Flow",530136.910411,120096.809889,,0.000000,,-6.179999,,-5.526266,-6.179999,,"",,"D1 PROFILE",
"94119400000143","Nodes","143",21.000000,43.350459,"DDS demands","Known Flow",530142.285413,120105.559892,,0.000000,,-0.959999,,-0.858449,-0.959999,,"",,"D1 PROFILE",
"94119409306348","Nodes","9306348",21.000000,44.280066,"DDS demands","Known Flow",530456.660498,120222.809924,,0.000000,,-9.989999,,-8.933236,-9.989999,,"",,"D1 PROFILE",
"94119400000174","Nodes","174",21.000000,43.806550,"DDS demands","Known Flow",530452.785497,120188.809915,,0.000000,,-5.090000,,-4.551569,-5.090000,,"",,"D1 PROFILE",
"94119409306368","Nodes","9306368",21.000000,41.315576,"DDS demands","Known Flow",530126.785408,120058.434879,,0.000000,,-4.070000,,-3.639466,-4.070000,,"",,"D1 PROFILE",
"94119409306328","Nodes","9306328",21.000000,42.611336,"DDS demands","Known Flow",530215.785433,120035.434873,,0.000000,,-1.500000,,-1.341326,-1.500000,,"",,"D1 PROFILE",
"94119409306361","Nodes","9306361",21.000000,42.724017,"Default Known Flow Node","Known Flow",530214.785432,120054.809878,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306961","Nodes","9306961",21.000000,43.252548,"DDS demands","Known Flow",530029.160382,120027.059870,,0.000000,,-7.340000,,-6.563559,-7.340000,,"",,"D1 PROFILE",
"94119409306963","Nodes","9306963",21.000000,43.167566,"DDS demands","Known Flow",530057.035389,120088.184887,,0.000000,,-4.999999,,-4.471089,-4.999999,,"",,"D1 PROFILE",
"94119409306360","Nodes","9306360",21.000000,42.789043,"DDS demands","Known Flow",530215.160432,120184.309913,,0.000000,,-0.669999,,-0.599125,-0.669999,,"",,"D1 PROFILE",
"94119400000140","Nodes","140",21.000000,42.858849,"DDS demands","Known Flow",530204.035429,120100.184890,,0.000000,,-5.010000,,-4.480031,-5.010000,,"",,"D1 PROFILE",
"94119404904542","Nodes","4904542",21.000000,42.606930,"Default Known Flow Node","Known Flow",530225.784952,120056.443103,,0.000000,,,,0.000000,0.000000,,"",,,
"94119400000112","Nodes","112",21.000000,42.405840,"DDS demands","Known Flow",530241.035439,120037.309873,,0.000000,,-2.119999,,-1.895741,-2.119999,,"",,"D1 PROFILE",
"94119409306364","Nodes","9306364",21.000000,42.162309,"Default Known Flow Node","Known Flow",530321.160461,120056.434878,,0.000000,,,,0.000000,0.000000,,"",,,
"94119400000117","Nodes","117",21.000000,42.139189,"DDS demands","Known Flow",530293.785454,120054.809878,,0.000000,,-2.630000,,-2.351793,-2.630000,,"",,"D1 PROFILE",
"94119400000132","Nodes","132",21.000000,42.059935,"DDS demands","Known Flow",530312.160459,120083.184886,,0.000000,,-2.580000,,-2.307082,-2.580000,,"",,"D1 PROFILE",
"94119409306354","Nodes","9306354",21.000000,43.647558,"DDS demands","Known Flow",530293.410454,120141.559902,,0.000000,,-4.199999,,-3.755715,-4.199999,,"",,"D1 PROFILE",
"94119409306353","Nodes","9306353",21.000000,44.227130,"DDS demands","Known Flow",530332.068183,120184.052552,,0.000000,,-7.550000,,-6.751345,-7.550000,,"",,"D1 PROFILE",
"94119400000180","Nodes","180",21.000000,45.680489,"DDS demands","Known Flow",530344.160468,120212.059921,,0.000000,,-1.779999,,-1.591707,-1.779999,,"",,"D1 PROFILE",
"94119409306325","Nodes","9306325",21.000000,46.117228,"DDS demands","Known Flow",530342.535467,120257.434933,,0.000000,,-1.760000,,-1.573823,-1.760000,,"",,"D1 PROFILE",
"94119409306326","Nodes","9306326",21.000000,45.284283,"Default Known Flow Node","Known Flow",530341.660467,120204.809919,,0.000000,,,,0.000000,0.000000,,"",,,
"94119400000171","Nodes","171",21.000000,43.616896,"DDS demands","Known Flow",530392.535481,120169.934909,,0.000000,,-3.010000,,-2.691595,-3.010000,,"",,"D1 PROFILE",
"94119409306357","Nodes","9306357",21.000000,45.607400,"DDS demands","Known Flow",530361.285472,120201.684918,,0.000000,,-3.029999,,-2.709480,-3.029999,,"",,"D1 PROFILE",
"94119409306349","Nodes","9306349",21.000000,43.594914,"DDS demands","Known Flow",530452.896074,120156.237790,,0.000000,,-9.300000,,-8.316226,-9.300000,,"",,"D1 PROFILE",
