"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"94119409306923","Nodes","9306923",21.000000,49.697298,"DDS demands","Known Flow",529842.285331,119704.434783,,0.000000,,-2.359999,,-2.110354,-2.359999,,"",,"D1 PROFILE",
"94119409306922","Nodes","9306922",21.000000,49.708468,"DDS demands","Known Flow",529864.910337,119695.809780,,0.000000,,-1.739999,,-1.555939,-1.739999,,"",,"D1 PROFILE",
"94119409306930","Nodes","9306930",21.000000,49.645669,"DDS demands","Known Flow",529842.535331,119639.059765,,0.000000,,-3.420000,,-3.058225,-3.420000,,"",,"D1 PROFILE",
"94119409306919","Nodes","9306919",21.000000,49.812104,"Default Known Flow Node","Known Flow",529848.035333,119726.184789,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306920","Nodes","9306920",21.000000,49.777472,"DDS demands","Known Flow",529875.410340,119731.809790,,0.000000,,-6.690000,,-5.982318,-6.690000,,"",,"D1 PROFILE",
"94119409306927","Nodes","9306927",21.000000,49.542091,"DDS demands","Known Flow",529892.785345,119673.184774,,0.000000,,-4.639999,,-4.149170,-4.639999,,"",,"D1 PROFILE",
"94119409306928","Nodes","9306928",21.000000,49.603131,"DDS demands","Known Flow",529928.910355,119669.434773,,0.000000,,-2.349999,,-2.101411,-2.349999,,"",,"D1 PROFILE",
"94119409306998","Nodes","9306998, ""BRAMBLE GARDENS""",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",529863.660337,119763.809799,,9395.000254,,,,953.239167,1066.003248,,"",,,
"94119409306918","Nodes","9306918",21.000000,49.956650,"DDS demands","Known Flow",529862.410336,119771.309801,,0.000000,,-1.200000,,-1.073061,-1.200000,,"",,"D1 PROFILE",
"94119409306957","Nodes","9306957",21.000000,43.262851,"DDS demands","Known Flow",529978.285368,119973.434856,,0.000000,,-2.640000,,-2.360735,-2.640000,,"",,"D1 PROFILE",
"94119409306958","Nodes","9306958",21.000000,43.185796,"DDS demands","Known Flow",529932.285355,119964.559853,,0.000000,,-4.289999,,-3.836194,-4.289999,,"",,"D1 PROFILE",
"94119409306906","Nodes","9306906",21.000000,49.290358,"DDS demands","Known Flow",529801.285320,119798.559808,,0.000000,,-5.539999,,-4.953967,-5.539999,,"",,"D1 PROFILE",
"94119409306908","Nodes","9306908",21.000000,49.374921,"DDS demands","Known Flow",529808.910322,119795.934808,,0.000000,,-2.300000,,-2.056701,-2.300000,,"",,"D1 PROFILE",
"94119409306917","Nodes","9306917",21.000000,49.881617,"DDS demands","Known Flow",529850.160333,119768.309800,,0.000000,,-1.960000,,-1.752667,-1.960000,,"",,"D1 PROFILE",
"94119409306921","Nodes","9306921",21.000000,49.752745,"DDS demands","Known Flow",529878.660341,119698.434781,,0.000000,,-5.749999,,-5.141752,-5.749999,,"",,"D1 PROFILE",
"94119409306924","Nodes","9306924",21.000000,49.736356,"DDS demands","Known Flow",529919.410352,119740.559793,,0.000000,,-3.280000,,-2.933034,-3.280000,,"",,"D1 PROFILE",
"94119409306925","Nodes","9306925",21.000000,49.698814,"DDS demands","Known Flow",529925.785354,119702.684782,,0.000000,,-3.729999,,-3.335432,-3.729999,,"",,"D1 PROFILE",
"94119409306926","Nodes","9306926",21.000000,49.686469,"DDS demands","Known Flow",529950.660360,119707.684784,,0.000000,,-2.669999,,-2.387561,-2.669999,,"",,"D1 PROFILE",
"94119409306929","Nodes","9306929",21.000000,49.603131,"Default Known Flow Node","Known Flow",529931.285355,119663.809772,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306916","Nodes","9306916",21.000000,49.631729,"DDS demands","Known Flow",529804.910321,119779.809803,,0.000000,,-1.290000,,-1.153541,-1.290000,,"",,"D1 PROFILE",
"94119409306931","Nodes","9306931",21.000000,49.525011,"DDS demands","Known Flow",529799.660319,119742.059793,,0.000000,,-4.969999,,-4.444263,-4.969999,,"",,"D1 PROFILE",
"94119401462515","Nodes","1462515",21.000000,49.956650,"Default Known Flow Node","Known Flow",529866.035337,119772.184801,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306911","Nodes","9306911",21.000000,46.959017,"DDS demands","Known Flow",529895.160345,119794.059807,,0.000000,,-0.850000,,-0.760085,-0.850000,,"",,"D1 PROFILE",
"94119409306910","Nodes","9306910",21.000000,48.010576,"DDS demands","Known Flow",529851.910334,119812.309812,,0.000000,,-4.429999,,-3.961385,-4.429999,,"",,"D1 PROFILE",
"94119409306912","Nodes","9306912",21.000000,46.283716,"DDS demands","Known Flow",529913.035350,119812.934812,,0.000000,,-2.019999,,-1.806320,-2.019999,,"",,"D1 PROFILE",
"94119409306913","Nodes","9306913",21.000000,46.202564,"DDS demands","Known Flow",529916.035351,119832.309818,,0.000000,,-5.689999,,-5.088099,-5.689999,,"",,"D1 PROFILE",
"94119409306914","Nodes","9306914",21.000000,46.145124,"DDS demands","Known Flow",529920.160352,119811.559812,,0.000000,,-1.240000,,-1.108830,-1.240000,,"",,"D1 PROFILE",
"94119409306915","Nodes","9306915",21.000000,46.124547,"DDS demands","Known Flow",529921.035352,119783.809804,,0.000000,,-3.250000,,-2.906208,-3.250000,,"",,"D1 PROFILE",
"94119409306944","Nodes","9306944",21.000000,43.569402,"DDS demands","Known Flow",529962.910364,119894.809835,,0.000000,,-4.790000,,-4.283303,-4.790000,,"",,"D1 PROFILE",
"94119409306947","Nodes","9306947",21.000000,43.614517,"DDS demands","Known Flow",529978.785368,119878.559830,,0.000000,,-1.269999,,-1.135656,-1.269999,,"",,"D1 PROFILE",
"94119409306943","Nodes","9306943",21.000000,43.326278,"DDS demands","Known Flow",529935.285356,119890.184833,,0.000000,,-8.590000,,-7.681332,-8.590000,,"",,"D1 PROFILE",
"94119409306945","Nodes","9306945",21.000000,43.558236,"DDS demands","Known Flow",529964.785364,119903.809837,,0.000000,,-3.530000,,-3.156589,-3.530000,,"",,"D1 PROFILE",
"94119409306946","Nodes","9306946",21.000000,43.530739,"DDS demands","Known Flow",529972.910367,119916.309840,,0.000000,,-4.369999,,-3.907732,-4.369999,,"",,"D1 PROFILE",
"94119409306938","Nodes","9306938",21.000000,44.946655,"DDS demands","Known Flow",529975.182036,119768.556480,,0.000000,,-2.009999,,-1.797377,-2.009999,,"",,"D1 PROFILE",
"94119409306939","Nodes","9306939",21.000000,44.941460,"DDS demands","Known Flow",529973.535367,119757.809797,,0.000000,,-2.640000,,-2.360735,-2.640000,,"",,"D1 PROFILE",
"94119409306940","Nodes","9306940",21.000000,44.940840,"DDS demands","Known Flow",529994.910373,119770.934801,,0.000000,,-2.390000,,-2.137181,-2.390000,,"",,"D1 PROFILE",
"94119409306937","Nodes","9306937",21.000000,45.001789,"DDS demands","Known Flow",529976.160367,119801.434809,,0.000000,,-1.999999,,-1.788435,-1.999999,,"",,"D1 PROFILE",
"94119409306941","Nodes","9306941",21.000000,44.447585,"DDS demands","Known Flow",529989.910371,119824.434815,,0.000000,,-6.849999,,-6.125392,-6.849999,,"",,"D1 PROFILE",
"94119409306942","Nodes","9306942",21.000000,44.437139,"DDS demands","Known Flow",529986.535370,119791.059806,,0.000000,,-2.130000,,-1.904684,-2.130000,,"",,"D1 PROFILE",
"94119409306948","Nodes","9306948",21.000000,43.700486,"Default Known Flow Node","Known Flow",529991.285372,119863.684826,,0.000000,,,,0.000000,0.000000,,"",,,
"94119409306951","Nodes","9306951",21.000000,43.485077,"DDS demands","Known Flow",529995.910373,119932.309845,,0.000000,,-5.820000,,-5.204348,-5.820000,,"",,"D1 PROFILE",
"94119409306955","Nodes","9306955",21.000000,43.481156,"DDS demands","Known Flow",529990.285371,119945.434848,,0.000000,,-1.190000,,-1.064119,-1.190000,,"",,"D1 PROFILE",
