"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"94119080001046","Nodes","80001046","21.000000","29.730651","DDS demands","Known Flow","550694.407500","123630.698437","","0.000000","","","-1.029999","","","-0.921044","-1.029999","","","","","D1 PROFILE","",""
"94119080001052","Nodes","80001052","21.000000","29.729983","DDS demands","Known Flow","550709.095000","123653.339062","","0.000000","","","-0.519999","","","-0.464993","-0.519999","","","","","D1 PROFILE","",""
"94119080001051","Nodes","80001051","21.000000","29.728130","DDS demands","Known Flow","550671.970000","123648.878125","","0.000000","","","-1.059999","","","-0.947870","-1.059999","","","","","D1 PROFILE","",""
"94119080001045","Nodes","P11127377, HIGH STREET, (FY1-30.37&FY5-60.65)","22.999998","30.775674","CSEP Unmatched","Known Flow","549795.345000","123277.932812","","0.000000","","","","-30.370000","","-27.157398","-30.370000","","","","","","DC PROFILE",""
"94119080001043","Nodes","80001043","21.000000","29.641822","DDS demands","Known Flow","550634.970000","123619.550000","","0.000000","","","-2.300000","","","-2.056701","-2.300000","","","","","D1 PROFILE","",""
"94119080000983","Nodes","80000983","21.000000","29.644836","DDS demands","Known Flow","550703.470000","123616.432812","","0.000000","","","-6.619999","","","-5.919722","-6.619999","","","","","D1 PROFILE","",""
"94119080001044","Nodes","80001044","21.000000","29.800981","Default Known Flow Node","Known Flow","550616.095000","123747.800000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"94119080000980","Nodes","80000980","21.000000","29.814390","DDS demands","Known Flow","550601.095000","123784.182812","","0.000000","","","-3.329999","","","-2.977745","-3.329999","","","","","D1 PROFILE","",""
"94119080000974","Nodes","80000974","21.000000","29.686921","Default Known Flow Node","Known Flow","550438.845000","123643.182812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"94119080001039","Nodes","80001039","21.000000","29.330750","DDS demands","Known Flow","550387.345000","123611.018750","","0.000000","","","-5.389999","","","-4.819834","-5.389999","","","","","D1 PROFILE","",""
"94119080000973","Nodes","80000973","21.000000","29.324152","DDS demands","Known Flow","550381.970000","123587.182812","","0.000000","","","-1.710000","","","-1.529112","-1.710000","","","","","D1 PROFILE","",""
"94119080000952","Nodes","80000952","21.000000","23.324710","Default Known Flow Node","Known Flow","550117.470000","123753.932812","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"94119080001020","Nodes","80001020","21.000000","23.278648","DDS demands","Known Flow","550157.470000","123784.268750","","0.000000","","","-5.429999","","","-4.855602","-5.429999","","","","","D1 PROFILE","",""
"94119080000959","Nodes","80000959","21.000000","23.473432","DDS demands","Known Flow","550196.345000","123814.800000","","0.000000","","","-4.610000","","","-4.122344","-4.610000","","","","","D1 PROFILE","",""
