"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(D1)"
"94115600000071","Nodes","-56",21.000000,37.545450,"Default Known Flow Node","Known Flow",526013.375000,133975.625000,,0.000000,,0.000000,0.000000,,"",
"94115600000012","Nodes","-1462470",21.000000,37.708005,"DDS demands","Known Flow",526042.500000,133961.750000,,0.000000,-7.489999,-6.697691,-7.489999,,"","D1 PROFILE"
"94115600000050","Nodes","-30",21.000000,37.126337,"Default Known Flow Node","Known Flow",526221.375000,133776.875000,,0.000000,,0.000000,0.000000,,"",
"94115600000048","Nodes","-29",21.000000,37.431445,"Default Known Flow Node","Known Flow",526252.500000,133765.625000,,0.000000,,0.000000,0.000000,,"",
"94115600000007","Nodes","-11",21.000000,37.955033,"DDS demands","Known Flow",526105.500000,133682.250000,,0.000000,-6.769999,-6.053854,-6.769999,,"","D1 PROFILE"
"94115607605325","Nodes","7605325",21.000000,38.036477,"DDS demands","Known Flow",526109.250000,133697.375000,,0.000000,-5.330000,-4.766181,-5.330000,,"","D1 PROFILE"
"94115600000049","Nodes","-3",21.000000,38.037011,"DDS demands","Known Flow",526171.875000,133595.625000,,0.000000,-7.799999,-6.974899,-7.799999,,"","D1 PROFILE"
"94115600000039","Nodes","-2",21.000000,38.093308,"Default Known Flow Node","Known Flow",526213.125000,133567.875000,,0.000000,,0.000000,0.000000,,"",
"94115607605330","Nodes","7605330",21.000000,38.007759,"DDS demands","Known Flow",526216.250000,133621.375000,,0.000000,-21.530000,-19.252512,-21.530000,,"","D1 PROFILE"
"94115600000031","Nodes","-1462500",21.000000,37.955518,"DDS demands","Known Flow",526207.500000,133699.000000,,0.000000,-4.679999,-4.184939,-4.679999,,"","D1 PROFILE"
"94115600000032","Nodes","-1462501",21.000000,38.007759,"Default Known Flow Node","Known Flow",526217.125000,133622.000000,,0.000000,,0.000000,0.000000,,"",
"94115600000066","Nodes","-5",21.000000,37.964119,"Default Known Flow Node","Known Flow",526241.375000,133609.750000,,0.000000,,0.000000,0.000000,,"",
"94115607605009","Nodes","Hollingbourne Crescent DG, Constant, Site ID 4757",21.000000,38.000000,"Default Known Pressure Node","Known Pressure",526109.750000,133812.875000,,4606.999988,,380.516500,425.530009,,"",
"94115607605313","Nodes","7605313",21.000000,37.949485,"Default Known Flow Node","Known Flow",526109.750000,133803.625000,,0.000000,,0.000000,0.000000,,"",
"94115600000051","Nodes","-31",21.000000,37.900601,"DDS demands","Known Flow",526133.875000,133801.000000,,0.000000,-7.210000,-6.447311,-7.210000,,"","D1 PROFILE"
"94115600000043","Nodes","-24",21.000000,37.817106,"DDS demands","Known Flow",526123.625000,133757.000000,,0.000000,-7.329999,-6.554617,-7.329999,,"","D1 PROFILE"
"94115600000015","Nodes","-1462476",21.000000,37.419873,"Default Known Flow Node","Known Flow",526334.375000,133997.250000,,0.000000,,0.000000,0.000000,,"",
"94115600000074","Nodes","-60",21.000000,37.419873,"Default Known Flow Node","Known Flow",526334.375000,133991.250000,,0.000000,,0.000000,0.000000,,"",
"94115600000065","Nodes","-49",21.000000,37.417835,"DDS demands","Known Flow",526063.125000,133935.500000,,0.000000,-8.159999,-7.296817,-8.159999,,"","D1 PROFILE"
"94115600000053","Nodes","-35",21.000000,37.847731,"DDS demands","Known Flow",526168.750000,133818.500000,,0.000000,-10.260000,-9.174676,-10.260000,,"","D1 PROFILE"
"94115607605312","Nodes","7605312",21.000000,37.903227,"Default Known Flow Node","Known Flow",526179.750000,133856.625000,,0.000000,,0.000000,0.000000,,"",
"94115600000042","Nodes","-23",21.000000,37.851274,"DDS demands","Known Flow",526202.500000,133736.375000,,0.000000,-6.639999,-5.937606,-6.639999,,"","D1 PROFILE"
"94115607605311","Nodes","7605311",21.000000,37.456013,"DDS demands","Known Flow",526221.375000,133962.000000,,0.000000,-6.959999,-6.223756,-6.959999,,"","D1 PROFILE"
"94115600000055","Nodes","-39",21.000000,37.896985,"Default Known Flow Node","Known Flow",526228.375000,133842.250000,,0.000000,,0.000000,0.000000,,"",
"94115600000041","Nodes","-22",21.000000,37.821508,"DDS demands","Known Flow",526204.250000,133726.625000,,0.000000,-7.949999,-7.109032,-7.949999,,"","D1 PROFILE"
"94115600000034","Nodes","-15",21.000000,37.966930,"DDS demands","Known Flow",526206.750000,133713.250000,,0.000000,-7.369999,-6.590385,-7.369999,,"","D1 PROFILE"
"94115600000037","Nodes","-18",21.000000,38.039337,"Default Known Flow Node","Known Flow",526169.000000,133721.625000,,0.000000,,0.000000,0.000000,,"",
"94115600000008","Nodes","-12",21.000000,38.010508,"Default Known Flow Node","Known Flow",526270.000000,133687.375000,,0.000000,,0.000000,0.000000,,"",
"94115600000018","Nodes","-1462479",21.000000,38.031262,"Default Known Flow Node","Known Flow",526294.125000,133821.250000,,0.000000,,0.000000,0.000000,,"",
"94115600000028","Nodes","-1462496",21.000000,37.836898,"DDS demands","Known Flow",526243.000000,133865.250000,,0.000000,-6.530000,-5.839243,-6.530000,,"","D1 PROFILE"
"94115600000059","Nodes","-43",21.000000,37.563984,"DDS demands","Known Flow",526261.625000,133877.000000,,0.000000,-9.130000,-8.164209,-9.130000,,"","D1 PROFILE"
"94115600000044","Nodes","-25",21.000000,37.431445,"DDS demands","Known Flow",526251.625000,133758.000000,,0.000000,-7.109999,-6.357889,-7.109999,,"","D1 PROFILE"
"94115600000046","Nodes","-27",21.000000,37.274336,"DDS demands","Known Flow",526227.375000,133758.875000,,0.000000,-10.770000,-9.630727,-10.770000,,"","D1 PROFILE"
"94115600000047","Nodes","-28",21.000000,37.431445,"Default Known Flow Node","Known Flow",526258.250000,133762.375000,,0.000000,,0.000000,0.000000,,"",
"94115600000026","Nodes","-1462492",21.000000,37.675383,"DDS demands","Known Flow",526267.500000,133751.625000,,0.000000,-6.199999,-5.544150,-6.199999,,"","D1 PROFILE"
"94115600000013","Nodes","-1462471",21.000000,37.750634,"DDS demands","Known Flow",526297.000000,133949.500000,,0.000000,-4.600000,-4.113402,-4.600000,,"","D1 PROFILE"
"94115600000011","Nodes","-1462469",21.000000,37.800886,"Default Known Flow Node","Known Flow",526308.750000,133906.125000,,0.000000,,0.000000,0.000000,,"",
"94115600000061","Nodes","-45",21.000000,37.497515,"DDS demands","Known Flow",526299.875000,133900.000000,,0.000000,-9.850000,-8.808046,-9.850000,,"","D1 PROFILE"
"94115600000023","Nodes","-1462486",21.000000,38.073520,"DDS demands","Known Flow",526109.750000,133699.250000,,0.000000,-7.239999,-6.474137,-7.239999,,"","D1 PROFILE"
"94115600000040","Nodes","-21",21.000000,37.759465,"DDS demands","Known Flow",526116.375000,133725.500000,,0.000000,-8.920000,-7.976423,-8.920000,,"","D1 PROFILE"
"94115600000020","Nodes","-1462481",21.000000,38.193648,"Default Known Flow Node","Known Flow",526116.125000,133724.250000,,0.000000,,0.000000,0.000000,,"",
"94115600000036","Nodes","-17",21.000000,38.159880,"DDS demands","Known Flow",526155.125000,133718.375000,,0.000000,-7.289999,-6.518848,-7.289999,,"","D1 PROFILE"
"94115600000001","Nodes","-1",21.000000,38.093308,"Default Known Flow Node","Known Flow",526223.250000,133563.000000,,0.000000,,0.000000,0.000000,,"",
"94115600000090","Nodes","-8",21.000000,37.833228,"Default Known Flow Node","Known Flow",526253.500000,133643.500000,,0.000000,,0.000000,0.000000,,"",
"94115600000056","Nodes","-4",21.000000,37.964119,"Default Known Flow Node","Known Flow",526251.750000,133602.625000,,0.000000,,0.000000,0.000000,,"",
"94115600000002","Nodes","-10",21.000000,37.833228,"Default Known Flow Node","Known Flow",526254.625000,133656.750000,,0.000000,,0.000000,0.000000,,"",
"94115600000082","Nodes","-7",21.000000,37.833228,"Default Known Flow Node","Known Flow",526262.875000,133641.375000,,0.000000,,0.000000,0.000000,,"",
"94115600000068","Nodes","-51",21.000000,37.783280,"DDS demands","Known Flow",526230.750000,133958.625000,,0.000000,-15.350000,-13.726245,-15.350000,,"","D1 PROFILE"
"94115600000086","Nodes","-74",21.000000,37.391426,"DDS demands","Known Flow",526034.375000,134045.625000,,0.000000,-5.160000,-4.614164,-5.160000,,"","D1 PROFILE"
"94115600000080","Nodes","-68",21.000000,37.547122,"DDS demands","Known Flow",526037.250000,134015.750000,,0.000000,-3.280000,-2.933034,-3.280000,,"","D1 PROFILE"
"94115600000083","Nodes","-70",21.000000,37.456004,"DDS demands","Known Flow",526089.375000,134026.750000,,0.000000,-3.180000,-2.843613,-3.180000,,"","D1 PROFILE"
"94115600000081","Nodes","-69",21.000000,37.499435,"Default Known Flow Node","Known Flow",526101.250000,134025.000000,,0.000000,,0.000000,0.000000,,"",
"94115607605300","Nodes","7605300",21.000000,37.233536,"Default Known Flow Node","Known Flow",526229.250000,134047.750000,,0.000000,,0.000000,0.000000,,"",
"94115607605008","Nodes","7605008",21.000000,36.879843,"DDS demands","Known Flow",526161.250000,134065.750000,,0.000000,-8.770000,-7.842291,-8.770000,,"","D1 PROFILE"
"94115607605310","Nodes","7605310",21.000000,37.487907,"Default Known Flow Node","Known Flow",526246.625000,134010.125000,,0.000000,,0.000000,0.000000,,"",
"94115607605302","Nodes","7605302",21.000000,37.141641,"DDS demands","Known Flow",526263.250000,134113.875000,,0.000000,-4.559999,-4.077633,-4.559999,,"","D1 PROFILE"
"94115600000101","Nodes","-95",21.000000,37.098190,"Default Known Flow Node","Known Flow",526256.875000,134139.250000,,0.000000,,0.000000,0.000000,,"",
"94115600000024","Nodes","-1462488",21.000000,37.468617,"Default Known Flow Node","Known Flow",526280.125000,134006.500000,,0.000000,,0.000000,0.000000,,"",
"94115607605309","Nodes","7605309",21.000000,37.469755,"DDS demands","Known Flow",526275.375000,134008.375000,,0.000000,-2.829999,-2.530636,-2.829999,,"","D1 PROFILE"
"94115600000085","Nodes","-73",21.000000,37.258000,"Default Known Flow Node","Known Flow",526282.000000,134042.250000,,0.000000,,0.000000,0.000000,,"",
"94115600000091","Nodes","-81",21.000000,37.214056,"Default Known Flow Node","Known Flow",526266.125000,134063.500000,,0.000000,,0.000000,0.000000,,"",
"94115607605308","Nodes","7605308",21.000000,37.258242,"DDS demands","Known Flow",526291.375000,134036.125000,,0.000000,-3.180000,-2.843613,-3.180000,,"","D1 PROFILE"
"94115607605303","Nodes","7605303",21.000000,37.057497,"DDS demands","Known Flow",526298.250000,134131.250000,,0.000000,-4.139999,-3.702062,-4.139999,,"","D1 PROFILE"
"94115600007107","Nodes","7107",21.000000,37.226044,"Default Known Flow Node","Known Flow",526320.000000,134063.250000,,0.000000,,0.000000,0.000000,,"",
"94115600000088","Nodes","-77",21.000000,37.268208,"Default Known Flow Node","Known Flow",526333.875000,134051.875000,,0.000000,,0.000000,0.000000,,"",
"94115600000087","Nodes","-75",21.000000,37.269014,"Default Known Flow Node","Known Flow",526347.875000,134046.000000,,0.000000,,0.000000,0.000000,,"",
"94115600000084","Nodes","-72",21.000000,37.269338,"DDS demands","Known Flow",526349.125000,134039.500000,,0.000000,-5.019999,-4.488973,-5.019999,,"","D1 PROFILE"
"94115600000075","Nodes","-61",21.000000,37.419873,"DDS demands","Known Flow",526334.375000,134000.750000,,0.000000,-4.369999,-3.907732,-4.369999,,"","D1 PROFILE"
"94115600000104","Nodes","-98",21.000000,37.004627,"Default Known Flow Node","Known Flow",526370.000000,134173.000000,,0.000000,,0.000000,0.000000,,"",
