"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"94103602608167","Nodes","2608167",21.000000,26.065110,"DDS demands","Known Flow",509500.603270,139399.171604,,0.000000,,,,-26.840000,,-24.000809,-26.840000,,"",,,,"D1 PROFILE",
"94103602608164","Nodes","2608164",21.000000,26.519409,"DDS demands","Known Flow",509439.754271,139493.019475,,0.000000,,,,-10.329999,,-9.237270,-10.329999,,"",,,,"D1 PROFILE",
"94103602608174","Nodes","2608174",21.000000,23.778395,"Default Known Flow Node","Known Flow",510200.144659,138589.042875,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103602608169","Nodes","2608169",21.000000,25.548638,"DDS demands","Known Flow",509641.102775,139064.103965,,0.000000,,,,-3.920000,,-3.505334,-3.920000,,"",,,,"D1 PROFILE",
"94103602608152","Nodes","2608152",21.000000,24.653353,"DDS demands","Known Flow",509463.221724,140804.535209,,0.000000,,,,-35.550000,,-31.789446,-35.550000,,"",,,,"D1 PROFILE",
"94103602608153","Nodes","2608153",21.000000,24.468020,"Default Known Flow Node","Known Flow",509718.093750,140825.203125,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103600000423","Nodes","423",21.000000,24.923817,"Default Known Flow Node","Known Flow",510255.750000,140858.250000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103602608168","Nodes","2608168",21.000000,25.761076,"DDS demands","Known Flow",509587.034145,139249.331776,,0.000000,,,,-6.869999,,-6.143277,-6.869999,,"",,,,"D1 PROFILE",
"94103600000440","Nodes","440",21.000000,27.614628,"Default Known Flow Node","Known Flow",509386.271358,139579.792240,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103600000436","Nodes","436",21.000000,26.182404,"Default Known Flow Node","Known Flow",509041.496367,139803.142502,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103600000437","Nodes","437",21.000000,26.182404,"Default Known Flow Node","Known Flow",509046.344120,139805.893929,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103602608162","Nodes","2608162",21.000000,26.049970,"DDS demands","Known Flow",509059.814303,139720.868644,,0.000000,,,,-30.649999,-18.270000,-43.745140,-48.919999,,"",,,,"D1 PROFILE","I2 PROFILE"
"94103600000431","Nodes","431",21.000000,26.270721,"Default Known Flow Node","Known Flow",509107.625000,139737.250000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103600000439","Nodes","439",21.000000,26.138254,"Default Known Flow Node","Known Flow",509043.920243,139854.764519,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103602608161","Nodes","2608161",21.000000,23.087664,"DDS demands","Known Flow",509266.199564,139962.991566,,0.000000,-15.540000,,,-57.919999,,-65.689245,-73.460001,,"","C1 PROFILE",,,"D1 PROFILE",
"94103602608163","Nodes","2608163",21.000000,28.700856,"DDS demands","Known Flow",509337.891693,139666.153313,,0.000000,,,,-30.649999,,-27.407778,-30.649999,,"",,,,"D1 PROFILE",
"94103600000454","Nodes","454",21.000000,27.614628,"Default Known Flow Node","Known Flow",509475.625000,139622.500000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103600000446","Nodes","446",21.000000,23.035645,"Default Known Flow Node","Known Flow",509748.132317,139612.246566,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103602608165","Nodes","2608165",21.000000,23.150178,"DDS demands","Known Flow",509727.903902,139602.914593,,0.000000,,,,-14.990000,,-13.404326,-14.990000,,"",,,,"D1 PROFILE",
"94103600000438","Nodes","438",21.000000,23.238817,"Default Known Flow Node","Known Flow",509687.385447,139810.616021,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103602608172","Nodes","2608172",21.000000,22.151270,"DDS demands","Known Flow",510066.739382,139730.311450,,0.000000,,,,-7.889999,,-7.055379,-7.889999,,"",,,,"D1 PROFILE",
"94103602608173","Nodes","2608173",21.000000,21.936524,"DDS demands","Known Flow",510402.282185,139628.194293,,0.000000,,,,-4.719999,,-4.220708,-4.719999,,"",,,,"D1 PROFILE",
"94103602608166","Nodes","2608166",21.000000,22.206236,"DDS demands","Known Flow",510037.500000,139723.750000,,0.000000,,,,-17.790001,,-15.908137,-17.790001,,"",,,,"D1 PROFILE",
"94103600000458","Nodes","458",21.000000,31.123732,"Default Known Flow Node","Known Flow",509069.074514,140465.660050,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103600000457","Nodes","457",21.000000,31.123732,"Default Known Flow Node","Known Flow",509059.755953,140464.670303,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103602608154","Nodes","2608154",21.000000,27.720091,"DDS demands","Known Flow",509089.271441,140344.109290,,0.000000,,,,-16.500000,-5.969999,-20.093076,-22.470001,,"",,,,"D1 PROFILE","I2 PROFILE"
"94103600000442","Nodes","442",21.000000,27.587865,"Default Known Flow Node","Known Flow",509014.702487,140299.107212,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103602608155","Nodes","2608155",21.000000,25.245808,"DDS demands","Known Flow",509155.471253,140245.982214,,0.000000,,,,-29.180000,,-26.093279,-29.180000,,"",,,,"D1 PROFILE",
"94103600000452","Nodes","452",21.000000,25.334280,"Default Known Flow Node","Known Flow",509223.405801,140297.833005,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103600000451","Nodes","451",21.000000,25.202701,"Default Known Flow Node","Known Flow",509157.295800,140243.506892,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103600000450","Nodes","450",21.000000,25.180694,"DDS demands","Known Flow",509069.432551,140185.514070,,0.000000,,,,-2.200000,,-1.967279,-2.200000,,"",,,,"D1 PROFILE",
"94103602608156","Nodes","2608156",21.000000,24.407272,"DDS demands","Known Flow",509193.876792,140194.057002,,0.000000,,,,-22.020000,,-19.690679,-22.020000,,"",,,,"D1 PROFILE",
"94103602608160","Nodes","2608160",21.000000,24.802290,"DDS demands","Known Flow",509369.087527,140345.187881,,0.000000,,,,-32.549999,,-29.106791,-32.549999,,"",,,,"D1 PROFILE",
"94103600000449","Nodes","449",21.000000,24.309453,"Default Known Flow Node","Known Flow",509200.281177,140184.402415,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94103600000447","Nodes","447",21.000000,24.265148,"Default Known Flow Node","Known Flow",509166.875000,140165.500000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
