"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"94118609302049","Nodes","9302049",21.000000,22.908772,"DDS demands","Known Flow",533238.900000,114493.170000,,0.000000,,,,,-10.920000,,-9.764859,-10.920000,,"",,,,,"D1 PROFILE",
"94118609302115","Nodes","9302115",21.000000,22.906573,"Default Known Flow Node","Known Flow",533246.775000,114492.420000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94118609302119","Nodes","9302119",21.000000,29.293139,"Default Known Flow Node","Known Flow",532776.275000,115116.170000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94118609203018","Nodes","9203018",21.000000,28.135000,"DDS demands","Known Flow",532866.837500,115036.716875,,0.000000,,-24.999999,,,-22.499999,,-42.475349,-47.499998,,"",,"C2 PROFILE",,,"D1 PROFILE",
"94118609203041","Nodes","9203041",21.000000,27.841969,"DDS demands","Known Flow",532899.650000,115009.802812,,0.000000,,,,,-2.259999,,-2.020932,-2.259999,,"",,,,,"D1 PROFILE",
"94118609302060","Nodes","9302060",21.000000,29.994592,"DDS demands","Known Flow",532616.775000,115770.170000,,0.000000,,,,,-29.919999,,-26.754999,-29.919999,,"",,,,,"D1 PROFILE",
"94118609203012","Nodes","9203012",21.000000,30.198383,"DDS demands","Known Flow",532607.962500,115680.420000,,0.000000,,,,,-21.370000,,-19.109437,-21.370000,,"",,,,,"D1 PROFILE",
"94118609302054","Nodes","9302054",21.000000,30.799668,"DDS demands","Known Flow",532600.025000,115475.920000,,0.000000,,,,,-15.769999,,-14.101816,-15.769999,,"",,,,,"D1 PROFILE",
"94118609203132","Nodes","9203132",21.000000,27.681229,"DDS demands","Known Flow",532588.025000,114821.170000,,0.000000,,,,,-16.030001,,-14.334314,-16.030001,,"",,,,,"D1 PROFILE",
"94118609203133","Nodes","9203133",21.000000,27.616108,"DDS demands","Known Flow",532587.025000,114802.420000,,0.000000,,,,,-9.699999,,-8.673912,-9.699999,,"",,,,,"D1 PROFILE",
"94118609203035","Nodes","9203035",21.000000,27.559891,"DDS demands","Known Flow",532586.525000,114778.170000,,0.000000,,,,,-1.669999,,-1.493343,-1.669999,,"",,,,,"D1 PROFILE",
"94118609302072","Nodes","9302072",21.000000,28.973546,"Default Known Flow Node","Known Flow",532402.900000,114978.802812,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94118609302071","Nodes","9302071",21.000000,29.017240,"Default Known Flow Node","Known Flow",532357.400000,114959.920000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94118609203032","Nodes","9203032",21.000000,28.973546,"DDS demands","Known Flow",532405.275000,114970.552812,,0.000000,,,,,-8.979999,,-8.030076,-8.979999,,"",,,,,"D1 PROFILE",
"94118609302073","Nodes","9302073",21.000000,29.118027,"Default Known Flow Node","Known Flow",532424.275000,114977.920000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94118609302075","Nodes","9302075",21.000000,27.621635,"Default Known Flow Node","Known Flow",532495.400000,114830.302812,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94118609302076","Nodes","9302076",21.000000,27.574052,"DDS demands","Known Flow",532498.525000,114778.420000,,0.000000,,,,,-3.819999,,-3.415912,-3.819999,,"",,,,,"D1 PROFILE",
"94118609302077","Nodes","9302077",21.000000,27.603705,"Default Known Flow Node","Known Flow",532537.025000,114777.052812,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94118609203034","Nodes","9203034",21.000000,27.622581,"DDS demands","Known Flow",532499.150000,114832.802812,,0.000000,,,,,-0.560000,,-0.500762,-0.560000,,"",,,,,"D1 PROFILE",
"94118609302085","Nodes","9302085",21.000000,27.585952,"Default Known Flow Node","Known Flow",532584.400000,114773.420000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"94118609203134","Nodes","9203134",21.000000,27.585952,"DDS demands","Known Flow",532584.150000,114768.552812,,0.000000,,,,,-9.840000,,-8.799104,-9.840000,,"",,,,,"D1 PROFILE",
