"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"94103304619596","Nodes","4619596","21.000000","40.492539","Default Known Flow Node","Known Flow","499698.652129","156454.694783","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304620674","Nodes","4620674","21.000000","40.535098","Default Known Flow Node","Known Flow","499669.402121","156352.694755","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304620650","Nodes","4620650","21.000000","30.596572","Default Known Flow Node","Known Flow","499935.652193","156304.944742","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304624449","Nodes","4624449","21.000000","38.196134","Default Known Flow Node","Known Flow","491992.275032","156805.944878","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304619588","Nodes","4619588","21.000000","38.196134","Default Known Flow Node","Known Flow","491978.900028","156792.444875","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304620822","Nodes","4620822","21.000000","38.196134","Default Known Flow Node","Known Flow","491981.150029","156786.194873","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304624748","Nodes","4624748","21.000000","38.196134","Default Known Flow Node","Known Flow","491990.150031","156812.194880","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304624817","Nodes","4624817","21.000000","38.282555","Default Known Flow Node","Known Flow","491966.400025","156817.694882","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304624249","Nodes","4624249","21.000000","38.196134","Default Known Flow Node","Known Flow","491994.900032","156799.444877","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304619394","Nodes","4619394","21.000000","38.988284","Default Known Flow Node","Known Flow","491989.150031","156517.444800","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304619289","Nodes","4619289","21.000000","38.988284","Default Known Flow Node","Known Flow","491994.775032","156512.694799","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103304619235","Nodes","4619235","21.000000","38.196134","Default Known Flow Node","Known Flow","492032.650043","156887.819901","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
"94103302408107","Nodes","2408107","21.000000","38.988284","DDS demands","Known Flow","492088.525058","156580.194817","","0.000000","","","","","","","-5.349999","","","","","","","","","-4.784065","-5.349999","","","","","","","","","","D1 PROFILE","","","","","","","","",""
"94103304625641","Nodes","4625641","21.000000","38.196134","Default Known Flow Node","Known Flow","492034.900043","156871.319896","","0.000000","","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","","",""
