"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"94118509202231","Nodes","-349393",21.000000,30.749017,"Default Known Flow Node","Known Flow",534451.665000,119986.810000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202233","Nodes","-349399",21.000000,30.992671,"Default Known Flow Node","Known Flow",534584.165000,119993.442812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202208","Nodes","9202208",21.000000,30.977289,"Default Known Flow Node","Known Flow",534584.415000,119988.442812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202212","Nodes","9202212",21.000000,30.845784,"DDS demands","Known Flow",534529.665000,119984.442812,,0.000000,,,-3.240000,,,-2.897266,-3.240000,,"",,,"D1 PROFILE",,
"94118509202232","Nodes","-349396",21.000000,30.817672,"DDS demands","Known Flow",534533.415000,119957.442812,,0.000000,,,-3.849999,,,-3.442738,-3.849999,,"",,,"D1 PROFILE",,
"94118509202211","Nodes","9202211",21.000000,30.889534,"Default Known Flow Node","Known Flow",534554.165000,119988.692812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202003","Nodes","Green Park Corner DG, Site Id 9419",21.000000,30.999988,"Default Known Pressure Node","Known Pressure",534587.165000,119996.192812,,0.000000,,,,,,16.194285,18.109999,,"",,,,,
"94118509202209","Nodes","9202209",21.000000,30.976853,"Default Known Flow Node","Known Flow",534592.665000,119983.692812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202210","Nodes","9202210",21.000000,30.974726,"DDS demands","Known Flow",534566.540000,119945.060000,,0.000000,,,-0.810000,,,-0.724316,-0.810000,,"",,,"D1 PROFILE",,
"94118509202257","Nodes","-417526",21.000000,35.244426,"Default Known Flow Node","Known Flow",535474.790000,119894.310000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202256","Nodes","-417524",21.000000,36.225283,"Default Known Flow Node","Known Flow",535472.415000,119787.192812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202191","Nodes","9202191",21.000000,34.299689,"Default Known Flow Node","Known Flow",535322.290000,119962.060000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202249","Nodes","-417509",21.000000,34.299689,"Default Known Flow Node","Known Flow",535319.790000,119962.310000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202250","Nodes","-417511",21.000000,34.293369,"Default Known Flow Node","Known Flow",535323.165000,119971.942812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202192","Nodes","9202192",21.000000,33.892847,"DDS demands","Known Flow",535278.415000,119990.442812,,0.000000,,,-9.840000,,,-8.799104,-9.840000,,"",,,"D1 PROFILE",,
"94118509202253","Nodes","-417516",21.000000,34.301380,"DDS demands","Known Flow",535391.790000,119969.692812,,0.000000,,-7.530000,-10.949999,,,-16.525147,-18.479999,,"",,"C4 PROFILE","D1 PROFILE",,
"94118509202179","Nodes","9202179",21.000000,34.559746,"DDS demands","Known Flow",535442.040000,119993.442812,,0.000000,,,-1.720000,,,-1.538054,-1.720000,,"",,,"D1 PROFILE",,
"94118509202188","Nodes","9202188",21.000000,34.987991,"Default Known Flow Node","Known Flow",535467.165000,119942.442812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202184","Nodes","9202184",21.000000,37.355644,"DDS demands","Known Flow",535476.040000,119726.060000,,0.000000,,,-4.050000,,,-3.621582,-4.050000,,"",,,"D1 PROFILE",,
"94118509202189","Nodes","9202189",21.000000,37.747342,"Default Known Flow Node","Known Flow",535474.540000,119711.692812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202258","Nodes","-417528",21.000000,37.732773,"Default Known Flow Node","Known Flow",535476.915000,119703.192812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202181","Nodes","9202181",21.000000,34.843070,"DDS demands","Known Flow",535477.540000,119806.810000,,0.000000,,,-13.139999,,,-11.750022,-13.139999,,"",,,"D1 PROFILE",,
"94118509202180","Nodes","9202180",21.000000,35.232471,"DDS demands","Known Flow",535483.415000,119895.442812,,0.000000,,,-2.019999,,,-1.806320,-2.019999,,"",,,"D1 PROFILE",,
"94118509202185","Nodes","9202185",21.000000,37.813539,"Default Known Flow Node","Known Flow",535485.915000,119690.310000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202182","Nodes","9202182",21.000000,36.042990,"DDS demands","Known Flow",535485.040000,119806.192812,,0.000000,,,-7.129999,,,-6.375773,-7.129999,,"",,,"D1 PROFILE",,
"94118509202259","Nodes","-417530",21.000000,37.813539,"Default Known Flow Node","Known Flow",535482.290000,119680.442812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202186","Nodes","9202186",21.000000,36.827298,"DDS demands","Known Flow",535668.040000,119543.442812,,0.000000,,-2.809999,-14.720000,,,-15.675640,-17.530000,,"",,"C4 PROFILE","D1 PROFILE",,
"94118509202001","Nodes","SOUTH ROAD DG, Site ID 3154",21.000000,38.000000,"Default Known Pressure Node","Known Pressure",535497.040000,119674.310000,,349.999985,,,,,,166.682201,186.400006,,"",,,,,
"94118509202197","Nodes","9202197",21.000000,31.023380,"DDS demands","Known Flow",535531.540000,119977.810000,,0.000000,,,-6.699999,,,-5.991259,-6.699999,,"",,,"D1 PROFILE",,
"94118509202198","Nodes","9202198",21.000000,30.898327,"DDS demands","Known Flow",535535.040000,119926.192812,,0.000000,,,-5.650000,,,-5.052331,-5.650000,,"",,,"D1 PROFILE",,
"94118509202260","Nodes","-417542",21.000000,30.697974,"DDS demands","Known Flow",535576.540000,119990.560000,,0.000000,,,-8.660000,,,-7.743927,-8.660000,,"",,,"D1 PROFILE",,
"94118509202261","Nodes","-417543",21.000000,30.781066,"DDS demands","Known Flow",535580.540000,119934.442812,,0.000000,,,-2.850000,,,-2.548521,-2.850000,,"",,,"D1 PROFILE",,
"94118509202244","Nodes","-392611",21.000000,33.387209,"Default Known Flow Node","Known Flow",535495.915000,120021.692812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202194","Nodes","9202194",21.000000,33.421631,"Default Known Flow Node","Known Flow",535492.040000,120019.692812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202201","Nodes","9202201",21.000000,33.073723,"Default Known Flow Node","Known Flow",535417.415000,120090.942812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202202","Nodes","9202202",21.000000,33.006352,"Default Known Flow Node","Known Flow",535420.415000,120142.560000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202236","Nodes","-392595",21.000000,32.866864,"DDS demands","Known Flow",535402.915000,120066.560000,,0.000000,,,-6.350000,,,-5.678283,-6.350000,,"",,,"D1 PROFILE",,
"94118509202238","Nodes","-392599",21.000000,32.997790,"Default Known Flow Node","Known Flow",535420.665000,120146.192812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202237","Nodes","-392596",21.000000,32.980891,"DDS demands","Known Flow",535403.915000,120142.942812,,0.000000,,,-4.849999,,,-4.336956,-4.849999,,"",,,"D1 PROFILE",,
"94118509202200","Nodes","9202200",21.000000,33.176337,"Default Known Flow Node","Known Flow",535442.415000,120085.310000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202239","Nodes","-392602",21.000000,33.152617,"DDS demands","Known Flow",535446.290000,120106.060000,,0.000000,,,-3.970000,,,-3.550045,-3.970000,,"",,,"D1 PROFILE",,
"94118509202203","Nodes","9202203",21.000000,32.639312,"Default Known Flow Node","Known Flow",535446.040000,120149.192812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202241","Nodes","-392604",21.000000,32.629508,"DDS demands","Known Flow",535456.415000,120149.810000,,0.000000,,,-3.680000,,,-3.290721,-3.680000,,"",,,"D1 PROFILE",,
"94118509202240","Nodes","-392603",21.000000,32.633267,"DDS demands","Known Flow",535448.790000,120157.560000,,0.000000,,,-3.140000,,,-2.807844,-3.140000,,"",,,"D1 PROFILE",,
"94118509202199","Nodes","9202199",21.000000,33.184953,"Default Known Flow Node","Known Flow",535457.915000,120070.442812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202204","Nodes","9202204",21.000000,33.437354,"DDS demands","Known Flow",535483.540000,120181.442812,,0.000000,,,-0.970000,,,-0.867391,-0.970000,,"",,,"D1 PROFILE",,
"94118509202242","Nodes","-392606",21.000000,34.001752,"Default Known Flow Node","Known Flow",535463.915000,120004.810000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202193","Nodes","9202193",21.000000,33.512973,"Default Known Flow Node","Known Flow",535481.290000,120014.060000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202243","Nodes","-392610",21.000000,33.421631,"Default Known Flow Node","Known Flow",535492.415000,120030.442812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202246","Nodes","-392614",21.000000,33.378342,"Default Known Flow Node","Known Flow",535525.790000,120046.810000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202195","Nodes","9202195",21.000000,31.349957,"Default Known Flow Node","Known Flow",535514.040000,120030.692812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202245","Nodes","-392613",21.000000,31.258184,"Default Known Flow Node","Known Flow",535517.290000,120032.310000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202196","Nodes","9202196",21.000000,30.482382,"Default Known Flow Node","Known Flow",535559.415000,120053.310000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202205","Nodes","9202205",21.000000,29.320904,"DDS demands","Known Flow",535529.165000,120184.060000,,0.000000,,,-14.550000,,,-13.010870,-14.550000,,"",,,"D1 PROFILE",,
"94118509202262","Nodes","-497701",21.000000,30.480459,"Default Known Flow Node","Known Flow",535560.790000,120053.942812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118500007111","Nodes","7111",21.000000,35.033957,"Val Log Post","Known Flow",535469.852500,119936.942812,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202005","Nodes","COPPARDS CLOSE RRI",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",535254.790000,119923.560000,,999998.967025,,,,,,8.074786,9.029999,,"",,,,,
"94118509202230","Nodes","9202230,",21.000000,28.992948,"DDS demands","Known Flow",535324.165000,119899.692812,,0.000000,,,-9.029999,,,-8.074787,-9.029999,,"",,,"D1 PROFILE",,
"94118509202248","Nodes","P12128094, HUNDRED ACRE LANDE, 16.34",22.999998,29.203978,"CSEP DDS Matched","Known Flow",535258.915000,119833.192812,,0.000000,,,-0.049999,-16.339999,,-14.656231,-16.389999,,"",,,"D1 PROFILE","DC PROFILE",
"94118509202220","Nodes","9202220, mprn 9188991203",21.000000,29.474695,"DDS demands","Known Flow",535258.915000,119853.442812,,0.000000,,,-0.129999,,,-0.116248,-0.129999,,"",,,"D1 PROFILE",,
"94118509202004","Nodes","FAIR PALACE B DG",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",535267.040000,119851.442812,,999998.967025,,,,,,37.583975,42.029997,,"",,,,,
"94118509202002","Nodes","FAIR PLACE A DG",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",535288.415000,119869.310000,,999998.967025,,,,,,11.240317,12.570000,,"",,,,,
"94118509202225","Nodes","9202225",21.000000,29.519720,"DDS demands","Known Flow",535336.415000,119852.442812,,0.000000,,,-2.819999,,,-2.521694,-2.819999,,"",,,"D1 PROFILE",,
"94118509202247","Nodes","-417496",21.000000,28.258041,"DDS demands","Known Flow",535252.540000,119890.692812,,0.000000,,-23.989999,-1.519999,,,-22.811498,-25.510000,,"",,"C4 PROFILE","D1 PROFILE",,
"94118509202251","Nodes","-417514",21.000000,29.511108,"DDS demands","Known Flow",535344.915000,119860.442812,,0.000000,,,-3.029999,,,-2.709480,-3.029999,,"",,,"D1 PROFILE",,
"94118509202252","Nodes","-417515",21.000000,29.475326,"DDS demands","Known Flow",535351.540000,119846.192812,,0.000000,,,-6.719999,,,-6.009144,-6.719999,,"",,,"D1 PROFILE",,
"94118509202234","Nodes","-3710783",21.000000,30.474829,"Default Known Flow Node","Known Flow",535564.540000,120056.310000,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"94118509202235","Nodes","-3710784",21.000000,30.463731,"DDS demands","Known Flow",535571.165000,120055.060000,,0.000000,,,-4.320000,,,-3.863021,-4.320000,,"",,,"D1 PROFILE",,
"94118509202218","Nodes","P00051465, HIGHVIEW PLACE,  12.37",22.999998,32.759659,"CSEP DDS Matched","Known Flow",535424.415000,120157.247500,,0.000000,,,,-12.369999,,-11.061474,-12.369999,,"",,,,"DC PROFILE",
"94118500000002","Nodes",,21.000000,36.261053,"DDS demands","Known Flow",535483.617591,119786.622959,,0.000000,,,-3.629999,,,-3.246011,-3.629999,,"",,,"D1 PROFILE",,
"94118500000001","Nodes",,21.000000,37.771227,"Default Known Flow Node","Known Flow",535479.927368,119708.622804,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
