"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"94119393009109","Nodes","109, P11126918, MANOR ROAD,  FY1(50.03) & FY5(121.94)SCMH",24.000000,24.914996,"CSEP DDS Matched","Known Flow",532675.409309,119682.983492,,0.000000,,,,,,,-121.940004,,,,,,,-109.040937,-121.940004,,"",,,,,,,"DC PROFILE",,,,,,
"94119309306118","Nodes","9306118",21.000000,31.178018,"DDS demands","Known Flow",530198.144622,119368.187213,,0.000000,,,,,,-6.059999,,,,,,,,-5.418960,-6.059999,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393009101","Nodes","9101",21.000000,31.179625,"Default Known Flow Node","Known Flow",530211.198377,119355.090972,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119393009100","Nodes","3009100, P11126266, DEV@FOLDERS LANE, FY(-33.79) & FY5(-67.39)SCMH",25.000000,30.212191,"CSEP Unmatched","Known Flow",531963.423648,118152.240620,,0.000000,,,,,,,-67.389999,,,,,,,-60.261344,-67.389999,,"",,,,,,,"DC PROFILE",,,,,,
"94119393008907","Nodes","8907",21.000000,25.418346,"DDS demands","Known Flow",532589.911079,119798.434808,,0.000000,,,,,,-7.620000,,,,,,,,-6.813940,-7.620000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393008530","Nodes","8530",21.000000,25.208162,"DDS demands","Known Flow",532550.661068,119744.184794,,0.000000,,,,,,-10.620000,,,,,,,,-9.496594,-10.620000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119309307163","Nodes","9307163",21.000000,42.220690,"DDS demands","Known Flow",532617.036086,119335.059682,,0.000000,0.000000,,,,,-11.939999,,0.000000,,,,,,-10.676961,-11.939999,,"","C1 PROFILE",,,,,"D1 PROFILE",,"DH PROFILE",,,,,
"94119309307162","Nodes","9307162",21.000000,40.667682,"DDS demands","Known Flow",532651.911096,119414.059704,,0.000000,,,,,,-15.670000,,,,,,,,-14.012395,-15.670000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119309306165","Nodes","9306165",21.000000,30.949160,"DDS demands","Known Flow",530881.443462,119103.244109,,0.000000,,,,,,-18.499999,,,,,,,,-16.543030,-18.499999,,"",,,,,,"D1 PROFILE",,,,,,,
"94119309306033","Nodes","9306033",21.000000,30.415918,"DDS demands","Known Flow",531145.785686,119159.934635,,0.000000,,,,,,-29.250000,,,,,,,,-26.155873,-29.250000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393008343","Nodes","8343",21.000000,48.635724,"DDS demands","Known Flow",530386.160479,118113.684350,,0.000000,,,,,,-6.900000,,,,,,,,-6.170103,-6.900000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393008715","Nodes","8715",21.000000,48.144828,"DDS demands","Known Flow",530424.910490,118140.434357,,0.000000,,,,,,-8.850000,,,,,,,,-7.913828,-8.850000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393008771","Nodes","8771",21.000000,40.416319,"DDS demands","Known Flow",532493.161052,118407.684430,,0.000000,,,,,,-2.799999,,,,,,,,-2.503810,-2.799999,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393008790","Nodes","8790",21.000000,40.541805,"DDS demands","Known Flow",532510.661057,118453.309442,,0.000000,,,,,,-3.370000,,,,,,,,-3.013514,-3.370000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119309306331","Nodes","9306331",21.000000,47.110735,"DDS demands","Known Flow",530479.035504,118419.684433,,0.000000,,,,,,-11.079999,,,,,,,,-9.907934,-11.079999,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393008606","Nodes","8606, P10124496, 49 MANOR ROAD, -27.69SCMH",24.000000,25.549061,"CSEP DDS Matched","Known Flow",532578.300187,119806.356525,,0.000000,,,,,,,-27.690000,,,,,,,-24.760893,-27.690000,,"",,,,,,,"DC PROFILE",,,,,,
"94119309306266","Nodes","9306266",21.000000,28.864106,"DDS demands","Known Flow",530871.227823,118060.092363,,0.000000,,,,,,-12.380000,,,,,,,,-11.070417,-12.380000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119309306224","Nodes","9306224",21.000000,28.371735,"DDS demands","Known Flow",531015.763208,118028.230905,,0.000000,,,,,,-14.560000,,,,,,,,-13.019812,-14.560000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119309306222","Nodes","9306222",21.000000,28.161835,"DDS demands","Known Flow",531201.535701,118034.059328,,0.000000,,,,,,-22.360000,,,,,,,,-19.994712,-22.360000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119309306220","Nodes","9306220",21.000000,28.187975,"DDS demands","Known Flow",531249.160714,118101.434347,,0.000000,,,,,,-8.989999,,,,,,,,-8.039018,-8.989999,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393009448","Nodes","9448",21.000000,29.653095,"Default Known Flow Node","Known Flow",531021.535652,118753.184524,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119393009471","Nodes","9471",21.000000,29.783484,"Default Known Flow Node","Known Flow",531028.535654,118837.309547,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119309306326","Nodes","6326,SEP00173, AREA 5.2 HAMMONDS RIDGE, 46",24.700000,48.887868,"CSEP DDS Matched","Known Flow",530483.910506,118275.059394,,0.000000,,,,,,-4.330000,0.000000,,,,,,,-3.871963,-4.330000,,"",,,,,,"D1 PROFILE","DC PROFILE",,,,,,
"94119393009307","Nodes",,21.000000,24.140974,"Default Known Flow Node","Known Flow",532554.930041,120550.917429,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119393008547","Nodes","8547",21.000000,34.882518,"DDS demands","Known Flow",530289.410453,118539.434466,,0.000000,,,,-4.579999,,-6.380000,,,,-27.820000,,,,-34.677769,-38.780000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,"I2 PROFILE",,,
"94119393008411","Nodes","8411",21.000000,34.882518,"Default Known Flow Node","Known Flow",530316.535460,118541.309466,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119309307079","Nodes","9307079",21.000000,27.048125,"DDS demands","Known Flow",532234.843189,118867.224705,,0.000000,,,,,,-4.990000,,,,,,,,-4.462147,-4.990000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119309307081","Nodes","9307081",21.000000,26.814139,"DDS demands","Known Flow",532276.110764,118786.283285,,0.000000,,,-1.760000,,,-24.620000,,,,,,,,-23.589469,-26.379999,,"",,,"C3  PROFILE",,,"D1 PROFILE",,,,,,,
"94119309307086","Nodes","9307086",21.000000,26.894557,"DDS demands","Known Flow",532298.285999,118700.934510,,0.000000,,,,,,-7.530000,,,,,,,,-6.733460,-7.530000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393008320","Nodes","8320",21.000000,33.995704,"Default Known Flow Node","Known Flow",531899.285891,119450.184714,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119309307168","Nodes","9307168",21.000000,33.447934,"DDS demands","Known Flow",531910.910894,119416.809704,,0.000000,,,,-4.709999,,-1.230000,,,,,,,,-5.311654,-5.940000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,,,
"94119393008614","Nodes","8614",21.000000,33.444119,"Default Known Flow Node","Known Flow",531910.503910,119415.741950,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119309306180","Nodes","9306180",21.000000,34.243067,"Default Known Flow Node","Known Flow",530829.660600,119590.059752,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119393008017","Nodes","8017",21.000000,34.767067,"Default Known Flow Node","Known Flow",530835.785601,119664.934772,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119393009403","Nodes","9403",21.000000,27.640819,"Default Known Flow Node","Known Flow",531315.474128,118556.178088,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119393008560","Nodes","8560",21.000000,27.640819,"Default Known Flow Node","Known Flow",531313.410731,118601.809483,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119309306342","Nodes","9306342",21.000000,48.542259,"DDS demands","Known Flow",530534.410519,118506.309457,,0.000000,,,,,,-14.990000,,,,,,,,-13.404326,-14.990000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393009563","Nodes","9563",21.000000,48.542259,"Default Known Flow Node","Known Flow",530572.785530,118489.559452,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119309307237","Nodes","9307237",21.000000,41.755628,"DDS demands","Known Flow",532883.786159,119363.434690,,0.000000,,,,,,-6.540000,,,,,,,,-5.848185,-6.540000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393008396","Nodes","8396",21.000000,41.614245,"DDS demands","Known Flow",532897.161162,119427.309707,,0.000000,,,,,,-3.359999,,,,,,,,-3.004572,-3.359999,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393009310","Nodes","9310",21.000000,28.130087,"Default Known Flow Node","Known Flow",531204.160702,118022.684325,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119393009305","Nodes","9305",21.000000,28.176782,"Default Known Flow Node","Known Flow",531230.035709,118014.934323,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94119309306221","Nodes","9306221",21.000000,28.161233,"DDS demands","Known Flow",531238.002711,118012.709322,,0.000000,,,,,,-7.790000,,,,,,,,-6.965957,-7.790000,,"",,,,,,"D1 PROFILE",,,,,,,
"94119393008538","Nodes","8538",21.000000,28.184560,"Default Known Flow Node","Known Flow",532117.035950,119059.809607,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
