"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"941159-295008","Nodes","-295008","21.000000","33.945185","Default Known Flow Node","Known Flow","508466.654514","124975.186217","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"941159-295009","Nodes","-295009","21.000000","34.201022","Default Known Flow Node","Known Flow","508479.279518","124974.186217","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"94115907704042","Nodes","","22.999998","28.837426","DDS demands","Known Flow","508613.279554","125716.936419","","0.000000","0.000000","","","","-50.869997","-7.570000","","","","","","","-52.258093","-58.439999","","","C1 PROFILE","","","","D1 PROFILE","DC PROFILE","","","","","",""
"94115900007249","Nodes","Logger 7249, Alicks Hill","21.000000","29.642558","Val Log Post","Known Flow","508547.411158","125590.768326","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"94115907704041","Nodes","7704041","21.000000","29.654533","DDS demands","Known Flow","508547.154536","125588.561384","","0.000000","","","","","-1.389999","","","","","","","","-1.242962","-1.389999","","","","","","","D1 PROFILE","","","","","","",""
"941159-33837","Nodes","-33837","21.000000","24.877065","Default Known Flow Node","Known Flow","508840.042695","126276.494887","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"94115900001453","Nodes","Logger 1453","21.000000","24.768390","Log Low Point","Known Flow","508784.791605","126299.392120","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"94115907704102","Nodes","7704102","21.000000","24.763738","DDS demands","Known Flow","508780.499164","126300.062814","","0.000000","","","","","-6.409999","","","","","","","","-5.731936","-6.409999","","","","","","","D1 PROFILE","","","","","","",""
"94115907704093","Nodes","7704093","21.000000","25.675325","DDS demands","Known Flow","508459.419687","126019.217845","","0.000000","","","","","-1.850000","","","","","","","","-1.654303","-1.850000","","","","","","","D1 PROFILE","","","","","","",""
"94115900007251","Nodes","Logger 7251, Frenches Mead","21.000000","25.687791","Val Log Post","Known Flow","508506.015212","125995.800184","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
