"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"94103102712214","Nodes",,21.000000,26.524776,"DDS demands","Known Flow",505681.110163,137407.285372,,0.000000,-6.000000,,,-3.670000,,,-15.129999,,,,,,,-22.176603,-24.799999,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,
"94103102712072","Nodes","-5466",21.000000,22.863248,"Default Known Flow Node","Known Flow",503904.799299,138573.650043,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94103102712167","Nodes","-588",21.000000,27.612666,"Default Known Flow Node","Known Flow",497854.006658,150456.804039,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94103102711990","Nodes",,21.000000,34.684592,"DDS demands","Known Flow",502294.923083,150142.912268,,0.000000,,,,,,,-9.949999,,,,,,,-8.897467,-9.949999,,"",,,,,,,"D1 PROFILE",,,,,,
"94103102711607","Nodes",,21.000000,34.515729,"Default Known Flow Node","Known Flow",502249.406298,150097.072205,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94103102416109","Nodes","2416109",21.000000,28.961602,"DDS demands","Known Flow",500752.800127,150082.249853,,0.000000,,,,,,,-21.210000,,,,,,,-18.966362,-21.210000,,"",,,,,,,"D1 PROFILE",,,,,,
"94103100001000","Nodes","N9001743, P08117026, EPSOM ROAD, -8.49SCMH",22.999998,31.767406,"CSEP DDS Matched","Known Flow",500974.069809,149827.570330,,0.000000,,,,,,,,-8.489999,,,,,,-7.591909,-8.489999,,"",,,,,,,,"DC PROFILE",,,,,
"94103102712381","Nodes",,21.000000,19.605173,"DDS demands","Known Flow",505336.317047,139770.605950,,0.000000,,-6.949999,,,,,-18.870000,,,,,,,-23.088705,-25.820000,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,
"94103102602068","Nodes","2602068",21.000000,18.803082,"Default Known Flow Node","Known Flow",505364.877195,139794.998866,,0.000000,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,
"94103102712388","Nodes",,21.000000,18.144811,"DDS demands","Known Flow",505398.419933,139825.005428,,0.000000,,,,,,,-1.510000,,,,,,,-1.350269,-1.510000,,"",,,,,,,"D1 PROFILE",,,,,,
