"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"94104400000071","Nodes","71, CHARTHAM PARK FELCOURT ROAD RRI,",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",538352.921027,140719.223584,,99.999997,,,,,,,,,,,,,,,,,54.627771,61.089998,,"",,,,,,,,,,,,,,,,
"94104400000074","Nodes","P11127797, 93A-95, DOODS ROAD, 14.86",22.999998,25.294380,"CSEP Unmatched","Known Flow",526412.875000,150626.875000,,0.000000,,,,,,,,,,,,,,,-14.860000,,-13.288078,-14.860000,,"",,,,,,,,,,,,,,,"DC PROFILE",
"94104400000076","Nodes",,21.000000,47.714204,"Default Known Flow Node","Known Flow",538181.502711,140631.423057,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104400000077","Nodes",,21.000000,47.714204,"Default Known Flow Node","Known Flow",538115.620971,140627.819118,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104407604110","Nodes","7604110",21.000000,26.238107,"DDS demands","Known Flow",527555.125000,134894.750000,,0.000000,,,,,,,-70.730004,,,,,,,,,,-63.248036,-70.730004,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104400000030","Nodes",,21.000000,38.686237,"Default Known Flow Node","Known Flow",528900.041862,153150.393335,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403004153","Nodes","3004153",21.000000,30.099880,"DDS demands","Known Flow",529285.437500,146528.171875,,0.000000,,,,,,,-13.279999,,,,,,,,,,-11.875213,-13.279999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403002192","Nodes","3002192",21.000000,35.600917,"DDS demands","Known Flow",528123.937500,150705.515625,,0.000000,-240.260001,,,,,,-2.019999,,,,,,,,,,-216.651119,-242.279995,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,
"94104407802184","Nodes","7802184",21.000000,39.318921,"DDS demands","Known Flow",539347.008033,137108.043674,,0.000000,,,,,,,-9.239999,,,,,,,,,,-8.262573,-9.239999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104407802164","Nodes","7802164",21.000000,32.505148,"DDS demands","Known Flow",539431.375000,137678.375000,,0.000000,0.000000,,-3.479999,,,,-20.440001,,,,,,,,,,-21.389692,-23.920000,,"","C1 PROFILE",,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94104407802279","Nodes","2279, P07116145, CSEP, 8.95 SCMH",22.999998,32.518562,"CSEP Unmatched","Known Flow",539530.893069,137786.384358,,0.000000,,,,,,,,-8.949999,,,,,,,,,-8.003250,-8.949999,,"",,,,,,,,"DC PROFILE",,,,,,,,
"94104407802167","Nodes","7802167",21.000000,32.533029,"DDS demands","Known Flow",539588.625000,137812.937500,,0.000000,,,,,,,-35.169998,,,,,,,,,,-31.449643,-35.169998,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403105228","Nodes","3105228",21.000000,44.108951,"DDS demands","Known Flow",540712.625000,141972.250000,,0.000000,,,,,,,-33.270001,,,,,,,,,,-29.750630,-33.270001,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403105229","Nodes","3105229",21.000000,44.389628,"DDS demands","Known Flow",540749.062500,141816.328125,,0.000000,,,,,,,-8.709999,,,,,,,,,,-7.788637,-8.709999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403105230","Nodes","3105230",21.000000,44.635632,"DDS demands","Known Flow",540778.500000,141649.000000,,0.000000,,,,,,,-30.850001,,,,,,,,,,-27.586623,-30.850001,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403105156","Nodes","3105156",21.000000,41.043209,"DDS demands","Known Flow",539770.000000,143151.875000,,0.000000,,-94.470005,,,,,-6.300000,,,,,,,,,,-90.110340,-100.770000,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,,,
"94104400002082","Nodes","Logger 2082",21.000000,41.009827,"Val Log Cath","Known Flow",539865.875000,143133.656250,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104400002060","Nodes","Logger 2060",21.000000,35.544155,"Val Log Post","Known Flow",539240.250000,151801.156250,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403104174","Nodes","3104174",21.000000,35.541295,"DDS demands","Known Flow",539248.000000,151791.375000,,0.000000,,,,,,,-6.589999,,,,,,,,,,-5.892895,-6.589999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403104129","Nodes","3104129",21.000000,40.382604,"DDS demands","Known Flow",540308.250000,152742.875000,,0.000000,,,,,,,-18.479999,,,,,,,,,,-16.525146,-18.479999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403104130","Nodes","3104130",21.000000,41.481551,"DDS demands","Known Flow",540585.625000,152706.390625,,0.000000,,,,,,,-10.419999,,,,,,,,,,-9.317750,-10.419999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104400000081","Nodes","3104131",21.000000,40.644660,"Default Known Flow Node","Known Flow",540737.625000,152695.875000,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403104016","Nodes","3104016",21.000000,31.850964,"DDS demands","Known Flow",538706.500000,153642.500000,,0.000000,,,,,,,-32.599999,,,,,,,,,,-29.151502,-32.599999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403104017","Nodes","3104017",21.000000,32.197033,"DDS demands","Known Flow",538688.625000,153809.312500,,0.000000,,,,,,,-30.879999,,,,,,,,,,-27.613447,-30.879999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403104018","Nodes","3104018",21.000000,32.504361,"DDS demands","Known Flow",538863.500000,153774.375000,,0.000000,,,,,,,-34.419999,,,,,,,,,,-30.778980,-34.419999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104400000353","Nodes","3105101",21.000000,41.174046,"Default Known Flow Node","Known Flow",537632.375000,144867.500000,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104400000571","Nodes","3105102",21.000000,41.206171,"Default Known Flow Node","Known Flow",537668.500000,144809.984375,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104400000034","Nodes","34",21.000000,41.484259,"Default Known Flow Node","Known Flow",537794.750000,144623.093750,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403105235","Nodes","3105235",21.000000,40.360395,"DDS demands","Known Flow",536959.875000,140680.250000,,0.000000,,,,,,,-6.070000,,,,,,,,,,-5.427902,-6.070000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403105236","Nodes","3105236",21.000000,40.446824,"DDS demands","Known Flow",536965.125000,140673.250000,,0.000000,,,,,,,-13.179999,,,,,,,,,,-11.785791,-13.179999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403105090","Nodes","3105090",21.000000,40.623340,"DDS demands","Known Flow",536379.250000,145300.125000,,0.000000,,,,-3.940000,,,-14.819999,,,,,,,,,,-16.775527,-18.759999,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"94104403103055","Nodes","3103055",21.000000,42.374607,"DDS demands","Known Flow",535015.000000,151683.500000,,0.000000,-5.810000,,,,,,-21.940000,,,,,,,,,,-24.814547,-27.750000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,
"94104400002083","Nodes","Logger 2083",21.000000,42.118616,"Val Log Post","Known Flow",535024.750000,151598.234375,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403103054","Nodes","3103054",21.000000,42.006399,"DDS demands","Known Flow",535027.625000,151585.375000,,0.000000,,,-34.499999,,,,-20.729999,,,,,,,,,,-49.387651,-55.229996,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94104400000038","Nodes","38",21.000000,42.002812,"Default Known Flow Node","Known Flow",535248.687500,150571.953125,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104400000063","Nodes",,21.000000,42.945084,"Default Known Flow Node","Known Flow",535311.750000,150255.125000,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"-94104403103066","Nodes","-3103066",21.000000,41.538888,"Default Known Flow Node","Known Flow",535729.125000,151916.500000,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403103067","Nodes","3103067, P9120989, DEV@ADJ TO 70 CHILBERTON DRIVE, -4.43",22.999998,33.167791,"CSEP Unmatched","Known Flow",529421.534965,152061.026660,,0.000000,,,,,,,,,,,,,,,-4.429999,,-3.961385,-4.429999,,"",,,,,,,,,,,,,,,"DC PROFILE",
"94104403103076","Nodes","3103076",21.000000,34.862965,"DDS demands","Known Flow",530855.375000,150891.250000,,0.000000,,,,,,,-5.050000,,,,,,,,,,-4.515800,-5.050000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403103077","Nodes","3103077",21.000000,35.794709,"DDS demands","Known Flow",530939.312500,150790.125000,,0.000000,,,,,,,-1.420000,,,,,,,,,,-1.269789,-1.420000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403103078","Nodes","3103078",21.000000,36.799686,"DDS demands","Known Flow",530975.750000,150632.125000,,0.000000,,,,,,,-34.520001,,,,,,,,,,-30.868403,-34.520001,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104400007072","Nodes","Logger 7072",21.000000,32.627328,"Val Log Post","Known Flow",529886.687500,136858.921875,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104407603124","Nodes","7603124",21.000000,32.216856,"DDS demands","Known Flow",529954.125000,136841.875000,,0.000000,,,,,,,-13.139999,,,,,,,,,,-11.750022,-13.139999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104402801143","Nodes","2801143",21.000000,35.080987,"DDS demands","Known Flow",529246.625000,139748.250000,,0.000000,,,-2.380000,,,,-1.350000,,,,,,,,,,-3.335432,-3.730000,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94104402801144","Nodes","2801144",21.000000,35.176128,"DDS demands","Known Flow",529528.375000,139875.109375,,0.000000,,,,,,,-21.399998,,,,,,,,,,-19.136262,-21.399998,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104407603399","Nodes","7603399",21.000000,35.301043,"DDS demands","Known Flow",529657.437500,139930.156250,,0.000000,,,-1.379999,,,,-29.000000,,,,,,,,,,-27.166339,-30.380000,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94104400091005","Nodes","91005, P09120642, DEV@86(FLATS 1-5) BRIGHTON ROAD, -6.18",22.999998,40.666190,"CSEP Unmatched","Known Flow",527758.875000,149876.125000,,0.000000,,,,,,,,,,,,,,,-6.179999,,-5.526266,-6.179999,,"",,,,,,,,,,,,,,,"DC PROFILE",
"94104480001019","Nodes","80001019",21.000000,33.159428,"DDS demands","Known Flow",529380.875000,152069.375000,,0.000000,,,,,,,-6.099999,,,,,,,,,,-5.454729,-6.099999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403005014","Nodes","3005014",21.000000,33.259809,"DDS demands","Known Flow",528429.348937,144644.169267,,0.000000,-44.350000,,,,,,-0.980000,,,,,,,,,,-40.534899,-45.329999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,
"94104403005016","Nodes","3005016",21.000000,33.497284,"DDS demands","Known Flow",528442.824881,144332.583738,,0.000000,,,,,,,-9.029999,,,,,,,,,,-8.074787,-9.029999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403005018","Nodes","3005018",21.000000,33.816750,"DDS demands","Known Flow",528462.470795,144071.451231,,0.000000,,,,,,,-17.010000,,,,,,,,,,-15.210646,-17.010000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403001172","Nodes","3001172",21.000000,40.514250,"DDS demands","Known Flow",528527.250000,151937.125000,,0.000000,,,,,,,-44.169998,,,,,,,,,,-39.497604,-44.169998,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104400000006","Nodes",,21.000000,40.531338,"Default Known Flow Node","Known Flow",528519.178704,151937.125000,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403001171","Nodes","3001171",21.000000,40.362647,"DDS demands","Known Flow",528435.437500,151839.359375,,0.000000,,,,,,,-11.419999,,,,,,,,,,-10.211968,-11.419999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403004059","Nodes","3004059",21.000000,40.003041,"DDS demands","Known Flow",527646.375000,149360.484375,,0.000000,,,,,,,-33.799999,,,,,,,,,,-30.224564,-33.799999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403004056","Nodes","3004056",21.000000,38.506092,"DDS demands","Known Flow",527665.375000,149269.375000,,0.000000,,,,,,,-18.589999,,,,,,,,,,-16.623510,-18.589999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403004060","Nodes","3004060",21.000000,41.635052,"DDS demands","Known Flow",527575.125000,149364.250000,,0.000000,-9.450000,,,,,,-21.170001,,,,,,,,,,-27.380953,-30.620001,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,
"94104403003171","Nodes","3003171",21.000000,30.329160,"DDS demands","Known Flow",526131.375000,149140.750000,,0.000000,,,,,,,-29.570000,,,,,,,,,,-26.442025,-29.570000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403003172","Nodes","3003172",21.000000,29.927503,"DDS demands","Known Flow",526298.250000,149136.125000,,0.000000,,,,,,,-5.680000,,,,,,,,,,-5.079157,-5.680000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403003165","Nodes","3003165",21.000000,29.457443,"DDS demands","Known Flow",526454.250000,149188.531250,,0.000000,,,,,,,-55.509997,,,,,,,,,,-49.638033,-55.509997,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403002133","Nodes","3002133",21.000000,28.364420,"DDS demands","Known Flow",526496.437500,150831.500000,,0.000000,,,,,,,-17.280001,,,,,,,,,,-15.452086,-17.280001,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104400002071","Nodes","Logger 2071",21.000000,37.590865,"Val Log Post","Known Flow",524933.500000,150651.500000,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403003035","Nodes","3003035",21.000000,37.653853,"DDS demands","Known Flow",524934.750000,150644.375000,,0.000000,-7.519999,,,,,,-76.789997,,,,,,,,,,-75.391507,-84.309999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,,,
"94104409801042","Nodes","P13131932, LEWES ROAD CSEP, 24.74 SCMH",24.000000,32.999896,"CSEP Unmatched","Known Flow",542468.000000,134696.250000,,0.000000,,,-16.299999,,,,-5.290000,,,,,,,,-24.739999,,-41.429115,-46.330000,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,"DC PROFILE",
"94104409801054","Nodes","9801054, ""SEP00623"", ""THE WALWATCH, LEWIS ROAD"", 44.09",22.999998,36.967291,"CSEP DDS Matched","Known Flow",542493.750000,134817.250000,,0.000000,,,,,,,,-56.359999,,,,,,,,,-50.398121,-56.359999,,"",,,,,,,,"DC PROFILE",,,,,,,,
"94104407801015","Nodes","7801015",21.000000,42.677776,"DDS demands","Known Flow",537598.250000,139401.125000,,0.000000,-25.639998,,,-13.399999,,,-2.400000,,,,,,,,,,-37.056386,-41.439996,,"","C1 PROFILE",,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"94104403105193","Nodes","3105193",21.000000,45.379428,"DDS demands","Known Flow",540358.000000,142367.750000,,0.000000,,,,,,,-2.440000,,,,,,,,,,-2.181891,-2.440000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403105030","Nodes","3105030",21.000000,38.080379,"DDS demands","Known Flow",536213.875000,148583.812500,,0.000000,,,,,,,-10.270000,,,,,,,,,,-9.183618,-10.270000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403004013","Nodes","3004013",21.000000,41.719204,"DDS demands","Known Flow",528185.375000,149707.250000,,0.000000,,-22.280000,,-5.349999,,,-19.040001,,,,,,,,,,-41.733150,-46.670003,,"",,"C2 PROFILE",,"C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"94104407803033","Nodes","7803033",21.000000,40.617557,"DDS demands","Known Flow",531219.750000,139063.250000,,0.000000,,,,,,,-15.590000,,,,,,,,,,-13.940857,-15.590000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104407803057","Nodes","7803057",21.000000,40.162070,"DDS demands","Known Flow",531212.562500,138952.000000,,0.000000,,,,,,,-10.289999,,,,,,,,,,-9.201502,-10.289999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104407803058","Nodes","7803058",21.000000,40.000045,"DDS demands","Known Flow",531208.125000,138872.125000,,0.000000,,,,,,,-19.000000,,,,,,,,,,-16.990140,-19.000000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403103081","Nodes","3103081",21.000000,36.285871,"DDS demands","Known Flow",530973.875000,150629.500000,,0.000000,,,,,,,-52.609999,,,,,,,,,,-47.044802,-52.609999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403002220","Nodes","3002220",21.000000,32.034005,"DDS demands","Known Flow",528059.547460,151372.510050,,0.000000,-9.760000,,-4.639999,,,,-2.450000,,,,,,,,,,-15.067571,-16.850000,,"","C1 PROFILE",,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94104403001163","Nodes","3001163",21.000000,32.230473,"DDS demands","Known Flow",528089.812500,151542.750000,,0.000000,,,,,,,-6.969999,,,,,,,,,,-6.232698,-6.969999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403001161","Nodes","3001161",21.000000,32.404974,"DDS demands","Known Flow",528109.125000,151673.500000,,0.000000,,,,,,,-20.839999,,,,,,,,,,-18.635500,-20.839999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104403001144","Nodes","3001144",21.000000,33.227588,"DDS demands","Known Flow",530056.750000,152897.375000,,0.000000,,,,,,,-13.619999,,,,,,,,,,-12.179247,-13.619999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104400002075","Nodes","Logger 2075",21.000000,33.168946,"Val Log Post","Known Flow",530057.875000,152915.500000,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104407604111","Nodes","7604111",21.000000,25.561592,"DDS demands","Known Flow",527406.375000,134800.875000,,0.000000,,,,,,,-18.559999,,,,,,,,,,-16.596683,-18.559999,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104400002072","Nodes","Logger 2072",21.000000,30.864992,"Val Log Post","Known Flow",527082.125000,150162.468750,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403003098","Nodes","3003098",21.000000,30.996306,"DDS demands","Known Flow",527091.125000,150164.875000,,0.000000,,-13.529999,-3.690000,,,,-18.819999,,,,,,,,,,-32.227613,-36.039999,,"",,"C2 PROFILE","C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94104400007090","Nodes","Logger 7090",21.000000,31.845116,"Val Log Post","Known Flow",539776.562500,138806.687500,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403104024","Nodes","3104024",21.000000,34.551116,"DDS demands","Known Flow",538962.875000,153291.000000,,0.000000,,,-2.200000,,,,-23.760000,,,,,,,,,,-23.213896,-25.960001,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94104400002059","Nodes","Logger 2059",21.000000,34.006858,"Val Log Post","Known Flow",538928.312500,153311.312500,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104402801058","Nodes","2801058",21.000000,34.040084,"DDS demands","Known Flow",527044.812500,139224.000000,,0.000000,,,-38.089999,,,,-1.479999,,,,,,,,,,-35.384200,-39.570001,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,,,
"94104480001094","Nodes","80001094, P11126206, PLOTS 1-32 DUNNINGS ROAD, FY1(-33.60) & FY5(-78.09)SCMH",25.000000,26.490734,"CSEP Unmatched","Known Flow",539267.000000,136907.000000,,0.000000,,,,-29.509999,,,,,,,,,,,-33.599998,,-56.434089,-63.109998,,"",,,,"C4 PROFILE",,,,,,,,,,,"DC PROFILE",
"94104480001095","Nodes","P09122133, Denton Close, SCH 8.22",22.999998,38.788508,"CSEP Unmatched","Known Flow",528212.955147,147957.232965,,0.000000,,,,,,,,,,,,,,,-8.220000,,-7.350471,-8.220000,,"",,,,,,,,,,,,,,,"DC PROFILE",
"94104402801057","Nodes","2801057",21.000000,47.783743,"DDS demands","Known Flow",527083.750000,139442.250000,,0.000000,-81.110001,,-29.479999,-90.400004,,,-2.980000,,,,,,,,,,-182.393627,-203.970004,,"","C1 PROFILE",,"C3  PROFILE","C4 PROFILE",,,"D1 PROFILE",,,,,,,,,
"94104403107048","Nodes","3107048",21.000000,28.672060,"DDS demands","Known Flow",531941.875000,142232.125000,,0.000000,,,,,,,-69.080001,,,,,,,,,,-61.772574,-69.080001,,"",,,,,,,"D1 PROFILE",,,,,,,,,
"94104400002077","Nodes","Logger 2077",21.000000,28.777252,"Val Log Post","Known Flow",531959.562500,142213.125000,,0.000000,,,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,,,
"94104403107045","Nodes","3107045",21.000000,29.017028,"DDS demands","Known Flow",531999.375000,142121.250000,,0.000000,,,,,,,-11.870000,,,,,,,,,,-10.614366,-11.870000,,"",,,,,,,"D1 PROFILE",,,,,,,,,
