"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-2602.100000","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-37.790000","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-40.000000","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-90.190001","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-301.707003","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-8.049999","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-67.419999","0.000000","1.000000","Volumetric","-1.000000"
"DM","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
