"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)"
"94123309211057","Nodes","9211057",21.000000,38.888490,"Default Known Flow Node","Known Flow",541862.182907,121123.241119,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300102863","Nodes","102863",21.000000,28.844758,"DDS demands","Known Flow",541815.927287,121378.876607,,0.000000,,,,,-4.670000,,,,,-4.175997,-4.670000,,"",,,,,"D1 PROFILE",,,,
"94123300102868","Nodes","102868",21.000000,28.473090,"Default Known Flow Node","Known Flow",541903.665189,121408.209278,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300102865","Nodes","102865",21.000000,28.453454,"DDS demands","Known Flow",541857.625000,121450.382812,,0.000000,,,,,-3.349999,,,,,-2.995629,-3.349999,,"",,,,,"D1 PROFILE",,,,
"94123300102866","Nodes","102866",21.000000,38.875360,"DDS demands","Known Flow",541861.501494,121132.932323,,0.000000,,,,,-1.580000,,,,,-1.412864,-1.580000,,"",,,,,"D1 PROFILE",,,,
"94123309211023","Nodes","9211023",21.000000,39.466114,"DDS demands","Known Flow",541922.326743,121161.488326,,0.000000,,,,,-10.759999,,,,,-9.621784,-10.759999,,"",,,,,"D1 PROFILE",,,,
"94123309211059","Nodes","9211059",21.000000,33.405306,"DDS demands","Known Flow",541877.308666,121275.779548,,0.000000,,,,,-0.899999,,,,,-0.804796,-0.899999,,"",,,,,"D1 PROFILE",,,,
"94123309211058","Nodes","9211058",21.000000,34.620704,"DDS demands","Known Flow",541886.000000,121251.632812,,0.000000,,,,-5.300000,,,,,,-4.739355,-5.300000,,"",,,,"C4 PROFILE",,,,,
"94123300102871","Nodes","102871",21.000000,33.329210,"DDS demands","Known Flow",541894.137854,121321.134209,,0.000000,,,,,-0.319999,,,,,-0.286149,-0.319999,,"",,,,,"D1 PROFILE",,,,
"94123300102873","Nodes","102873",21.000000,34.530318,"DDS demands","Known Flow",541930.076598,121245.959188,,0.000000,,,,,-1.159999,,,,,-1.037292,-1.159999,,"",,,,,"D1 PROFILE",,,,
"94123309211022","Nodes","9211022",21.000000,42.597499,"DDS demands","Known Flow",541949.358626,121122.781194,,0.000000,-4.300000,,,-2.769999,-12.839999,,,,,-17.803878,-19.910000,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,,
