"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(IC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IC)","NodeFlowProfileNameByCategory(PL-AF)"
"94123309211060","Nodes","9211060",21.000000,32.823876,"DDS demands","Known Flow",542113.250000,121240.000000,,0.000000,,,,,-4.590000,,,,,-4.104460,-4.590000,,"",,,,,"D1 PROFILE",,,,
"94123300103602","Nodes","103602",21.000000,42.056298,"DDS demands","Known Flow",542007.735841,121054.364310,,0.000000,,,,,-2.829999,,,,,-2.530636,-2.829999,,"",,,,,"D1 PROFILE",,,,
"94123309211051","Nodes","9211051",21.000000,41.821044,"DDS demands","Known Flow",542031.211340,121021.691178,,0.000000,,,,,-11.029999,,,,,-9.863223,-11.029999,,"",,,,,"D1 PROFILE",,,,
"94123309211052","Nodes","9211052",21.000000,41.821044,"Default Known Flow Node","Known Flow",542055.225754,121065.503390,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123309211077","Nodes","9211077",21.000000,25.932661,"DDS demands","Known Flow",541595.000000,121538.000000,,0.000000,,,,,-12.830000,,,,,-11.472815,-12.830000,,"",,,,,"D1 PROFILE",,,,
"94123300102835","Nodes","102835",21.000000,25.932246,"DDS demands","Known Flow",541590.500000,121544.000000,,0.000000,,,,,-1.059999,,,,,-0.947870,-1.059999,,"",,,,,"D1 PROFILE",,,,
"94123309211078","Nodes","9211078",21.000000,25.520079,"DDS demands","Known Flow",541617.841717,121543.867881,,0.000000,,,,,-14.420000,,,,,-12.894622,-14.420000,,"",,,,,"D1 PROFILE",,,,
"94123300102843","Nodes","102843",21.000000,25.457865,"DDS demands","Known Flow",541626.375000,121545.882812,,0.000000,,,,,-8.579999,,,,,-7.672389,-8.579999,,"",,,,,"D1 PROFILE",,,,
"94123309211081","Nodes","9211081",21.000000,24.330612,"DDS demands","Known Flow",541745.796992,121644.371297,,0.000000,,,,,,,-10.069999,,,-9.004774,-10.069999,,"",,,,,,,"I2 PROFILE",,
"94123309211079","Nodes","9211079",21.000000,25.328789,"Default Known Flow Node","Known Flow",541659.875000,121554.000000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123309211080","Nodes","9211080",21.000000,24.988940,"DDS demands","Known Flow",541790.500000,121591.632812,,0.000000,,,,,-6.010000,,,,,-5.374249,-6.010000,,"",,,,,"D1 PROFILE",,,,
"94123309211082","Nodes","9211082",21.000000,24.199016,"Default Known Flow Node","Known Flow",541692.000000,121764.000000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300416335","Nodes","416335",21.000000,38.733628,"Default Known Flow Node","Known Flow",538246.625000,121097.750000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300416341","Nodes","416341",21.000000,38.850698,"Default Known Flow Node","Known Flow",538438.219612,121147.192757,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300416333","Nodes","416333",21.000000,38.733628,"Default Known Flow Node","Known Flow",538242.750000,121096.750000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300416334","Nodes","416334",21.000000,38.733628,"Default Known Flow Node","Known Flow",538242.875000,121079.132812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300416342","Nodes","416342",21.000000,38.754472,"Default Known Flow Node","Known Flow",538438.730668,121100.551940,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300365528","Nodes","365528",21.000000,37.009090,"DDS demands","Known Flow",538667.545353,121415.960929,,0.000000,,,,,-7.259999,,,,,-6.492022,-7.259999,,"",,,,,"D1 PROFILE",,,,
"94123300365530","Nodes","365530",21.000000,37.317733,"DDS demands","Known Flow",538720.661003,121376.958489,,0.000000,,,,,-4.760000,,,,,-4.256477,-4.760000,,"",,,,,"D1 PROFILE",,,,
"94123300365529","Nodes","365529",21.000000,37.215515,"DDS demands","Known Flow",538678.708235,121364.046804,,0.000000,,,,,-6.210000,,,,,-5.553093,-6.210000,,"",,,,,"D1 PROFILE",,,,
"94123300007231","Nodes","7231",21.000000,44.216565,"Default Known Flow Node","Known Flow",541485.937500,121134.382812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123303357412","Nodes","3357412",21.000000,43.843874,"DDS demands","Known Flow",539581.920417,121081.882916,,0.000000,,,,,-4.360000,,,,,-3.898790,-4.360000,,"",,,,,"D1 PROFILE",,,,
"94123303355090","Nodes","3355090",21.000000,30.729899,"DDS demands","Known Flow",541336.283240,121434.452703,,0.000000,,,,,-15.410000,,,,,-13.779898,-15.410000,,"",,,,,"D1 PROFILE",,,,
"94123309211026","Nodes","9211026",21.000000,29.606917,"DDS demands","Known Flow",541422.687500,121478.203125,,0.000000,,,,,-4.510000,,,,,-4.032922,-4.510000,,"",,,,,"D1 PROFILE",,,,
"94123303702022","Nodes","3702022",21.000000,28.942755,"DDS demands","Known Flow",541492.000547,121483.720638,,0.000000,,,,,-2.499999,,,,,-2.235544,-2.499999,,"",,,,,"D1 PROFILE",,,,
"94123303561261","Nodes","3561261",21.000000,44.768015,"Default Known Flow Node","Known Flow",539768.875000,121354.500000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123303357411","Nodes","3357411",21.000000,43.763198,"DDS demands","Known Flow",539581.625000,121103.250000,,0.000000,,,,,-8.310000,,,,,-7.430950,-8.310000,,"",,,,,"D1 PROFILE",,,,
"94123303395252","Nodes","3395252",21.000000,47.240315,"DDS demands","Known Flow",541481.344230,120923.456261,,0.000000,,,,,-6.040000,,,,,-5.401076,-6.040000,,"",,,,,"D1 PROFILE",,,,
"94123303399964","Nodes","3399964",21.000000,48.383448,"DDS demands","Known Flow",541330.797153,120957.003594,,0.000000,,,,,-9.500000,,,,,-8.495070,-9.500000,,"",,,,,"D1 PROFILE",,,,
"94123301626196","Nodes","1626196",21.000000,48.266107,"DDS demands","Known Flow",541364.182182,120948.690326,,0.000000,,,,,-4.070000,,,,,-3.639466,-4.070000,,"",,,,,"D1 PROFILE",,,,
"94123303395251","Nodes","3395251",21.000000,46.972131,"DDS demands","Known Flow",541480.066293,120911.490124,,0.000000,,-23.099999,,,,,,,,-20.656432,-23.099999,,"",,"C2 PROFILE",,,,,,,
"94123303399963","Nodes","3399963",21.000000,48.404501,"DDS demands","Known Flow",541329.213674,120984.450574,,0.000000,,,,,-3.339999,,,,,-2.986687,-3.339999,,"",,,,,"D1 PROFILE",,,,
"94123301170009","Nodes","1170009",21.000000,45.759266,"DDS demands","Known Flow",540064.198942,121089.392242,,0.000000,,,,,-3.540000,,,,,-3.165531,-3.540000,,"",,,,,"D1 PROFILE",,,,
"94123301170008","Nodes","1170008",21.000000,45.096503,"DDS demands","Known Flow",540014.500000,121320.500000,,0.000000,,,,,-12.950000,,,,,-11.580122,-12.950000,,"",,,,,"D1 PROFILE",,,,
"94123301626197","Nodes","1626197",21.000000,48.308398,"Default Known Flow Node","Known Flow",541364.578052,120999.493630,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123303355089","Nodes","3355089",21.000000,30.729899,"Default Known Flow Node","Known Flow",541332.241397,121446.578231,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123303702023","Nodes","P00045616, 18 WESTERN ROAD, NEWICK, 6.88",24.000000,28.910688,"CSEP DDS Matched","Known Flow",541492.125000,121495.250000,,0.000000,,,,,,-6.880000,,,,-6.152219,-6.880000,,"",,,,,,"DC PROFILE",,,
"94123303433233","Nodes","3433233",21.000000,43.601021,"DDS demands","Known Flow",541851.555280,121016.301484,,0.000000,,,,,-4.990000,,,,,-4.462147,-4.990000,,"",,,,,"D1 PROFILE",,,,
"94123303435481","Nodes","3435481",21.000000,31.274402,"DDS demands","Known Flow",541846.540511,121321.231705,,0.000000,,,,,-5.899999,,,,,-5.275885,-5.899999,,"",,,,,"D1 PROFILE",,,,
"94123303433234","Nodes","3433234",21.000000,43.418789,"DDS demands","Known Flow",541959.410836,121021.982916,,0.000000,,,,,-1.259999,,,,,-1.126714,-1.259999,,"",,,,,"D1 PROFILE",,,,
"94123303435480","Nodes","3435480",21.000000,31.133404,"DDS demands","Known Flow",541822.129966,121302.923796,,0.000000,,,,-8.739999,,,,,,-7.815464,-8.739999,,"",,,,"C4 PROFILE",,,,,
"94123303355473","Nodes","3355473",21.000000,30.512650,"Default Known Flow Node","Known Flow",541270.231021,121505.738044,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123309211103","Nodes","9211103",22.999998,34.824429,"Default Known Flow Node","Known Flow",541212.284763,121264.168375,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300010004","Nodes","10004",21.000000,37.027559,"Default Known Flow Node","Known Flow",538330.687500,121096.992187,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300010003","Nodes","10003",21.000000,36.550180,"DDS demands","Known Flow",538348.914524,121077.848236,,0.000000,,-16.530000,,,,,,,,-14.781422,-16.530000,,"",,"C2 PROFILE",,,,,,,
"94123300416336","Nodes","416336",21.000000,36.855112,"Default Known Flow Node","Known Flow",538320.750000,121063.632812,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300010007","Nodes","10007",21.000000,37.074396,"Default Known Flow Node","Known Flow",538334.125000,121098.617187,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300416339","Nodes","416339",21.000000,38.722216,"Default Known Flow Node","Known Flow",538390.630900,121113.934451,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300010006","Nodes","10006",21.000000,38.722216,"Default Known Flow Node","Known Flow",538392.104156,121094.799145,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300010008","Nodes","10008",21.000000,38.722216,"Default Known Flow Node","Known Flow",538411.141806,121103.852043,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300001000","Nodes","1000",21.000000,38.644389,"Default Known Flow Node","Known Flow",538427.006303,121035.029678,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300010009","Nodes","10009",21.000000,38.121295,"DDS demands","Known Flow",538397.685691,121047.394648,,0.000000,,-15.999999,,,,,,,,-14.307486,-15.999999,,"",,"C2 PROFILE",,,,,,,
"94123300416340","Nodes","416340",21.000000,38.515532,"Default Known Flow Node","Known Flow",538401.558627,120987.850924,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000272","Nodes","272",21.000000,41.325185,"DDS demands","Known Flow",538945.225642,121100.748405,,0.000000,,,,,-3.930000,,,,,-3.514276,-3.930000,,"",,,,,"D1 PROFILE",,,,
"94123300000001","Nodes","1",21.000000,33.113370,"DDS demands","Known Flow",541198.478227,121360.784112,,0.000000,,,,,-2.880000,,,,,-2.575347,-2.880000,,"",,,,,"D1 PROFILE",,,,
"94123300000441","Nodes","441",21.000000,24.374440,"DDS demands","Known Flow",541777.351363,121611.777958,,0.000000,,,,,-21.779999,,,,,-19.476065,-21.779999,,"",,,,,"D1 PROFILE",,,,
"94123300000442","Nodes","442",21.000000,24.374440,"Default Known Flow Node","Known Flow",541786.031063,121615.129280,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000443","Nodes","443",21.000000,24.067423,"Default Known Flow Node","Known Flow",541832.950381,121522.214267,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000444","Nodes","444",21.000000,47.890572,"DDS demands","Known Flow",542957.977833,123802.068305,,0.000000,,,,,-5.680000,,,,,-5.079157,-5.680000,,"",,,,,"D1 PROFILE",,,,
"94123300000467","Nodes","467",21.000000,47.833514,"DDS demands","Known Flow",542923.107667,123694.534195,,0.000000,,,,,-6.119999,,,,,-5.472613,-6.119999,,"",,,,,"D1 PROFILE",,,,
"94123300000448","Nodes","448",21.000000,46.524682,"DDS demands","Known Flow",543006.757054,123388.325160,,0.000000,,,,,-1.990000,,,,,-1.779493,-1.990000,,"",,,,,"D1 PROFILE",,,,
"94123300000450","Nodes","450",21.000000,46.525315,"DDS demands","Known Flow",542999.332824,123391.334983,,0.000000,,,,,-2.409999,,,,,-2.155065,-2.409999,,"",,,,,"D1 PROFILE",,,,
"94123300000449","Nodes","449",21.000000,46.315154,"DDS demands","Known Flow",543274.932280,123144.589696,,0.000000,,,,,-1.249999,,,,,-1.117772,-1.249999,,"",,,,,"D1 PROFILE",,,,
"94123300000452","Nodes","452",21.000000,46.501483,"DDS demands","Known Flow",542926.897463,123416.861569,,0.000000,,,,,-3.319999,,,,,-2.968803,-3.319999,,"",,,,,"D1 PROFILE",,,,
"94123300000451","Nodes","451",21.000000,46.440764,"Default Known Flow Node","Known Flow",542988.698116,123314.143057,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000445","Nodes","445",21.000000,46.629723,"DDS demands","Known Flow",542872.992845,123434.801510,,0.000000,,,,,-2.910000,,,,,-2.602174,-2.910000,,"",,,,,"D1 PROFILE",,,,
"94123300000453","Nodes","453",21.000000,46.315524,"DDS demands","Known Flow",542921.083033,123403.112863,,0.000000,,-11.620000,,,-4.030000,,,,,-13.994510,-15.650000,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,
"94123300000454","Nodes","454",21.000000,46.884736,"DDS demands","Known Flow",542874.971764,123492.442266,,0.000000,,,,,-10.710000,,,,,-9.577073,-10.710000,,"",,,,,"D1 PROFILE",,,,
"94123300000455","Nodes","455",21.000000,46.946220,"DDS demands","Known Flow",542880.532720,123492.982915,,0.000000,,,,,-8.729999,,,,,-7.806521,-8.729999,,"",,,,,"D1 PROFILE",,,,
"94123300000456","Nodes","456",21.000000,46.946220,"Default Known Flow Node","Known Flow",542917.076481,123476.006270,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000457","Nodes","457",21.000000,47.877269,"Default Known Flow Node","Known Flow",542894.390873,123579.903949,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000458","Nodes","458",21.000000,48.713489,"Default Known Flow Node","Known Flow",542932.794819,123575.508889,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000459","Nodes","CHERRY TREE COTTAGES DG, Site ID Unknown",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",542926.657007,123576.310435,,399.999988,,,,,,,,,,73.674610,82.389995,,"",,,,,,,,,
"94123300000462","Nodes","462",21.000000,48.149020,"DDS demands","Known Flow",542972.079797,123552.144507,,0.000000,,,,,-9.249999,,,,,-8.271515,-9.249999,,"",,,,,"D1 PROFILE",,,,
"94123300000461","Nodes","461",21.000000,48.127358,"DDS demands","Known Flow",543014.632360,123534.604196,,0.000000,,,,,-2.380000,,,,,-2.128238,-2.380000,,"",,,,,"D1 PROFILE",,,,
"94123300000460","Nodes","460",21.000000,48.074805,"DDS demands","Known Flow",543039.586913,123520.886404,,0.000000,,,,,-2.119999,,,,,-1.895741,-2.119999,,"",,,,,"D1 PROFILE",,,,
"94123300000463","Nodes","463",21.000000,48.104842,"DDS demands","Known Flow",542960.540119,123520.165174,,0.000000,,,,,-0.920000,,,,,-0.822680,-0.920000,,"",,,,,"D1 PROFILE",,,,
"94123300000465","Nodes","465",21.000000,47.786200,"DDS demands","Known Flow",542899.495052,123616.449868,,0.000000,,,,,-8.250000,,,,,-7.377297,-8.250000,,"",,,,,"D1 PROFILE",,,,
"94123300000464","Nodes","464",21.000000,47.786200,"Default Known Flow Node","Known Flow",542896.647457,123617.363247,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000466","Nodes","466",21.000000,47.833231,"DDS demands","Known Flow",542915.373030,123697.840812,,0.000000,,,,,-0.699999,,,,,-0.625952,-0.699999,,"",,,,,"D1 PROFILE",,,,
"94123300000045","Nodes","45",21.000000,42.982617,"DDS demands","Known Flow",539237.649732,121094.940529,,0.000000,,,,,-2.539999,,,,,-2.271313,-2.539999,,"",,,,,"D1 PROFILE",,,,
"94123300000002","Nodes","2",21.000000,24.330564,"Default Known Flow Node","Known Flow",541845.117013,121575.707963,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300060043","Nodes","60043",21.000000,49.882427,"Default Known Flow Node","Known Flow",540870.006233,120991.803526,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300060001","Nodes","60001",21.000000,38.722216,"Default Known Flow Node","Known Flow",538396.861803,121112.957302,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300060002","Nodes","60002",21.000000,38.722216,"Default Known Flow Node","Known Flow",538391.757706,121113.757742,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300060003","Nodes","60003",21.000000,38.722216,"Default Known Flow Node","Known Flow",538397.094143,121095.493455,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000006","Nodes","6",21.000000,42.706395,"Default Known Flow Node","Known Flow",539190.952778,121089.680104,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000003","Nodes","3",21.000000,38.218449,"Default Known Flow Node","Known Flow",538392.197748,121041.229633,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000011","Nodes","11",21.000000,42.581578,"Default Known Flow Node","Known Flow",539236.305186,121131.389385,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000004","Nodes","4",21.000000,38.515532,"Default Known Flow Node","Known Flow",538372.936081,120988.203592,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000005","Nodes","5",21.000000,38.515532,"Default Known Flow Node","Known Flow",538373.208401,120996.645516,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000010","Nodes","10",21.000000,42.925017,"Default Known Flow Node","Known Flow",539226.225093,121093.998500,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000008","Nodes","8",21.000000,42.865473,"Default Known Flow Node","Known Flow",539192.543434,121060.018930,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000007","Nodes","7",21.000000,42.861573,"DDS demands","Known Flow",539192.311327,121050.038321,,0.000000,,,,,-2.380000,,,,,-2.128238,-2.380000,,"",,,,,"D1 PROFILE",,,,
"94123300000012","Nodes","12",21.000000,42.756092,"DDS demands","Known Flow",539169.282393,121143.411487,,0.000000,,,,,-4.110000,,,,,-3.675235,-4.110000,,"",,,,,"D1 PROFILE",,,,
"94123300000015","Nodes","15",21.000000,40.256431,"DDS demands","Known Flow",540688.064041,120712.935207,,0.000000,,,,,-5.539999,,,,,-4.953967,-5.539999,,"",,,,,"D1 PROFILE",,,,
"94123300000013","Nodes","13",21.000000,43.512985,"DDS demands","Known Flow",540219.949756,120901.608412,,0.000000,,,,,-7.080000,,,,,-6.331062,-7.080000,,"",,,,,"D1 PROFILE",,,,
"94123300000018","Nodes","18",21.000000,47.727281,"Default Known Flow Node","Known Flow",541290.221049,121065.736179,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000014","Nodes","14",21.000000,43.507955,"DDS demands","Known Flow",540229.804554,120908.070306,,0.000000,,,,,-2.490000,,,,,-2.226602,-2.490000,,"",,,,,"D1 PROFILE",,,,
"94123300000017","Nodes","17",21.000000,40.252814,"Default Known Flow Node","Known Flow",540688.858156,120718.958845,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000016","Nodes","16",21.000000,40.415612,"DDS demands","Known Flow",540686.777490,120731.794261,,0.000000,,,,,-2.819999,,,,,-2.521694,-2.819999,,"",,,,,"D1 PROFILE",,,,
"94123300000020","Nodes","20",21.000000,47.727281,"Default Known Flow Node","Known Flow",541288.037935,121070.290654,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000019","Nodes","19",21.000000,47.727281,"Default Known Flow Node","Known Flow",541285.033542,121099.690563,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000023","Nodes","23",21.000000,46.965411,"Default Known Flow Node","Known Flow",541410.498961,121002.000806,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000027","Nodes","27",21.000000,34.692622,"DDS demands","Known Flow",541210.718395,121270.904852,,0.000000,,,,,-6.520000,,,,,-5.830300,-6.520000,,"",,,,,"D1 PROFILE",,,,
"94123300000025","Nodes","25",21.000000,35.903317,"DDS demands","Known Flow",541227.750143,121221.899877,,0.000000,,,,,-9.159999,,,,,-8.191036,-9.159999,,"",,,,,"D1 PROFILE",,,,
"94123300000021","Nodes","21",21.000000,46.942262,"DDS demands","Known Flow",541395.450829,121003.585301,,0.000000,,,,,-2.819999,,,,,-2.521694,-2.819999,,"",,,,,"D1 PROFILE",,,,
"94123300000022","Nodes","22",21.000000,46.942262,"Default Known Flow Node","Known Flow",541393.344598,120994.373713,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000024","Nodes","24",21.000000,46.965411,"Default Known Flow Node","Known Flow",541408.651568,120993.713930,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000026","Nodes","26",21.000000,35.725569,"DDS demands","Known Flow",541222.939807,121215.005102,,0.000000,,,,,-2.970000,,,,,-2.655827,-2.970000,,"",,,,,"D1 PROFILE",,,,
"94123300000028","Nodes","P00076074, NEWICK DRIVE, 1.95",22.999998,34.692264,"CSEP DDS Matched","Known Flow",541209.433413,121270.471359,,0.000000,,,,,,-1.949999,,,,-1.743724,-1.949999,,"",,,,,,"DC PROFILE",,,
"94123300000032","Nodes","32",21.000000,27.925182,"Default Known Flow Node","Known Flow",541606.034414,121470.250731,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000035","Nodes","35",21.000000,36.497667,"DDS demands","Known Flow",541749.522655,121323.849050,,0.000000,,,,,-2.509999,,,,,-2.244486,-2.509999,,"",,,,,"D1 PROFILE",,,,
"94123300000029","Nodes","29",21.000000,31.898678,"Default Known Flow Node","Known Flow",541268.182355,121397.866130,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000031","Nodes","31",21.000000,31.787851,"Default Known Flow Node","Known Flow",541264.168257,121403.585789,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000030","Nodes","30",21.000000,31.247176,"DDS demands","Known Flow",541251.298179,121426.028652,,0.000000,,-15.999999,,,-3.089999,,,,,-17.070619,-19.089999,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,
"94123300000034","Nodes","34",21.000000,27.871897,"DDS demands","Known Flow",541604.533956,121461.894687,,0.000000,,,,,-2.669999,,,,,-2.387561,-2.669999,,"",,,,,"D1 PROFILE",,,,
"94123300000033","Nodes","33",21.000000,27.716485,"DDS demands","Known Flow",541621.658605,121414.349854,,0.000000,,,,,-8.439999,,,,,-7.547198,-8.439999,,"",,,,,"D1 PROFILE",,,,
"94123300000036","Nodes","36",21.000000,35.764014,"DDS demands","Known Flow",541769.510764,121362.992431,,0.000000,,-15.689999,,,,,,,,-14.030278,-15.689999,,"",,"C2 PROFILE",,,,,,,
"94123300000039","Nodes","The Niche High Street, NA:18558",21.000000,26.860947,"DDS demands","Known Flow",541742.819379,121423.538713,,0.000000,-24.999999,,,,-1.990000,,-7.989999,,-13.850000,-43.664657,-48.830000,,"","C1 PROFILE",,,,"D1 PROFILE",,"I2 PROFILE",,"PL-AF PROFILE"
"94123300000037","Nodes","37",21.000000,28.473090,"DDS demands","Known Flow",541885.313877,121392.470826,,0.000000,,,,,-4.869999,,,,,-4.354840,-4.869999,,"",,,,,"D1 PROFILE",,,,
"94123300000043","Nodes","43",21.000000,24.330587,"Default Known Flow Node","Known Flow",541764.964872,121632.126547,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000051","Nodes","51",21.000000,43.991166,"Default Known Flow Node","Known Flow",541807.259376,120978.885218,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000042","Nodes","42",21.000000,25.040384,"Default Known Flow Node","Known Flow",541774.139763,121580.643454,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000044","Nodes","44",21.000000,24.198969,"Default Known Flow Node","Known Flow",541848.468972,121562.822909,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000038","Nodes","38",21.000000,36.415040,"Default Known Flow Node","Known Flow",541748.475152,121327.216024,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000040","Nodes","40",21.000000,26.806678,"DDS demands","Known Flow",541721.586533,121442.344024,,0.000000,,,,-4.469999,-0.509999,,,,,-4.453204,-4.979999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,
"94123300000041","Nodes","41",21.000000,25.821312,"DDS demands","Known Flow",541480.437916,121667.393094,,0.000000,,,,,-1.379999,,,,,-1.234020,-1.379999,,"",,,,,"D1 PROFILE",,,,
"94123300000047","Nodes","47",21.000000,24.198969,"Default Known Flow Node","Known Flow",541855.824207,121564.360363,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000046","Nodes","46",21.000000,24.198969,"Default Known Flow Node","Known Flow",541866.339805,121566.558423,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000048","Nodes","48",21.000000,43.635131,"DDS demands","Known Flow",541850.705025,121010.497385,,0.000000,,,,,-0.889999,,,,,-0.795853,-0.889999,,"",,,,,"D1 PROFILE",,,,
"94123300000050","Nodes","50",21.000000,43.629603,"Default Known Flow Node","Known Flow",541847.041743,121013.736264,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000049","Nodes","49",21.000000,43.577116,"DDS demands","Known Flow",541821.956856,121053.322423,,0.000000,,,,,-4.030000,,,,,-3.603698,-4.030000,,"",,,,,"D1 PROFILE",,,,
"94123300000052","Nodes","P00102967, 27 ALLINGTON ROAD, NEWICK, 7.53",24.000000,43.991145,"CSEP DDS Matched","Known Flow",541807.719331,120977.864293,,0.000000,,,,,,-7.530000,,,,-6.733460,-7.530000,,"",,,,,,"DC PROFILE",,,
"94123300000055","Nodes","55",21.000000,41.396889,"Default Known Flow Node","Known Flow",542051.202981,120761.773331,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"94123300000053","Nodes","53",21.000000,41.257590,"Default Known Flow Node","Known Flow",542100.798765,120814.910058,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
