"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"94118008503293","Nodes","8503293,",21.000000,34.529253,"Default Known Flow Node","Known Flow",530802.852500,108299.346875,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000006234","Nodes","6234,",21.000000,34.299381,"Default Known Flow Node","Known Flow",530799.790000,108317.550000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000003900","Nodes","3900,",21.000000,29.193317,"Default Known Flow Node","Known Flow",528793.165000,105967.682812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000003901","Nodes","3901,",21.000000,29.193262,"Default Known Flow Node","Known Flow",528797.290000,105968.300000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008801153","Nodes","8801153,",21.000000,29.322223,"DDS demands","Known Flow",528850.665000,105966.300000,,0.000000,,-24.999999,,,,,-25.459998,,,,,,,,-45.122234,-50.459997,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,
"94118000008633","Nodes","8633,",21.000000,33.561047,"Default Known Flow Node","Known Flow",532461.915000,106531.800000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118004905506","Nodes","4905506,",21.000000,33.561047,"Default Known Flow Node","Known Flow",532473.040000,106525.800000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008502112","Nodes","8502112,",21.000000,30.359649,"DDS demands","Known Flow",530044.415000,106128.050000,,0.000000,,,,,,,-40.109998,,,,,,,,-35.867078,-40.109998,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118008502020","Nodes","8502020,",21.000000,30.682117,"DDS demands","Known Flow",529908.165000,106317.682812,,0.000000,,,,,,,-20.079999,,,,,,,,-17.955894,-20.079999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118008502049","Nodes","8502049,",21.000000,34.272475,"Daily Metered Site","Known Flow",529982.727500,107554.948437,,0.000000,-101.879997,,,,,,-22.239999,,,,,,,,-110.990326,-124.119994,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"94118000006113","Nodes","6113,",21.000000,33.986869,"Default Known Flow Node","Known Flow",530055.165000,107442.432812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008803100","Nodes","8803100,",21.000000,26.878789,"DDS demands","Known Flow",527957.415000,106853.050000,,0.000000,,,,,,,-22.450001,,,,,,,,-20.075192,-22.450001,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000004033","Nodes","4033,",21.000000,26.873568,"DDS demands","Known Flow",527956.040000,106854.050000,,0.000000,,,,,,,-14.590000,,,,,,,,-13.046639,-14.590000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000004045","Nodes","4045,",21.000000,26.189158,"Default Known Flow Node","Known Flow",527877.790000,106904.682812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000005839","Nodes","5839,",21.000000,35.446856,"Default Known Flow Node","Known Flow",530441.165000,106062.050000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008502115","Nodes","8502115,",21.000000,35.026305,"DDS demands","Known Flow",530347.227500,106156.182812,,0.000000,,,,,,,-17.320000,,,,,,,,-15.487854,-17.320000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000005848","Nodes","5848,",21.000000,34.709948,"Default Known Flow Node","Known Flow",530303.290000,106238.050000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000001214","Nodes","1214,",21.000000,31.169628,"Default Known Flow Node","Known Flow",523841.165000,106548.432812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000001228","Nodes","1228,",21.000000,31.109361,"Default Known Flow Node","Known Flow",523841.165000,106572.050000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008507028","Nodes","8507028,",21.000000,29.510253,"Default Known Flow Node","Known Flow",535393.665000,103052.932812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008507027","Nodes","8507027,",21.000000,29.684548,"Daily Metered Site","Known Flow",535220.227500,103128.026562,,0.000000,,,-24.150000,,,,,,,,,,,,-21.595361,-24.150000,,"",,,"C3  PROFILE",,,,,,,,,,,
"94118000010185","Nodes","10185,",21.000000,29.901931,"Default Known Flow Node","Known Flow",535105.290000,103127.182812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000010192","Nodes","10192,",21.000000,29.881249,"Default Known Flow Node","Known Flow",534989.290000,103144.932812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008507025","Nodes","8507025,",21.000000,29.792883,"Daily Metered Site","Known Flow",534905.290000,103195.182812,,0.000000,,-460.679979,,,,,-2.599999,,,,,,,,-414.273237,-463.279987,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,
"94118000008242","Nodes","8242,",21.000000,30.333502,"Default Known Flow Node","Known Flow",532311.665000,104943.182812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008505170","Nodes","8505170,",21.000000,32.586049,"DDS demands","Known Flow",532458.102500,105092.800000,,0.000000,,,,,,,-29.059999,,,,,,,,-25.985972,-29.059999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000008319","Nodes","8319,",21.000000,34.846699,"Default Known Flow Node","Known Flow",532584.540000,105219.182812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000008117","Nodes","P12129563, DEV@AINSWORTH HOUSE-WELLINGTON ROAD, -15.51SCMH",22.999998,31.249264,"CSEP DDS Matched","Known Flow",532023.605826,105379.650266,,0.000000,,,,,,,,-15.510000,,,,,,,-13.869319,-15.510000,,"",,,,,,,,"DC PROFILE",,,,,,
"94118008505298","Nodes","P08118209,259 PRESTON ROAD , -5.72scmh",22.999998,33.637064,"CSEP DDS Matched","Known Flow",530197.100636,106872.075180,,0.000000,,,,,,,,-5.719999,,,,,,,-5.114926,-5.719999,,"",,,,,,,,"DC PROFILE",,,,,,
"94118008505301","Nodes","8505301,",21.000000,30.773656,"DDS demands","Known Flow",532617.415000,104811.550000,,0.000000,,,,,,,-12.709999,,,,,,,,-11.365509,-12.709999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118001464508","Nodes","1464508,",21.000000,29.832185,"Default Known Flow Node","Known Flow",532420.040000,104550.182812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008505238","Nodes","8505238,",21.000000,29.838156,"DDS demands","Known Flow",532405.915000,104530.682812,,0.000000,,,,,,,-4.159999,,,,,,,,-3.719946,-4.159999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118008505295","Nodes","8505295,",21.000000,29.714624,"Default Known Flow Node","Known Flow",532388.540000,104511.300000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000005867","Nodes","5867,",21.000000,32.883631,"Default Known Flow Node","Known Flow",530264.415000,106393.550000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008502313","Nodes","8502313,",21.000000,32.620358,"Default Known Flow Node","Known Flow",530200.352500,106388.096875,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000005857","Nodes","5857,",21.000000,32.509644,"Default Known Flow Node","Known Flow",530039.290000,106365.182812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000005855","Nodes","5855,",21.000000,32.494085,"Default Known Flow Node","Known Flow",530038.415000,106361.932812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008502312","Nodes","8502312,",21.000000,32.707005,"Default Known Flow Node","Known Flow",530059.852500,106317.050000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008801056","Nodes","8801056,",21.000000,29.498079,"DDS demands","Known Flow",529365.290000,104616.932812,,0.000000,-1.590000,,,,,,-25.939999,,,,,,,,-24.617819,-27.529999,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"94118008801055","Nodes","8801055,",21.000000,29.574388,"DDS demands","Known Flow",529326.415000,104470.800000,,0.000000,,,,,,,-28.160000,,,,,,,,-25.181177,-28.160000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118004905376","Nodes","4905376,",21.000000,29.440306,"Default Known Flow Node","Known Flow",527501.665000,106613.050000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008803106","Nodes","8803106,",21.000000,29.156432,"DDS demands","Known Flow",527610.727500,106686.471875,,0.000000,,,,,,,-14.659999,,,,,,,,-13.109234,-14.659999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118008803103","Nodes","8803103,",21.000000,28.719662,"DDS demands","Known Flow",527807.915000,106676.800000,,0.000000,,,,,,,-23.679999,,,,,,,,-21.175080,-23.679999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000003629","Nodes","3629,",21.000000,33.260157,"DDS demands","Known Flow",528653.290000,105186.550000,,0.000000,,,,,,,-19.629998,,,,,,,,-17.553497,-19.629998,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118008802143","Nodes","8802143,",21.000000,32.055336,"DDS demands","Known Flow",528695.401495,105360.086895,,0.000000,,,,,,,-49.060002,,,,,,,,-43.870333,-49.060002,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000007418","Nodes","P09120905, 155 PRESTON DROVE, -5.54",22.999998,32.245666,"CSEP DDS Matched","Known Flow",531076.633423,106598.728027,,0.000000,,,,,,,,-5.539999,,,,,,,-4.953967,-5.539999,,"",,,,,,,,"DC PROFILE",,,,,,
"94118008502141","Nodes","8502141,",21.000000,28.341811,"DDS demands","Known Flow",531227.227500,106640.823437,,0.000000,,,,,,,-32.279998,,,-6.000000,,,,,-34.230659,-38.279997,,"",,,,,,,"D1 PROFILE",,,"I2 PROFILE",,,,
"94118008801123","Nodes","8801123,",21.000000,27.896193,"DDS demands","Known Flow",529648.040000,105228.550000,,0.000000,,,,-11.190000,,,-55.040002,,,,,,,,-59.224053,-66.230002,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"94118000004696","Nodes","4696,",21.000000,26.226787,"DDS demands","Known Flow",529585.040000,105322.182812,,0.000000,,,,,,,-12.250000,,,,,,,,-10.954169,-12.250000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000003983","Nodes","3983,",21.000000,32.964290,"Default Known Flow Node","Known Flow",528372.915000,106618.182812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008803201","Nodes","8803201,",21.000000,35.231078,"DDS demands","Known Flow",528434.227500,106556.050000,,0.000000,,-17.920000,,,,,-45.759996,,,,,,,,-56.943792,-63.679997,,"",,"C2 PROFILE",,,,,"D1 PROFILE",,,,,,,
"94118008803242","Nodes","8803242,",21.000000,36.833216,"Default Known Flow Node","Known Flow",528431.790000,106517.800000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000009116","Nodes","9116,",21.000000,32.875303,"Default Known Flow Node","Known Flow",533467.165000,103690.682812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000009138","Nodes","9138,",21.000000,31.537283,"Default Known Flow Node","Known Flow",533216.540000,103773.300000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008504181","Nodes","8504181,",21.000000,28.699586,"DDS demands","Known Flow",533601.165000,108216.682812,,0.000000,,,,,,,-9.790000,,,,,,,,-8.754394,-9.790000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000010024","Nodes","10024,",21.000000,28.713699,"Default Known Flow Node","Known Flow",533607.915000,108217.050000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008504182","Nodes","8504182,",21.000000,28.684745,"DDS demands","Known Flow",533585.665000,108267.550000,,0.000000,,,,-11.230000,,,-22.410000,,,,,,,,-30.081490,-33.640001,,"",,,,"C4 PROFILE",,,"D1 PROFILE",,,,,,,
"94118000007185","Nodes","Logger 7185, WOBURN PLACE,",21.000000,28.697001,"Val Log Post","Known Flow",533601.102500,108219.050000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008506055","Nodes","8506055,",21.000000,31.485911,"Default Known Flow Node","Known Flow",531357.472532,104302.504726,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000007188","Nodes","Logger 7188, BRIGHTON PAVILION,",21.000000,30.994500,"Val Log Post","Known Flow",531312.558133,104320.508714,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008501172","Nodes","8501172,",21.000000,30.739727,"DDS demands","Known Flow",531289.163123,104329.540832,,0.000000,-11.270000,,,,,,-15.590000,,,,,,,,-24.018693,-26.860000,,"","C1 PROFILE",,,,,,"D1 PROFILE",,,,,,,
"94118008506144","Nodes","8506144,",21.000000,30.887759,"DDS demands","Known Flow",532877.165000,103761.800000,,0.000000,,,,,,,-18.559999,,,,,,,,-16.596683,-18.559999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000007186","Nodes","Logger 7186, EASTERN ROAD,",21.000000,30.993180,"Val Log Post","Known Flow",532839.727500,103777.682812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008506135","Nodes","8506135,",21.000000,30.896638,"DDS demands","Known Flow",532821.915000,103785.300000,,0.000000,,,,,,,-40.740003,,,,,,,,-36.430442,-40.740003,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118004905561","Nodes","4905561,",21.000000,29.487772,"Default Known Flow Node","Known Flow",533172.165000,107472.300000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000007183","Nodes","Logger 7183, MOULSECOOMBE WAY,",21.000000,29.581058,"Val Log Cath","Known Flow",533186.040000,107475.518750,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000009901","Nodes","9901,",21.000000,29.544560,"Default Known Flow Node","Known Flow",533199.665000,107478.682812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008508035","Nodes","8508035,",21.000000,30.549089,"DDS demands","Known Flow",535756.415000,105750.182812,,0.000000,,,,,,,-32.790000,,,,,,,,-29.321405,-32.790000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000007181","Nodes","Logger 7181, FALMERS GARDENS,",21.000000,30.505852,"Val Log Post","Known Flow",535696.040000,105753.206250,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008508034","Nodes","8508034,",21.000000,30.940193,"DDS demands","Known Flow",535639.290000,105746.432812,,0.000000,,,,,,,-15.370000,,,,,,,,-13.744129,-15.370000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000010859","Nodes","10859,",21.000000,26.210994,"Default Known Flow Node","Known Flow",536071.165000,103781.300000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000007180","Nodes","Logger 7180, WANDERDOWN WAY,",21.000000,25.961420,"Val Log Cath","Known Flow",536079.102500,103802.987500,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118001465047","Nodes","1465047,",21.000000,26.277446,"Default Known Flow Node","Known Flow",536107.665000,103846.182812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008502260","Nodes","8502260,",21.000000,32.283063,"DDS demands","Known Flow",531512.915000,105961.432812,,0.000000,,,,,,,-23.729999,,,,,,,,-21.219790,-23.729999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000007176","Nodes","Logger 7176, DITCHLING ROAD,",21.000000,32.209354,"Val Log Cath","Known Flow",531515.165000,105897.550000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008502261","Nodes","8502261,",21.000000,32.208373,"DDS demands","Known Flow",531515.352500,105895.050000,,0.000000,,,,,,,-27.590000,,,,,,,,-24.671472,-27.590000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118008503086","Nodes","8503086,",21.000000,28.491889,"DDS demands","Known Flow",530218.165000,109172.300000,,0.000000,,,,,,,-32.900000,,,,,,,,-29.419769,-32.900000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000007174","Nodes","Logger 7174, VALE AVENUE,",21.000000,28.358017,"Val Log Post","Known Flow",530244.665000,109170.768750,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008503087","Nodes","8503087,",21.000000,27.196265,"DDS demands","Known Flow",530399.040000,109140.432812,,0.000000,,,,,,,-26.120001,,,,,,,,-23.356973,-26.120001,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000003848","Nodes","3848,",21.000000,32.503262,"Default Known Flow Node","Known Flow",528591.415000,105812.550000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008803249","Nodes","8803249,",21.000000,31.653601,"Default Known Flow Node","Known Flow",528618.665000,105742.487500,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008801288","Nodes","8801288,",21.000000,30.394809,"Default Known Flow Node","Known Flow",528761.790000,105714.432812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000009376","Nodes","9376,",21.000000,30.305037,"Default Known Flow Node","Known Flow",533467.040000,104442.432812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000009387","Nodes","9387,",21.000000,30.441533,"Default Known Flow Node","Known Flow",533435.665000,104476.932812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008506240","Nodes","8506240,",21.000000,30.515156,"DDS demands","Known Flow",533320.540000,104613.346875,,0.000000,-8.260000,-40.660001,,,,,-21.500000,,,,,,,,-62.970825,-70.420000,,"","C1 PROFILE","C2 PROFILE",,,,,"D1 PROFILE",,,,,,,
"94118000009407","Nodes","9407,",21.000000,30.659206,"Default Known Flow Node","Known Flow",533471.165000,104527.300000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000004630","Nodes","4630,",21.000000,28.686616,"Default Known Flow Node","Known Flow",529789.665000,105192.550000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000004641","Nodes","4641,",21.000000,28.589174,"Default Known Flow Node","Known Flow",529690.540000,105216.050000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118004905866","Nodes","4905866,",21.000000,28.592521,"Default Known Flow Node","Known Flow",529687.040000,105216.800000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000004700","Nodes","4700,",21.000000,25.774662,"DDS demands","Known Flow",529194.415000,105331.932812,,0.000000,,,,,,,-13.080000,,,,,,,,-11.696370,-13.080000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118008801127","Nodes","8801127,",21.000000,26.998008,"DDS demands","Known Flow",529331.040000,105302.682812,,0.000000,-6.000000,,-24.389998,,,,-31.760001,,,,,,,,-55.575641,-62.150000,,"","C1 PROFILE",,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,
"94118060000024","Nodes","60000024,",21.000000,30.763655,"Default Known Flow Node","Known Flow",521634.096297,105069.564784,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008703023","Nodes","8703023,",21.000000,30.767525,"DDS demands","Known Flow",521631.920922,105064.327771,,0.000000,,,,,,,-40.180000,,,,,,,,-35.929674,-40.180000,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000000097","Nodes","97,",21.000000,31.464354,"Default Known Flow Node","Known Flow",521261.040000,105276.932812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000000115","Nodes","115,",21.000000,31.464504,"Default Known Flow Node","Known Flow",521215.290000,105334.050000,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008502082","Nodes","8502082,",21.000000,33.650365,"DDS demands","Known Flow",530209.540000,106843.050000,,0.000000,,,,,,,-21.489999,,,,,,,,-19.216742,-21.489999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118000005965","Nodes","5965,",21.000000,33.717425,"DDS demands","Known Flow",530191.540000,106885.050000,,0.000000,,,,,,,-14.749999,,,,,,,,-13.189713,-14.749999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118008503223","Nodes","8503223,",21.000000,32.671001,"DDS demands","Known Flow",530993.915000,108321.550000,,0.000000,,,,,,,-28.649999,,,,,,,,-25.619342,-28.649999,,"",,,,,,,"D1 PROFILE",,,,,,,
"94118085061532","Nodes","85061532,",21.000000,33.834014,"Default Known Flow Node","Known Flow",530872.665000,108342.182812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000006139","Nodes","6139,",21.000000,31.899796,"Default Known Flow Node","Known Flow",530831.540000,107629.432812,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118000007175","Nodes","Logger 7175, SURRENDEN ROAD,",21.000000,31.938624,"Val Log Post","Known Flow",530822.540000,107629.190625,,0.000000,,,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,,,
"94118008503233","Nodes","8503233,",21.000000,33.401701,"DDS demands","Known Flow",530734.665000,107621.550000,,0.000000,,,-1.620000,,,,-26.479999,,,,,,,,-25.127521,-28.099999,,"",,,"C3  PROFILE",,,,"D1 PROFILE",,,,,,,
