"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"94104202902044","Nodes","2902044",21.000000,25.867993,"DDS demands","Known Flow",517393.405000,147891.070000,,0.000000,,-0.430000,-0.384513,-0.430000,,"",,"D1 PROFILE"
"94104202902016","Nodes","2902016",21.000000,26.691252,"DDS demands","Known Flow",517685.405000,147951.570000,,0.000000,,-18.770000,-16.784470,-18.770000,,"",,"D1 PROFILE"
"94104202902036","Nodes","2902036",21.000000,26.647359,"DDS demands","Known Flow",517728.655000,147964.320000,,0.000000,,0.000000,0.000000,0.000000,,"",,"D1 PROFILE"
"94104202902035","Nodes","2902035",21.000000,26.645898,"Default Known Flow Node","Known Flow",517688.905000,147946.070000,,0.000000,,,0.000000,0.000000,,"",,
"94104202902015","Nodes","2902015",21.000000,26.360308,"DDS demands","Known Flow",517536.905000,147964.820000,,0.000000,,-15.810000,-14.137584,-15.810000,,"",,"D1 PROFILE"
"94104202902026","Nodes","2902026",21.000000,26.336004,"DDS demands","Known Flow",517489.405000,147933.445000,,0.000000,,-5.590000,-4.998678,-5.590000,,"",,"D1 PROFILE"
"94104202902017","Nodes","2902017",21.000000,25.959092,"DDS demands","Known Flow",517593.405000,147895.070000,,0.000000,,-27.319999,-24.430033,-27.319999,,"",,"D1 PROFILE"
"94104202902025","Nodes","2902025",21.000000,26.453419,"Default Known Flow Node","Known Flow",517430.780000,147996.070000,,0.000000,,,0.000000,0.000000,,"",,
"94104202902034","Nodes","2902034",21.000000,26.889439,"Default Known Flow Node","Known Flow",517673.905000,147954.820000,,0.000000,,,0.000000,0.000000,,"",,
"94104202902018","Nodes","2902018",21.000000,25.747604,"DDS demands","Known Flow",517603.405000,147887.820000,,0.000000,,-25.409998,-22.722075,-25.409998,,"",,"D1 PROFILE"
"94104202902011","Nodes","2902011",21.000000,26.586860,"DDS demands","Known Flow",517467.780000,148031.695000,,0.000000,,-9.939999,-8.888526,-9.939999,,"",,"D1 PROFILE"
"94104202902020","Nodes","2902020",21.000000,26.585649,"Default Known Flow Node","Known Flow",517474.155000,148026.820000,,0.000000,,,0.000000,0.000000,,"",,
"94104202902027","Nodes","2902027",21.000000,26.469929,"Default Known Flow Node","Known Flow",517503.655000,148003.820000,,0.000000,,,0.000000,0.000000,,"",,
"94104202902013","Nodes","2902013",21.000000,28.188505,"DDS demands","Known Flow",517636.780000,148026.320000,,0.000000,,-25.660000,-22.945630,-25.660000,,"",,"D1 PROFILE"
"94104202902028","Nodes","2902028",21.000000,26.953540,"DDS demands","Known Flow",517505.030000,148055.695000,,0.000000,,-7.050000,-6.304236,-7.050000,,"",,"D1 PROFILE"
"94104202902030","Nodes","2902030",21.000000,28.118545,"Default Known Flow Node","Known Flow",517588.405000,148104.195000,,0.000000,,,0.000000,0.000000,,"",,
"94104202902029","Nodes","2902029",21.000000,27.967945,"DDS demands","Known Flow",517552.530000,148162.695000,,0.000000,,-7.829999,-7.001726,-7.829999,,"",,"D1 PROFILE"
"94104202902012","Nodes","2902012",21.000000,28.124796,"DDS demands","Known Flow",517589.405000,148102.695000,,0.000000,,-13.029999,-11.651658,-13.029999,,"",,"D1 PROFILE"
"94104202902019","Nodes","2902019",21.000000,29.706448,"DDS demands","Known Flow",517625.280000,148044.445000,,0.000000,,-0.259999,-0.232496,-0.259999,,"",,"D1 PROFILE"
"94104202902032","Nodes","2902032",21.000000,29.985549,"Default Known Flow Node","Known Flow",517656.030000,148094.570000,,0.000000,,,0.000000,0.000000,,"",,
"94104202902021","Nodes","2902021",21.000000,27.824304,"Default Known Flow Node","Known Flow",517629.905000,148022.695000,,0.000000,,,0.000000,0.000000,,"",,
"94104202902031","Nodes","2902031",21.000000,28.509914,"Default Known Flow Node","Known Flow",517634.405000,148029.945000,,0.000000,,,0.000000,0.000000,,"",,
"94104202902001","Nodes","CHART DOWN DG,",21.000000,30.000000,"Default Known Pressure Node","Known Pressure",517658.030000,148092.195000,,2014.999944,,,178.620001,199.749999,,"",,
"94104202902033","Nodes","2902033",21.000000,28.164379,"DDS demands","Known Flow",517668.655000,148047.570000,,0.000000,,-3.000000,-2.682653,-3.000000,,"",,"D1 PROFILE"
"94104202902022","Nodes","2902022",21.000000,25.700611,"Default Known Flow Node","Known Flow",517485.623750,147838.976250,,0.000000,,,0.000000,0.000000,,"",,
"94104202902023","Nodes","2902023",21.000000,25.257853,"Default Known Flow Node","Known Flow",517477.561250,147791.757500,,0.000000,,,0.000000,0.000000,,"",,
"94104200000001","Nodes","1",21.000000,25.301882,"DDS demands","Known Flow",517473.842500,147813.320000,,0.000000,,,0.000000,0.000000,,"",,
"94104200000002","Nodes","2",21.000000,24.375938,"DDS demands","Known Flow",517425.267394,147789.579351,,0.000000,-18.879998,,-16.882833,-18.879998,,"","C4 PROFILE",
"94104200000215","Nodes",,21.000000,26.645898,"Default Known Flow Node","Known Flow",517723.233746,147957.084498,,0.000000,,,0.000000,0.000000,,"",,
"94104200000216","Nodes",,21.000000,25.959092,"Default Known Flow Node","Known Flow",517547.182845,147952.731591,,0.000000,,,0.000000,0.000000,,"",,
"94104200000256","Nodes",,21.000000,29.681482,"Default Known Flow Node","Known Flow",517623.580966,148047.163784,,0.000000,,,0.000000,0.000000,,"",,
"94104200000255","Nodes",,21.000000,29.749436,"Default Known Flow Node","Known Flow",517629.753107,148055.743120,,0.000000,,,0.000000,0.000000,,"",,
