"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-12866.199977,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-1063.959989,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-257.149999,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-1642.779989,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-243.639997,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-587.929999,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-326.019996,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
"PL-DC","Flow Categories",-758.020011,0.000000,1.000000,"Volumetric",-1.000000
"PL-PL","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",0.000000
"PL-AF","Flow Categories",-284.689992,0.000000,1.000000,"Volumetric",-1.000000
"PL-CC","Flow Categories",-106.149997,0.000000,1.000000,"Volumetric",-1.000000
