",model,name,name_out,loaded,balanced,feasible,solved,min_pressure,location"
" ,961104_MAIDSTONE,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961104_MAIDSTONE\FY1\961104_MAIDSTONE_FY1 17-10-11.MDB,S:\TEST AREA\ac00418\ASP_models_out\961104_MAIDSTONE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,17.1837,96110400002852"
" ,961105_SUTTON_VALENCE,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961105_SUTTON_VALENCE\FY1\961105_SUTTON_VALENCE_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961105_SUTTON_VALENCE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,24.191,96110505908011"
" ,961106_LANGLEY_HEATH,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961106_LANGLEY_HEATH\FY1\961106_LANGLEYHEATH_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961106_LANGLEY_HEATH_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,23.8959,96110605908092"
" ,961107_LEEDS,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961107_LEEDS\FY1\961107_LEEDS_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961107_LEEDS_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.0533,96110700000013"
" ,961108_LENHAM,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961108_LENHAM\FY1\961108_LENHAM_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961108_LENHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,25.0182,96110805910400"
" ,961109_HARRIETSHAM,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961109_HARRIETSHAM\FY1\961109_HARRIETSHAM_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961109_HARRIETSHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1842,96110905910473"
" ,961110_EYHORNE_GREEN,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961110_EYHORNE_GREEN\FY1\961110_EYHORNE_GREEN_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961110_EYHORNE_GREEN_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1809,96111005910411"
" ,961111_TESTON,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961111_TESTON\FY1\961111 TESTON FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961111_TESTON_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,19.2157,96111109100050"
" ,961112_SNODLAND,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961112_SNODLAND\FY1\961112 SNODLAND FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961112_SNODLAND_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.0153,96111200011105"
" ,961113_KINGSWOOD,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961113_KINGSWOOD\FY1\961113 - Kingswood - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961113_KINGSWOOD_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.7319,96111305913044"
" ,961116_MEREWORTH,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961116_MEREWORTH\FY1\961116_MEREWORTH_ FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961116_MEREWORTH_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.9238,96111606103285"
" ,961117_EAST_PECKHAM,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961117_EAST_PECKHAM\FY1\961117_EAST_PECKHAM_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961117_EAST_PECKHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,24.7102,96111700000187"
" ,961118_BOROUGH_GREEN,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961118_BOROUGH_GREEN\FY1\961118_BOROUGH_GREEN_FY1 oct 2011.MDB,S:\TEST AREA\ac00418\ASP_models_out\961118_BOROUGH_GREEN_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.362,96111800003228"
" ,961119_IGHTHAM,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961119_IGHTHAM\FY1\961119_IGHTHAM_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961119_IGHTHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,23.2662,96111907105411"
" ,961120_PADDOCK_WOOD,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961120_PADDOCK_WOOD\FY1\961120-PADDOCK WOOD- FY1 11-12.MDB,S:\TEST AREA\ac00418\ASP_models_out\961120_PADDOCK_WOOD_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.4068,96112000000002"
" ,961121_CRANBROOK,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961121_CRANBROOK\FY1\961121_CRANBROOK_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961121_CRANBROOK_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,23.8375,96112162021239"
" ,961122_HAWKHURST,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961122_HAWKHURST\FY1\961122 - Hawkhurst - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961122_HAWKHURST_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.1267,96112206203155"
" ,961123_HARTLIP,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961123_HARTLIP\FY1\961123_HARTLIP_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961123_HARTLIP_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,23.0678,96112306314048"
" ,961124_SHEPPEY,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961124_SHEPPEY\FY1\961124_SHEPPEY_FY1 23-1-13.MDB,S:\TEST AREA\ac00418\ASP_models_out\961124_SHEPPEY_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,24.4219,96112406316183"
" ,961125_LEYSDOWN_WARDEN,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961125_LEYSDOWN_WARDEN\FY1\961125_LEYSDOWN_WARDEN_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961125_LEYSDOWN_WARDEN_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.3838,96112506317123"
" ,961126_SITTINGBOURNE,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961126_SITTINGBOURNE\FY1\961126_SITTINGBOURNE_FY1 18-01-13.MDB,S:\TEST AREA\ac00418\ASP_models_out\961126_SITTINGBOURNE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,20.7981,96112600000121"
" ,961127_FAVERSHAM,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961127_FAVERSHAM\FY1\961127 Faversham FY1 09 08 11.MDB,S:\TEST AREA\ac00418\ASP_models_out\961127_FAVERSHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.0214,96112706324331"
" ,961128_WADHURST,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961128_WADHURST\FY1\961128_WADHURST_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961128_WADHURST_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.2018,96112800000145"
" ,961129_EDENBRIDGE,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961129_EDENBRIDGE\FY1\961129 Edenbridge - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961129_EDENBRIDGE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,23.2038,96112900000010"
" ,961130_TONBRIDGE,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961130_TONBRIDGE\FY1\961130 - Tonbridge - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961130_TONBRIDGE_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,18.3468,96113000010408"
" ,961131_WESTERHAM,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961131_WESTERHAM\FY1\961131_WESTERHAM_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961131_WESTERHAM_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.8795,96113101462511"
" ,961132_SUNDRIDGE_AND_BRASTED,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961132_SUNDRIDGE_AND_BRASTED\FY1\961132_SUNDRIDGE_AND_BRASTED_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961132_SUNDRIDGE_AND_BRASTED_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.1404,96113206506105"
" ,961133_SEVENOAKS,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961133_SEVENOAKS\FY1\961133 - Sevenoaks - Fy1 27 04 12.MDB,S:\TEST AREA\ac00418\ASP_models_out\961133_SEVENOAKS_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,18.5857,96113300000045"
" ,961134_BROOK_STREET,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961134_BROOK_STREET\FY1\961134_BROOK_STREET_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961134_BROOK_STREET_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,24.4819,96113406701233"
" ,961135_HADLOW,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961135_HADLOW\FY1\961135_HADLOW_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961135_HADLOW_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,22.0999,96113500387098"
" ,961136_TUNBRIDGE_WELLS,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961136_TUNBRIDGE_WELLS\FY1\961136 Tunbridge Wells FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961136_TUNBRIDGE_WELLS_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,21.0689,96113600000180"
" ,961137_FIVE_OAK_GREEN,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961137_FIVE_OAK_GREEN\FY1\961137 - Five Oak Green - FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961137_FIVE_OAK_GREEN_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,62.9402,96113706807043"
" ,961138_CROWBOROUGH,\\vpoct502\Syn471\Southern Networks_471\S9 (96) district LP models_471\961138_CROWBOROUGH\FY1\961138_CROWBOROUGH_FY1.MDB,S:\TEST AREA\ac00418\ASP_models_out\961138_CROWBOROUGH_LRMM1415.MDB,TRUE,TRUE,TRUE,TRUE,20.9474,96113800000237"
