"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-DC)"
"90101601717035","Nodes","","21.000000","47.542670","Default Known Flow Node","Known Flow","541153.125000","156859.750000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717036","Nodes","","21.000000","47.498862","Default Known Flow Node","Known Flow","541164.875000","156875.625000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717017","Nodes","","21.000000","51.948345","DDS demands","Known Flow","541415.125000","156620.000000","","0.000000","","","","-0.469999","","","-0.420282","-0.469999","","","","","","D1 PROFILE","",""
"90101600005492","Nodes","Logger 5492","21.000000","52.034873","Val Log Post","Known Flow","541410.625000","156627.562500","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717018","Nodes","","21.000000","52.509441","DDS demands","Known Flow","541336.436668","156755.659740","","0.000000","","","","-1.570000","","","-1.403922","-1.570000","","","","","","D1 PROFILE","",""
"90101601717015","Nodes","","21.000000","47.948718","DDS demands","Known Flow","541730.381599","156913.014705","","0.000000","","","","-32.090000","","","-28.695453","-32.090000","","","","","","D1 PROFILE","",""
"90101601717016","Nodes","","21.000000","52.559265","Default Known Flow Node","Known Flow","541543.039893","156601.073138","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717042","Nodes","","21.000000","50.594271","Default Known Flow Node","Known Flow","541292.625000","156930.000000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717050","Nodes","","21.000000","50.550738","Default Known Flow Node","Known Flow","541337.500000","156922.625000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717019","Nodes","","21.000000","52.552756","DDS demands","Known Flow","541333.375000","156844.500000","","0.000000","","","-7.840000","-21.909999","","","-26.602981","-29.750000","","","","","C4 PROFILE","D1 PROFILE","",""
"90101601717051","Nodes","","21.000000","52.575305","DDS demands","Known Flow","541382.414109","156881.443878","","0.000000","","","","-9.689999","","","-8.664970","-9.689999","","","","","","D1 PROFILE","",""
"90101601717032","Nodes","","21.000000","49.402755","DDS demands","Known Flow","541351.125000","156966.250000","","0.000000","","","","-32.839999","","","-29.366116","-32.839999","","","","","","D1 PROFILE","",""
"90101601717038","Nodes","","21.000000","49.577236","Default Known Flow Node","Known Flow","541240.375000","156920.125000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717052","Nodes","","21.000000","51.784693","Default Known Flow Node","Known Flow","541400.125000","156764.750000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717054","Nodes","","21.000000","51.567550","DDS demands","Known Flow","541426.052900","156858.214778","","0.000000","","","","-19.390000","","","-17.338884","-19.390000","","","","","","D1 PROFILE","",""
"90101601717037","Nodes","","21.000000","47.367482","Default Known Flow Node","Known Flow","541180.250000","156947.250000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717033","Nodes","","21.000000","47.367482","DDS demands","Known Flow","541195.875000","156951.250000","","0.000000","","","","-33.450000","","","-29.911590","-33.450000","","","","","","D1 PROFILE","",""
"90101601717040","Nodes","","21.000000","49.577236","Default Known Flow Node","Known Flow","541270.500000","156919.125000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717043","Nodes","","21.000000","52.510033","Default Known Flow Node","Known Flow","541304.125000","156852.750000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717039","Nodes","","21.000000","52.578531","Default Known Flow Node","Known Flow","541245.125000","156866.375000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717044","Nodes","","21.000000","52.515622","Default Known Flow Node","Known Flow","541315.875000","156784.375000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717041","Nodes","","21.000000","52.510546","Default Known Flow Node","Known Flow","541284.375000","156820.750000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717045","Nodes","","21.000000","52.552682","Default Known Flow Node","Known Flow","541319.750000","156814.250000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717047","Nodes","","21.000000","52.519205","Default Known Flow Node","Known Flow","541326.533147","156772.693303","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717046","Nodes","P12130324, Ship Hill, 11.54scmh","22.999998","52.510546","CSEP DDS Matched","Known Flow","541297.141683","156805.881143","","0.000000","","","","","-11.539999","","-10.319274","-11.539999","","","","","","","DC PROFILE",""
"90101601717048","Nodes","","21.000000","52.531707","DDS demands","Known Flow","541331.039893","156840.698138","","0.000000","","","","-24.209998","","","-21.649015","-24.209998","","","","","","D1 PROFILE","",""
"90101601717106","Nodes","","21.000000","52.510398","Default Known Flow Node","Known Flow","541313.914893","156848.579787","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717053","Nodes","","21.000000","52.637389","Default Known Flow Node","Known Flow","541411.250000","156927.375000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717020","Nodes","","21.000000","52.746486","DDS demands","Known Flow","541433.207389","156997.765516","","0.000000","","","","-36.400001","","","-32.549532","-36.400001","","","","","","D1 PROFILE","",""
"90101601717055","Nodes","","21.000000","51.567550","Default Known Flow Node","Known Flow","541463.500000","156864.250000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717056","Nodes","","21.000000","51.428757","Default Known Flow Node","Known Flow","541559.375000","156816.000000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717059","Nodes","","21.000000","52.710889","Default Known Flow Node","Known Flow","541750.625000","156772.500000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717057","Nodes","","21.000000","52.754286","Default Known Flow Node","Known Flow","541704.375000","156686.375000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717060","Nodes","","21.000000","53.128535","Default Known Flow Node","Known Flow","541794.000000","156548.000000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"90101601717062","Nodes","","21.000000","53.085183","Default Known Flow Node","Known Flow","541833.625000","156604.875000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
