"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(PL-AF)"
"90100600902040","Nodes","","22.999998","48.233370","Default Known Flow Node","Known Flow","539942.602404","179275.607641","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902006","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539555.397974","179853.633150","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902057","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539625.837993","179761.486125","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902074","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539623.122117","179759.631736","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902003","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539653.755001","179475.537047","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902044","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539722.858695","179538.179362","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902045","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539725.772020","179540.729065","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902041","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539761.236030","179581.250076","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902047","Nodes","","22.999998","50.930090","Default Known Flow Node","Known Flow","539809.395043","179312.514003","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902048","Nodes","","22.999998","50.888526","Default Known Flow Node","Known Flow","539817.538045","179304.576000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902070","Nodes","","22.999998","49.857128","Default Known Flow Node","Known Flow","539910.256911","179361.829942","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902050","Nodes","","22.999998","49.806305","Default Known Flow Node","Known Flow","539892.959805","179338.674245","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902046","Nodes","","22.999998","59.954873","Default Known Flow Node","Known Flow","539891.815190","179379.444136","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902052","Nodes","","22.999998","48.388059","DDS demands","Known Flow","539937.749078","179293.938997","","0.000000","-83.469998","","","","","","","-74.640366","-83.469998","","","C1 PROFILE","","","","","",""
"90100600902051","Nodes","","22.999998","47.854473","Default Known Flow Node","Known Flow","539987.168760","179288.651878","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902053","Nodes","","22.999998","47.804792","DDS demands","Known Flow","539985.514091","179294.509998","","0.000000","-108.249999","","","","","","","-96.799085","-108.249999","","","C1 PROFILE","","","","","",""
"90100600902054","Nodes","","22.999998","48.233370","Default Known Flow Node","Known Flow","539918.166073","179268.568991","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902055","Nodes","","22.999998","59.744828","Default Known Flow Node","Known Flow","539580.293218","179361.336436","","0.000000","","","","-9.520000","","-2.570000","","-10.811095","-12.090001","","","","","","C4 PROFILE","","D1 PROFILE",""
"90100600902056","Nodes","","22.999998","59.691777","Default Known Flow Node","Known Flow","539640.980497","179395.563400","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902062","Nodes","","22.999998","57.965319","Default Known Flow Node","Known Flow","540240.668297","178834.450082","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902065","Nodes","","22.999998","53.968520","Default Known Flow Node","Known Flow","540197.540509","179002.349816","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902064","Nodes","","22.999998","52.803454","Default Known Flow Node","Known Flow","540207.038707","179046.207185","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902059","Nodes","","22.999998","48.818527","Default Known Flow Node","Known Flow","540221.316735","179184.566852","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902058","Nodes","","22.999998","50.082478","Default Known Flow Node","Known Flow","540218.155025","179151.215910","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902063","Nodes","","22.999998","48.766475","Default Known Flow Node","Known Flow","540221.537473","179186.569777","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600902071","Nodes","","22.999998","52.785643","Default Known Flow Node","Known Flow","539783.038036","179226.200979","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600000001","Nodes","","21.000000","59.710286","Default Known Flow Node","Known Flow","539752.026965","179248.288576","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"90100600000003","Nodes","S14135424, Building 104, Greenwich Millenium Village, Peartree Way","21.000000","47.668173","Point Loads","Known Flow","540272.096567","179204.445605","","0.000000","","","","","","","-208.000002","-185.997328","-208.000002","","","","","","","","","PL-AF PROFILE"
