"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"90100400689327","Nodes","","21.000000","24.674831","Default Known Flow Node","Known Flow","536640.780000","179141.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400689318","Nodes","","21.000000","24.732226","Default Known Flow Node","Known Flow","536628.155000","179116.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400689328","Nodes","","21.000000","24.732226","Default Known Flow Node","Known Flow","536642.030000","179119.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400027256","Nodes","","21.000000","24.938117","Default Known Flow Node","Known Flow","536382.530000","179307.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311253","Nodes","311253","21.000000","25.023173","DDS demands","Known Flow","536390.780000","179285.205000","","0.000000","","","","","","-10.580000","","","","","","-9.460826","-10.580000","","","","","","","","D1 PROFILE","","","","",""
"90100401425739","Nodes","","21.000000","23.808087","Default Known Flow Node","Known Flow","536578.030000","179385.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400689256","Nodes","","21.000000","23.808087","Default Known Flow Node","Known Flow","536583.905000","179386.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400689173","Nodes","","21.000000","25.024936","Default Known Flow Node","Known Flow","536528.280000","179332.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400689185","Nodes","","21.000000","25.021071","Default Known Flow Node","Known Flow","536537.280000","179335.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400002457","Nodes","","21.000000","24.482942","Default Known Flow Node","Known Flow","536503.253143","179613.405084","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400002437","Nodes","","21.000000","24.774006","DDS demands","Known Flow","536511.400146","179543.500065","","0.000000","-10.810000","","","","","-6.550000","","","","","","-15.523623","-17.360001","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"90100400002458","Nodes","","21.000000","24.479284","DDS demands","Known Flow","536502.725156","179616.138824","","0.000000","","","","","","-16.149999","","","","","","-14.441618","-16.149999","","","","","","","","D1 PROFILE","","","","",""
"90100400689151","Nodes","","21.000000","24.480823","Default Known Flow Node","Known Flow","536502.780000","179614.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311255","Nodes","311255","21.000000","24.866973","DDS demands","Known Flow","536458.780000","179541.330000","","0.000000","","","","-5.070000","","-12.340000","","","","","","-15.568334","-17.410001","","","","","","C4 PROFILE","","D1 PROFILE","","","","",""
"90100400002453","Nodes","","21.000000","24.783448","Default Known Flow Node","Known Flow","536510.976146","179542.006065","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400027265","Nodes","","21.000000","25.044444","Default Known Flow Node","Known Flow","536482.905000","179316.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400027051","Nodes","","21.000000","24.880118","Default Known Flow Node","Known Flow","536444.780000","179540.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400027262","Nodes","","21.000000","24.874736","Default Known Flow Node","Known Flow","536451.280000","179542.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311285","Nodes","311285","21.000000","24.715116","DDS demands","Known Flow","536581.280000","179535.205000","","0.000000","","","","","","-38.599998","","","","","","-34.516809","-38.599998","","","","","","","","D1 PROFILE","","","","",""
"90100400689253","Nodes","","21.000000","24.715007","Default Known Flow Node","Known Flow","536582.905000","179535.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311560","Nodes","311560","21.000000","29.390132","DDS demands","Known Flow","536297.530000","179737.830000","","0.000000","","","","","","-3.299999","","","","","","-2.950918","-3.299999","","","","","","","","D1 PROFILE","","","","",""
"90100400024965","Nodes","","21.000000","29.390132","Default Known Flow Node","Known Flow","536297.405000","179739.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400689249","Nodes","","21.000000","23.764196","Default Known Flow Node","Known Flow","536579.280000","180050.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400689267","Nodes","","21.000000","23.780945","Default Known Flow Node","Known Flow","536587.530000","180025.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025172","Nodes","","21.000000","29.944504","Default Known Flow Node","Known Flow","536332.780000","180152.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025177","Nodes","","21.000000","29.942862","Default Known Flow Node","Known Flow","536344.905000","180154.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025176","Nodes","","21.000000","29.953159","Default Known Flow Node","Known Flow","536342.405000","180088.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311537","Nodes","311537","21.000000","29.954737","DDS demands","Known Flow","536354.530000","180090.830000","","0.000000","","","","","","-1.799999","","","","","","-1.609592","-1.799999","","","","","","","","D1 PROFILE","","","","",""
"90100400025179","Nodes","","21.000000","29.938677","DDS demands","Known Flow","536351.405000","180155.830000","","0.000000","","","","","","-3.020000","","","","","","-2.700538","-3.020000","","","","","","","","D1 PROFILE","","","","",""
"90100400311530","Nodes","311530","21.000000","29.976263","Default Known Flow Node","Known Flow","536395.030000","180094.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400689153","Nodes","","21.000000","23.094723","Default Known Flow Node","Known Flow","536504.780000","179949.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400689160","Nodes","","21.000000","23.296937","Default Known Flow Node","Known Flow","536511.655000","179918.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025163","Nodes","","21.000000","29.998151","Default Known Flow Node","Known Flow","536306.280000","180040.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025167","Nodes","","21.000000","29.998128","Default Known Flow Node","Known Flow","536312.655000","180002.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025217","Nodes","","21.000000","29.738375","Default Known Flow Node","Known Flow","536440.155000","180158.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025218","Nodes","","21.000000","29.738809","Default Known Flow Node","Known Flow","536440.405000","180157.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400106026","Nodes","","21.000000","22.729332","Default Known Flow Node","Known Flow","536480.530000","180013.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400106027","Nodes","","21.000000","22.876314","Default Known Flow Node","Known Flow","536491.780000","180015.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311352","Nodes","311352","21.000000","26.943077","DDS demands","Known Flow","536393.780000","180440.580000","","0.000000","","","","","","-12.340000","","","","","","-11.034649","-12.340000","","","","","","","","D1 PROFILE","","","","",""
"90100400237280","Nodes","","21.000000","26.927897","Default Known Flow Node","Known Flow","536411.405000","180436.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025146","Nodes","","21.000000","26.648191","Default Known Flow Node","Known Flow","536275.280000","180418.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025151","Nodes","","21.000000","27.052582","Default Known Flow Node","Known Flow","536289.780000","180466.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400028330","Nodes","","21.000000","26.920873","Default Known Flow Node","Known Flow","536419.530000","180432.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400237282","Nodes","","21.000000","26.899333","Default Known Flow Node","Known Flow","536444.155000","180422.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400028327","Nodes","","21.000000","26.924504","Default Known Flow Node","Known Flow","536415.280000","180434.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400232915","Nodes","","21.000000","26.764337","Default Known Flow Node","Known Flow","536474.780000","180416.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100401220007","Nodes","","21.000000","26.444898","Default Known Flow Node","Known Flow","536496.030000","180397.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025136","Nodes","","21.000000","26.172855","Default Known Flow Node","Known Flow","536250.280000","180407.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025137","Nodes","","21.000000","26.423729","Default Known Flow Node","Known Flow","536251.280000","180412.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400695740","Nodes","","21.000000","27.014876","Default Known Flow Node","Known Flow","536283.780000","180523.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400695705","Nodes","","21.000000","27.014878","Default Known Flow Node","Known Flow","536235.530000","180533.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400028329","Nodes","","21.000000","26.921938","Default Known Flow Node","Known Flow","536418.280000","180433.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400002742","Nodes","","21.000000","26.920910","Default Known Flow Node","Known Flow","536414.103548","180431.432988","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400028325","Nodes","","21.000000","26.920910","Default Known Flow Node","Known Flow","536412.280000","180432.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400027229","Nodes","","21.000000","24.656872","Default Known Flow Node","Known Flow","536239.030000","179296.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400027233","Nodes","","21.000000","24.656872","Default Known Flow Node","Known Flow","536246.655000","179277.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311323","Nodes","311323","21.000000","24.766584","DDS demands","Known Flow","536179.405000","179337.580000","","0.000000","","","","","","-27.790002","","","","","","-24.850317","-27.790002","","","","","","","","D1 PROFILE","","","","",""
"90100400027225","Nodes","","21.000000","24.770827","Default Known Flow Node","Known Flow","536182.030000","179340.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311289","Nodes","311289","21.000000","24.599560","Default Known Flow Node","Known Flow","535969.905000","179242.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400024014","Nodes","","21.000000","23.932795","Default Known Flow Node","Known Flow","535977.030000","179246.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400005484","Nodes","Logger 5484, Redriff Road","21.000000","24.687018","Val Log Post","Known Flow","535964.905000","179253.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311258","Nodes","311258","21.000000","24.700040","DDS demands","Known Flow","536065.280000","179289.080000","","0.000000","","","","","","-1.729999","","","","","","-1.546996","-1.729999","","","","","","","","D1 PROFILE","","","","",""
"90100400024013","Nodes","","21.000000","24.311564","Default Known Flow Node","Known Flow","535967.155000","179240.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100401055303","Nodes","","21.000000","24.772467","Default Known Flow Node","Known Flow","536203.780000","179317.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311320","Nodes","311320","21.000000","24.782379","DDS demands","Known Flow","536220.780000","179268.080000","","0.000000","","","","","","-13.760000","","","","","","-12.304439","-13.760000","","","","","","","","D1 PROFILE","","","","",""
"90100400024872","Nodes","","21.000000","23.932795","Default Known Flow Node","Known Flow","536001.155000","179256.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400024914","Nodes","","21.000000","24.815104","Default Known Flow Node","Known Flow","536232.905000","179230.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100401055301","Nodes","","21.000000","24.770922","Default Known Flow Node","Known Flow","536184.155000","179301.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100401055300","Nodes","","21.000000","24.770922","Default Known Flow Node","Known Flow","536173.280000","179298.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400027217","Nodes","","21.000000","23.746170","DDS demands","Known Flow","535992.905000","179197.830000","","0.000000","","","","","","-13.340000","","","","","","-11.928867","-13.340000","","","","","","","","D1 PROFILE","","","","",""
"90100400024017","Nodes","","21.000000","23.740330","Default Known Flow Node","Known Flow","535996.780000","179186.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311564","Nodes","311564","21.000000","29.308139","DDS demands","Known Flow","536262.155000","179667.330000","","0.000000","","","","","","-6.510000","","","","","","-5.821358","-6.510000","","","","","","","","D1 PROFILE","","","","",""
"90100400024955","Nodes","","21.000000","29.311817","Default Known Flow Node","Known Flow","536266.030000","179660.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400024953","Nodes","","21.000000","29.308139","Default Known Flow Node","Known Flow","536249.780000","179708.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400024957","Nodes","","21.000000","29.308139","Default Known Flow Node","Known Flow","536269.405000","179708.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311533","Nodes","311533","21.000000","29.992071","DDS demands","Known Flow","536228.280000","180049.205000","","0.000000","","","","","","-0.669999","","","","","","-0.599125","-0.669999","","","","","","","","D1 PROFILE","","","","",""
"90100400025122","Nodes","","21.000000","29.992071","Default Known Flow Node","Known Flow","536229.530000","180040.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311522","Nodes","311522","21.000000","24.643806","DDS demands","Known Flow","536107.155000","180283.580000","","0.000000","","","","","","-9.159999","","","","","","-8.191036","-9.159999","","","","","","","","D1 PROFILE","","","","",""
"90100400311521","Nodes","311521","21.000000","25.368944","DDS demands","Known Flow","536148.905000","180287.455000","","0.000000","","","","","","-10.350000","","","","","","-9.255155","-10.350000","","","","","","","","D1 PROFILE","","","","",""
"90100400025143","Nodes","","21.000000","29.948862","Default Known Flow Node","Known Flow","536269.030000","180125.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025144","Nodes","","21.000000","29.948862","Default Known Flow Node","Known Flow","536272.155000","180125.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311518","Nodes","311518","21.000000","24.291706","DDS demands","Known Flow","536163.780000","180221.830000","","0.000000","","","","","","-5.949999","","","","","","-5.320596","-5.949999","","","","","","","","D1 PROFILE","","","","",""
"90100400025085","Nodes","","21.000000","24.019188","Default Known Flow Node","Known Flow","536166.905000","180203.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311523","Nodes","311523","21.000000","23.938899","DDS demands","Known Flow","536055.530000","180287.455000","","0.000000","","","","","","-3.469999","","","","","","-3.102936","-3.469999","","","","","","","","D1 PROFILE","","","","",""
"90100400025055","Nodes","","21.000000","24.148622","Default Known Flow Node","Known Flow","536071.030000","180277.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025115","Nodes","","21.000000","24.956780","Default Known Flow Node","Known Flow","536225.780000","180215.205000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025119","Nodes","","21.000000","24.956780","Default Known Flow Node","Known Flow","536227.655000","180204.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311516","Nodes","311516","21.000000","24.961726","Default Known Flow Node","Known Flow","536174.655000","180241.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311517","Nodes","311517","21.000000","24.956780","DDS demands","Known Flow","536179.280000","180211.080000","","0.000000","","","","","","-1.519999","","","","","","-1.359211","-1.519999","","","","","","","","D1 PROFILE","","","","",""
"90100400748531","Nodes","","21.000000","27.300255","Default Known Flow Node","Known Flow","535789.530000","180302.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400748537","Nodes","","21.000000","27.300255","Default Known Flow Node","Known Flow","535802.780000","180304.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311515","Nodes","311515","21.000000","24.951228","DDS demands","Known Flow","536172.030000","180258.705000","","0.000000","","","","","","-2.259999","","","","","","-2.020932","-2.259999","","","","","","","","D1 PROFILE","","","","",""
"90100400025089","Nodes","","21.000000","24.951232","Default Known Flow Node","Known Flow","536172.405000","180256.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025045","Nodes","","21.000000","23.918000","DDS demands","Known Flow","536051.405000","180281.955000","","0.000000","","","","","","-2.809999","","","","","","-2.512752","-2.809999","","","","","","","","D1 PROFILE","","","","",""
"90100400025053","Nodes","","21.000000","23.916054","DDS demands","Known Flow","536066.655000","180272.705000","","0.000000","","","","","","-1.249999","","","","","","-1.117772","-1.249999","","","","","","","","D1 PROFILE","","","","",""
"90100400025072","Nodes","","21.000000","23.359812","Default Known Flow Node","Known Flow","536144.155000","180134.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311519","Nodes","311519","21.000000","23.403924","DDS demands","Known Flow","536157.280000","180135.955000","","0.000000","","","","","","-2.380000","","","","","","-2.128238","-2.380000","","","","","","","","D1 PROFILE","","","","",""
"90100401299811","Nodes","","21.000000","27.431114","Default Known Flow Node","Known Flow","535672.655000","180218.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311236","Nodes","311236","21.000000","27.499192","DDS demands","Known Flow","535674.780000","180224.330000","","0.000000","","","","","","-4.570000","","","","","","-4.086576","-4.570000","","","","","","","","D1 PROFILE","","","","",""
"90100400311512","Nodes","311512","21.000000","25.392287","DDS demands","Known Flow","536167.030000","180290.455000","","0.000000","","","","","","-0.810000","","","","","","-0.724316","-0.810000","","","","","","","","D1 PROFILE","","","","",""
"90100400025124","Nodes","","21.000000","24.956780","Default Known Flow Node","Known Flow","536231.155000","180181.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025117","Nodes","","21.000000","29.991956","Default Known Flow Node","Known Flow","536226.780000","180058.080000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025083","Nodes","","21.000000","23.403924","Default Known Flow Node","Known Flow","536161.780000","180137.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400695691","Nodes","","21.000000","27.014878","Default Known Flow Node","Known Flow","536217.780000","180535.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400695675","Nodes","","21.000000","27.014878","Default Known Flow Node","Known Flow","536189.155000","180539.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025098","Nodes","","21.000000","26.003835","Default Known Flow Node","Known Flow","536195.780000","180379.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025103","Nodes","","21.000000","26.003835","DDS demands","Known Flow","536201.530000","180415.580000","","0.000000","","","","","","-35.830001","","","","","","-32.039829","-35.830001","","","","","","","","D1 PROFILE","","","","",""
"90100400025106","Nodes","","21.000000","25.960424","Default Known Flow Node","Known Flow","536202.905000","180425.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400748561","Nodes","","21.000000","27.185324","Default Known Flow Node","Known Flow","535851.530000","180342.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400748579","Nodes","P14135103, SALTER ROAD CSEP, 78.56 SCMH","24.000000","24.704307","CSEP Unmatched","Known Flow","535932.318011","180300.476119","","0.000000","","","","","","","","","","-44.310001","","-39.622797","-44.310001","","","","","","","","","","","","PL-DC PROFILE",""
"90100400748556","Nodes","","21.000000","27.198452","Default Known Flow Node","Known Flow","535841.030000","180344.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400748557","Nodes","","21.000000","27.185324","Default Known Flow Node","Known Flow","535842.155000","180342.955000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025132","Nodes","","21.000000","26.172855","Default Known Flow Node","Known Flow","536244.405000","180375.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025133","Nodes","","21.000000","26.172855","Default Known Flow Node","Known Flow","536246.030000","180374.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400748543","Nodes","","21.000000","27.355116","Default Known Flow Node","Known Flow","535810.030000","180390.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400748554","Nodes","","21.000000","27.398425","Default Known Flow Node","Known Flow","535831.530000","180418.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400695556","Nodes","","21.000000","27.197494","Default Known Flow Node","Known Flow","536015.530000","180537.330000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400695567","Nodes","","21.000000","27.182934","Default Known Flow Node","Known Flow","536031.780000","180540.580000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400748542","Nodes","","21.000000","27.353558","Default Known Flow Node","Known Flow","535808.155000","180388.705000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400748630","Nodes","","21.000000","27.273027","Default Known Flow Node","Known Flow","535993.905000","180475.830000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400311244","Nodes","311244","21.000000","27.267421","DDS demands","Known Flow","536003.155000","180476.330000","","0.000000","","","","","","-5.919999","","","","","","-5.293770","-5.919999","","","","","","","","D1 PROFILE","","","","",""
"90100400000725","Nodes","","21.000000","27.183312","Default Known Flow Node","Known Flow","536104.405000","180482.455000","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"90100400025109","Nodes","","21.000000","27.097697","DDS demands","Known Flow","536210.405000","180476.205000","","0.000000","","","","","","-6.179999","","","","","","-5.526266","-6.179999","","","","","","","","D1 PROFILE","","","","",""
