"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"60204100000408","Nodes","408","21.000000","27.372261","DDS demands","Known Flow","315596.977032","682482.087919","","0.000000","","","","","-12.250000","","","","","-10.954169","-12.250000","","","","","","","D1 PROFILE","","","",""
"60204100000409","Nodes","409","21.000000","26.705348","DDS demands","Known Flow","315675.727054","682496.212923","","0.000000","","","","","-5.889999","","","","","-5.266943","-5.889999","","","","","","","D1 PROFILE","","","",""
"60204100000337","Nodes","337","21.000000","29.067607","DDS demands","Known Flow","316129.477177","684302.588414","","0.000000","","","","-2.599999","-3.609999","","","-65.819998","","-64.410515","-72.029999","","","","","","C4 PROFILE","D1 PROFILE","","","I2 PROFILE",""
"60204100001006","Nodes","1006","21.000000","29.496326","Default Known Flow Node","Known Flow","315637.977044","683553.088211","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204100004090","Nodes","4090","21.000000","28.636911","Default Known Flow Node","Known Flow","315671.477053","683509.838199","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204100001000","Nodes","1000","21.000000","30.245127","Default Known Flow Node","Known Flow","315618.201425","683578.067940","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204100000339","Nodes","339","21.000000","28.907665","DDS demands","Known Flow","315598.352033","683519.963202","","0.000000","-64.999999","","","-17.629998","-1.420000","","","","","-75.159015","-84.049995","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","",""
"60204100001005","Nodes","Logger 9331, 2 Moubray Road","21.000000","27.039375","Val Log Cath","Known Flow","316463.574265","684305.085482","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60204100000428","Nodes","428","21.000000","26.852617","DDS demands","Known Flow","316486.852275","684250.963400","","0.000000","","","","","-17.670000","","","","","-15.800830","-17.670000","","","","","","","D1 PROFILE","","","",""
"60204100000149","Nodes","149","21.000000","31.779054","DDS demands","Known Flow","315750.227074","683505.963198","","0.000000","","","","","-13.430000","","","","","-12.009346","-13.430000","","","","","","","D1 PROFILE","","","",""
