"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-2218.400014","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-130.480001","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-184.749999","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-31.769999","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-5.209999","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-12.269999","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"CC","Flow Categories","-9.200000","0.000000","1.000000","Volumetric","-1.000000"
