"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60603500000073","Nodes","73","21.000000","22.279533","DDS demands","Known Flow","409390.966726","835744.146055","","0.000000","","","","","-1.290000","","-1.153541","-1.290000","","","","","","","D1 PROFILE",""
"60603500000071","Nodes","71","21.000000","22.040270","DDS demands","Known Flow","409374.118550","835922.442672","","0.000000","","","","","-6.820000","","-6.098565","-6.820000","","","","","","","D1 PROFILE",""
"60603500000063","Nodes","63","21.000000","25.601469","DDS demands","Known Flow","409231.699512","836225.815754","","0.000000","","","","","-1.209999","","-1.082003","-1.209999","","","","","","","D1 PROFILE",""
"60603500000117","Nodes","P08119440, Castle Road, -10.34","22.999998","27.118235","CSEP DDS Matched","Known Flow","409198.681503","836436.015811","","0.000000","","","","","","-10.339999","-9.246211","-10.339999","","","","","","","","DC PROFILE"
"60603500000062","Nodes","62","21.000000","26.742453","DDS demands","Known Flow","409057.288464","836344.685787","","0.000000","","","","-3.589999","-25.829999","","-26.307887","-29.419998","","","","","","C4 PROFILE","D1 PROFILE",""
"60603500000047","Nodes","47","21.000000","29.706437","DDS demands","Known Flow","408818.843399","836600.365856","","0.000000","","","","","-30.890000","","-27.622388","-30.890000","","","","","","","D1 PROFILE",""
"60603500000116","Nodes","116","21.000000","29.835242","Default Known Flow Node","Known Flow","408842.114189","836639.336709","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60603500000048","Nodes","48","21.000000","29.827991","DDS demands","Known Flow","408875.693415","836657.759872","","0.000000","","","","","-13.109999","","-11.723195","-13.109999","","","","","","","D1 PROFILE",""
"60603500000069","Nodes","69","21.000000","22.502803","DDS demands","Known Flow","409364.684548","835965.951683","","0.000000","","","","","-6.900000","","-6.170102","-6.900000","","","","","","","D1 PROFILE",""
"60603500000070","Nodes","70","21.000000","22.718310","DDS demands","Known Flow","409398.656557","835978.610687","","0.000000","","","","","-6.429999","","-5.749820","-6.429999","","","","","","","D1 PROFILE",""
"60603500008110","Nodes","","21.000000","29.086879","Default Known Flow Node","Known Flow","409197.456502","836542.889840","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60603500000072","Nodes","72","21.000000","22.213081","DDS demands","Known Flow","409404.648559","835929.792674","","0.000000","","","","","-2.450000","","-2.190833","-2.450000","","","","","","","D1 PROFILE",""
"60603500008103","Nodes","-1462474","21.000000","22.220310","Default Known Flow Node","Known Flow","409382.905553","835944.545678","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60603500000091","Nodes","91","21.000000","26.064616","DDS demands","Known Flow","408360.512288","836351.511609","","0.000000","","","","","-1.080000","","-0.965755","-1.080000","","","","","","","D1 PROFILE",""
"60603500000093","Nodes","","21.000000","25.947043","Default Known Flow Node","Known Flow","408431.963846","836390.937509","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60603500000092","Nodes","92","21.000000","26.006299","DDS demands","Known Flow","408390.639869","836370.301157","","0.000000","","","","","-2.219999","","-1.985163","-2.219999","","","","","","","D1 PROFILE",""
"60603500000104","Nodes","104","21.000000","25.895394","DDS demands","Known Flow","408441.832297","836356.177790","","0.000000","","","","","-4.300000","","-3.845136","-4.300000","","","","","","","D1 PROFILE",""
"60603500000114","Nodes","114,","21.000000","25.143013","Default Known Flow Node","Known Flow","408397.813285","836079.690714","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60603500000103","Nodes","103","21.000000","24.253760","DDS demands","Known Flow","408279.972253","836367.946793","","0.000000","","","","","-1.879999","","-1.681129","-1.879999","","","","","","","D1 PROFILE",""
"60603500000084","Nodes","84","21.000000","24.333704","Default Known Flow Node","Known Flow","408238.093693","836261.656425","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60603500000097","Nodes","97","21.000000","26.022394","DDS demands","Known Flow","408314.734262","836252.288761","","0.000000","","","","","-3.890000","","-3.478507","-3.890000","","","","","","","D1 PROFILE",""
"60603500000096","Nodes","96","21.000000","26.102885","Default Known Flow Node","Known Flow","408321.825032","836302.497967","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60603500000090","Nodes","90","21.000000","26.053800","DDS demands","Known Flow","408375.985795","836312.434192","","0.000000","","","","","-1.139999","","-1.019408","-1.139999","","","","","","","D1 PROFILE",""
"60603500000089","Nodes","89","21.000000","26.097775","DDS demands","Known Flow","408393.619918","836284.693854","","0.000000","","","","","-1.290000","","-1.153541","-1.290000","","","","","","","D1 PROFILE",""
"60603500000088","Nodes","88","21.000000","26.121567","DDS demands","Known Flow","408431.656005","836222.248932","","0.000000","","","","-2.970000","-23.760000","","-23.902441","-26.730000","","","","","","C4 PROFILE","D1 PROFILE",""
"60603500000083","Nodes","83","21.000000","24.250242","DDS demands","Known Flow","408244.114353","836138.319894","","0.000000","","","","","-2.380000","","-2.128238","-2.380000","","","","","","","D1 PROFILE",""
"60603500000085","Nodes","85","21.000000","24.200763","DDS demands","Known Flow","408292.326693","836153.752438","","0.000000","","","","","-2.200000","","-1.967279","-2.200000","","","","","","","D1 PROFILE",""
"60603500008109","Nodes","-24","21.000000","24.157016","Default Known Flow Node","Known Flow","408356.021889","836168.036292","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"60603500000087","Nodes","87","21.000000","24.318505","DDS demands","Known Flow","408274.107251","836226.899754","","0.000000","","","","","-1.440000","","-1.287673","-1.440000","","","","","","","D1 PROFILE",""
"60603500000102","Nodes","102","21.000000","24.917698","DDS demands","Known Flow","408353.887674","836103.281980","","0.000000","","","","","-4.050000","","-3.621582","-4.050000","","","","","","","D1 PROFILE",""
"60603500000082","Nodes","82","21.000000","24.254806","DDS demands","Known Flow","408263.519181","836076.272593","","0.000000","","","","","-1.539999","","-1.377095","-1.539999","","","","","","","D1 PROFILE",""
"60603500000101","Nodes","101","21.000000","25.480834","DDS demands","Known Flow","408421.116428","836123.685973","","0.000000","","","-0.550000","","-21.719999","","-19.914230","-22.269999","","","","","C3 PROFILE","","D1 PROFILE",""
