"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60208300000064","Nodes","64","21.000000","42.522786","DDS demands","Known Flow","335291.875000","733980.875000","","0.000000","","","-5.639999","","-5.043388","-5.639999","","","","","D1 PROFILE",""
"60208300000039","Nodes","39","21.000000","42.654762","DDS demands","Known Flow","335357.125000","733981.875000","","0.000000","","","-16.120001","","-14.414793","-16.120001","","","","","D1 PROFILE",""
"60208300000020","Nodes","20","21.000000","51.952989","DDS demands","Known Flow","334081.750000","734575.250000","","0.000000","","","-8.879999","","-7.940654","-8.879999","","","","","D1 PROFILE",""
"60208300000037","Nodes","37","21.000000","57.016307","DDS demands","Known Flow","334176.562500","734544.812500","","0.000000","","","-4.790000","","-4.283303","-4.790000","","","","","D1 PROFILE",""
"60208300000168","Nodes","-236059","21.000000","64.608115","Default Known Flow Node","Known Flow","334285.125000","734487.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60208300000070","Nodes","70","21.000000","69.710815","Default Known Flow Node","Known Flow","334087.062500","734430.812500","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60208300000069","Nodes","69","21.000000","69.710815","Default Known Flow Node","Known Flow","334085.281250","734421.812500","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60208300000067","Nodes","67","21.000000","69.710815","Default Known Flow Node","Known Flow","334111.531250","734462.812500","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60208300000068","Nodes","68","21.000000","69.710815","Default Known Flow Node","Known Flow","334110.531250","734411.125000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60208300000066","Nodes","66","21.000000","69.627998","Default Known Flow Node","Known Flow","334100.218750","734482.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60208300000065","Nodes","65","21.000000","69.627998","Default Known Flow Node","Known Flow","334142.281250","734485.625000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60208300000018","Nodes","18","21.000000","70.757603","DDS demands","Known Flow","334364.875000","734428.875000","","0.000000","-7.159999","","-29.129998","","-32.451166","-36.289998","","","C1 PROFILE","","D1 PROFILE",""
"60208300000019","Nodes","19","21.000000","69.620305","DDS demands","Known Flow","334140.625000","734486.000000","","0.000000","-9.630000","","-15.449999","","-22.426985","-25.079999","","","C1 PROFILE","","D1 PROFILE",""
"60208300000032","Nodes","32","21.000000","42.056425","DDS demands","Known Flow","333666.187500","734755.437500","","0.000000","","","-2.529999","","-2.262371","-2.529999","","","","","D1 PROFILE",""
"60208300000071","Nodes","71","21.000000","42.056425","Default Known Flow Node","Known Flow","333665.562500","734762.437500","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60208300000033","Nodes","33","21.000000","42.070172","DDS demands","Known Flow","333671.000000","734725.500000","","0.000000","","","-4.689999","","-4.193881","-4.689999","","","","","D1 PROFILE",""
"60208300000056","Nodes","56","21.000000","45.871955","DDS demands","Known Flow","335086.625000","734373.625000","","0.000000","","","-6.000000","","-5.365307","-6.000000","","","","","D1 PROFILE",""
"60208300000054","Nodes","54","21.000000","46.938272","DDS demands","Known Flow","335071.875000","734398.750000","","0.000000","","","-4.060000","","-3.630524","-4.060000","","","","","D1 PROFILE",""
"60208300000012","Nodes","12","21.000000","73.961090","DDS demands","Known Flow","334436.875000","734375.750000","","0.000000","","","-13.480000","","-12.054057","-13.480000","","","","","D1 PROFILE",""
"60208300000016","Nodes","16","21.000000","58.748674","DDS demands","Known Flow","334294.875000","734374.625000","","0.000000","","","-7.960000","","-7.117974","-7.960000","","","","","D1 PROFILE",""
"60208300000017","Nodes","17","21.000000","50.072299","DDS demands","Known Flow","334241.875000","734404.500000","","0.000000","","","-3.890000","","-3.478507","-3.890000","","","","","D1 PROFILE",""
"60208300000027","Nodes","27","21.000000","47.479649","DDS demands","Known Flow","334221.500000","734399.125000","","0.000000","","","-5.099999","","-4.560511","-5.099999","","","","","D1 PROFILE",""
"60208300000015","Nodes","15","21.000000","60.069490","DDS demands","Known Flow","334346.000000","734306.125000","","0.000000","","","-10.770000","","-9.630727","-10.770000","","","","","D1 PROFILE",""
