"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"60210800000044","Nodes","44","21.000000","34.380617","DDS demands","Known Flow","342449.602234","720908.928428","","0.000000","","","-12.629999","","-11.293971","-12.629999","","","","","D1 PROFILE",""
"60210800000043","Nodes","43","21.000000","33.865919","DDS demands","Known Flow","342371.089318","720940.072384","","0.000000","","","-1.789999","","-1.600649","-1.789999","","","","","D1 PROFILE",""
"60210800000061","Nodes","61","21.000000","47.241880","DDS demands","Known Flow","342844.984447","720808.223348","","0.000000","","","-0.889999","","-0.795853","-0.889999","","","","","D1 PROFILE",""
"60210800000060","Nodes","60","21.000000","47.327906","DDS demands","Known Flow","342859.441451","720836.060356","","0.000000","","","-5.570000","","-4.980793","-5.570000","","","","","D1 PROFILE",""
"60210800000055","Nodes","55","21.000000","47.382835","DDS demands","Known Flow","342962.784479","720926.331380","","0.000000","","","-2.920000","","-2.611116","-2.920000","","","","","D1 PROFILE",""
"60210800000056","Nodes","56","21.000000","47.371361","DDS demands","Known Flow","342971.905835","720876.668215","","0.000000","","","-2.819999","","-2.521694","-2.819999","","","","","D1 PROFILE",""
"60210800000052","Nodes","52","21.000000","36.988057","DDS demands","Known Flow","342648.533394","720860.187362","","0.000000","","","-6.300000","","-5.633573","-6.300000","","","","","D1 PROFILE",""
"60210800000059","Nodes","59","21.000000","47.605041","DDS demands","Known Flow","342862.245452","720840.788357","","0.000000","","-2.460000","-22.830000","","-22.614770","-25.290001","","","","C4 PROFILE","D1 PROFILE",""
"60210800000050","Nodes","50","21.000000","36.526689","DDS demands","Known Flow","342658.717454","720922.278709","","0.000000","","","-4.909999","","-4.390609","-4.909999","","","","","D1 PROFILE",""
"60210800000053","Nodes","53","21.000000","36.255374","DDS demands","Known Flow","342644.360392","720835.974356","","0.000000","","","-7.860000","","-7.028552","-7.860000","","","","","D1 PROFILE",""
"60210800000054","Nodes","54","21.000000","36.208064","DDS demands","Known Flow","342637.859391","720796.598345","","0.000000","","","-1.249999","","-1.117772","-1.249999","","","","","D1 PROFILE",""
"60210800000049","Nodes","49","21.000000","36.407363","Default Known Flow Node","Known Flow","342666.104366","720966.732754","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60210800000051","Nodes","51","21.000000","36.325442","DDS demands","Known Flow","342795.542434","720913.591377","","0.000000","","","-4.920000","","-4.399552","-4.920000","","","","","D1 PROFILE",""
"60210800000048","Nodes","48","21.000000","36.294629","DDS demands","Known Flow","342624.591719","720974.271454","","0.000000","","","-8.369999","","-7.484603","-8.369999","","","","","D1 PROFILE",""
"60210800000047","Nodes","47","21.000000","36.217011","DDS demands","Known Flow","342596.906379","720953.006387","","0.000000","","","-5.429999","","-4.855602","-5.429999","","","","","D1 PROFILE",""
"60210800000057","Nodes","57","21.000000","47.327771","Default Known Flow Node","Known Flow","343007.825491","720889.474370","","0.000000","","","","","0.000000","0.000000","","","","","",""
"60210800000045","Nodes","45","21.000000","64.136136","DDS demands","Known Flow","342479.495348","720989.036397","","0.000000","","","-4.070000","","-3.639466","-4.070000","","","","","D1 PROFILE",""
"60210800000039","Nodes","39","21.000000","64.275061","DDS demands","Known Flow","342488.335800","721075.063819","","0.000000","","","-4.980000","","-4.453205","-4.980000","","","","","D1 PROFILE",""
