"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"60603000000180","Nodes","180","21.000000","25.962160","DDS demands","Known Flow","391562.394704","796616.535976","","0.000000","","","","","","-7.629999","","","","-6.822882","-7.629999","","","","","","","","D1 PROFILE","","",""
"60603000001480","Nodes","-82529","21.000000","25.385758","Default Known Flow Node","Known Flow","391489.080823","796654.376673","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603000000185","Nodes","185","21.000000","25.662934","DDS demands","Known Flow","391527.004694","796696.977998","","0.000000","","","","","","-11.949999","","","","-10.685903","-11.949999","","","","","","","","D1 PROFILE","","",""
"60603000000183","Nodes","183","21.000000","25.763788","DDS demands","Known Flow","391626.711721","796662.951989","","0.000000","","","","","","-7.979999","","","","-7.135858","-7.979999","","","","","","","","D1 PROFILE","","",""
"60603000001481","Nodes","-82530","21.000000","25.662934","Default Known Flow Node","Known Flow","391525.822694","796702.637000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603000000186","Nodes","186","21.000000","25.428632","DDS demands","Known Flow","391579.876708","796733.606008","","0.000000","","","","","","-8.739999","","","","-7.815464","-8.739999","","","","","","","","D1 PROFILE","","",""
"60603000001482","Nodes","-82532","21.000000","28.712562","Default Known Flow Node","Known Flow","391664.251134","796640.602360","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603000000141","Nodes","141","21.000000","29.153317","DDS demands","Known Flow","391632.902974","796554.310661","","0.000000","","","","","","-14.409999","","","","-12.885679","-14.409999","","","","","","","","D1 PROFILE","","",""
"60603000000142","Nodes","142","21.000000","28.908348","DDS demands","Known Flow","391730.816518","796521.400208","","0.000000","","","","","","-5.509999","","","","-4.927140","-5.509999","","","","","","","","D1 PROFILE","","",""
"60603000000026","Nodes","26","21.000000","24.404249","DDS demands","Known Flow","391744.000402","796645.107514","","0.000000","","","","","","-20.139999","","","","-18.009548","-20.139999","","","","","","","","D1 PROFILE","","",""
"60603000000030","Nodes","30","21.000000","24.591030","DDS demands","Known Flow","391882.576823","796797.131598","","0.000000","","","","","","-18.520000","","","","-16.560915","-18.520000","","","","","","","","D1 PROFILE","","",""
"60603000000031","Nodes","31","21.000000","24.803864","DDS demands","Known Flow","391866.312786","796845.423038","","0.000000","","","","","","-22.579999","","","","-20.191438","-22.579999","","","","","","","","D1 PROFILE","","",""
"60603000000023","Nodes","23","21.000000","24.299820","DDS demands","Known Flow","391801.946314","796585.467454","","0.000000","","","","","","-11.109999","","","","-9.934760","-11.109999","","","","","","","","D1 PROFILE","","",""
"60603000000033","Nodes","33","21.000000","25.707168","Default Known Flow Node","Known Flow","391978.373817","796899.270053","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603000000035","Nodes","35","21.000000","26.508586","DDS demands","Known Flow","391980.372772","796952.505711","","0.000000","","","","","","-1.879999","","","","-1.681129","-1.879999","","","","","","","","D1 PROFILE","","",""
"60603000000036","Nodes","36","21.000000","26.480150","DDS demands","Known Flow","391933.175761","796964.015281","","0.000000","","","","","","-8.479999","","","","-7.582967","-8.479999","","","","","","","","D1 PROFILE","","",""
"60603000000194","Nodes","194","21.000000","26.890421","Default Known Flow Node","Known Flow","391895.391712","796993.708652","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603000000182","Nodes","182","21.000000","28.566929","DDS demands","Known Flow","391641.582725","796668.265990","","0.000000","","","","","","-8.499999","","","","-7.600851","-8.499999","","","","","","","","D1 PROFILE","","",""
"60603000001483","Nodes","-82533","21.000000","28.717621","Default Known Flow Node","Known Flow","391671.716877","796627.645609","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603000001485","Nodes","","21.000000","24.428025","DDS demands","Known Flow","391972.766815","796598.556971","","0.000000","","","","","","-5.780000","","","","-5.168579","-5.780000","","","","","","","","D1 PROFILE","","",""
"60603000000085","Nodes","85","21.000000","25.707168","Default Known Flow Node","Known Flow","392009.798669","796881.686132","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603000000034","Nodes","34","21.000000","26.165373","DDS demands","Known Flow","392009.006825","796942.551065","","0.000000","","","","","","-15.310000","","","","-13.690476","-15.310000","","","","","","","","D1 PROFILE","","",""
"60603000000187","Nodes","187","21.000000","26.784295","DDS demands","Known Flow","392147.983863","796909.005056","","0.000000","-1.169999","","","-4.500000","","-6.919999","","","","-11.258203","-12.589999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","",""
"60603000000192","Nodes","192","21.000000","25.559557","DDS demands","Known Flow","392194.180341","796756.620855","","0.000000","","","","","","-3.999999","","","","-3.576871","-3.999999","","","","","","","","D1 PROFILE","","",""
"60603000000190","Nodes","190","21.000000","25.977115","DDS demands","Known Flow","392242.903096","796709.836717","","0.000000","","","","-6.550000","","-4.760000","","","","-10.113605","-11.310001","","","","","","C4 PROFILE","","D1 PROFILE","","",""
"60603000000193","Nodes","193","21.000000","25.799506","DDS demands","Known Flow","392262.899534","796636.547009","","0.000000","","","","","","-8.979999","","","","-8.030076","-8.979999","","","","","","","","D1 PROFILE","","",""
"60603000000037","Nodes","37","21.000000","26.042556","DDS demands","Known Flow","392086.669846","796915.151057","","0.000000","","","","","","-4.300000","","","","-3.845137","-4.300000","","","","","","","","D1 PROFILE","","",""
"60603000000188","Nodes","188","21.000000","26.662287","DDS demands","Known Flow","392149.382863","796848.802039","","0.000000","","","","","","-11.209999","","","","-10.024182","-11.209999","","","","","","","","D1 PROFILE","","",""
"60603000000189","Nodes","189","21.000000","26.631340","DDS demands","Known Flow","392180.541872","796823.432032","","0.000000","","","","","","-4.039999","","","","-3.612640","-4.039999","","","","","","","","D1 PROFILE","","",""
"60603000000220","Nodes","220","21.000000","26.385405","DDS demands","Known Flow","392232.597886","796854.709041","","0.000000","","","","","","-1.620000","","","","-1.448633","-1.620000","","","","","","","","D1 PROFILE","","",""
