"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60202800000296","Nodes","","21.000000","21.753203","DDS demands","Known Flow","292394.030618","711872.391109","","0.000000","","","","","","-18.690000","","","","","-16.712933","-18.690000","","","","","","","","D1 PROFILE","","","",""
"60202800000295","Nodes","295","21.000000","22.067003","DDS demands","Known Flow","292410.595723","711888.345921","","0.000000","","","","","","-9.189999","","","","","-8.217862","-9.189999","","","","","","","","D1 PROFILE","","","",""
"60202800000139","Nodes","139","21.000000","45.462475","DDS demands","Known Flow","295142.288467","713193.556276","","0.000000","","","","","","-47.959997","","","","","-42.886687","-47.959997","","","","","","","","D1 PROFILE","","","",""
"60202810000276","Nodes","-276","21.000000","49.847187","Default Known Flow Node","Known Flow","295210.758485","713187.077274","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202800001004","Nodes","1004","21.000000","39.103245","Default Known Flow Node","Known Flow","295169.243474","712958.705212","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202800000137","Nodes","137","21.000000","40.138292","DDS demands","Known Flow","294912.216449","713052.978736","","0.000000","-3.390000","","","","","-39.529997","","","","","-38.379831","-42.919998","","","C1 PROFILE","","","","","D1 PROFILE","","","",""
"60202810000223","Nodes","-223","21.000000","37.979374","Default Known Flow Node","Known Flow","295087.932926","712864.847598","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202800000417","Nodes","Logger 9150, Abbey Park","21.000000","38.174201","Default Known Flow Node","Known Flow","295093.144171","712884.414519","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202810000240","Nodes","-240","21.000000","38.443733","Default Known Flow Node","Known Flow","295110.845458","712930.305204","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202800000294","Nodes","294","21.000000","23.344783","DDS demands","Known Flow","292685.080798","712010.484954","","0.000000","","","","","","-20.739999","","","","","-18.546079","-20.739999","","","","","","","","D1 PROFILE","","","",""
