"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-240.719999","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-15.999999","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-10.499999","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-7.429999","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-2.259999","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","","","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
