"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60201100000698","Nodes","698","21.000000","28.592786","DDS demands","Known Flow","369622.615000","756311.355000","","0.000000","","","","","-8.149999","","","","","","","","-7.287875","-8.149999","","","","","","","D1 PROFILE","","","","","","",""
"60201100000716","Nodes","716","21.000000","28.582712","Default Known Flow Node","Known Flow","369599.740000","756305.230000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000518","Nodes","518","21.000000","30.591529","DDS demands","Known Flow","370760.365000","756713.855000","","0.000000","-11.880000","","","","-2.819999","","","","","","","","-13.145003","-14.699999","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
"60201100000131","Nodes","131","21.000000","29.492463","Default Known Flow Node","Known Flow","370789.365000","756561.605000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000343","Nodes","343","21.000000","37.678810","Default Known Flow Node","Known Flow","371573.865000","759981.230000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000398","Nodes","398","21.000000","37.793875","Default Known Flow Node","Known Flow","371557.115000","759972.730000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000529","Nodes","529","21.000000","36.915210","DDS demands","Known Flow","371435.490000","760185.355000","","0.000000","-11.770000","","","","","","","","","","","","-10.524945","-11.770000","","","C1 PROFILE","","","","","","","","","","",""
"60201100003001","Nodes","3001","21.000000","36.701380","Default Known Flow Node","Known Flow","371382.552500","760284.105000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000219","Nodes","219","21.000000","27.720284","DDS demands","Known Flow","371807.990000","757861.730000","","0.000000","","","","","-14.479999","","","","","","","","-12.948275","-14.479999","","","","","","","D1 PROFILE","","","","","","",""
"60201100000720","Nodes","720","21.000000","27.869448","DDS demands","Known Flow","371824.490000","757945.480000","","0.000000","","","","","-4.889999","","","","","","","","-4.372725","-4.889999","","","","","","","D1 PROFILE","","","","","","",""
"60201100000762","Nodes","762, 312465, BRECHIN ROAD, 73 SCMH","25.000000","31.689923","CSEP DDS Matched","Known Flow","371539.990000","759307.605000","","0.000000","","","","","-2.409999","-72.999998","","","","","","","-67.432971","-75.409999","","","","","","","D1 PROFILE","DC PROFILE","","","","","",""
"60201100323122","Nodes","-323122","21.000000","33.633651","Default Known Flow Node","Known Flow","371609.615000","759274.480000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100321128","Nodes","-321128","21.000000","32.108765","Default Known Flow Node","Known Flow","371521.115000","758127.855000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100001004","Nodes","1004","21.000000","32.298429","Default Known Flow Node","Known Flow","371517.052500","758146.105000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000069","Nodes","","21.000000","32.318336","DDS demands","Known Flow","371510.242247","758154.608510","","0.000000","","","","","-13.850000","","","","","","","","-12.384918","-13.850000","","","","","","","D1 PROFILE","","","","","","",""
"60201100000102","Nodes","","21.000000","27.790049","DDS demands","Known Flow","371842.378380","758126.664497","","0.000000","","","","","-12.199999","","","","","","","","-10.909458","-12.199999","","","","","","","D1 PROFILE","","","","","","",""
"60201100000101","Nodes","101","21.000000","26.868640","DDS demands","Known Flow","371915.740000","758121.230000","","0.000000","-9.779999","","","","-6.880000","","","","","","","","-14.897670","-16.659999","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
"60201100000053","Nodes","53","21.000000","31.808111","Default Known Flow Node","Known Flow","371295.615000","758361.480000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000077","Nodes","","21.000000","27.789066","DDS demands","Known Flow","371760.139954","758404.656278","","0.000000","","","","","-6.370000","","","","","","","","-5.696168","-6.370000","","","","","","","D1 PROFILE","","","","","","",""
"60201100321154","Nodes","-321154","21.000000","27.785777","Default Known Flow Node","Known Flow","371757.615000","758399.730000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000122","Nodes","122, P08119655, DORWARD GARDENS DORWARD ROAD, -21.97","24.000000","27.707189","CSEP Unmatched","Known Flow","371771.115000","758408.480000","","0.000000","","","","","-6.099999","-21.969998","","","","","","","-25.100694","-28.069996","","","","","","","D1 PROFILE","DC PROFILE","","","","","",""
"60201100000056","Nodes","","21.000000","31.488861","Default Known Flow Node","Known Flow","371425.367224","758312.483553","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000058","Nodes","58","21.000000","31.341012","DDS demands","Known Flow","371386.490000","758302.855000","","0.000000","","","","","-10.379999","","","","","","","","-9.281981","-10.379999","","","","","","","D1 PROFILE","","","","","","",""
"60201100000100","Nodes","","21.000000","28.344026","DDS demands","Known Flow","371834.862335","758033.427525","","0.000000","","","","","-31.910000","","","","","","","","-28.534494","-31.910000","","","","","","","D1 PROFILE","","","","","","",""
"60201100000082","Nodes","82","21.000000","30.074735","DDS demands","Known Flow","371538.490000","758606.980000","","0.000000","","","","","-22.670000","","","","","","","","-20.271921","-22.670000","","","","","","","D1 PROFILE","","","","","","",""
"60201100000085","Nodes","","21.000000","27.882827","DDS demands","Known Flow","371843.617338","758624.358638","","0.000000","","","","","-34.490000","","","","","","","","-30.841576","-34.490000","","","","","","","D1 PROFILE","","","","","","",""
"60201100000284","Nodes","284","21.000000","32.605815","DDS demands","Known Flow","370634.365000","761240.230000","","0.000000","","","","","-16.530000","","","","","","","","-14.781422","-16.530000","","","","","","","D1 PROFILE","","","","","","",""
"60201100307125","Nodes","307125, P10123846, NORTH ESK ROAD, -18.09SCMH","24.000000","32.996732","CSEP Unmatched","Known Flow","371587.182466","759279.088385","","0.000000","","","","","","","","","","","-18.090000","","-16.176402","-18.090000","","","","","","","","","","","","","PL-DC PROFILE",""
"60201100000047","Nodes","","21.000000","32.035705","DDS demands","Known Flow","371519.605543","758571.482946","","0.000000","","","","","-18.559999","","","","","","","","-16.596683","-18.559999","","","","","","","D1 PROFILE","","","","","","",""
"60201100000043","Nodes","","21.000000","32.266972","DDS demands","Known Flow","371535.472254","758755.807674","","0.000000","","","","","-29.839999","","","","","","","","-26.683461","-29.839999","","","","","","","D1 PROFILE","","","","","","",""
"60201100000724","Nodes","724","21.000000","25.852048","Default Known Flow Node","Known Flow","372082.365000","758184.230000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000721","Nodes","721","21.000000","25.526685","Default Known Flow Node","Known Flow","372094.740000","758334.355000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000162","Nodes","162","21.000000","29.863921","DDS demands","Known Flow","371495.865000","757591.730000","","0.000000","","","","","-5.619999","","","","","","","","-5.025504","-5.619999","","","","","","","D1 PROFILE","","","","","","",""
"60201100000163","Nodes","163","21.000000","27.387540","DDS demands","Known Flow","371542.615000","757494.105000","","0.000000","","","","-4.409999","-2.250000","","","","","","","","-5.955491","-6.659999","","","","","","C4 PROFILE","D1 PROFILE","","","","","","",""
"60201100304799","Nodes","-304799","21.000000","27.205658","Default Known Flow Node","Known Flow","371474.865000","756671.730000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000270","Nodes","270","21.000000","35.829969","DDS demands","Known Flow","371112.240000","760747.230000","","0.000000","","","","","-2.390000","","","","","","","","-2.137181","-2.390000","","","","","","","D1 PROFILE","","","","","","",""
"60201100003002","Nodes","3002","21.000000","36.701380","Default Known Flow Node","Known Flow","371397.052500","760291.855000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100000027","Nodes","27","21.000000","33.717579","DDS demands","Known Flow","371308.865000","759230.605000","","0.000000","","","","","-27.229998","","","","","","","","-24.349551","-27.229998","","","","","","","D1 PROFILE","","","","","","",""
"60201100000026","Nodes","26","21.000000","33.464971","DDS demands","Known Flow","371350.615000","759318.230000","","0.000000","","","","","-2.409999","","","","","","","","-2.155065","-2.409999","","","","","","","D1 PROFILE","","","","","","",""
"60201100000533","Nodes","533","21.000000","31.817537","Default Known Flow Node","Known Flow","370721.490000","761488.980000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60201100082384","Nodes","-82384","21.000000","31.816538","Default Known Flow Node","Known Flow","370722.990000","761489.605000","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
