"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(D1)"
"60605900000012","Nodes","12","21.000000","38.961296","DDS","Known Flow","390298.895000","794782.115000","","0.000000","-5.160000","-4.614164","-5.160000","","","D1 PROFILE"
"60605900000013","Nodes","13","21.000000","38.675667","DDS","Known Flow","390249.770000","794650.740000","","0.000000","-4.630000","-4.140228","-4.630000","","","D1 PROFILE"
"60605900000001","Nodes","1","21.000000","74.805143","DDS","Known Flow","390848.395000","794845.365000","","0.000000","-2.609999","-2.333908","-2.609999","","","D1 PROFILE"
"60605900000010","Nodes","","21.000000","57.488610","DDS","Known Flow","390757.645000","794940.615000","","0.000000","-13.869999","-12.402802","-13.869999","","","D1 PROFILE"
"60605900000016","Nodes","16","21.000000","38.417280","Default Known Flow Node","Known Flow","390164.020000","794420.990000","","0.000000","","0.000000","0.000000","","",""
"60605900000015","Nodes","15","21.000000","39.289147","DDS","Known Flow","389530.020000","794895.115000","","0.000000","-2.679999","-2.396503","-2.679999","","","D1 PROFILE"
"60605900000011","Nodes","11","21.000000","41.451855","DDS","Known Flow","390639.895000","794682.365000","","0.000000","-19.379999","-17.329941","-19.379999","","","D1 PROFILE"
"60605900000002","Nodes","Cammachmore East RRI","21.000000","74.999996","Default Known Pressure Node","Known Pressure","390917.395000","794822.740000","","499.999994","","9.264095","10.359999","","",""
"60605900000014","Nodes","14","21.000000","71.632248","DDS","Known Flow","391230.770000","794379.990000","","0.000000","-10.359999","-9.264096","-10.359999","","","D1 PROFILE"
"60605900001000","Nodes","Cammachmore West RRI","21.000000","74.999996","Default Known Pressure Node","Known Pressure","390849.395000","794844.365000","","499.999994","","60.145090","67.260001","","",""
"60605900000666","Nodes","666","21.000000","39.310229","Default Known Flow Node","Known Flow","389683.411711","794861.260195","","0.000000","","0.000000","0.000000","","",""
"60605900000003","Nodes","","21.000000","40.784423","Default Known Flow Node","Known Flow","390553.157136","794717.003684","","0.000000","","0.000000","0.000000","","",""
"60605900000005","Nodes","","21.000000","49.444504","DDS","Known Flow","390698.452236","794868.408141","","0.000000","-18.930000","-16.927546","-18.930000","","","D1 PROFILE"
"60605900000007","Nodes","","21.000000","73.326223","Default Known Flow Node","Known Flow","391127.001343","794640.552726","","0.000000","","0.000000","0.000000","","",""
"60605900000004","Nodes","","21.000000","40.784423","Default Known Flow Node","Known Flow","390548.102042","794680.197696","","0.000000","","0.000000","0.000000","","",""
"60605900000006","Nodes","","21.000000","49.359921","Default Known Flow Node","Known Flow","390711.417581","794824.375004","","0.000000","","0.000000","0.000000","","",""
"60605900000008","Nodes","","21.000000","73.326223","Default Known Flow Node","Known Flow","391149.073571","794674.290123","","0.000000","","0.000000","0.000000","","",""
