"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"60205100003861","Nodes","-54176","21.000000","34.466489","Default Known Flow Node","Known Flow","314286.976676","694171.216100","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003864","Nodes","-54179","21.000000","36.484545","Default Known Flow Node","Known Flow","314304.223681","694324.470142","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003863","Nodes","-54178","21.000000","36.484545","Default Known Flow Node","Known Flow","314302.581303","694323.904285","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003866","Nodes","-54181","21.000000","36.015151","Default Known Flow Node","Known Flow","314317.457684","694303.002136","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003867","Nodes","-54182","21.000000","36.015151","Default Known Flow Node","Known Flow","314318.976685","694303.591136","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003870","Nodes","-54186","21.000000","35.496574","Default Known Flow Node","Known Flow","314339.431530","694243.350645","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003869","Nodes","-54185","21.000000","35.491811","Default Known Flow Node","Known Flow","314337.730938","694242.711140","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000294","Nodes","294","21.000000","39.695368","DDS demands","Known Flow","314242.398664","694485.395185","","0.000000","","","","","-5.739999","","","","","-5.132810","-5.739999","","","","","","","D1 PROFILE","","","",""
"60205100003858","Nodes","-54171","21.000000","38.997481","Default Known Flow Node","Known Flow","314252.066667","694489.606186","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000180","Nodes","180","21.000000","33.664687","DDS demands","Known Flow","314230.196327","694443.490751","","0.000000","","","","","-12.659999","","","","","-11.320798","-12.659999","","","","","","","D1 PROFILE","","","",""
"60205100003852","Nodes","-54163","21.000000","33.664687","Default Known Flow Node","Known Flow","314230.754661","694441.706173","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000181","Nodes","181","21.000000","33.752909","Default Known Flow Node","Known Flow","314161.851642","694448.966175","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000362","Nodes","362","21.000000","36.722824","DDS demands","Known Flow","314204.042653","694413.171166","","0.000000","","","","","-2.440000","","","","","-2.181891","-2.440000","","","","","","","D1 PROFILE","","","",""
"60205100000364","Nodes","364","21.000000","36.545877","DDS demands","Known Flow","314157.601641","694426.591169","","0.000000","","","","","-8.699999","","","","","-7.779695","-8.699999","","","","","","","D1 PROFILE","","","",""
"60205100000258","Nodes","258","21.000000","36.495337","DDS demands","Known Flow","314177.870646","694404.389163","","0.000000","","","","","-3.710000","","","","","-3.317548","-3.710000","","","","","","","D1 PROFILE","","","",""
"60205100000363","Nodes","363","21.000000","36.303477","DDS demands","Known Flow","314162.594642","694363.596152","","0.000000","","","","","-9.289999","","","","","-8.307284","-9.289999","","","","","","","D1 PROFILE","","","",""
"60205100000099","Nodes","99","21.000000","34.042122","DDS demands","Known Flow","314102.638198","694371.870982","","0.000000","","","","","-3.780000","","","","","-3.380143","-3.780000","","","","","","","D1 PROFILE","","","",""
"60205100003838","Nodes","-54145","21.000000","33.995826","Default Known Flow Node","Known Flow","314101.058566","694375.713243","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003832","Nodes","-54136","21.000000","32.024383","DDS demands","Known Flow","314035.099607","694329.970143","","0.000000","","","","","-17.040000","","","","","-15.237473","-17.040000","","","","","","","D1 PROFILE","","","",""
"60205100000257","Nodes","257","21.000000","32.146366","DDS demands","Known Flow","313912.935041","694346.203190","","0.000000","","","","","-12.250000","","","","","-10.954169","-12.250000","","","","","","","D1 PROFILE","","","",""
"60205100000162","Nodes","162","21.000000","34.047415","DDS demands","Known Flow","314142.476637","694268.716126","","0.000000","","","","","-10.830000","","","","","-9.684380","-10.830000","","","","","","","D1 PROFILE","","","",""
"60205100003840","Nodes","-54149","21.000000","34.033443","Default Known Flow Node","Known Flow","314139.761817","694267.788986","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003841","Nodes","-54152","21.000000","34.047415","Default Known Flow Node","Known Flow","314142.976637","694267.216126","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000107","Nodes","107","21.000000","33.655699","DDS demands","Known Flow","314191.225650","694129.966089","","0.000000","0.000000","","","","-0.930000","","","","","-0.831622","-0.930000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205100003849","Nodes","-54160","21.000000","33.816401","Default Known Flow Node","Known Flow","314213.424498","694137.431586","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003876","Nodes","-54195","21.000000","28.099421","Default Known Flow Node","Known Flow","314411.226710","694009.591056","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000278","Nodes","278","21.000000","32.594871","DDS demands","Known Flow","314367.726698","694188.966105","","0.000000","-3.489999","","","","-21.350000","","","","","-22.212373","-24.840001","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205100003877","Nodes","-54196","21.000000","30.367005","DDS demands","Known Flow","314411.854710","694214.216112","","0.000000","","","","","-32.319999","","","","","-28.901122","-32.319999","","","","","","","D1 PROFILE","","","",""
"60205100000297","Nodes","297","21.000000","35.036977","DDS demands","Known Flow","314358.101695","694196.966107","","0.000000","","","-2.630000","","-11.979999","","","","","-13.064523","-14.609999","","","","","C4 PROFILE","","D1 PROFILE","","","",""
"60205100003875","Nodes","-54193","21.000000","35.333045","Default Known Flow Node","Known Flow","314346.080784","694226.831102","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000110","Nodes","110","21.000000","36.282012","DDS demands","Known Flow","314314.454239","694306.696931","","0.000000","-6.000000","","","","-13.220000","","","","","-17.186869","-19.220001","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205100000104","Nodes","104","21.000000","36.557084","DDS demands","Known Flow","314307.099681","694323.347141","","0.000000","-0.270000","","","","-17.549999","","","","","-15.934963","-17.819999","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205100000299","Nodes","299","21.000000","38.197158","DDS demands","Known Flow","314256.147668","694441.144173","","0.000000","","","","","-0.739999","","","","","-0.661721","-0.739999","","","","","","","D1 PROFILE","","","",""
"60205100000309","Nodes","309","21.000000","37.903996","DDS demands","Known Flow","314270.943672","694444.582174","","0.000000","","-36.240001","","","-0.610000","","","","","-32.951931","-36.850002","","","","C2 PROFILE","","","D1 PROFILE","","","",""
"60205100003860","Nodes","-54174","21.000000","37.856826","Default Known Flow Node","Known Flow","314273.967672","694444.603174","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000296","Nodes","296","21.000000","38.076434","DDS demands","Known Flow","314259.043668","694432.677171","","0.000000","-2.130000","-15.999999","-3.790000","","-10.800000","","","","","-29.258809","-32.720000","","","C1 PROFILE","C2 PROFILE","C4 PROFILE","","D1 PROFILE","","","",""
"60205100003844","Nodes","-54155","21.000000","33.633875","Default Known Flow Node","Known Flow","314166.225643","694121.466086","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003842","Nodes","-54153","21.000000","33.447807","DDS demands","Known Flow","314163.351642","694130.966089","","0.000000","","","","","-2.720000","","","","","-2.432272","-2.720000","","","","","","","D1 PROFILE","","","",""
"60205100003846","Nodes","-54157","21.000000","33.680996","Default Known Flow Node","Known Flow","314196.226651","694475.216183","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003847","Nodes","-54158","21.000000","33.816401","Default Known Flow Node","Known Flow","314210.182655","694146.323093","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100001090","Nodes","1090","21.000000","34.028045","DDS demands","Known Flow","314240.976663","694153.591095","","0.000000","-9.390000","","","","-17.079999","","","","","-23.669947","-26.470000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205100003857","Nodes","-54170","21.000000","34.129692","Default Known Flow Node","Known Flow","314248.881666","694158.347096","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003854","Nodes","-54167","21.000000","34.123794","Default Known Flow Node","Known Flow","314245.610665","694158.469096","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003855","Nodes","-54168","21.000000","34.013579","Default Known Flow Node","Known Flow","314247.006665","694147.558093","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000295","Nodes","295","21.000000","38.937986","DDS demands","Known Flow","314254.572667","694494.732188","","0.000000","","-40.009998","","","-1.279999","","","","","-36.922255","-41.289996","","","","C2 PROFILE","","","D1 PROFILE","","","",""
"60205100000273","Nodes","273","21.000000","32.688095","DDS demands","Known Flow","314400.623707","694339.579146","","0.000000","","","","","-9.850000","","","","","-8.808046","-9.850000","","","","","","","D1 PROFILE","","","",""
"60205100003868","Nodes","-54184","21.000000","35.491811","Default Known Flow Node","Known Flow","314329.101687","694239.466118","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003865","Nodes","-54180","21.000000","35.535742","Default Known Flow Node","Known Flow","314315.851684","694231.341116","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003872","Nodes","-54188","21.000000","35.483094","Default Known Flow Node","Known Flow","314339.987123","694241.970318","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000274","Nodes","274","21.000000","34.911404","DDS demands","Known Flow","314341.238691","694190.846105","","0.000000","-11.539999","","","","-11.629999","","","","","-20.719029","-23.170000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205100003873","Nodes","-54190","21.000000","34.917524","Default Known Flow Node","Known Flow","314343.657408","694191.749319","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003871","Nodes","-54187","21.000000","34.911404","Default Known Flow Node","Known Flow","314339.101690","694197.091107","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003874","Nodes","-54191","21.000000","35.333045","Default Known Flow Node","Known Flow","314343.620691","694227.849115","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003880","Nodes","","21.000000","25.738302","DDS demands","Known Flow","314585.868757","694271.478127","","0.000000","-9.090000","","","","-3.859999","","","","","-11.580121","-12.950000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205100000355","Nodes","355","21.000000","22.736062","DDS demands","Known Flow","314619.851767","694171.966100","","0.000000","","","","","-0.639999","","","","","-0.572299","-0.639999","","","","","","","D1 PROFILE","","","",""
"60205100003884","Nodes","-54204","21.000000","22.781191","Default Known Flow Node","Known Flow","314609.601764","694178.091102","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000326","Nodes","326","21.000000","27.014488","DDS demands","Known Flow","314584.030757","694097.059080","","0.000000","","","","","-8.609999","","","","","-7.699215","-8.609999","","","","","","","D1 PROFILE","","","",""
"60205100003887","Nodes","-54207","21.000000","26.695261","DDS demands","Known Flow","314664.795779","694087.947077","","0.000000","","","","","-6.910000","","","","","-6.179045","-6.910000","","","","","","","D1 PROFILE","","","",""
"60205100000310","Nodes","310","21.000000","33.192523","DDS demands","Known Flow","314505.101735","694464.216180","","0.000000","","","","","-10.270000","","","","","-9.183618","-10.270000","","","","","","","D1 PROFILE","","","",""
"60205100000311","Nodes","311","21.000000","32.869098","DDS demands","Known Flow","314530.476742","694397.716161","","0.000000","","","","","-6.690000","","","","","-5.982318","-6.690000","","","","","","","D1 PROFILE","","","",""
"60205100000312","Nodes","312","21.000000","31.533105","DDS demands","Known Flow","314602.351762","694476.841183","","0.000000","","","","","-6.190000","","","","","-5.535208","-6.190000","","","","","","","D1 PROFILE","","","",""
"60205100000315","Nodes","315","21.000000","26.525429","DDS demands","Known Flow","314614.101765","694383.091157","","0.000000","","","","","-6.199999","","","","","-5.544150","-6.199999","","","","","","","D1 PROFILE","","","",""
"60205100000320","Nodes","320","21.000000","26.427529","DDS demands","Known Flow","314569.371753","694348.697148","","0.000000","","","","","-7.469999","","","","","-6.679807","-7.469999","","","","","","","D1 PROFILE","","","",""
"60205100000317","Nodes","317","21.000000","25.546279","DDS demands","Known Flow","314659.101777","694384.091158","","0.000000","","","","","-1.679999","","","","","-1.502286","-1.679999","","","","","","","D1 PROFILE","","","",""
"60205100000314","Nodes","314","21.000000","29.055597","DDS demands","Known Flow","314596.351760","694433.216171","","0.000000","","","","","-2.599999","","","","","-2.324966","-2.599999","","","","","","","D1 PROFILE","","","",""
"60205100000319","Nodes","319","21.000000","28.581799","DDS demands","Known Flow","314575.726755","694433.466171","","0.000000","","","","","-3.599999","","","","","-3.219184","-3.599999","","","","","","","D1 PROFILE","","","",""
"60205100000328","Nodes","328","21.000000","30.324701","DDS demands","Known Flow","314678.343782","694467.217180","","0.000000","","","","","-5.199999","","","","","-4.649932","-5.199999","","","","","","","D1 PROFILE","","","",""
"60205100000316","Nodes","316","21.000000","25.532064","DDS demands","Known Flow","314654.726776","694397.716161","","0.000000","","","","","-3.749999","","","","","-3.353317","-3.749999","","","","","","","D1 PROFILE","","","",""
"60205100000318","Nodes","318","21.000000","25.045533","DDS demands","Known Flow","314685.976785","694392.341160","","0.000000","","","","","-14.389999","","","","","-12.867795","-14.389999","","","","","","","D1 PROFILE","","","",""
"60205100000329","Nodes","329","21.000000","29.836046","DDS demands","Known Flow","314725.227795","694461.090179","","0.000000","-4.230000","","","","-5.270000","","","","","-8.495070","-9.500000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205100000420","Nodes","420","21.000000","29.553108","DDS demands","Known Flow","314760.525805","694460.736179","","0.000000","","","","","-7.179999","","","","","-6.420484","-7.179999","","","","","","","D1 PROFILE","","","",""
"60205100000276","Nodes","276","21.000000","22.931329","DDS demands","Known Flow","314744.615801","694323.698141","","0.000000","","","","","-19.769999","","","","","-17.678687","-19.769999","","","","","","","D1 PROFILE","","","",""
"60205100000118","Nodes","118","21.000000","22.751989","DDS demands","Known Flow","314820.548821","694349.871148","","0.000000","","","","","-16.120001","","","","","-14.414793","-16.120001","","","","","","","D1 PROFILE","","","",""
"60205100000421","Nodes","421","21.000000","29.201362","DDS demands","Known Flow","314821.918822","694434.450171","","0.000000","","","","","-7.949999","","","","","-7.109032","-7.949999","","","","","","","D1 PROFILE","","","",""
"60205100003879","Nodes","-54199","21.000000","27.163072","DDS demands","Known Flow","314548.497189","694099.810632","","0.000000","","","","","-9.729999","","","","","-8.700739","-9.729999","","","","","","","D1 PROFILE","","","",""
"60205100003878","Nodes","-54198","21.000000","27.079795","DDS demands","Known Flow","314541.368745","694152.847095","","0.000000","","","","","-7.250000","","","","","-6.483080","-7.250000","","","","","","","D1 PROFILE","","","",""
"60205100003888","Nodes","-54208","21.000000","23.864754","DDS demands","Known Flow","314669.490780","694298.874135","","0.000000","","","","","-6.969999","","","","","-6.232698","-6.969999","","","","","","","D1 PROFILE","","","",""
"60205100003882","Nodes","-54202","21.000000","25.178388","DDS demands","Known Flow","314602.101762","694294.841133","","0.000000","","","","","-4.179999","","","","","-3.737830","-4.179999","","","","","","","D1 PROFILE","","","",""
"60205100003885","Nodes","-54205","21.000000","22.781588","Default Known Flow Node","Known Flow","314616.601766","694189.841105","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003881","Nodes","-54201","21.000000","22.781191","Default Known Flow Node","Known Flow","314596.226760","694185.966104","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003883","Nodes","-54203","21.000000","22.781588","Default Known Flow Node","Known Flow","314607.601763","694199.716108","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003886","Nodes","-54206","21.000000","23.863379","DDS demands","Known Flow","314662.925778","694317.732140","","0.000000","","","","","-2.980000","","","","","-2.664769","-2.980000","","","","","","","D1 PROFILE","","","",""
"60205100003890","Nodes","-54210","21.000000","22.701533","Default Known Flow Node","Known Flow","314692.103786","694216.467112","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003889","Nodes","-54209","21.000000","22.612053","Default Known Flow Node","Known Flow","314688.226785","694228.716115","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003898","Nodes","-54225","21.000000","28.327167","Default Known Flow Node","Known Flow","314905.807448","694466.075726","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000403","Nodes","403","21.000000","28.247800","DDS demands","Known Flow","314914.133847","694485.891185","","0.000000","","","","","-4.920000","","","","","-4.399552","-4.920000","","","","","","","D1 PROFILE","","","",""
"60205100003895","Nodes","-54222","21.000000","28.327167","Default Known Flow Node","Known Flow","314890.756840","694473.776182","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000412","Nodes","412","21.000000","22.474295","Default Known Flow Node","Known Flow","313551.418476","694697.874243","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000303","Nodes","303","21.000000","21.958454","Default Known Flow Node","Known Flow","313397.123434","694750.570257","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000336","Nodes","336","21.000000","34.004261","Default Known Flow Node","Known Flow","313962.988588","694509.325192","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000140","Nodes","140","21.000000","31.828632","DDS demands","Known Flow","313940.355582","694960.958315","","0.000000","","","","","-6.289999","","","","","-5.624630","-6.289999","","","","","","","D1 PROFILE","","","",""
"60205100000287","Nodes","287","21.000000","21.704329","DDS demands","Known Flow","313576.242483","694771.700263","","0.000000","","","","","-2.959999","","","","","-2.646885","-2.959999","","","","","","","D1 PROFILE","","","",""
"60205100000286","Nodes","286","21.000000","21.637164","DDS demands","Known Flow","313610.816492","694780.752266","","0.000000","","","","","-11.640000","","","","","-10.408696","-11.640000","","","","","","","D1 PROFILE","","","",""
"60205100003812","Nodes","-54113","21.000000","31.715409","Default Known Flow Node","Known Flow","313830.923552","694995.499324","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000138","Nodes","138","21.000000","31.759538","DDS demands","Known Flow","313859.200560","694970.249317","","0.000000","","","","","-16.030001","","","","","-14.334314","-16.030001","","","","","","","D1 PROFILE","","","",""
"60205100003818","Nodes","-54120","21.000000","31.184850","Default Known Flow Node","Known Flow","313876.595564","694925.037305","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003817","Nodes","-54119","21.000000","31.273225","Default Known Flow Node","Known Flow","313871.198563","694923.926305","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003821","Nodes","-54123","21.000000","33.866293","Default Known Flow Node","Known Flow","313941.635761","694512.078106","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003822","Nodes","-54125","21.000000","33.866293","Default Known Flow Node","Known Flow","313947.467584","694494.470188","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003829","Nodes","-54132","21.000000","34.286795","Default Known Flow Node","Known Flow","313992.848596","694528.449197","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003815","Nodes","-54117","21.000000","31.140670","Default Known Flow Node","Known Flow","313867.586562","694940.292309","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000142","Nodes","142","21.000000","31.993499","DDS demands","Known Flow","313970.189590","694942.991310","","0.000000","","","","","-6.380000","","","","","-5.705110","-6.380000","","","","","","","D1 PROFILE","","","",""
"60205100000141","Nodes","141","21.000000","32.003968","DDS demands","Known Flow","313968.506362","694953.786932","","0.000000","","","","","-2.019999","","","","","-1.806320","-2.019999","","","","","","","D1 PROFILE","","","",""
"60205100000291","Nodes","291","21.000000","21.973352","DDS demands","Known Flow","313567.058262","694797.034969","","0.000000","","","","","-6.480000","","","","","-5.794532","-6.480000","","","","","","","D1 PROFILE","","","",""
"60205100003769","Nodes","-54064","21.000000","21.973352","Default Known Flow Node","Known Flow","313567.504480","694795.052270","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000285","Nodes","285","21.000000","21.914083","DDS demands","Known Flow","313650.942585","694726.894539","","0.000000","","","","","-10.600000","","","","","-9.478710","-10.600000","","","","","","","D1 PROFILE","","","",""
"60205100000289","Nodes","289","21.000000","21.840260","DDS demands","Known Flow","313629.867497","694725.477251","","0.000000","","","","","-3.240000","","","","","-2.897266","-3.240000","","","","","","","D1 PROFILE","","","",""
"60205100000288","Nodes","288","21.000000","21.833973","DDS demands","Known Flow","313618.860494","694741.794255","","0.000000","","","","","-2.119999","","","","","-1.895741","-2.119999","","","","","","","D1 PROFILE","","","",""
"60205100000290","Nodes","290","21.000000","21.965934","DDS demands","Known Flow","313634.483498","694702.876245","","0.000000","","","","","-2.380000","","","","","-2.128238","-2.380000","","","","","","","D1 PROFILE","","","",""
"60205100000172","Nodes","172","21.000000","33.958367","DDS demands","Known Flow","313955.352586","694516.352194","","0.000000","","","","","-10.159999","","","","","-9.085253","-10.159999","","","","","","","D1 PROFILE","","","",""
"60205100000177","Nodes","177","21.000000","33.955237","DDS demands","Known Flow","313959.052587","694505.167191","","0.000000","","","","","-10.390000","","","","","-9.290924","-10.390000","","","","","","","D1 PROFILE","","","",""
"60205100003767","Nodes","-54061","21.000000","22.036243","Default Known Flow Node","Known Flow","313556.599477","694783.243266","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003763","Nodes","-54055","21.000000","22.171101","Default Known Flow Node","Known Flow","313525.843469","694773.941264","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003816","Nodes","-54118","21.000000","31.273225","Default Known Flow Node","Known Flow","313867.653562","694923.450305","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003825","Nodes","-54128","21.000000","31.945713","Default Known Flow Node","Known Flow","313959.089587","694951.262312","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000271","Nodes","271","21.000000","34.427925","DDS demands","Known Flow","314045.541327","694493.529593","","0.000000","","","","","-6.589999","","","","","-5.892895","-6.589999","","","","","","","D1 PROFILE","","","",""
"60205100000268","Nodes","268","21.000000","34.904817","Default Known Flow Node","Known Flow","314029.522622","694531.855393","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000347","Nodes","347","21.000000","40.362031","DDS demands","Known Flow","314236.023662","694506.897191","","0.000000","-29.379999","","-10.189999","","-1.599999","","","","","-36.814952","-41.170000","","","C1 PROFILE","","C4 PROFILE","","D1 PROFILE","","","",""
"60205100003843","Nodes","-54154","21.000000","33.431241","DDS demands","Known Flow","314165.475643","694497.561189","","0.000000","","","","","-10.239999","","","","","-9.156791","-10.239999","","","","","","","D1 PROFILE","","","",""
"60205100003845","Nodes","-54156","21.000000","33.387112","Default Known Flow Node","Known Flow","314179.101647","694502.341190","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000025","Nodes","25","21.000000","32.277708","DDS demands","Known Flow","314002.226599","694971.966318","","0.000000","","","","","-4.639999","","","","","-4.149170","-4.639999","","","","","","","D1 PROFILE","","","",""
"60205100000269","Nodes","269","21.000000","34.954592","DDS demands","Known Flow","314030.851606","694538.841200","","0.000000","","","","","-4.790000","","","","","-4.283303","-4.790000","","","","","","","D1 PROFILE","","","",""
"60205100003834","Nodes","-54138","21.000000","32.406629","Default Known Flow Node","Known Flow","314064.226615","694986.341322","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100003833","Nodes","-54137","21.000000","35.462625","Default Known Flow Node","Known Flow","314055.101613","694550.591203","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000038","Nodes","38","21.000000","35.462625","DDS demands","Known Flow","314053.973613","694554.090204","","0.000000","","","","","-22.020000","","","","","-19.690679","-22.020000","","","","","","","D1 PROFILE","","","",""
"60205100003850","Nodes","-54161","21.000000","39.194269","Default Known Flow Node","Known Flow","314216.811657","694596.252215","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000149","Nodes","149","21.000000","39.331509","DDS demands","Known Flow","314178.837647","694904.950299","","0.000000","","","","","-3.849999","","","","","-3.442738","-3.849999","","","","","","","D1 PROFILE","","","",""
"60205100000028","Nodes","28","21.000000","39.020799","DDS demands","Known Flow","314119.351630","694887.091295","","0.000000","","","","","-9.009999","","","","","-8.056903","-9.009999","","","","","","","D1 PROFILE","","","",""
"60205100003839","Nodes","-54148","21.000000","39.020799","Default Known Flow Node","Known Flow","314117.851630","694886.591294","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000266","Nodes","266","21.000000","38.837531","Default Known Flow Node","Known Flow","314113.474644","694881.473173","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60205100000262","Nodes","262","21.000000","36.720243","DDS demands","Known Flow","314098.976625","694911.718301","","0.000000","","","","","-3.140000","","","","","-2.807844","-3.140000","","","","","","","D1 PROFILE","","","",""
"60205100000256","Nodes","256","21.000000","35.642691","DDS demands","Known Flow","314093.851623","694928.218306","","0.000000","","","","","-16.639999","","","","","-14.879785","-16.639999","","","","","","","D1 PROFILE","","","",""
"60205100000255","Nodes","255","21.000000","35.722659","DDS demands","Known Flow","314015.340602","694914.486302","","0.000000","","","","","-3.209999","","","","","-2.870439","-3.209999","","","","","","","D1 PROFILE","","","",""
"60205100000263","Nodes","263","21.000000","32.475189","DDS demands","Known Flow","314065.723616","694990.850323","","0.000000","-4.159999","","","","-15.180000","","","","","-17.294174","-19.340000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"60205100000338","Nodes","338","21.000000","39.231107","DDS demands","Known Flow","314193.807651","694661.988233","","0.000000","","","","","-4.750000","","","","","-4.247535","-4.750000","","","","","","","D1 PROFILE","","","",""
"60205100000337","Nodes","337","21.000000","39.231095","DDS demands","Known Flow","314199.485652","694663.935234","","0.000000","","","","","-6.340000","","","","","-5.669341","-6.340000","","","","","","","D1 PROFILE","","","",""
"60205100000171","Nodes","171","21.000000","34.978506","DDS demands","Known Flow","314144.350637","694650.341230","","0.000000","","","","","-11.629999","","","","","-10.399753","-11.629999","","","","","","","D1 PROFILE","","","",""
"60205100000270","Nodes","270","21.000000","35.463142","DDS demands","Known Flow","314059.351614","694548.466202","","0.000000","","","","","-20.059999","","","","","-17.938010","-20.059999","","","","","","","D1 PROFILE","","","",""
