"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60205200002553","Nodes","-327318","21.000000","49.407514","Default Known Flow Node","Known Flow","293934.442138","757774.272407","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000241","Nodes","241","21.000000","48.917893","DDS demands","Known Flow","294149.106196","757519.725338","","0.000000","","","","","","-6.480000","","","","","","","-5.794532","-6.480000","","","","","","","","D1 PROFILE","","","","","",""
"60205200000162","Nodes","162","21.000000","49.863506","DDS demands","Known Flow","294017.692161","757763.509404","","0.000000","","","","","","-8.579999","","","","","","","-7.672389","-8.579999","","","","","","","","D1 PROFILE","","","","","",""
"60205200002505","Nodes","-316777","21.000000","32.181174","Default Known Flow Node","Known Flow","294385.152261","757862.364431","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000146","Nodes","146","21.000000","32.181174","DDS demands","Known Flow","294404.561266","757856.042429","","0.000000","","","","","","-2.609999","","","","","","","-2.333908","-2.609999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000143","Nodes","143","21.000000","32.659944","DDS demands","Known Flow","294238.691221","757935.561451","","0.000000","","","","","","-6.269999","","","","","","","-5.606746","-6.269999","","","","","","","","D1 PROFILE","","","","","",""
"60205200002514","Nodes","-316806","21.000000","30.957828","Default Known Flow Node","Known Flow","294498.747291","757870.262433","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000087","Nodes","87","21.000000","31.698054","Default Known Flow Node","Known Flow","294496.401291","757878.418435","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002491","Nodes","-316715","21.000000","48.748207","Default Known Flow Node","Known Flow","294144.735195","757533.956341","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000147","Nodes","147","21.000000","31.923679","DDS demands","Known Flow","294433.164274","757829.789422","","0.000000","","","","","","-3.769999","","","","","","","-3.371201","-3.769999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000144","Nodes","144","21.000000","32.547107","DDS demands","Known Flow","294343.958249","757900.636441","","0.000000","","","","","","-1.429999","","","","","","","-1.278731","-1.429999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000086","Nodes","86","21.000000","31.790908","DDS demands","Known Flow","294400.572068","757920.278234","","0.000000","","","","","","-2.640000","","","","","","","-2.360735","-2.640000","","","","","","","","D1 PROFILE","","","","","",""
"60205200000029","Nodes","29","21.000000","31.905301","DDS demands","Known Flow","294488.623052","757991.939400","","0.000000","","","-4.289999","","","-12.839999","","","","","","","-15.317952","-17.129999","","","","","C3 PROFILE","","","D1 PROFILE","","","","","",""
"60205200000089","Nodes","","21.000000","32.701661","DDS demands","Known Flow","294134.043192","757967.015459","","0.000000","","","","","","-2.329999","","","","","","","-2.083527","-2.329999","","","","","","","","D1 PROFILE","","","","","",""
"60205200002573","Nodes","-327360","21.000000","32.547939","Default Known Flow Node","Known Flow","294338.087248","757902.633442","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000169","Nodes","169","21.000000","33.411844","DDS demands","Known Flow","294232.152861","757968.208680","","0.000000","-2.030000","","","","","-9.300000","","","","","","","-10.131489","-11.330000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","",""
"60205200002559","Nodes","-327338","21.000000","50.117627","Default Known Flow Node","Known Flow","294036.101166","757781.315409","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002558","Nodes","2558, ""FERRY ROAD DG ID2819""","21.000000","49.999998","Default Known Pressure Node","Known Pressure","294016.524160","757754.632401","","366.739974","","","","","","","","","","","","","16.820237","18.809998","","","","","","","","","","","","","",""
"60205200002518","Nodes","","21.000000","27.463946","Default Known Flow Node","Known Flow","293577.274041","758241.232534","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002521","Nodes","-316836","21.000000","31.421583","Default Known Flow Node","Known Flow","294628.501327","757864.323431","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002523","Nodes","-316840","21.000000","31.410450","Default Known Flow Node","Known Flow","294652.834333","757868.328432","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002520","Nodes","-316834","21.000000","31.421583","Default Known Flow Node","Known Flow","294626.145326","757855.281429","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002525","Nodes","-316845","21.000000","31.612293","Default Known Flow Node","Known Flow","294692.003344","757861.040430","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002522","Nodes","-316838","21.000000","31.410450","Default Known Flow Node","Known Flow","294649.468332","757856.897429","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002528","Nodes","-316851","21.000000","31.611280","Default Known Flow Node","Known Flow","294785.058240","757888.236027","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002527","Nodes","-316849","21.000000","32.139408","Default Known Flow Node","Known Flow","294762.243130","757937.647694","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000244","Nodes","244","21.000000","30.667493","DDS demands","Known Flow","294503.018293","757839.028424","","0.000000","","","-21.320000","","","","","","","","","","-19.064726","-21.320000","","","","","C3 PROFILE","","","","","","","","",""
"60205200000245","Nodes","245","21.000000","30.248129","DDS demands","Known Flow","294620.844488","757753.939921","","0.000000","","","","","","-4.269999","","","","","","","-3.818310","-4.269999","","","","","","","","D1 PROFILE","","","","","",""
"60205200002534","Nodes","-316942","21.000000","26.263580","Default Known Flow Node","Known Flow","293436.053002","758192.561521","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000078","Nodes","78","21.000000","32.496501","DDS demands","Known Flow","293453.912064","758336.909740","","0.000000","","","-3.059999","","","-13.139999","","","","","","","-14.486329","-16.200000","","","","","C3 PROFILE","","","D1 PROFILE","","","","","",""
"60205200000201","Nodes","201","21.000000","32.347948","DDS demands","Known Flow","293297.456965","758488.387601","","0.000000","","","","","","-10.949999","","","","","","","-9.791686","-10.949999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000202","Nodes","202","21.000000","32.143958","DDS demands","Known Flow","293282.118960","758474.025597","","0.000000","","","","","","-0.799999","","","","","","","-0.715374","-0.799999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000199","Nodes","199","21.000000","31.327646","DDS demands","Known Flow","293190.139510","758495.874871","","0.000000","","","-24.999999","","","","","","","","","","-22.355447","-24.999999","","","","","C3 PROFILE","","","","","","","","",""
"60205200000159","Nodes","159","21.000000","38.206889","DDS demands","Known Flow","293951.039234","758122.520016","","0.000000","","","","","","-2.339999","","","","","","","-2.092469","-2.339999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000056","Nodes","","21.000000","34.234437","DDS demands","Known Flow","293918.613134","758352.420564","","0.000000","-10.010000","","-10.770000","","","-6.159999","","","","","","","-24.090230","-26.940000","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","","",""
"60205200000204","Nodes","","21.000000","34.227658","DDS demands","Known Flow","293897.263233","758358.714021","","0.000000","","","","","","-1.230000","","","","","","","-1.099888","-1.230000","","","","","","","","D1 PROFILE","","","","","",""
"60205200000023","Nodes","23","21.000000","36.859657","DDS demands","Known Flow","293894.291127","758116.149500","","0.000000","","","-40.400001","","","","","","","","","","-36.126403","-40.400001","","","","","C3 PROFILE","","","","","","","","",""
"60205200000157","Nodes","157","21.000000","37.249218","Default Known Flow Node","Known Flow","293918.793134","758152.529510","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002556","Nodes","-327324","21.000000","40.059906","Default Known Flow Node","Known Flow","293942.242140","758063.834486","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000131","Nodes","131, P10125388, Off Rie-Achan Road, Pitlochry, 17.82scm/h","22.999998","32.078964","CSEP DDS Matched","Known Flow","293679.605099","758255.362565","","0.000000","-5.940000","","","","","","-17.819999","","","","","","-21.246617","-23.760000","","","C1 PROFILE","","","","","","DC PROFILE","","","","",""
"60205200001001","Nodes","1001, P00059063, Rie-achan Road, Pitlochry, 17.63scm/h","22.999998","32.053004","CSEP DDS Matched","Known Flow","293682.655069","758255.063538","","0.000000","","","","","","","-17.629998","","","","","","-15.765060","-17.629998","","","","","","","","","DC PROFILE","","","","",""
"60205200002540","Nodes","-316985","21.000000","34.560811","Default Known Flow Node","Known Flow","293837.011660","758378.341880","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002542","Nodes","-316991","21.000000","35.847903","Default Known Flow Node","Known Flow","293856.303117","758238.586533","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000216","Nodes","216","21.000000","35.836487","DDS demands","Known Flow","293857.286332","758241.122123","","0.000000","","","","","","-0.440000","","","","","","","-0.393455","-0.440000","","","","","","","","D1 PROFILE","","","","","",""
"60205200002541","Nodes","-316989","21.000000","35.847903","Default Known Flow Node","Known Flow","293849.988115","758243.061534","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002544","Nodes","-316997","21.000000","36.233544","Default Known Flow Node","Known Flow","293880.476123","758219.449528","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002546","Nodes","-317001","21.000000","36.233544","Default Known Flow Node","Known Flow","293885.087124","758216.317527","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000218","Nodes","218","21.000000","36.233544","Default Known Flow Node","Known Flow","293883.192124","758220.212528","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000220","Nodes","220","21.000000","36.233544","Default Known Flow Node","Known Flow","293897.096128","758208.682525","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000069","Nodes","","21.000000","34.561111","DDS demands","Known Flow","293837.247111","758376.444571","","0.000000","","","","","","-12.810000","","","","","","","-11.454931","-12.810000","","","","","","","","D1 PROFILE","","","","","",""
"60205200000132","Nodes","132","21.000000","33.620930","DDS demands","Known Flow","293763.195091","758336.586560","","0.000000","","","","","","-3.170000","","","","","","","-2.834670","-3.170000","","","","","","","","D1 PROFILE","","","","","",""
"60205200000212","Nodes","212","21.000000","33.958406","DDS demands","Known Flow","293759.711090","758379.112571","","0.000000","","","","","","-4.110000","","","","","","","-3.675235","-4.110000","","","","","","","","D1 PROFILE","","","","","",""
"60205200000213","Nodes","213","21.000000","34.812593","DDS demands","Known Flow","293778.513095","758248.083536","","0.000000","","","-7.309999","","","-1.059999","","","","","","","-7.484603","-8.369999","","","","","C3 PROFILE","","","D1 PROFILE","","","","","",""
"60205200000214","Nodes","214","21.000000","34.836006","DDS demands","Known Flow","293809.940104","758293.654548","","0.000000","","","","","","-5.300000","","","","","","","-4.739355","-5.300000","","","","","","","","D1 PROFILE","","","","","",""
"60205200000155","Nodes","155","21.000000","34.587429","DDS demands","Known Flow","293764.883441","758253.549497","","0.000000","","","-14.380000","-6.390000","","-6.210000","","","","","","","-24.126000","-26.980001","","","","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","","",""
"60205200000156","Nodes","156, Station Road Potential","21.000000","33.292146","DDS demands","Known Flow","293743.885357","758206.343349","","0.000000","-9.000000","","","-0.430000","","-2.059999","","-12.399999","","","","","-21.362865","-23.890000","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","DH PROFILE","","","",""
"60205200000205","Nodes","205","21.000000","34.224767","DDS demands","Known Flow","293897.817128","758361.056566","","0.000000","","","-4.159999","","","","","","","","","","-3.719946","-4.159999","","","","","C3 PROFILE","","","","","","","","",""
"60205200000215","Nodes","215","21.000000","35.877316","DDS demands","Known Flow","293843.576113","758214.953527","","0.000000","-9.949999","","","","","-9.229999","","","","","","","-17.151097","-19.180000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","",""
"60205200000219","Nodes","219","21.000000","36.277101","DDS demands","Known Flow","293865.894119","758203.130523","","0.000000","","","","","","-2.630000","","","","","","","-2.351793","-2.630000","","","","","","","","D1 PROFILE","","","","","",""
"60205200002543","Nodes","-316993","21.000000","35.836487","Default Known Flow Node","Known Flow","293857.780117","758242.395534","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000217","Nodes","217","21.000000","35.550356","DDS demands","Known Flow","293865.443119","758249.116536","","0.000000","-15.619999","","","-3.199999","","-2.089999","","","","","","","-18.698094","-20.909998","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","",""
"60205200000161","Nodes","161","21.000000","36.973156","DDS demands","Known Flow","293907.148130","758171.920515","","0.000000","","","","","","-3.289999","","","","-4.489999","","","-6.957014","-7.779999","","","","","","","","D1 PROFILE","","","","I2 PROFILE","",""
"60205200000158","Nodes","158","21.000000","36.469562","DDS demands","Known Flow","293916.083133","758227.187530","","0.000000","","","","-16.280000","","","","","","","","","-14.557867","-16.280000","","","","","","C4 PROFILE","","","","","","","",""
"60205200000134","Nodes","134","21.000000","37.276341","DDS demands","Known Flow","293918.796134","758160.386512","","0.000000","","","","","","-2.089999","","","","","","","-1.868915","-2.089999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000136","Nodes","136","21.000000","38.250780","DDS demands","Known Flow","293957.920144","758132.753504","","0.000000","-6.000000","","","","","-2.250000","","","","","","","-7.377297","-8.250000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","",""
"60205200000137","Nodes","137","21.000000","38.425302","DDS demands","Known Flow","293991.576153","758108.801498","","0.000000","-24.999999","","","-8.420000","","-9.649999","","","","","","","-38.513963","-43.069997","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","",""
"60205200000255","Nodes","255","21.000000","38.561786","DDS demands","Known Flow","293994.554154","758108.960498","","0.000000","","","","","","-1.299999","","","","","","","-1.162483","-1.299999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000001","Nodes","1, PITLOCHRY DG ID 1824","21.000000","41.000000","Default Known Pressure Node","Known Pressure","293939.743139","758018.544473","","2735.712057","","","","","","","","","","","","","1714.805879","1917.659969","","","","","","","","","","","","","",""
"60205200002557","Nodes","-327327","21.000000","38.292044","Default Known Flow Node","Known Flow","293993.727154","758112.272499","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000141","Nodes","141","21.000000","35.793233","DDS demands","Known Flow","294206.411675","758191.004365","","0.000000","","","-9.419999","","","-10.020000","","","","","","","-17.383595","-19.440000","","","","","C3 PROFILE","","","D1 PROFILE","","","","","",""
"60205200000170","Nodes","","21.000000","33.209783","DDS demands","Known Flow","294256.632226","758049.110482","","0.000000","","","","","","-8.800000","","","","","","","-7.869117","-8.800000","","","","","","","","D1 PROFILE","","","","","",""
"60205200002563","Nodes","-327342","21.000000","37.198440","Default Known Flow Node","Known Flow","294048.691169","758071.462488","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002568","Nodes","-327352","21.000000","37.420148","Default Known Flow Node","Known Flow","294147.509665","758201.162133","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000139","Nodes","139","21.000000","37.561658","DDS demands","Known Flow","294054.879557","758235.685813","","0.000000","","","","","","-2.900000","","","","","","","-2.593232","-2.900000","","","","","","","","D1 PROFILE","","","","","",""
"60205200002502","Nodes","-316763","21.000000","32.637758","Default Known Flow Node","Known Flow","294344.301249","758268.551541","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000184","Nodes","184, P00071794, Tom Na Moan Road, Pitlochry, 20.68scm/h","24.000000","32.573957","CSEP DDS Matched","Known Flow","294344.447249","758273.943543","","0.000000","","","","","","-8.149999","-20.670000","","","","","","-25.771359","-28.820001","","","","","","","","D1 PROFILE","DC PROFILE","","","","",""
"60205200002510","Nodes","-316794","21.000000","32.667403","Default Known Flow Node","Known Flow","294421.251270","758235.040532","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002511","Nodes","-316798","21.000000","32.659295","Default Known Flow Node","Known Flow","294450.039278","758237.997533","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002509","Nodes","-316792","21.000000","32.667403","Default Known Flow Node","Known Flow","294415.385269","758224.506529","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002512","Nodes","-316800","21.000000","32.635459","Default Known Flow Node","Known Flow","294463.607390","758231.549747","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000186","Nodes","186","21.000000","32.607399","DDS demands","Known Flow","294473.740285","758191.329520","","0.000000","","","","","","-4.900000","","","","","","","-4.381668","-4.900000","","","","","","","","D1 PROFILE","","","","","",""
"60205200002513","Nodes","-316801","21.000000","32.635459","Default Known Flow Node","Known Flow","294465.466282","758233.848532","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000039","Nodes","39","21.000000","31.489638","DDS demands","Known Flow","294400.048387","758479.637197","","0.000000","","","","","","-3.499999","","","","","","","-3.129762","-3.499999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000140","Nodes","140","21.000000","37.024924","DDS demands","Known Flow","294146.493196","758202.987523","","0.000000","","","-0.959999","","","-3.970000","","","","","","","-4.408494","-4.929999","","","","","C3 PROFILE","","","D1 PROFILE","","","","","",""
"60205200000253","Nodes","253","21.000000","37.032330","Default Known Flow Node","Known Flow","294144.628234","758209.516516","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002569","Nodes","P12130777, 22 Flats @ Lower Oakfield, -19.66 SCMH","24.000000","34.920326","CSEP Unmatched","Known Flow","294232.369370","758156.926259","","0.000000","","","","","","","","","","","","-19.659998","-17.580323","-19.659998","","","","","","","","","","","","","","PL-DC PROFILE"
"60205200000151","Nodes","151","21.000000","35.329063","DDS demands","Known Flow","294165.954201","758286.299546","","0.000000","","","","","","-6.910000","","","","","","","-6.179045","-6.910000","","","","","","","","D1 PROFILE","","","","","",""
"60205200000305","Nodes","305","21.000000","38.434096","Default Known Flow Node","Known Flow","294011.853159","758256.955538","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000260","Nodes","","21.000000","37.875619","DDS demands","Known Flow","294070.180175","758177.560517","","0.000000","","","-54.810000","","","","","","","","","","-49.012085","-54.810000","","","","","C3 PROFILE","","","","","","","","",""
"60205200000152","Nodes","152","21.000000","35.285102","DDS demands","Known Flow","294143.574195","758301.819550","","0.000000","","","","","","-4.969999","","","","","","","-4.444263","-4.969999","","","","","","","","D1 PROFILE","","","","","",""
"60205200002566","Nodes","-327350","21.000000","35.285102","Default Known Flow Node","Known Flow","294143.579195","758319.531555","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002565","Nodes","-327349","21.000000","35.285102","Default Known Flow Node","Known Flow","294138.537193","758294.283548","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000055","Nodes","","21.000000","35.068597","DDS demands","Known Flow","294104.651198","758478.381585","","0.000000","","","","","","-14.579999","","","","","","","-13.037696","-14.579999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000254","Nodes","254","21.000000","38.787571","DDS demands","Known Flow","294000.297156","758098.891495","","0.000000","","","","-6.000000","","","","","","","","","-5.365307","-6.000000","","","","","","C4 PROFILE","","","","","","","",""
"60205200002567","Nodes","-327351","21.000000","35.591099","Default Known Flow Node","Known Flow","294146.760196","758330.928558","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000252","Nodes","252","21.000000","37.420148","Default Known Flow Node","Known Flow","294149.077196","758200.860523","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200002570","Nodes","","21.000000","35.104671","DDS demands","Known Flow","294223.227087","758164.394548","","0.000000","","","","","","-4.619999","","","","","","","-4.131286","-4.619999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000210","Nodes","","21.000000","31.753084","DDS demands","Known Flow","294525.994560","758031.699519","","0.000000","","","","","","-7.179999","","","","","","","-6.420484","-7.179999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000088","Nodes","","21.000000","31.887303","DDS demands","Known Flow","294832.711382","758008.180470","","0.000000","","","-52.759998","","","","","","","","","","-47.178934","-52.759998","","","","","C3 PROFILE","","","","","","","","",""
"60205200000032","Nodes","","21.000000","30.481156","DDS demands","Known Flow","294568.395310","758423.025583","","0.000000","","","","","","-2.589999","","","","","","","-2.316024","-2.589999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000033","Nodes","","21.000000","27.870537","DDS demands","Known Flow","294669.135338","758446.963590","","0.000000","","","","","","-13.829999","","","","","","","-12.367033","-13.829999","","","","","","","","D1 PROFILE","","","","","",""
"60205200002515","Nodes","-316809","21.000000","31.236160","Default Known Flow Node","Known Flow","294517.236296","758203.350524","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60205200000164","Nodes","164","21.000000","30.810377","DDS demands","Known Flow","294560.276308","758418.883582","","0.000000","","","","","","-5.030000","","","","","","","-4.497916","-5.030000","","","","","","","","D1 PROFILE","","","","","",""
"60205200000173","Nodes","","21.000000","30.661133","DDS demands","Known Flow","294536.639239","758488.636845","","0.000000","","","","","","-2.099999","","","","","","","-1.877857","-2.099999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000038","Nodes","","21.000000","29.813276","DDS demands","Known Flow","294511.050295","758455.581592","","0.000000","","","","","","-11.079999","","","","","","","-9.907934","-11.079999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000172","Nodes","","21.000000","29.324087","DDS demands","Known Flow","294390.096262","758331.058558","","0.000000","","","","","","-5.330000","","","","","","","-4.766181","-5.330000","","","","","","","","D1 PROFILE","","","","","",""
"60205200000171","Nodes","171","21.000000","29.822168","DDS demands","Known Flow","294428.443272","758473.679597","","0.000000","","","","","","-2.409999","","","","","","","-2.155065","-2.409999","","","","","","","","D1 PROFILE","","","","","",""
"60205200000211","Nodes","211","21.000000","31.555948","DDS demands","Known Flow","294628.375327","758158.378511","","0.000000","","","","","","-2.740000","","","","","","","-2.450157","-2.740000","","","","","","","","D1 PROFILE","","","","","",""
