"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-3627.549997","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-111.529996","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-1070.269993","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-257.339997","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-34.109998","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-228.390005","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"DM","Flow Categories","-15.529999","0.000000","1.000000","Volumetric","0"
"IM","Flow Categories","-21.500000","0.000000","1.000000","Volumetric","0"
"CM","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0"
"C3","Flow Categories","","","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-14.120000","0.000000","1.000000","Volumetric","-1.000000"
