"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60603200000438","Nodes","438","21.000000","26.060042","DDS demands","Known Flow","394925.728826","809496.886497","","0.000000","","","","","","-5.810000","","","","","-5.195405","-5.810000","","","","","","","","D1 PROFILE","","","",""
"60603200000169","Nodes","169","21.000000","49.278493","Default Known Flow Node","Known Flow","391368.372227","810014.245573","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60603200000007","Nodes","FAIRVIEW GRANGE RRI","21.000000","49.999998","Default Known Pressure Node","Known Pressure","391361.247649","810018.747623","","999998.967025","","","","","","","","","","","40.767395","45.589999","","","","","","","","","","","",""
"60603200010406","Nodes","P10124751-PJPA575, JESMOND DRIVE, 61.20","25.000000","26.323535","CSEP DDS Matched","Known Flow","392448.127234","811727.151071","","0.000000","","","","","","","-61.199999","","","","-54.726135","-61.199999","","","","","","","","","DC PROFILE","","",""
"60603200000927","Nodes","927","21.000000","35.038929","DDS demands","Known Flow","391192.872603","810015.747622","","0.000000","","","","","","-6.599999","","","","","-5.901837","-6.599999","","","","","","","","D1 PROFILE","","","",""
"60603200000860","Nodes","860","21.000000","44.306717","DDS demands","Known Flow","393893.624338","812049.187175","","0.000000","","","","","","-20.999999","","","","","-18.778575","-20.999999","","","","","","","","D1 PROFILE","","","",""
"60603200009320","Nodes","Logger 9309, 9 Dubford Rise","21.000000","44.815513","Default Known Flow Node","Known Flow","393911.656474","812035.316221","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60603200000859","Nodes","859","21.000000","46.723023","DDS demands","Known Flow","393994.248365","811990.998160","","0.000000","","","","","","-4.510000","","","","","-4.032922","-4.510000","","","","","","","","D1 PROFILE","","","",""
"60603200001016","Nodes","1016","21.000000","42.477819","Default Known Flow Node","Known Flow","393891.311252","812201.407755","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60603200000869","Nodes","869","21.000000","42.290586","DDS demands","Known Flow","393878.303336","812211.779416","","0.000000","","","","","","-15.240000","","","","","-13.627881","-15.240000","","","","","","","","D1 PROFILE","","","",""
"60603200001128","Nodes","1128","21.000000","35.442483","Default Known Flow Node","Known Flow","394104.623395","809989.747615","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60603200009339","Nodes","Logger 9021, 27 Fraserfield Gardens","21.000000","35.552358","Default Known Flow Node","Known Flow","394106.391319","810030.692600","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
