"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60600900000347","Nodes","347","21.000000","40.168079","DDS demands","Known Flow","386414.892272","785379.684350","","0.000000","","","","","","-21.699999","","","","","","-19.404527","-21.699999","","","","","","","","D1 PROFILE","","","","",""
"60600900000341","Nodes","341","21.000000","40.810458","DDS demands","Known Flow","386235.951254","785486.807948","","0.000000","","","","","","-18.530000","","","","","","-16.569857","-18.530000","","","","","","","","D1 PROFILE","","","","",""
"60600900009694","Nodes","Logger 10134, 7 Boatie Row","21.000000","23.483692","Val Log Cath","Known Flow","387863.110430","786678.274858","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60600900000152","Nodes","152","21.000000","23.379456","DDS demands","Known Flow","387869.888699","786655.320266","","0.000000","","","","","","-2.250000","","","","","","-2.011990","-2.250000","","","","","","","","D1 PROFILE","","","","",""
"60600900009461","Nodes","Logger 7004, 18 Fetteresso Terrace","21.000000","33.647285","Val Log Cath","Known Flow","386789.065408","786188.166425","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60600900000047","Nodes","47","21.000000","35.641367","DDS demands","Known Flow","386646.048366","786228.009149","","0.000000","","","","","","-25.920000","","","","","","-23.178128","-25.920000","","","","","","","","D1 PROFILE","","","","",""
"60600900000272","Nodes","272","21.000000","29.789246","DDS demands","Known Flow","386250.922258","786779.997300","","0.000000","","","","","","-4.960000","","","","","","-4.435321","-4.960000","","","","","","","","D1 PROFILE","","","","",""
"60600900009105","Nodes","P09120456, Ann Street, -17.45","24.000000","29.237935","CSEP DDS Matched","Known Flow","387284.546436","786218.505086","","0.000000","","","","","","","-4.400000","","","","","-3.934558","-4.400000","","","","","","","","","DC PROFILE","","","",""
"60600900000271","Nodes","271","21.000000","30.616959","DDS demands","Known Flow","386295.131270","786735.284287","","0.000000","","","","","","-12.550000","","","","","","-11.222435","-12.550000","","","","","","","","D1 PROFILE","","","","",""
"60600900009148","Nodes","Logger 9895, os 12 Evans Street,","21.000000","31.334474","Val Log Post","Known Flow","387333.095331","785851.492112","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
