"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"C3","Flow Categories","-385.750004","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-40.720000","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-217.239996","0.000000","1.000000","Volumetric","-1.000000"
"D1","Flow Categories","-770.889997","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-282.989997","0.000000","1.000000","Volumetric","-1.000000"
"DH","Flow Categories","-15.030000","0.000000","1.000000","Volumetric","0"
"I2","Flow Categories","-21.610000","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-60.990000","0.000000","1.000000","Volumetric","-1.000000"
"PL-AF","Flow Categories","-167.729998","0.000000","1.000000","Volumetric","-1.000000"
"DM","Flow Categories","","","1.000000","Volumetric","0"
"CM","Flow Categories","","","1.000000","Volumetric","0"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"PL-DC","Flow Categories","-19.659998","0.000000","1.000000","Volumetric","0"
"CC","Flow Categories","-47.000000","0.000000","1.000000","Volumetric","-1.000000"
