"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60604800000051","Nodes","51","21.000000","54.296174","DDS demands","Known Flow","386742.607392","807490.610935","","0.000000","","","","-8.130000","","","","","","-7.269991","-8.130000","","","","","","D1 PROFILE","","","","",""
"60604800000053","Nodes","53","21.000000","54.274886","DDS demands","Known Flow","386702.652381","807469.122929","","0.000000","","","","-5.789999","","","","","","-5.177521","-5.789999","","","","","","D1 PROFILE","","","","",""
"60604800000060","Nodes","60","21.000000","67.744731","DDS demands","Known Flow","386575.030346","807468.837929","","0.000000","","","","-4.839999","","","","","","-4.328014","-4.839999","","","","","","D1 PROFILE","","","","",""
"60604800009785","Nodes","-93156","21.000000","67.702533","Default Known Flow Node","Known Flow","386582.329348","807463.313928","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000038","Nodes","38","21.000000","68.647075","DDS demands","Known Flow","386560.854343","807407.414912","","0.000000","-10.939999","-6.000000","","","","","","","","-15.148049","-16.939999","","","C1 PROFILE","C2 PROFILE","","","","","","",""
"60604800009782","Nodes","-93153","21.000000","68.411858","Default Known Flow Node","Known Flow","386562.919343","807436.163920","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000062","Nodes","62","21.000000","68.344576","DDS demands","Known Flow","386538.943637","807446.827958","","0.000000","","","","-3.930000","","","","","","-3.514275","-3.930000","","","","","","D1 PROFILE","","","","",""
"60604800009780","Nodes","-93149","21.000000","68.344576","Default Known Flow Node","Known Flow","386534.097564","807462.348189","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000059","Nodes","59","21.000000","68.371456","DDS demands","Known Flow","386564.361344","807443.689922","","0.000000","","","","-3.970000","","","","","","-3.550044","-3.970000","","","","","","D1 PROFILE","","","","",""
"60604800000037","Nodes","37","21.000000","68.662116","DDS demands","Known Flow","386543.737338","807399.064910","","0.000000","","-34.419999","","","","","","","","-30.778975","-34.419999","","","","C2 PROFILE","","","","","","",""
"60604800000039","Nodes","39","21.000000","68.636834","Default Known Flow Node","Known Flow","386638.001482","807425.930454","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000063","Nodes","63","21.000000","68.756390","DDS demands","Known Flow","386645.171365","807419.520916","","0.000000","","","","-6.999999","","","","","","-6.259524","-6.999999","","","","","","D1 PROFILE","","","","",""
"60604800000064","Nodes","64","21.000000","68.379026","DDS demands","Known Flow","386661.870578","807374.887960","","0.000000","","","","-7.469999","","","","","","-6.679806","-7.469999","","","","","","D1 PROFILE","","","","",""
"60604800000259","Nodes","259","21.000000","67.836190","DDS demands","Known Flow","386747.233393","807368.831902","","0.000000","","","","-11.830000","","","","","","-10.578597","-11.830000","","","","","","D1 PROFILE","","","","",""
"60604800000065","Nodes","65","21.000000","68.208889","DDS demands","Known Flow","386664.600699","807336.365289","","0.000000","","","","-13.829999","","","","","","-12.367032","-13.829999","","","","","","D1 PROFILE","","","","",""
"60604800000066","Nodes","66","21.000000","66.992699","DDS demands","Known Flow","386779.138320","807341.509702","","0.000000","","","","-14.680000","","","","","","-13.127117","-14.680000","","","","","","D1 PROFILE","","","","",""
"60604800000036","Nodes","36","21.000000","68.660945","DDS demands","Known Flow","386502.532605","807406.943832","","0.000000","","","","-2.240000","","","","","","-2.003047","-2.240000","","","","","","D1 PROFILE","","","","",""
"60604800009795","Nodes","-93171","21.000000","46.466330","Default Known Flow Node","Known Flow","386912.517438","807269.102875","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000030","Nodes","30","21.000000","47.417607","DDS demands","Known Flow","386887.531431","807194.807855","","0.000000","","","","-6.780000","","","","","","-6.062796","-6.780000","","","","","","D1 PROFILE","","","","",""
"60604800000029","Nodes","29","21.000000","47.668337","DDS demands","Known Flow","386834.847417","807181.404851","","0.000000","","","","-2.519999","","","","","","-2.253428","-2.519999","","","","","","D1 PROFILE","","","","",""
"60604800000028","Nodes","28","21.000000","48.081767","DDS demands","Known Flow","386774.218883","807169.578310","","0.000000","","","","-5.110000","","","","","","-4.569453","-5.110000","","","","","","D1 PROFILE","","","","",""
"60604800009792","Nodes","-93168","21.000000","47.695855","Default Known Flow Node","Known Flow","386829.512416","807243.332868","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000026","Nodes","26","21.000000","49.642780","Default Known Flow Node","Known Flow","386748.997394","807034.359811","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000073","Nodes","73","21.000000","48.789172","DDS demands","Known Flow","386783.483132","807042.435516","","0.000000","","","","-10.410000","","","","","","-9.308807","-10.410000","","","","","","D1 PROFILE","","","","",""
"60604800000077","Nodes","77","21.000000","48.628914","DDS demands","Known Flow","386798.809407","807062.777819","","0.000000","","","","-7.139999","","","","","","-6.384714","-7.139999","","","","","","D1 PROFILE","","","","",""
"60604800000074","Nodes","74","21.000000","48.107295","Default Known Flow Node","Known Flow","386812.068411","807032.428810","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000078","Nodes","78","21.000000","48.083509","DDS demands","Known Flow","386809.439410","807022.335808","","0.000000","","","","-2.769999","","","","","","-2.476983","-2.769999","","","","","","D1 PROFILE","","","","",""
"60604800000075","Nodes","75","21.000000","47.922022","DDS demands","Known Flow","386829.280416","807029.307810","","0.000000","","","","-11.390000","","","","","","-10.185140","-11.390000","","","","","","D1 PROFILE","","","","",""
"60604800000079","Nodes","79","21.000000","47.059106","DDS demands","Known Flow","386807.552410","806944.477786","","0.000000","","","","-13.820000","","","","","","-12.358089","-13.820000","","","","","","D1 PROFILE","","","","",""
"60604800000076","Nodes","76","21.000000","43.611225","DDS demands","Known Flow","386890.228432","806965.860792","","0.000000","","","","-6.820000","","","","","","-6.098565","-6.820000","","","","","","D1 PROFILE","","","","",""
"60604800009784","Nodes","-93155","21.000000","68.411858","Default Known Flow Node","Known Flow","386569.873345","807435.380920","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800009787","Nodes","-93159","21.000000","67.641687","Default Known Flow Node","Known Flow","386593.800123","807457.057737","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800009786","Nodes","-93157","21.000000","67.702533","Default Known Flow Node","Known Flow","386582.039348","807468.191929","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000061","Nodes","61","21.000000","67.397906","DDS demands","Known Flow","386599.962353","807433.671920","","0.000000","","","","-9.409999","","","","","","-8.414589","-9.409999","","","","","","D1 PROFILE","","","","",""
"60604800009788","Nodes","-93161","21.000000","67.641687","Default Known Flow Node","Known Flow","386612.494357","807470.938930","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800009789","Nodes","-93162","21.000000","68.631746","Default Known Flow Node","Known Flow","386643.714365","807430.804919","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000032","Nodes","32","21.000000","48.091901","DDS demands","Known Flow","386753.452395","807224.087863","","0.000000","","","","-4.960000","","","","","","-4.435320","-4.960000","","","","","","D1 PROFILE","","","","",""
"60604800000114","Nodes","114","21.000000","39.669420","DDS demands","Known Flow","386532.008335","807004.779803","","0.000000","","","","-8.810000","","","","","","-7.878059","-8.810000","","","","","","D1 PROFILE","","","","",""
"60604800000101","Nodes","101","21.000000","46.507520","DDS demands","Known Flow","386608.843337","807060.496780","","0.000000","","","","-15.339999","","","","","","-13.717300","-15.339999","","","","","","D1 PROFILE","","","","",""
"60604800000035","Nodes","35","21.000000","43.692645","DDS demands","Known Flow","387004.614463","807251.352870","","0.000000","","","","-19.299999","","","","","","-17.258402","-19.299999","","","","","","D1 PROFILE","","","","",""
"60604800000164","Nodes","164","21.000000","64.482521","DDS demands","Known Flow","386249.913258","807645.451977","","0.000000","","","","-10.660000","","","","","","-9.532362","-10.660000","","","","","","D1 PROFILE","","","","",""
"60604800000196","Nodes","196","21.000000","63.717023","DDS demands","Known Flow","386187.278241","807579.817959","","0.000000","","","","-10.979999","","","","","","-9.818510","-10.979999","","","","","","D1 PROFILE","","","","",""
"60604800000175","Nodes","175","21.000000","66.359111","DDS demands","Known Flow","386211.027247","807515.516942","","0.000000","","","","-8.199999","","","","","","-7.332585","-8.199999","","","","","","D1 PROFILE","","","","",""
"60604800000169","Nodes","169","21.000000","67.503843","DDS demands","Known Flow","386286.201268","807531.420946","","0.000000","","","","-6.630000","","","","","","-5.928663","-6.630000","","","","","","D1 PROFILE","","","","",""
"60604800000153","Nodes","153","21.000000","69.720382","DDS demands","Known Flow","386446.720311","807739.950003","","0.000000","","","","-1.389999","","","","","","-1.242962","-1.389999","","","","","","D1 PROFILE","","","","",""
"60604800000186","Nodes","186","21.000000","69.152954","DDS demands","Known Flow","386442.189310","807790.956017","","0.000000","","","","-9.069999","","","","","","-8.110554","-9.069999","","","","","","D1 PROFILE","","","","",""
"60604800000212","Nodes","212","21.000000","67.446354","DDS demands","Known Flow","386365.968962","807766.801905","","0.000000","","","","-9.359999","","","","","","-8.369878","-9.359999","","","","","","D1 PROFILE","","","","",""
"60604800000155","Nodes","155","21.000000","69.709179","DDS demands","Known Flow","386358.945288","807659.043981","","0.000000","","","","-4.219999","","","","","","-3.773598","-4.219999","","","","","","D1 PROFILE","","","","",""
"60604800000157","Nodes","157","21.000000","67.791087","DDS demands","Known Flow","386393.454922","807648.055356","","0.000000","","","","-4.990000","","","","","","-4.462146","-4.990000","","","","","","D1 PROFILE","","","","",""
"60604800000159","Nodes","159","21.000000","67.041189","DDS demands","Known Flow","386412.063302","807611.618968","","0.000000","","","","-12.560000","","","","","","-11.231375","-12.560000","","","","","","D1 PROFILE","","","","",""
"60604800000158","Nodes","158","21.000000","67.058511","DDS demands","Known Flow","386452.287313","807657.523980","","0.000000","","","","-11.360000","","","","","","-10.158313","-11.360000","","","","","","D1 PROFILE","","","","",""
"60604800000160","Nodes","160","21.000000","66.755843","DDS demands","Known Flow","386381.098294","807577.402959","","0.000000","","","","-8.310000","","","","","","-7.430949","-8.310000","","","","","","D1 PROFILE","","","","",""
"60604800000156","Nodes","156","21.000000","69.700565","DDS demands","Known Flow","386347.332284","807625.746972","","0.000000","","","","-1.039999","","","","","","-0.929986","-1.039999","","","","","","D1 PROFILE","","","","",""
"60604800000162","Nodes","162","21.000000","65.783718","DDS demands","Known Flow","386306.658273","807616.466969","","0.000000","","","","-10.390000","","","","","","-9.290923","-10.390000","","","","","","D1 PROFILE","","","","",""
"60604800000163","Nodes","163","21.000000","65.674756","DDS demands","Known Flow","386275.217265","807573.839958","","0.000000","","","","-5.680000","","","","","","-5.079156","-5.680000","","","","","","D1 PROFILE","","","","",""
"60604800000052","Nodes","52","21.000000","53.710725","DDS demands","Known Flow","386759.255397","807525.682945","","0.000000","","","","-10.249999","","","","","","-9.165732","-10.249999","","","","","","D1 PROFILE","","","","",""
"60604800009781","Nodes","-93152","21.000000","67.233168","Default Known Flow Node","Known Flow","386550.588313","807500.394489","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000185","Nodes","185","21.000000","61.827830","DDS demands","Known Flow","386573.468076","807921.489283","","0.000000","","","","-16.809999","","","","","","-15.031801","-16.809999","","","","","","D1 PROFILE","","","","",""
"60604800009779","Nodes","-93148","21.000000","69.879957","Default Known Flow Node","Known Flow","386515.123786","807655.969019","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000048","Nodes","48","21.000000","48.113764","DDS demands","Known Flow","386825.368179","807557.670422","","0.000000","","","","-10.079999","","","","","","-9.013714","-10.079999","","","","","","D1 PROFILE","","","","",""
"60604800000050","Nodes","50","21.000000","47.928051","DDS demands","Known Flow","386855.580423","807537.300948","","0.000000","","","","-9.549999","","","","","","-8.539780","-9.549999","","","","","","D1 PROFILE","","","","",""
"60604800000149","Nodes","149","21.000000","54.074412","DDS demands","Known Flow","386593.686351","807789.093016","","0.000000","","","","-6.800000","","","","","","-6.080681","-6.800000","","","","","","D1 PROFILE","","","","",""
"60604800000181","Nodes","181","21.000000","59.471650","DDS demands","Known Flow","386649.843367","807950.288060","","0.000000","","","","-6.569999","","","","","","-5.875010","-6.569999","","","","","","D1 PROFILE","","","","",""
"60604800000150","Nodes","150","21.000000","53.033862","DDS demands","Known Flow","386578.306347","807777.517013","","0.000000","","","","-14.949999","","","","","","-13.368555","-14.949999","","","","","","D1 PROFILE","","","","",""
"60604800000197","Nodes","197","21.000000","54.390957","DDS demands","Known Flow","386620.503042","807736.310873","","0.000000","","","","-2.170000","","","","","","-1.940452","-2.170000","","","","","","D1 PROFILE","","","","",""
"60604800000151","Nodes","151","21.000000","52.651140","DDS demands","Known Flow","386564.940364","807863.940468","","0.000000","","","","-12.029999","","","","","","-10.757439","-12.029999","","","","","","D1 PROFILE","","","","",""
"60604800000152","Nodes","152","21.000000","52.431478","DDS demands","Known Flow","386513.246330","807782.684015","","0.000000","","","","-11.810000","","","","","","-10.560712","-11.810000","","","","","","D1 PROFILE","","","","",""
"60604800000198","Nodes","198","21.000000","53.369772","DDS demands","Known Flow","386670.607372","807750.530006","","0.000000","","","","-11.050000","","","","","","-9.881107","-11.050000","","","","","","D1 PROFILE","","","","",""
"60604800000199","Nodes","199","21.000000","53.100421","DDS demands","Known Flow","386756.620396","807707.733994","","0.000000","","","","-8.590000","","","","","","-7.681331","-8.590000","","","","","","D1 PROFILE","","","","",""
"60604800000069","Nodes","69","21.000000","55.680980","DDS demands","Known Flow","386587.041544","807715.860611","","0.000000","","","","-4.469999","","","","","","-3.997153","-4.469999","","","","","","D1 PROFILE","","","","",""
"60604800000188","Nodes","188","21.000000","69.869996","Default Known Flow Node","Known Flow","386515.779793","807654.791647","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000187","Nodes","Headland Homes DG, Constant, Site ID 1259","21.000000","69.999999","Default Known Pressure Node","Known Pressure","386521.728717","807662.097717","","3171.909775","","","","","","","","","","805.681305","900.990024","","","","","","","","","","",""
"60604800000068","Nodes","68","21.000000","69.592097","DDS demands","Known Flow","386530.942334","807608.876967","","0.000000","","-15.999999","","","","","","","","-14.307484","-15.999999","","","","C2 PROFILE","","","","","","",""
"60604800000070","Nodes","70","21.000000","54.215880","DDS demands","Known Flow","386617.344358","807665.944983","","0.000000","","","","-8.510000","","","","","","-7.609793","-8.510000","","","","","","D1 PROFILE","","","","",""
"60604800000072","Nodes","72","21.000000","53.955891","DDS demands","Known Flow","386649.426367","807690.007989","","0.000000","","","","-4.960000","","","","","","-4.435320","-4.960000","","","","","","D1 PROFILE","","","","",""
"60604800000071","Nodes","71","21.000000","53.660547","DDS demands","Known Flow","386563.401343","807632.059974","","0.000000","","","","-11.759999","","","","","","-10.516000","-11.759999","","","","","","D1 PROFILE","","","","",""
"60604800000044","Nodes","44","21.000000","48.378615","DDS demands","Known Flow","386792.300438","807730.159239","","0.000000","","","","-11.600000","","","","","","-10.372927","-11.600000","","","","","","D1 PROFILE","","","","",""
"60604800009791","Nodes","-93167","21.000000","48.385396","Default Known Flow Node","Known Flow","386792.956406","807729.275000","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000042","Nodes","42","21.000000","50.382335","DDS demands","Known Flow","386770.001399","807598.979965","","0.000000","","","","-6.840000","","","","","","-6.116449","-6.840000","","","","","","D1 PROFILE","","","","",""
"60604800000049","Nodes","49","21.000000","47.537829","DDS demands","Known Flow","386837.756418","807613.458968","","0.000000","","","","-9.779999","","","","","","-8.745449","-9.779999","","","","","","D1 PROFILE","","","","",""
"60604800000041","Nodes","41","21.000000","52.992762","Default Known Flow Node","Known Flow","386719.274386","807552.312952","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000055","Nodes","55","21.000000","48.627648","DDS demands","Known Flow","386652.895378","807580.065459","","0.000000","","","","-12.799999","","","","","","-11.445987","-12.799999","","","","","","D1 PROFILE","","","","",""
"60604800000058","Nodes","58","21.000000","48.355022","DDS demands","Known Flow","386700.246380","807598.679964","","0.000000","","","","-7.380000","","","","","","-6.599327","-7.380000","","","","","","D1 PROFILE","","","","",""
"60604800000056","Nodes","56","21.000000","48.243426","DDS demands","Known Flow","386608.444356","807588.795962","","0.000000","","","","-8.890000","","","","","","-7.949596","-8.890000","","","","","","D1 PROFILE","","","","",""
"60604800000054","Nodes","54","21.000000","49.591780","DDS demands","Known Flow","386675.015187","807570.699067","","0.000000","","","","-5.119999","","","","","","-4.578395","-5.119999","","","","","","D1 PROFILE","","","","",""
"60604800000057","Nodes","57","21.000000","49.046519","DDS demands","Known Flow","386659.555369","807526.077945","","0.000000","","","","-10.020000","","","","","","-8.960062","-10.020000","","","","","","D1 PROFILE","","","","",""
"60604800000040","Nodes","40","21.000000","55.531933","DDS demands","Known Flow","386701.605607","807524.987142","","0.000000","","","","-6.159999","","","","","","-5.508381","-6.159999","","","","","","D1 PROFILE","","","","",""
"60604800000214","Nodes","214","21.000000","67.094946","DDS demands","Known Flow","386536.822476","807514.153298","","0.000000","","","","-12.149999","","","","","","-10.864745","-12.149999","","","","","","D1 PROFILE","","","","",""
"60604800009783","Nodes","-93154","21.000000","67.233168","Default Known Flow Node","Known Flow","386565.873344","807513.149941","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000045","Nodes","45","21.000000","48.081417","DDS demands","Known Flow","386787.087404","807779.615014","","0.000000","","","","-6.300000","","","","","","-5.633572","-6.300000","","","","","","D1 PROFILE","","","","",""
"60604800000047","Nodes","47","21.000000","48.100128","DDS demands","Known Flow","386842.828419","807684.773988","","0.000000","","","","-9.029999","","","","","","-8.074786","-9.029999","","","","","","D1 PROFILE","","","","",""
"60604800009771","Nodes","","21.000000","26.738216","Default Known Flow Node","Known Flow","386946.194447","806268.453602","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000213","Nodes","213","21.000000","66.852270","DDS demands","Known Flow","386336.119281","807657.754981","","0.000000","","","","-10.010000","","","","","","-8.951120","-10.010000","","","","","","D1 PROFILE","","","","",""
"60604800009767","Nodes","Kingswells Crescent DG, Constant, Site ID 1260","21.000000","69.999999","Default Known Pressure Node","Known Pressure","386824.093414","807854.475034","","1759.999964","","","","","","","","","","525.531803","587.699999","","","","","","","","","","",""
"60604800000217","Nodes","217","21.000000","67.131600","DDS demands","Known Flow","386908.104437","807841.742031","","0.000000","","","","-5.019999","","","","","","-4.488973","-5.019999","","","","","","D1 PROFILE","","","","",""
"60604800000223","Nodes","223","21.000000","65.461066","DDS demands","Known Flow","386959.593451","807794.647018","","0.000000","","","","-13.729999","","","","","","-12.277609","-13.729999","","","","","","D1 PROFILE","","","","",""
"60604800000224","Nodes","224","21.000000","64.620538","DDS demands","Known Flow","386854.303422","807832.716028","","0.000000","","","","-9.720000","","","","","","-8.691796","-9.720000","","","","","","D1 PROFILE","","","","",""
"60604800000218","Nodes","218","21.000000","59.372909","DDS demands","Known Flow","387037.643472","807865.090037","","0.000000","","","","-16.180000","","","","","","-14.468444","-16.180000","","","","","","D1 PROFILE","","","","",""
"60604800000225","Nodes","225","21.000000","62.575677","DDS demands","Known Flow","387053.395477","807710.767995","","0.000000","","","","-5.199999","","","","","","-4.649932","-5.199999","","","","","","D1 PROFILE","","","","",""
"60604800000227","Nodes","227","21.000000","61.729672","DDS demands","Known Flow","387082.097484","807685.120988","","0.000000","","","","-1.809999","","","","","","-1.618534","-1.809999","","","","","","D1 PROFILE","","","","",""
"60604800009768","Nodes","-364426","21.000000","52.705473","Default Known Flow Node","Known Flow","387128.923925","807701.262137","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000246","Nodes","246","21.000000","54.919797","DDS demands","Known Flow","387281.135539","807666.936983","","0.000000","","","","-8.020000","","","","","","-7.171627","-8.020000","","","","","","D1 PROFILE","","","","",""
"60604800009772","Nodes","-426325","21.000000","62.251825","Default Known Flow Node","Known Flow","387071.961108","807743.990924","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000226","Nodes","226","21.000000","61.627918","DDS demands","Known Flow","387078.460488","807791.896974","","0.000000","","","","-11.109999","","","","","","-9.934759","-11.109999","","","","","","D1 PROFILE","","","","",""
"60604800000232","Nodes","232","21.000000","59.883490","DDS demands","Known Flow","387161.748506","807625.865972","","0.000000","","","","-3.510000","","","","","","-3.138704","-3.510000","","","","","","D1 PROFILE","","","","",""
"60604800000250","Nodes","250","21.000000","53.401770","Default Known Flow Node","Known Flow","387217.737185","807947.493105","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000222","Nodes","222","21.000000","59.200738","DDS demands","Known Flow","387004.553875","807820.936330","","0.000000","","","","-9.109999","","","","","","-8.146323","-9.109999","","","","","","D1 PROFILE","","","","",""
"60604800000221","Nodes","221","21.000000","58.853637","DDS demands","Known Flow","387136.363499","807895.001045","","0.000000","","","","-8.329999","","","","","","-7.448834","-8.329999","","","","","","D1 PROFILE","","","","",""
"60604800000220","Nodes","220","21.000000","59.058702","DDS demands","Known Flow","387049.396475","807877.144040","","0.000000","","","","-5.019999","","","","","","-4.488973","-5.019999","","","","","","D1 PROFILE","","","","",""
"60604800000228","Nodes","228","21.000000","61.422710","DDS demands","Known Flow","387052.811843","807655.979728","","0.000000","","","","-5.090000","","","","","","-4.551568","-5.090000","","","","","","D1 PROFILE","","","","",""
"60604800000229","Nodes","229","21.000000","59.963113","DDS demands","Known Flow","386971.323454","807701.407992","","0.000000","","","","-13.319999","","","","","","-11.910980","-13.319999","","","","","","D1 PROFILE","","","","",""
"60604800000230","Nodes","230","21.000000","59.070595","DDS demands","Known Flow","386944.614447","807645.879977","","0.000000","","","","-12.799999","","","","","","-11.445987","-12.799999","","","","","","D1 PROFILE","","","","",""
"60604800000236","Nodes","236","21.000000","52.662873","DDS demands","Known Flow","387184.820512","807696.886991","","0.000000","","","","-17.430000","","","","","","-15.586216","-17.430000","","","","","","D1 PROFILE","","","","",""
"60604800009769","Nodes","-364434","21.000000","51.875125","Default Known Flow Node","Known Flow","387196.714579","807730.384054","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000234","Nodes","234","21.000000","55.177863","DDS demands","Known Flow","387185.896513","807659.196981","","0.000000","","","","-12.020000","","","","","","-10.748498","-12.020000","","","","","","D1 PROFILE","","","","",""
"60604800000240","Nodes","240","21.000000","51.756300","DDS demands","Known Flow","387205.768518","807757.570008","","0.000000","","","","-7.590000","","","","","","-6.787113","-7.590000","","","","","","D1 PROFILE","","","","",""
"60604800000252","Nodes","252","21.000000","49.280614","DDS demands","Known Flow","387203.260869","807917.928731","","0.000000","","","","-10.239999","","","","","","-9.156790","-10.239999","","","","","","D1 PROFILE","","","","",""
"60604800009773","Nodes","-426328","21.000000","49.151540","Default Known Flow Node","Known Flow","387201.680297","807915.771184","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000253","Nodes","253","21.000000","48.647909","DDS demands","Known Flow","387250.494530","807877.898040","","0.000000","","","","-14.730000","","","","","","-13.171828","-14.730000","","","","","","D1 PROFILE","","","","",""
"60604800009774","Nodes","-426329","21.000000","51.756300","Default Known Flow Node","Known Flow","387208.742026","807760.790475","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000248","Nodes","248","21.000000","54.511484","DDS demands","Known Flow","387278.910397","807758.663382","","0.000000","","","","-5.070000","","","","","","-4.533684","-5.070000","","","","","","D1 PROFILE","","","","",""
"60604800000249","Nodes","249","21.000000","53.137383","DDS demands","Known Flow","387291.000541","807777.239013","","0.000000","","","","-16.129999","","","","","","-14.423732","-16.129999","","","","","","D1 PROFILE","","","","",""
"60604800009770","Nodes","-364444","21.000000","53.137383","Default Known Flow Node","Known Flow","387276.679942","807784.815316","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000245","Nodes","245","21.000000","54.934357","DDS demands","Known Flow","387301.026311","807677.408797","","0.000000","","","","-9.489999","","","","","","-8.486126","-9.489999","","","","","","D1 PROFILE","","","","",""
"60604800000243","Nodes","243","21.000000","57.225514","DDS demands","Known Flow","387329.159890","807654.819799","","0.000000","","","","-2.250000","","","","","","-2.011990","-2.250000","","","","","","D1 PROFILE","","","","",""
"60604800000244","Nodes","244","21.000000","54.658258","DDS demands","Known Flow","387342.511029","807838.504472","","0.000000","","","","-0.779999","","","","","","-0.697489","-0.779999","","","","","","D1 PROFILE","","","","",""
"60604800000255","Nodes","255","21.000000","54.365720","DDS demands","Known Flow","387415.988575","807855.290034","","0.000000","","","","-7.020000","","","","","","-6.277408","-7.020000","","","","","","D1 PROFILE","","","","",""
"60604800009775","Nodes","-426330","21.000000","51.756300","Default Known Flow Node","Known Flow","387215.617765","807763.747374","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800009764","Nodes","-1624831","21.000000","26.924907","Default Known Flow Node","Known Flow","386954.530261","806304.238975","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800009759","Nodes","-1365200","21.000000","27.041699","Default Known Flow Node","Known Flow","386937.209811","806316.485620","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800009763","Nodes","-1396763","21.000000","27.074178","Default Known Flow Node","Known Flow","386936.759949","806319.474352","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800009762","Nodes","-1396762","21.000000","27.115682","DDS demands","Known Flow","386857.525592","806316.569423","","0.000000","","","","-1.609999","","","","","","-1.439690","-1.609999","","","","","","D1 PROFILE","","","","",""
"60604800000176","Nodes","176","21.000000","66.570923","Default Known Flow Node","Known Flow","386158.293233","807469.101929","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000203","Nodes","203","21.000000","68.727631","Default Known Flow Node","Known Flow","386475.906868","807310.205340","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000200","Nodes","200","21.000000","68.696497","Default Known Flow Node","Known Flow","386478.248669","807346.570307","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000201","Nodes","201","21.000000","68.779642","Default Known Flow Node","Known Flow","386537.717336","807343.832895","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60604800000204","Nodes","204","21.000000","68.615155","DDS demands","Known Flow","386536.266336","807310.406886","","0.000000","-8.109999","","","-1.609999","","","","","","-8.691796","-9.720000","","","C1 PROFILE","","","D1 PROFILE","","","","",""
